site_id|config_id|run_id|stat_id|stat_name|stat_times|stat_db_time_pct|start_time|stat_total_cpu_time_pct
37|1|1|266012|hard parse (sharing criteria) elapsed time|35.75|.03|03-OCT-14 08.00.00.000000 AM|
37|1|1|266014|connection management call elapsed time|3.81|0|03-OCT-14 08.00.00.000000 AM|
37|1|1|266005|sql execute elapsed time|95633.96|76.21|03-OCT-14 08.00.00.000000 AM|
37|1|1|266010|hard parse elapsed time|251.79|.2|03-OCT-14 08.00.00.000000 AM|
37|1|1|266016|sequence load elapsed time|.83|0|03-OCT-14 08.00.00.000000 AM|
37|1|1|266007|PL/SQL execution elapsed time|7734.75|6.17|03-OCT-14 08.00.00.000000 AM|
37|1|1|266008|parse time elapsed|562.37|.45|03-OCT-14 08.00.00.000000 AM|
37|1|1|266015|failed parse elapsed time|1.46|0|03-OCT-14 08.00.00.000000 AM|
37|1|1|266018|DB time|125986.36||03-OCT-14 08.00.00.000000 AM|
37|1|1|266019|background elapsed time|18335.77||03-OCT-14 08.00.00.000000 AM|
37|1|1|266006|DB CPU|41119.84|32.81|03-OCT-14 08.00.00.000000 AM|
37|1|1|266011|repeated bind elapsed time|99.21|.08|03-OCT-14 08.00.00.000000 AM|
37|1|1|266009|Java execution elapsed time|560.63|.45|03-OCT-14 08.00.00.000000 AM|
37|1|1|266020|background cpu time|14151.51||03-OCT-14 08.00.00.000000 AM|
37|1|1|266017|hard parse (bind mismatch) elapsed time|.23|0|03-OCT-14 08.00.00.000000 AM|
37|1|1|266013|PL/SQL compilation elapsed time|4.6|0|03-OCT-14 08.00.00.000000 AM|
37|1|2|266016|sequence load elapsed time|1.18|0|06-OCT-14 08.00.00.000000 AM|
37|1|2|266005|sql execute elapsed time|132137.22|73|06-OCT-14 08.00.00.000000 AM|
37|1|2|266010|hard parse elapsed time|320.71|.18|06-OCT-14 08.00.00.000000 AM|
37|1|2|266006|DB CPU|55200.59|30.52|06-OCT-14 08.00.00.000000 AM|
37|1|2|266007|PL/SQL execution elapsed time|10383.23|5.74|06-OCT-14 08.00.00.000000 AM|
37|1|2|266008|parse time elapsed|800.05|.45|06-OCT-14 08.00.00.000000 AM|
37|1|2|266011|repeated bind elapsed time|134.29|.07|06-OCT-14 08.00.00.000000 AM|
37|1|2|266013|PL/SQL compilation elapsed time|5.14|0|06-OCT-14 08.00.00.000000 AM|
37|1|2|266015|failed parse elapsed time|1.53|0|06-OCT-14 08.00.00.000000 AM|
37|1|2|266009|Java execution elapsed time|898.25|.5|06-OCT-14 08.00.00.000000 AM|
37|1|2|266018|DB time|182208.32||06-OCT-14 08.00.00.000000 AM|
37|1|2|266019|background elapsed time|24478.82||06-OCT-14 08.00.00.000000 AM|
37|1|2|266014|connection management call elapsed time|3.1|0|06-OCT-14 08.00.00.000000 AM|
37|1|2|266017|hard parse (bind mismatch) elapsed time|.36|0|06-OCT-14 08.00.00.000000 AM|
37|1|2|266012|hard parse (sharing criteria) elapsed time|15.99|.01|06-OCT-14 08.00.00.000000 AM|
37|1|2|266020|background cpu time|17421.16||06-OCT-14 08.00.00.000000 AM|
37|1|4|266005|sql execute elapsed time|123430.46|72.18|08-OCT-14 08.00.00.000000 AM|
37|1|4|266008|parse time elapsed|806.29|.47|08-OCT-14 08.00.00.000000 AM|
37|1|4|266010|hard parse elapsed time|358.95|.21|08-OCT-14 08.00.00.000000 AM|
37|1|4|266014|connection management call elapsed time|2.94|0|08-OCT-14 08.00.00.000000 AM|
37|1|4|266007|PL/SQL execution elapsed time|10064.56|5.89|08-OCT-14 08.00.00.000000 AM|
37|1|4|266015|failed parse elapsed time|.96|0|08-OCT-14 08.00.00.000000 AM|
37|1|4|266018|DB time|172021.66||08-OCT-14 08.00.00.000000 AM|
37|1|4|266009|Java execution elapsed time|661.06|.39|08-OCT-14 08.00.00.000000 AM|
37|1|4|266020|background cpu time|15530.67||08-OCT-14 08.00.00.000000 AM|
37|1|4|266011|repeated bind elapsed time|130.38|.08|08-OCT-14 08.00.00.000000 AM|
37|1|4|266013|PL/SQL compilation elapsed time|5.88|0|08-OCT-14 08.00.00.000000 AM|
37|1|4|266017|hard parse (bind mismatch) elapsed time|.41|0|08-OCT-14 08.00.00.000000 AM|
37|1|4|266006|DB CPU|52495.65|30.72|08-OCT-14 08.00.00.000000 AM|
37|1|4|266012|hard parse (sharing criteria) elapsed time|24.38|.02|08-OCT-14 08.00.00.000000 AM|
37|1|4|266016|sequence load elapsed time|1.38|0|08-OCT-14 08.00.00.000000 AM|
37|1|4|266019|background elapsed time|22074.51||08-OCT-14 08.00.00.000000 AM|
37|1|7|266006|DB CPU|51770.92|30.17|13-OCT-14 08.00.00.000000 AM|
37|1|7|266016|sequence load elapsed time|1.3|0|13-OCT-14 08.00.00.000000 AM|
37|1|7|266018|DB time|172685.8||13-OCT-14 08.00.00.000000 AM|
37|1|7|266005|sql execute elapsed time|124760.84|72.65|13-OCT-14 08.00.00.000000 AM|
37|1|7|266017|hard parse (bind mismatch) elapsed time|.11|0|13-OCT-14 08.00.00.000000 AM|
37|1|7|266010|hard parse elapsed time|221.78|.13|13-OCT-14 08.00.00.000000 AM|
37|1|7|266013|PL/SQL compilation elapsed time|4.06|0|13-OCT-14 08.00.00.000000 AM|
37|1|7|266007|PL/SQL execution elapsed time|10028.68|5.85|13-OCT-14 08.00.00.000000 AM|
37|1|7|266011|repeated bind elapsed time|131.32|.08|13-OCT-14 08.00.00.000000 AM|
37|1|7|266014|connection management call elapsed time|4.02|0|13-OCT-14 08.00.00.000000 AM|
37|1|7|266008|parse time elapsed|638.44|.37|13-OCT-14 08.00.00.000000 AM|
37|1|7|266012|hard parse (sharing criteria) elapsed time|10.49|.01|13-OCT-14 08.00.00.000000 AM|
37|1|7|266015|failed parse elapsed time|2.81|0|13-OCT-14 08.00.00.000000 AM|
37|1|7|266009|Java execution elapsed time|816.37|.48|13-OCT-14 08.00.00.000000 AM|
37|1|7|266019|background elapsed time|22253.74||13-OCT-14 08.00.00.000000 AM|
37|1|7|266020|background cpu time|16638.5||13-OCT-14 08.00.00.000000 AM|
37|1|6|266019|background elapsed time|19583.11||10-OCT-14 08.00.00.000000 AM|
37|1|6|266005|sql execute elapsed time|110609.61|73.69|10-OCT-14 08.00.00.000000 AM|
37|1|6|266007|PL/SQL execution elapsed time|9001.88|6|10-OCT-14 08.00.00.000000 AM|
37|1|6|266010|hard parse elapsed time|300.64|.2|10-OCT-14 08.00.00.000000 AM|
37|1|6|266013|PL/SQL compilation elapsed time|6.04|0|10-OCT-14 08.00.00.000000 AM|
37|1|6|266018|DB time|150876.42||10-OCT-14 08.00.00.000000 AM|
37|1|6|266012|hard parse (sharing criteria) elapsed time|13.1|.01|10-OCT-14 08.00.00.000000 AM|
37|1|6|266011|repeated bind elapsed time|117.32|.08|10-OCT-14 08.00.00.000000 AM|
37|1|6|266006|DB CPU|46842.63|31.23|10-OCT-14 08.00.00.000000 AM|
37|1|6|266008|parse time elapsed|648.16|.43|10-OCT-14 08.00.00.000000 AM|
37|1|6|266014|connection management call elapsed time|3.04|0|10-OCT-14 08.00.00.000000 AM|
37|1|6|266015|failed parse elapsed time|.66|0|10-OCT-14 08.00.00.000000 AM|
37|1|6|266020|background cpu time|15080.42||10-OCT-14 08.00.00.000000 AM|
37|1|6|266017|hard parse (bind mismatch) elapsed time|.35|0|10-OCT-14 08.00.00.000000 AM|
37|1|6|266009|Java execution elapsed time|592.06|.39|10-OCT-14 08.00.00.000000 AM|
37|1|6|266016|sequence load elapsed time|.81|0|10-OCT-14 08.00.00.000000 AM|
37|1|5|266011|repeated bind elapsed time|128.42|.08|09-OCT-14 08.00.00.000000 AM|
37|1|5|266008|parse time elapsed|719.38|.42|09-OCT-14 08.00.00.000000 AM|
37|1|5|266020|background cpu time|15746.9||09-OCT-14 08.00.00.000000 AM|
37|1|5|266005|sql execute elapsed time|126606.05|74.25|09-OCT-14 08.00.00.000000 AM|
37|1|5|266014|connection management call elapsed time|3.02|0|09-OCT-14 08.00.00.000000 AM|
37|1|5|266007|PL/SQL execution elapsed time|9974.63|5.86|09-OCT-14 08.00.00.000000 AM|
37|1|5|266010|hard parse elapsed time|339.22|.2|09-OCT-14 08.00.00.000000 AM|
37|1|5|266015|failed parse elapsed time|1.35|0|09-OCT-14 08.00.00.000000 AM|
37|1|5|266006|DB CPU|52973.05|31.08|09-OCT-14 08.00.00.000000 AM|
37|1|5|266016|sequence load elapsed time|1.27|0|09-OCT-14 08.00.00.000000 AM|
37|1|5|266017|hard parse (bind mismatch) elapsed time|.36|0|09-OCT-14 08.00.00.000000 AM|
37|1|5|266009|Java execution elapsed time|666.68|.39|09-OCT-14 08.00.00.000000 AM|
37|1|5|266012|hard parse (sharing criteria) elapsed time|14.52|.01|09-OCT-14 08.00.00.000000 AM|
37|1|5|266018|DB time|171276.09||09-OCT-14 08.00.00.000000 AM|
37|1|5|266013|PL/SQL compilation elapsed time|5.54|0|09-OCT-14 08.00.00.000000 AM|
37|1|5|266019|background elapsed time|20862.66||09-OCT-14 08.00.00.000000 AM|
37|1|3|266012|hard parse (sharing criteria) elapsed time|24.25|.01|07-OCT-14 08.00.00.000000 AM|
37|1|3|266017|hard parse (bind mismatch) elapsed time|.16|0|07-OCT-14 08.00.00.000000 AM|
37|1|3|266018|DB time|176868.44||07-OCT-14 08.00.00.000000 AM|
37|1|3|266010|hard parse elapsed time|312.59|.18|07-OCT-14 08.00.00.000000 AM|
37|1|3|266020|background cpu time|15322.3||07-OCT-14 08.00.00.000000 AM|
37|1|3|266005|sql execute elapsed time|128193.06|72.92|07-OCT-14 08.00.00.000000 AM|
37|1|3|266013|PL/SQL compilation elapsed time|5.28|0|07-OCT-14 08.00.00.000000 AM|
37|1|3|266014|connection management call elapsed time|3.05|0|07-OCT-14 08.00.00.000000 AM|
37|1|3|266016|sequence load elapsed time|1.33|0|07-OCT-14 08.00.00.000000 AM|
37|1|3|266008|parse time elapsed|741.62|.42|07-OCT-14 08.00.00.000000 AM|
37|1|3|266009|Java execution elapsed time|633.62|.36|07-OCT-14 08.00.00.000000 AM|
37|1|3|266006|DB CPU|53825.72|30.66|07-OCT-14 08.00.00.000000 AM|
37|1|3|266011|repeated bind elapsed time|129.99|.08|07-OCT-14 08.00.00.000000 AM|
37|1|3|266007|PL/SQL execution elapsed time|10095.3|5.76|07-OCT-14 08.00.00.000000 AM|
37|1|3|266015|failed parse elapsed time|3.75|0|07-OCT-14 08.00.00.000000 AM|
37|1|3|266019|background elapsed time|19225.51||07-OCT-14 08.00.00.000000 AM|
37|1|11|266017|hard parse (bind mismatch) elapsed time|.1|0|17-OCT-14 08.00.00.000000 AM|
37|1|11|266020|background cpu time|16347.31||17-OCT-14 08.00.00.000000 AM|
37|1|11|266006|DB CPU|48028.07|32.2|17-OCT-14 08.00.00.000000 AM|
37|1|11|266012|hard parse (sharing criteria) elapsed time|13.9|.01|17-OCT-14 08.00.00.000000 AM|
37|1|11|266015|failed parse elapsed time|1.16|0|17-OCT-14 08.00.00.000000 AM|
37|1|11|266007|PL/SQL execution elapsed time|8979.17|6.02|17-OCT-14 08.00.00.000000 AM|
37|1|11|266016|sequence load elapsed time|.95|0|17-OCT-14 08.00.00.000000 AM|
37|1|11|266018|DB time|150016.19||17-OCT-14 08.00.00.000000 AM|
37|1|11|266019|background elapsed time|22317.58||17-OCT-14 08.00.00.000000 AM|
37|1|11|266008|parse time elapsed|535.14|.36|17-OCT-14 08.00.00.000000 AM|
37|1|11|266010|hard parse elapsed time|213.37|.14|17-OCT-14 08.00.00.000000 AM|
37|1|11|266011|repeated bind elapsed time|108.82|.07|17-OCT-14 08.00.00.000000 AM|
37|1|11|266013|PL/SQL compilation elapsed time|3.6|0|17-OCT-14 08.00.00.000000 AM|
37|1|11|266014|connection management call elapsed time|2.8|0|17-OCT-14 08.00.00.000000 AM|
37|1|11|266005|sql execute elapsed time|113008.59|75.76|17-OCT-14 08.00.00.000000 AM|
37|1|11|266009|Java execution elapsed time|618.73|.42|17-OCT-14 08.00.00.000000 AM|
37|1|12|266019|background elapsed time|22812.05||20-OCT-14 08.00.00.000000 AM|
37|1|12|266011|repeated bind elapsed time|140.78|.1|20-OCT-14 08.00.00.000000 AM|
37|1|12|266005|sql execute elapsed time|127611.2|92.71|20-OCT-14 08.00.00.000000 AM|
37|1|12|266007|PL/SQL execution elapsed time|10285.75|7.48|20-OCT-14 08.00.00.000000 AM|
37|1|12|266006|DB CPU|54732.7|39.8|20-OCT-14 08.00.00.000000 AM|
37|1|12|266012|hard parse (sharing criteria) elapsed time|7.68|.01|20-OCT-14 08.00.00.000000 AM|
37|1|12|266020|background cpu time|15952.81||20-OCT-14 08.00.00.000000 AM|
37|1|12|266008|parse time elapsed|549.04|.4|20-OCT-14 08.00.00.000000 AM|
37|1|12|266014|connection management call elapsed time|2.94|0|20-OCT-14 08.00.00.000000 AM|
37|1|12|266018|DB time|137896.7||20-OCT-14 08.00.00.000000 AM|
37|1|12|266010|hard parse elapsed time|171.69|.13|20-OCT-14 08.00.00.000000 AM|
37|1|12|266016|sequence load elapsed time|1.72|0|20-OCT-14 08.00.00.000000 AM|
37|1|12|266017|hard parse (bind mismatch) elapsed time|.07|0|20-OCT-14 08.00.00.000000 AM|
37|1|12|266009|Java execution elapsed time|669.72|.49|20-OCT-14 08.00.00.000000 AM|
37|1|12|266013|PL/SQL compilation elapsed time|2.46|0|20-OCT-14 08.00.00.000000 AM|
37|1|12|266015|failed parse elapsed time|.65|0|20-OCT-14 08.00.00.000000 AM|
37|1|9|266019|background elapsed time|21859.6||15-OCT-14 08.00.00.000000 AM|
37|1|9|266011|repeated bind elapsed time|127.23|.08|15-OCT-14 08.00.00.000000 AM|
37|1|9|266006|DB CPU|53936.74|31.64|15-OCT-14 08.00.00.000000 AM|
37|1|9|266017|hard parse (bind mismatch) elapsed time|.46|0|15-OCT-14 08.00.00.000000 AM|
37|1|9|266007|PL/SQL execution elapsed time|10005.81|5.87|15-OCT-14 08.00.00.000000 AM|
37|1|9|266012|hard parse (sharing criteria) elapsed time|23.24|.01|15-OCT-14 08.00.00.000000 AM|
37|1|9|266015|failed parse elapsed time|1.24|0|15-OCT-14 08.00.00.000000 AM|
37|1|9|266020|background cpu time|17036.01||15-OCT-14 08.00.00.000000 AM|
37|1|9|266013|PL/SQL compilation elapsed time|4.33|0|15-OCT-14 08.00.00.000000 AM|
37|1|9|266009|Java execution elapsed time|774.3|.45|15-OCT-14 08.00.00.000000 AM|
37|1|9|266016|sequence load elapsed time|1.08|0|15-OCT-14 08.00.00.000000 AM|
37|1|9|266005|sql execute elapsed time|125810.62|73.82|15-OCT-14 08.00.00.000000 AM|
37|1|9|266008|parse time elapsed|655.65|.38|15-OCT-14 08.00.00.000000 AM|
37|1|9|266010|hard parse elapsed time|250.52|.15|15-OCT-14 08.00.00.000000 AM|
37|1|9|266014|connection management call elapsed time|3.34|0|15-OCT-14 08.00.00.000000 AM|
37|1|9|266018|DB time|171599.93||15-OCT-14 08.00.00.000000 AM|
37|1|8|266008|parse time elapsed|603.46|.36|14-OCT-14 08.00.00.000000 AM|
37|1|8|266010|hard parse elapsed time|224.22|.14|14-OCT-14 08.00.00.000000 AM|
37|1|8|266006|DB CPU|52362.72|31.53|14-OCT-14 08.00.00.000000 AM|
37|1|8|266014|connection management call elapsed time|1.26|0|14-OCT-14 08.00.00.000000 AM|
37|1|8|266016|sequence load elapsed time|1.37|0|14-OCT-14 08.00.00.000000 AM|
37|1|8|266019|background elapsed time|23330.36||14-OCT-14 08.00.00.000000 AM|
37|1|8|266015|failed parse elapsed time|1.75|0|14-OCT-14 08.00.00.000000 AM|
37|1|8|266009|Java execution elapsed time|605.25|.37|14-OCT-14 08.00.00.000000 AM|
37|1|8|266020|background cpu time|17501.55||14-OCT-14 08.00.00.000000 AM|
37|1|8|266007|PL/SQL execution elapsed time|9735.21|5.86|14-OCT-14 08.00.00.000000 AM|
37|1|8|266013|PL/SQL compilation elapsed time|3.23|0|14-OCT-14 08.00.00.000000 AM|
37|1|8|266017|hard parse (bind mismatch) elapsed time|.11|0|14-OCT-14 08.00.00.000000 AM|
37|1|8|266005|sql execute elapsed time|121947.57|73.43|14-OCT-14 08.00.00.000000 AM|
37|1|8|266018|DB time|167177.53||14-OCT-14 08.00.00.000000 AM|
37|1|8|266011|repeated bind elapsed time|129.78|.08|14-OCT-14 08.00.00.000000 AM|
37|1|8|266012|hard parse (sharing criteria) elapsed time|14.6|.01|14-OCT-14 08.00.00.000000 AM|
37|1|10|266011|repeated bind elapsed time|125.96|.08|16-OCT-14 08.00.00.000000 AM|
37|1|10|266012|hard parse (sharing criteria) elapsed time|13.64|.01|16-OCT-14 08.00.00.000000 AM|
37|1|10|266015|failed parse elapsed time|.73|0|16-OCT-14 08.00.00.000000 AM|
37|1|10|266017|hard parse (bind mismatch) elapsed time|.24|0|16-OCT-14 08.00.00.000000 AM|
37|1|10|266018|DB time|167138.18||16-OCT-14 08.00.00.000000 AM|
37|1|10|266020|background cpu time|17408.13||16-OCT-14 08.00.00.000000 AM|
37|1|10|266006|DB CPU|53561.25|32.22|16-OCT-14 08.00.00.000000 AM|
37|1|10|266016|sequence load elapsed time|1.59|0|16-OCT-14 08.00.00.000000 AM|
37|1|10|266008|parse time elapsed|614.93|.37|16-OCT-14 08.00.00.000000 AM|
37|1|10|266007|PL/SQL execution elapsed time|9759.47|5.87|16-OCT-14 08.00.00.000000 AM|
37|1|10|266010|hard parse elapsed time|248.07|.15|16-OCT-14 08.00.00.000000 AM|
37|1|10|266009|Java execution elapsed time|674.52|.41|16-OCT-14 08.00.00.000000 AM|
37|1|10|266014|connection management call elapsed time|2.89|0|16-OCT-14 08.00.00.000000 AM|
37|1|10|266019|background elapsed time|23556.28||16-OCT-14 08.00.00.000000 AM|
37|1|10|266005|sql execute elapsed time|125601.61|75.54|16-OCT-14 08.00.00.000000 AM|
37|1|10|266013|PL/SQL compilation elapsed time|3.58|0|16-OCT-14 08.00.00.000000 AM|
37|1|16|266010|hard parse elapsed time|182.04|.16|24-OCT-14 08.00.00.000000 AM|
37|1|16|266018|DB time|113126.25||24-OCT-14 08.00.00.000000 AM|
37|1|16|266015|failed parse elapsed time|.77|0|24-OCT-14 08.00.00.000000 AM|
37|1|16|266017|hard parse (bind mismatch) elapsed time|.09|0|24-OCT-14 08.00.00.000000 AM|
37|1|16|266005|sql execute elapsed time|104919.72|92.84|24-OCT-14 08.00.00.000000 AM|
37|1|16|266011|repeated bind elapsed time|118.69|.1|24-OCT-14 08.00.00.000000 AM|
37|1|16|266014|connection management call elapsed time|2.72|0|24-OCT-14 08.00.00.000000 AM|
37|1|16|266006|DB CPU|47331.11|41.92|24-OCT-14 08.00.00.000000 AM|
37|1|16|266013|PL/SQL compilation elapsed time|3.37|0|24-OCT-14 08.00.00.000000 AM|
37|1|16|266008|parse time elapsed|514.94|.46|24-OCT-14 08.00.00.000000 AM|
37|1|16|266009|Java execution elapsed time|632.01|.56|24-OCT-14 08.00.00.000000 AM|
37|1|16|266012|hard parse (sharing criteria) elapsed time|5.67|0|24-OCT-14 08.00.00.000000 AM|
37|1|16|266020|background cpu time|14530.36||24-OCT-14 08.00.00.000000 AM|
37|1|16|266019|background elapsed time|22894.74||24-OCT-14 08.00.00.000000 AM|
37|1|16|266007|PL/SQL execution elapsed time|8636.27|7.65|24-OCT-14 08.00.00.000000 AM|
37|1|16|266016|sequence load elapsed time|1.21|0|24-OCT-14 08.00.00.000000 AM|
37|1|13|266011|repeated bind elapsed time|138.91|.1|21-OCT-14 08.00.00.000000 AM|
37|1|13|266012|hard parse (sharing criteria) elapsed time|6.2|0|21-OCT-14 08.00.00.000000 AM|
37|1|13|266019|background elapsed time|19416.89||21-OCT-14 08.00.00.000000 AM|
37|1|13|266020|background cpu time|14834.76||21-OCT-14 08.00.00.000000 AM|
37|1|13|266006|DB CPU|55682.98|40.29|21-OCT-14 08.00.00.000000 AM|
37|1|13|266010|hard parse elapsed time|215.3|.16|21-OCT-14 08.00.00.000000 AM|
37|1|13|266013|PL/SQL compilation elapsed time|3.7|0|21-OCT-14 08.00.00.000000 AM|
37|1|13|266014|connection management call elapsed time|3.01|0|21-OCT-14 08.00.00.000000 AM|
37|1|13|266005|sql execute elapsed time|127692.37|92.31|21-OCT-14 08.00.00.000000 AM|
37|1|13|266018|DB time|138557.34||21-OCT-14 08.00.00.000000 AM|
37|1|13|266009|Java execution elapsed time|665.51|.48|21-OCT-14 08.00.00.000000 AM|
37|1|13|266007|PL/SQL execution elapsed time|10354.29|7.49|21-OCT-14 08.00.00.000000 AM|
37|1|13|266015|failed parse elapsed time|1.03|0|21-OCT-14 08.00.00.000000 AM|
37|1|13|266008|parse time elapsed|608.07|.44|21-OCT-14 08.00.00.000000 AM|
37|1|13|266016|sequence load elapsed time|1.46|0|21-OCT-14 08.00.00.000000 AM|
37|1|13|266017|hard parse (bind mismatch) elapsed time|.15|0|21-OCT-14 08.00.00.000000 AM|
37|1|14|266007|PL/SQL execution elapsed time|9486.43|7.57|22-OCT-14 08.00.00.000000 AM|
37|1|14|266015|failed parse elapsed time|1.35|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266005|sql execute elapsed time|115775.44|92.32|22-OCT-14 08.00.00.000000 AM|
37|1|14|266016|sequence load elapsed time|.9|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266014|connection management call elapsed time|1.49|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266009|Java execution elapsed time|600.75|.48|22-OCT-14 08.00.00.000000 AM|
37|1|14|266012|hard parse (sharing criteria) elapsed time|6.63|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266017|hard parse (bind mismatch) elapsed time|.15|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266020|background cpu time|13346.09||22-OCT-14 08.00.00.000000 AM|
37|1|14|266010|hard parse elapsed time|220.59|.18|22-OCT-14 08.00.00.000000 AM|
37|1|14|266013|PL/SQL compilation elapsed time|3.41|0|22-OCT-14 08.00.00.000000 AM|
37|1|14|266019|background elapsed time|18087.69||22-OCT-14 08.00.00.000000 AM|
37|1|14|266006|DB CPU|51561.38|41.14|22-OCT-14 08.00.00.000000 AM|
37|1|14|266008|parse time elapsed|595.94|.48|22-OCT-14 08.00.00.000000 AM|
37|1|14|266018|DB time|125666.74||22-OCT-14 08.00.00.000000 AM|
37|1|14|266011|repeated bind elapsed time|129.39|.1|22-OCT-14 08.00.00.000000 AM|
37|1|15|266008|parse time elapsed|689.76|.56|23-OCT-14 08.00.00.000000 AM|
37|1|15|266007|PL/SQL execution elapsed time|9318.12|7.57|23-OCT-14 08.00.00.000000 AM|
37|1|15|266014|connection management call elapsed time|2.77|0|23-OCT-14 08.00.00.000000 AM|
37|1|15|266012|hard parse (sharing criteria) elapsed time|8.56|.01|23-OCT-14 08.00.00.000000 AM|
37|1|15|266019|background elapsed time|23491.15||23-OCT-14 08.00.00.000000 AM|
37|1|15|266020|background cpu time|15013.8||23-OCT-14 08.00.00.000000 AM|
37|1|15|266010|hard parse elapsed time|272.25|.22|23-OCT-14 08.00.00.000000 AM|
37|1|15|266006|DB CPU|50839.46|41.28|23-OCT-14 08.00.00.000000 AM|
37|1|15|266013|PL/SQL compilation elapsed time|4.46|0|23-OCT-14 08.00.00.000000 AM|
37|1|15|266016|sequence load elapsed time|1.3|0|23-OCT-14 08.00.00.000000 AM|
37|1|15|266018|DB time|123306.08||23-OCT-14 08.00.00.000000 AM|
37|1|15|266005|sql execute elapsed time|114184.86|92.72|23-OCT-14 08.00.00.000000 AM|
37|1|15|266009|Java execution elapsed time|683.16|.56|23-OCT-14 08.00.00.000000 AM|
37|1|15|266015|failed parse elapsed time|3.04|0|23-OCT-14 08.00.00.000000 AM|
37|1|15|266011|repeated bind elapsed time|129.54|.11|23-OCT-14 08.00.00.000000 AM|
37|1|15|266017|hard parse (bind mismatch) elapsed time|.15|0|23-OCT-14 08.00.00.000000 AM|
37|1|17|266018|DB time|149320.53||27-OCT-14 08.00.00.000000 AM|
37|1|17|266019|background elapsed time|23021.04||27-OCT-14 08.00.00.000000 AM|
37|1|17|266011|repeated bind elapsed time|147.68|.1|27-OCT-14 08.00.00.000000 AM|
37|1|17|266015|failed parse elapsed time|.71|0|27-OCT-14 08.00.00.000000 AM|
37|1|17|266013|PL/SQL compilation elapsed time|5.23|0|27-OCT-14 08.00.00.000000 AM|
37|1|17|266010|hard parse elapsed time|268.96|.18|27-OCT-14 08.00.00.000000 AM|
37|1|17|266012|hard parse (sharing criteria) elapsed time|10.38|.01|27-OCT-14 08.00.00.000000 AM|
37|1|17|266017|hard parse (bind mismatch) elapsed time|.17|0|27-OCT-14 08.00.00.000000 AM|
37|1|17|266009|Java execution elapsed time|680.86|.46|27-OCT-14 08.00.00.000000 AM|
37|1|17|266005|sql execute elapsed time|138270.46|92.75|27-OCT-14 08.00.00.000000 AM|
37|1|17|266008|parse time elapsed|702.96|.47|27-OCT-14 08.00.00.000000 AM|
37|1|17|266016|sequence load elapsed time|1.78|0|27-OCT-14 08.00.00.000000 AM|
37|1|17|266020|background cpu time|16024.12||27-OCT-14 08.00.00.000000 AM|
37|1|17|266006|DB CPU|58749.2|39.44|27-OCT-14 08.00.00.000000 AM|
37|1|17|266007|PL/SQL execution elapsed time|10278.05|6.9|27-OCT-14 08.00.00.000000 AM|
37|1|17|266014|connection management call elapsed time|3.11|0|27-OCT-14 08.00.00.000000 AM|
37|1|22|266016|sequence load elapsed time|1.37|0|03-NOV-14 08.00.00.000000 AM|
37|1|22|266006|DB CPU|55642.51|39.87|03-NOV-14 08.00.00.000000 AM|
37|1|22|266014|connection management call elapsed time|3.06|0|03-NOV-14 08.00.00.000000 AM|
37|1|22|266007|PL/SQL execution elapsed time|10383.5|7.44|03-NOV-14 08.00.00.000000 AM|
37|1|22|266008|parse time elapsed|763.38|.55|03-NOV-14 08.00.00.000000 AM|
37|1|22|266005|sql execute elapsed time|129991.61|93.06|03-NOV-14 08.00.00.000000 AM|
37|1|22|266010|hard parse elapsed time|295.18|.21|03-NOV-14 08.00.00.000000 AM|
37|1|22|266013|PL/SQL compilation elapsed time|5.56|0|03-NOV-14 08.00.00.000000 AM|
37|1|22|266012|hard parse (sharing criteria) elapsed time|12.76|.01|03-NOV-14 08.00.00.000000 AM|
37|1|22|266018|DB time|139910.2||03-NOV-14 08.00.00.000000 AM|
37|1|22|266011|repeated bind elapsed time|135.52|.1|03-NOV-14 08.00.00.000000 AM|
37|1|22|266020|background cpu time|15081.36||03-NOV-14 08.00.00.000000 AM|
37|1|22|266015|failed parse elapsed time|2.2|0|03-NOV-14 08.00.00.000000 AM|
37|1|22|266009|Java execution elapsed time|929.57|.67|03-NOV-14 08.00.00.000000 AM|
37|1|22|266017|hard parse (bind mismatch) elapsed time|.27|0|03-NOV-14 08.00.00.000000 AM|
37|1|22|266019|background elapsed time|20347.35||03-NOV-14 08.00.00.000000 AM|
37|1|21|266006|DB CPU|49515.84|41.54|31-OCT-14 08.00.00.000000 AM|
37|1|21|266017|hard parse (bind mismatch) elapsed time|.22|0|31-OCT-14 08.00.00.000000 AM|
37|1|21|266014|connection management call elapsed time|2.77|0|31-OCT-14 08.00.00.000000 AM|
37|1|21|266020|background cpu time|13927.61||31-OCT-14 08.00.00.000000 AM|
37|1|21|266018|DB time|119485.15||31-OCT-14 08.00.00.000000 AM|
37|1|21|266005|sql execute elapsed time|111189.68|93.21|31-OCT-14 08.00.00.000000 AM|
37|1|21|266007|PL/SQL execution elapsed time|9231.72|7.75|31-OCT-14 08.00.00.000000 AM|
37|1|21|266008|parse time elapsed|690.58|.58|31-OCT-14 08.00.00.000000 AM|
