site_id|config_id|run_id|inst_id|stat_id|stat_name|undo_ts_num|num_undo_blocks|num_trans|max_qry_lens|max_tx_concurcy|min_tr|max_tr|snap_too_old_cnt|out_of_space_cnt|unexpired_stolen|unexpired_rel|unexpired_reused|expired_stolen|expired_rel|expired_reused|start_time
37|1|1|14|266626|undo segment|68|327.56|1198999|1853|57|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|5|266626|undo segment|31|273.61|904389|1877|78|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|3|266626|undo segment|35|493.95|924174|1852|32|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|6|266626|undo segment|32|298.89|938833|1902|50|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|2|7|266626|undo segment|33|378.42|1106732|1839|27|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|1|266626|undo segment|27|388.33|1196421|1811|35|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|1|4|266626|undo segment|30|300.85|938971|1620|44|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|12|266626|undo segment|66|293.3|926673|1716|49|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|1|266626|undo segment|27|293.7|927311|1860|26|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|10|266626|undo segment|64|297.74|962003|1493|48|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|16|266626|undo segment|70|316.38|938039|1534|48|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|11|266626|undo segment|65|483.6|983355|1864|46|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|15|266626|undo segment|69|278.42|970103|1929|69|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|2|5|266626|undo segment|31|367.91|1215876|1858|124|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|15|266626|undo segment|69|412.67|1222945|1818|85|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|13|266626|undo segment|67|372.21|1223383|1773|129|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|1|7|266626|undo segment|33|265.69|862542|1778|20|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|8|266626|undo segment|34|284.22|922673|1831|45|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|13|266626|undo segment|67|306.83|934455|1471|48|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|9|266626|undo segment|63|279.06|887932|1617|46|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|2|266626|undo segment|28|349.58|981195|1406|34|181|181|0|0|0|0|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|2|9|266626|undo segment|63|466.64|1169455|1780|55|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|16|266626|undo segment|70|412.25|1195369|1845|101|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|11|266626|undo segment|65|569.05|1197904|1763|98|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|8|266626|undo segment|34|417.91|1224783|1796|59|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|14|266626|undo segment|68|463.87|1401551|1698|135|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|3|266626|undo segment|35|667.38|1229063|1802|46|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|10|266626|undo segment|64|397.59|1223957|7803|126|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|6|266626|undo segment|32|392.43|1237938|1821|138|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|12|266626|undo segment|66|392.98|1206871|1748|84|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|2|266626|undo segment|28|464.35|1257351|1654|47|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|4|266626|undo segment|30|420.91|1192258|1828|106|181|181|0|0|0|0|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|4|5|266626|undo segment|31|353.68|1135672|1625|61|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|16|266626|undo segment|70|381.54|1118690|2579|62|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|11|266626|undo segment|65|581.24|1147248|1743|59|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|6|7|266626|undo segment|33|331.01|1052526|1906|25|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|15|266626|undo segment|69|346.83|1066437|1588|56|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|8|266626|undo segment|34|349|1066719|1831|51|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|13|266626|undo segment|67|319.83|1066592|1752|58|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|9|266626|undo segment|63|323.03|1008472|1475|52|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|3|266626|undo segment|35|545.01|1067237|1892|35|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|5|266626|undo segment|31|332.99|1035850|1386|58|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|16|266626|undo segment|70|318.45|1034489|1591|57|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|2|266626|undo segment|28|426.49|1151111|1343|29|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|12|266626|undo segment|66|358.38|1063533|1602|64|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|4|266626|undo segment|30|338.74|1053839|1732|54|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|3|9|266626|undo segment|63|369.64|1070409|1615|56|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|12|266626|undo segment|66|372.16|1111459|1545|65|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|8|266626|undo segment|34|369.48|1122759|1526|56|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|5|13|266626|undo segment|67|391.49|1111367|1911|74|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|6|14|266626|undo segment|68|335.79|1149179|1400|57|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|5|3|266626|undo segment|35|538.07|1102607|1660|53|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|15|266626|undo segment|69|363.41|1182377|1695|65|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|6|266626|undo segment|32|377.47|1130748|1756|56|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|6|10|266626|undo segment|64|362.47|1037845|1845|52|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|1|266626|undo segment|27|348.49|1053008|1898|37|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|11|266626|undo segment|65|511.83|1135610|1737|53|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|6|266626|undo segment|32|331.53|1048768|1627|57|181|181|0|0|0|0|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|3|3|266626|undo segment|35|562.31|1106978|1612|37|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|14|266626|undo segment|68|391.12|1224895|1919|71|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|4|266626|undo segment|30|359.84|1108081|1779|61|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|2|266626|undo segment|28|435.91|1146498|1690|31|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|16|266626|undo segment|70|405.17|1132139|1413|59|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|13|266626|undo segment|67|379.14|1095567|1594|60|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|15|266626|undo segment|69|408.44|1185756|1651|63|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|1|266626|undo segment|27|415.1|1130047|1685|58|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|6|266626|undo segment|32|366.31|1120060|1700|76|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|4|3|266626|undo segment|35|575.54|1163922|1722|48|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|7|1|266626|undo segment|27|389.38|1138156|2378|42|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|16|266626|undo segment|70|828.05|1282352|1699|91|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|12|266626|undo segment|66|391.15|1133720|1884|89|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|14|266626|undo segment|68|446.07|1307154|1849|91|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|11|266626|undo segment|65|561.03|1260491|1700|82|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|6|266626|undo segment|32|364.87|1132928|1927|76|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|7|266626|undo segment|33|394.76|1195207|2010|30|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|5|266626|undo segment|31|375.56|1138137|1935|87|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|9|266626|undo segment|63|437.76|1305825|1652|59|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|10|266626|undo segment|64|407.1|1131176|1906|70|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|3|266626|undo segment|35|573.87|1166584|1780|49|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|4|1|266626|undo segment|27|393.19|1139458|1568|29|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|15|266626|undo segment|69|371.56|1216378|1866|58|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|14|266626|undo segment|68|418.78|1289033|1763|60|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|6|266626|undo segment|32|383.96|1118837|1885|58|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|2|266626|undo segment|28|422.68|1189922|1772|33|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|4|266626|undo segment|30|363.16|1141408|1882|59|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|7|266626|undo segment|33|374.08|1097014|2056|24|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|10|266626|undo segment|64|406.19|1149180|1839|63|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|13|266626|undo segment|67|1240.04|1299793|1832|58|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|8|266626|undo segment|34|425.29|1162603|1874|66|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|9|266626|undo segment|63|359.69|1101660|2894|51|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|12|266626|undo segment|66|373.93|1135130|2036|59|181|181|0|0|0|0|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|5|4|266626|undo segment|30|378.84|1136284|1653|64|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|14|266626|undo segment|68|389.86|1377183|1578|65|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|2|266626|undo segment|28|461.75|1169788|1559|43|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|12|266626|undo segment|66|395.35|1120795|1755|56|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|1|266626|undo segment|27|432.61|1115178|1439|39|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|8|266626|undo segment|34|376.58|1107432|1904|62|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|9|266626|undo segment|63|389.76|1073346|1619|56|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|16|266626|undo segment|70|373.41|1120907|1704|63|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|7|266626|undo segment|33|384.01|1118604|1843|28|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|7|15|266626|undo segment|69|412.35|1165793|1669|77|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|8|266626|undo segment|34|374.7|1143286|1906|56|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|2|266626|undo segment|28|678.68|1331909|1762|49|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|4|266626|undo segment|30|397.12|1161283|1822|82|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|13|266626|undo segment|67|402.88|1150687|1734|75|181|181|0|0|0|0|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|3|7|266626|undo segment|33|324.71|1057687|1882|24|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|10|266626|undo segment|64|405.66|1115704|1738|66|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|11|266626|undo segment|65|545.73|1201110|1906|72|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|5|266626|undo segment|31|363.91|1116370|1743|61|181|181|0|0|0|0|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|5|10|266626|undo segment|64|375.02|1100574|1808|78|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|11|266626|undo segment|65|598.19|1227901|1894|66|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|5|266626|undo segment|31|382.41|1116734|1665|63|181|181|0|0|0|0|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|11|16|266626|undo segment|70|344.02|1024521|1628|71|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|5|266626|undo segment|31|360.26|1013294|1487|55|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|8|266626|undo segment|34|379|1053478|1796|57|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|12|5|266626|undo segment|31|440.38|1200461|1808|22|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|2|266626|undo segment|28|456.56|1165911|1922|20|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|11|266626|undo segment|65|471.46|1294037|1875|20|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|4|266626|undo segment|30|442.26|1246219|1773|20|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|16|266626|undo segment|70|459.6|1216607|1871|34|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|9|266626|undo segment|63|428.84|1156122|1736|23|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|8|266626|undo segment|34|388.69|1180946|1780|37|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|12|266626|undo segment|66|485.08|1217820|1906|19|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|3|266626|undo segment|35|407.28|1161712|1756|41|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|1|266626|undo segment|27|829.35|1621970|1812|20|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|10|266626|undo segment|64|475.63|1257790|1862|21|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|11|7|266626|undo segment|33|319.95|1061163|1351|25|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|10|10|266626|undo segment|64|374.36|1093555|1494|70|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|4|266626|undo segment|30|370.47|1094624|1873|76|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|9|4|266626|undo segment|30|380.06|1180049|1385|73|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|10|266626|undo segment|64|388.77|1178389|1774|107|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|11|266626|undo segment|65|590.78|1251750|1940|83|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|16|266626|undo segment|70|401.06|1156641|1360|79|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|11|3|266626|undo segment|35|551.17|1066155|1914|61|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|14|266626|undo segment|68|374.88|1271786|1829|52|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|11|266626|undo segment|65|539.77|1075243|1854|63|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|12|266626|undo segment|66|382.99|1059905|1817|59|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|1|266626|undo segment|27|616.02|1357809|1410|36|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|12|6|266626|undo segment|32|420.87|1248653|1766|20|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|10|15|266626|undo segment|69|382.38|1140820|1721|27|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|12|15|266626|undo segment|69|425.27|1231221|1809|37|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|7|266626|undo segment|33|435.57|1203283|1846|21|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|13|266626|undo segment|67|458.65|1225353|1874|23|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|14|266626|undo segment|68|482.54|1362497|1754|28|181|181|0|0|0|0|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|9|8|266626|undo segment|34|387.48|1189953|1688|61|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|12|266626|undo segment|66|379.32|1157746|1562|75|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|15|266626|undo segment|69|425.49|1183043|1829|27|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|1|266626|undo segment|27|687.39|1525981|1667|32|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|8|5|266626|undo segment|31|383.15|1129223|1856|60|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|11|266626|undo segment|65|567.16|1223823|1675|63|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|13|266626|undo segment|67|382.71|1142233|1531|72|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|8|266626|undo segment|34|384.22|1144606|1661|65|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|2|266626|undo segment|28|457.45|1250077|1901|30|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|9|266626|undo segment|63|353.37|1100336|1497|54|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|1|266626|undo segment|27|422.51|1165506|1806|33|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|3|266626|undo segment|35|578.49|1174505|1884|48|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|15|266626|undo segment|69|376.46|1065620|1882|27|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|10|266626|undo segment|64|389.64|1142180|1781|59|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|16|266626|undo segment|70|375.26|1131183|1710|63|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|14|266626|undo segment|68|373.23|1333357|1796|60|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|12|266626|undo segment|66|414.46|1127951|1748|65|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|6|266626|undo segment|32|394.85|1172005|1793|64|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|7|266626|undo segment|33|362.64|1097764|1733|28|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|4|266626|undo segment|30|389.68|1137694|1602|61|181|181|0|0|0|0|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|9|14|266626|undo segment|68|396.97|1320496|1596|73|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|2|266626|undo segment|28|502.93|1271492|1724|39|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|13|266626|undo segment|67|392.66|1168723|1913|90|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|7|266626|undo segment|33|493.36|1122577|1875|31|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|6|266626|undo segment|32|403.28|1180825|1851|79|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|9|266626|undo segment|63|383.63|1113044|1942|59|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|5|266626|undo segment|31|378.59|1171774|1840|98|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|3|266626|undo segment|35|592.1|1219763|1670|45|181|181|0|0|0|0|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|10|1|266626|undo segment|27|713.37|1483277|1761|52|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|9|266626|undo segment|63|352.89|1044687|1770|53|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|8|266626|undo segment|34|345.22|1077287|1447|62|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|2|266626|undo segment|28|462.99|1163618|1796|39|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|5|266626|undo segment|31|333.09|1056436|1620|59|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|6|266626|undo segment|32|393.13|1100382|1550|74|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|7|266626|undo segment|33|313.29|1025735|1753|29|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|3|266626|undo segment|35|563.77|1133708|1855|43|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|11|266626|undo segment|65|584.4|1173053|1760|83|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|16|266626|undo segment|70|366.85|1087036|1784|60|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|13|266626|undo segment|67|385.76|1078912|1752|76|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|14|266626|undo segment|68|386.98|1283749|1424|65|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|12|266626|undo segment|66|387.32|1053504|1575|59|181|181|0|0|0|0|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|11|10|266626|undo segment|64|411.7|1066287|1918|64|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|2|266626|undo segment|28|404.29|1069463|1927|46|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|15|266626|undo segment|69|341.26|1082273|1604|53|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|9|266626|undo segment|63|352.92|1013509|1628|52|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|13|266626|undo segment|67|346.99|1043546|1562|63|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|6|266626|undo segment|32|336.33|1030671|1726|60|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|4|266626|undo segment|30|369.07|1044380|1836|60|181|181|0|0|0|0|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|13|2|266626|undo segment|28|469.51|1202219|1748|22|181|181|0|0|0|0|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|17|15|266626|undo segment|69|431.25|1167379|1921|35|181|181|0|0|0|0|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|13|266626|undo segment|67|400.7|1129553|1733|23|181|181|0|0|0|0|0|0|0|0|27-OCT-14 08.00.00.000000 AM
