site_id|config_id|run_id|stat_id|stat_name|stat_value|start_time
37|1|62|266339|Buffer access - remote cache %|1.72|05-JAN-15 08.00.00.000000 AM
37|1|62|266338|Buffer access -	local cache %|93.35|05-JAN-15 08.00.00.000000 AM
37|1|62|266340|Buffer access -	       disk %|4.93|05-JAN-15 08.00.00.000000 AM
37|1|67|266338|Buffer access -	local cache %|93.55|12-JAN-15 08.00.00.000000 AM
37|1|67|266340|Buffer access -	       disk %|4.82|12-JAN-15 08.00.00.000000 AM
37|1|67|266339|Buffer access - remote cache %|1.62|12-JAN-15 08.00.00.000000 AM
37|1|64|266339|Buffer access - remote cache %|1.57|07-JAN-15 08.00.00.000000 AM
37|1|64|266340|Buffer access -	       disk %|4.33|07-JAN-15 08.00.00.000000 AM
37|1|64|266338|Buffer access -	local cache %|94.1|07-JAN-15 08.00.00.000000 AM
37|1|65|266338|Buffer access -	local cache %|93.95|08-JAN-15 08.00.00.000000 AM
37|1|65|266339|Buffer access - remote cache %|1.56|08-JAN-15 08.00.00.000000 AM
37|1|65|266340|Buffer access -	       disk %|4.49|08-JAN-15 08.00.00.000000 AM
37|1|66|266340|Buffer access -	       disk %|4.99|09-JAN-15 08.00.00.000000 AM
37|1|66|266339|Buffer access - remote cache %|1.7|09-JAN-15 08.00.00.000000 AM
37|1|66|266338|Buffer access -	local cache %|93.31|09-JAN-15 08.00.00.000000 AM
37|1|63|266338|Buffer access -	local cache %|94.13|06-JAN-15 08.00.00.000000 AM
37|1|63|266340|Buffer access -	       disk %|4.3|06-JAN-15 08.00.00.000000 AM
37|1|63|266339|Buffer access - remote cache %|1.57|06-JAN-15 08.00.00.000000 AM
37|1|71|266339|Buffer access - remote cache %|1.62|19-JAN-15 08.00.00.000000 AM
37|1|71|266340|Buffer access -	       disk %|3.02|19-JAN-15 08.00.00.000000 AM
37|1|71|266338|Buffer access -	local cache %|95.36|19-JAN-15 08.00.00.000000 AM
37|1|68|266339|Buffer access - remote cache %|1.59|13-JAN-15 08.00.00.000000 AM
37|1|68|266340|Buffer access -	       disk %|4.23|13-JAN-15 08.00.00.000000 AM
37|1|68|266338|Buffer access -	local cache %|94.18|13-JAN-15 08.00.00.000000 AM
37|1|69|266340|Buffer access -	       disk %|3.74|14-JAN-15 08.00.00.000000 AM
37|1|69|266338|Buffer access -	local cache %|94.69|14-JAN-15 08.00.00.000000 AM
37|1|69|266339|Buffer access - remote cache %|1.57|14-JAN-15 08.00.00.000000 AM
37|1|70|266338|Buffer access -	local cache %|94.52|15-JAN-15 08.00.00.000000 AM
37|1|70|266339|Buffer access - remote cache %|1.62|15-JAN-15 08.00.00.000000 AM
37|1|70|266340|Buffer access -	       disk %|3.86|15-JAN-15 08.00.00.000000 AM
37|1|77|266340|Buffer access -	       disk %|3.16|26-JAN-15 08.00.00.000000 AM
37|1|77|266338|Buffer access -	local cache %|94.09|26-JAN-15 08.00.00.000000 AM
37|1|77|266339|Buffer access - remote cache %|2.76|26-JAN-15 08.00.00.000000 AM
37|1|75|266339|Buffer access - remote cache %|1.88|22-JAN-15 08.00.00.000000 AM
37|1|75|266340|Buffer access -	       disk %|3.31|22-JAN-15 08.00.00.000000 AM
37|1|75|266338|Buffer access -	local cache %|94.82|22-JAN-15 08.00.00.000000 AM
37|1|76|266340|Buffer access -	       disk %|3.51|23-JAN-15 08.00.00.000000 AM
37|1|76|266339|Buffer access - remote cache %|1.96|23-JAN-15 08.00.00.000000 AM
37|1|76|266338|Buffer access -	local cache %|94.53|23-JAN-15 08.00.00.000000 AM
37|1|72|266338|Buffer access -	local cache %|94.68|20-JAN-15 08.00.00.000000 AM
37|1|72|266340|Buffer access -	       disk %|3.16|20-JAN-15 08.00.00.000000 AM
37|1|72|266339|Buffer access - remote cache %|2.17|20-JAN-15 08.00.00.000000 AM
37|1|73|266338|Buffer access -	local cache %|94.99|20-JAN-15 10.00.00.000000 PM
37|1|73|266340|Buffer access -	       disk %|3.1|20-JAN-15 10.00.00.000000 PM
37|1|73|266339|Buffer access - remote cache %|1.91|20-JAN-15 10.00.00.000000 PM
37|1|74|266339|Buffer access - remote cache %|1.77|21-JAN-15 10.00.00.000000 PM
37|1|74|266338|Buffer access -	local cache %|94.84|21-JAN-15 10.00.00.000000 PM
37|1|74|266340|Buffer access -	       disk %|3.39|21-JAN-15 10.00.00.000000 PM
37|1|79|266338|Buffer access -	local cache %|94.15|27-JAN-15 08.00.00.000000 AM
37|1|79|266339|Buffer access - remote cache %|2.8|27-JAN-15 08.00.00.000000 AM
37|1|79|266340|Buffer access -	       disk %|3.05|27-JAN-15 08.00.00.000000 AM
37|1|80|266338|Buffer access -	local cache %|93.62|28-JAN-15 01.00.00.000000 AM
37|1|80|266340|Buffer access -	       disk %|3.53|28-JAN-15 01.00.00.000000 AM
