site_id|config_id|run_id|stat_id|stat_name|stat_requests|stat_succ_gets|stat_fail_gets|stat_waits|stat_wt_ts|stat_avg_wttms|start_time
37|1|2|266666|DR-Distributed Recovery|4|4|0|4|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266641|CF-Controlfile Transaction|135476.06|134629.06|846.94|3984.5|3.44|.85|06-OCT-14 08.00.00.000000 AM
37|1|2|266644|HW-Segment High Water Mark|65981.31|65929.94|50.63|6998|3.25|.47|06-OCT-14 08.00.00.000000 AM
37|1|2|266645|TX-Transaction|1318833.56|1318597.13|213|67.44|7.81|128.22|06-OCT-14 08.00.00.000000 AM
37|1|2|266670|TS-Temporary Segment|7.75|7.75|0|2.33|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|267157|SR-Synchronized Replication|1|1|0|1|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|267289|TQ-Queue table enqueue (TM contention)|261|261|0|189|0|.11|06-OCT-14 08.00.00.000000 AM
37|1|2|266637|JI-Materialized View|21.31|13.25|8.06|21.06|51.94|2211.7|06-OCT-14 08.00.00.000000 AM
37|1|2|266650|TO-Temp Object|13857.13|13857.13|0|1170.94|.25|.29|06-OCT-14 08.00.00.000000 AM
37|1|2|266653|CO-KTUCLO Master Slave enq (master slave det)|2389.53|0|2389.53|2389.4|.07|.09|06-OCT-14 08.00.00.000000 AM
37|1|2|266657|UL-User-defined|303.94|303.94|0|208.19|0|.34|06-OCT-14 08.00.00.000000 AM
37|1|2|266658|CR-Reuse Block Range (block range reuse ckpt)|11880.31|11880.31|0|250.75|0|.31|06-OCT-14 08.00.00.000000 AM
37|1|2|266659|US-Undo Segment|2792.5|2792.5|0|2609.5|.63|.28|06-OCT-14 08.00.00.000000 AM
37|1|2|267323|JS-Job Scheduler (queue lock)|1053395.67|1053395.33|0|38785|783|33.6|06-OCT-14 08.00.00.000000 AM
37|1|2|266662|XL-ASM Extent Fault Lock (fault extent map)|3|3|0|1|0|60|06-OCT-14 08.00.00.000000 AM
37|1|2|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|82137.5|82137.5|0|37702.38|126.63|3.25|06-OCT-14 08.00.00.000000 AM
37|1|2|266638|WF-AWR Flush|42.38|42.38|0|41.5|18.19|435.5|06-OCT-14 08.00.00.000000 AM
37|1|2|266648|FB-Format Block|2763.63|2763.63|0|2565.5|1.06|.32|06-OCT-14 08.00.00.000000 AM
37|1|2|266665|AE-Edition Lock (lock)|1092.67|1092.67|0|10|0|.29|06-OCT-14 08.00.00.000000 AM
37|1|2|267324|JS-Job Scheduler (q mem clnup lck)|95433|95433.5|0|2931|178|60.88|06-OCT-14 08.00.00.000000 AM
37|1|2|267325|JS-Job Scheduler|1564215|1564215|0|6|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266649|TX-Transaction (index contention)|1454.5|1454.5|0|1443.63|1.25|.95|06-OCT-14 08.00.00.000000 AM
37|1|2|266655|JQ-Job Queue|25.19|14.88|10.31|24.19|0|.53|06-OCT-14 08.00.00.000000 AM
37|1|2|267983|CU-Cursor|13715|13715|0|1|0|20|06-OCT-14 08.00.00.000000 AM
37|1|2|266647|TT-Tablespace|32448.38|32448.38|0|4176.94|1.19|.31|06-OCT-14 08.00.00.000000 AM
37|1|2|266652|TA-Instance Undo|47.75|47.75|0|44.81|0|.42|06-OCT-14 08.00.00.000000 AM
37|1|2|266663|WL-Being Written Redo Log|32|22.94|9.06|21.06|0|.5|06-OCT-14 08.00.00.000000 AM
37|1|2|266668|AF-Advisor Framework (task serialization)|14.75|14.75|0|2.13|0|1.46|06-OCT-14 08.00.00.000000 AM
37|1|2|266669|PI-Remote PX Process Spawn Status|12.15|12.15|0|7.92|0|.09|06-OCT-14 08.00.00.000000 AM
37|1|2|266635|TX-Transaction (row lock contention)|271489.75|137654.63|133836.88|209531.13|7368.75|35.22|06-OCT-14 08.00.00.000000 AM
37|1|2|266639|DW-In memory Dispenser|141628.81|5082.94|136546.38|55212.38|25|.45|06-OCT-14 08.00.00.000000 AM
37|1|2|266642|RC-Result Cache: Enqueue (Result Cache: Contention)|1293252.5|1293225.81|0|15356.88|5.38|.36|06-OCT-14 08.00.00.000000 AM
37|1|2|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|21.33|21.33|0|21.33|0|.39|06-OCT-14 08.00.00.000000 AM
37|1|2|266667|MW-MWIN Schedule|4|4|0|4|0|.5|06-OCT-14 08.00.00.000000 AM
37|1|2|266643|TM-DML|6531237.44|6530976.19|.31|6701.38|4|.64|06-OCT-14 08.00.00.000000 AM
37|1|2|266646|XR-Quiesce / Force Logging (database force logging)|2346.2|2346.2|0|2345.53|.93|.33|06-OCT-14 08.00.00.000000 AM
37|1|2|266651|TX-Transaction (allocate ITL entry)|15.69|15.69|0|15.69|0|2.31|06-OCT-14 08.00.00.000000 AM
37|1|2|266656|SQ-Sequence Cache|91.63|91.63|0|7.44|.44|51.15|06-OCT-14 08.00.00.000000 AM
37|1|2|266661|TD-KTF map table enqueue (KTF dump entries)|23.88|23.88|0|23.75|0|.39|06-OCT-14 08.00.00.000000 AM
37|1|2|266664|JS-Job Scheduler (job run lock - synchronize)|11514.94|6.63|11684.19|8.5|0|.67|06-OCT-14 08.00.00.000000 AM
37|1|2|266640|PS-PX Process Reservation|22803.13|22030.94|772.19|12638.81|8.25|.83|06-OCT-14 08.00.00.000000 AM
37|1|2|266660|MS-Materialized View Refresh Log|39.38|39.38|0|37.63|0|.27|06-OCT-14 08.00.00.000000 AM
37|1|1|266646|XR-Quiesce / Force Logging (database force logging)|2344.93|2344.93|0|2344.47|.93|.3|03-OCT-14 08.00.00.000000 AM
37|1|1|266658|CR-Reuse Block Range (block range reuse ckpt)|10381.88|10380.81|0|160.56|0|.31|03-OCT-14 08.00.00.000000 AM
37|1|1|266664|JS-Job Scheduler (job run lock - synchronize)|11304.56|6.44|11483.13|8.44|0|.56|03-OCT-14 08.00.00.000000 AM
37|1|1|266668|AF-Advisor Framework (task serialization)|15|15|0|2.17|0|.83|03-OCT-14 08.00.00.000000 AM
37|1|1|267157|SR-Synchronized Replication|1|1|0|1|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266638|WF-AWR Flush|42.31|42.25|.06|41.56|16|383.16|03-OCT-14 08.00.00.000000 AM
37|1|1|266640|PS-PX Process Reservation|22801.44|22656.94|144.56|12288.56|9.69|1.02|03-OCT-14 08.00.00.000000 AM
37|1|1|266650|TO-Temp Object|11919.75|11919.75|0|817.19|.06|.26|03-OCT-14 08.00.00.000000 AM
37|1|1|266661|TD-KTF map table enqueue (KTF dump entries)|23.88|23.88|0|23.5|0|.71|03-OCT-14 08.00.00.000000 AM
37|1|1|266643|TM-DML|5052063.75|5051913.06|0|4724.5|2.88|.65|03-OCT-14 08.00.00.000000 AM
37|1|1|266648|FB-Format Block|1936.5|1936.5|0|1804.44|.25|.27|03-OCT-14 08.00.00.000000 AM
37|1|1|266669|PI-Remote PX Process Spawn Status|7.31|7.31|0|4.56|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266637|JI-Materialized View|13.5|10.38|3.13|13|19.94|1342.39|03-OCT-14 08.00.00.000000 AM
37|1|1|266639|DW-In memory Dispenser|92475.63|3760|88715.63|29464.25|11.75|.4|03-OCT-14 08.00.00.000000 AM
37|1|1|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|15.07|15.07|0|15.07|0|.57|03-OCT-14 08.00.00.000000 AM
37|1|1|266656|SQ-Sequence Cache|71.64|71.64|0|6.07|.14|47.61|03-OCT-14 08.00.00.000000 AM
37|1|1|266667|MW-MWIN Schedule|4|4|0|3.81|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|267323|JS-Job Scheduler (queue lock)|1039523|1039523|0|38761|737.67|52.2|03-OCT-14 08.00.00.000000 AM
37|1|1|267325|JS-Job Scheduler|1543439.5|1543439.5|0|12.5|0|7.12|03-OCT-14 08.00.00.000000 AM
37|1|1|266645|TX-Transaction|1043200.88|1043068.06|117.94|40.13|2.88|83.84|03-OCT-14 08.00.00.000000 AM
37|1|1|266651|TX-Transaction (allocate ITL entry)|6.25|6.25|0|6.19|0|2.54|03-OCT-14 08.00.00.000000 AM
37|1|1|266657|UL-User-defined|129.63|129.63|0|110|0|.25|03-OCT-14 08.00.00.000000 AM
37|1|1|266670|TS-Temporary Segment|6.9|6.9|0|1.9|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|267289|TQ-Queue table enqueue (TM contention)|232|232|0|111|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266635|TX-Transaction (row lock contention)|249699.56|199661.31|50038.63|231230.13|7287.56|31.62|03-OCT-14 08.00.00.000000 AM
37|1|1|266647|TT-Tablespace|26531.5|26531.5|0|2993.94|1.06|.27|03-OCT-14 08.00.00.000000 AM
37|1|1|266652|TA-Instance Undo|47.63|47.63|0|47.31|0|.37|03-OCT-14 08.00.00.000000 AM
37|1|1|266660|MS-Materialized View Refresh Log|30.75|30.75|0|28.81|0|.21|03-OCT-14 08.00.00.000000 AM
37|1|1|266665|AE-Edition Lock (lock)|989.8|989.8|0|8.47|0|.32|03-OCT-14 08.00.00.000000 AM
37|1|1|267324|JS-Job Scheduler (q mem clnup lck)|94164|94164|0|3515.5|158.5|44.75|03-OCT-14 08.00.00.000000 AM
37|1|1|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|103840.13|103839.94|0|47575.69|165.88|3.41|03-OCT-14 08.00.00.000000 AM
37|1|1|266655|JQ-Job Queue|22.69|14.75|7.94|20.56|0|.73|03-OCT-14 08.00.00.000000 AM
37|1|1|266659|US-Undo Segment|2730.63|2730.63|0|2556|.56|.26|03-OCT-14 08.00.00.000000 AM
37|1|1|266663|WL-Being Written Redo Log|23.88|17.44|6.44|15.63|0|.33|03-OCT-14 08.00.00.000000 AM
37|1|1|266641|CF-Controlfile Transaction|136569.56|135696.88|872.69|4169.56|3.13|.74|03-OCT-14 08.00.00.000000 AM
37|1|1|266642|RC-Result Cache: Enqueue (Result Cache: Contention)|984697.38|984684.31|0|11353.13|3.13|.28|03-OCT-14 08.00.00.000000 AM
37|1|1|266644|HW-Segment High Water Mark|59281.63|59261.56|20.31|5356.06|2.19|.41|03-OCT-14 08.00.00.000000 AM
37|1|1|266649|TX-Transaction (index contention)|1448.44|1448.44|0|1437.5|1|.57|03-OCT-14 08.00.00.000000 AM
37|1|1|266653|CO-KTUCLO Master Slave enq (master slave det)|2386.8|0|2386.8|2386.47|.07|.07|03-OCT-14 08.00.00.000000 AM
37|1|1|266666|DR-Distributed Recovery|4|4|0|3.81|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266662|XL-ASM Extent Fault Lock (fault extent map)|3.4|3.4|0|1|0|18|03-OCT-14 08.00.00.000000 AM
37|1|6|266638|WF-AWR Flush|42.31|42.25|.06|41.63|17|409.3|10-OCT-14 08.00.00.000000 AM
37|1|6|266645|TX-Transaction|1177598.5|1177472|110.63|65.81|4.56|82.35|10-OCT-14 08.00.00.000000 AM
37|1|6|266648|FB-Format Block|2252.75|2252.75|0|2104.63|.75|.29|10-OCT-14 08.00.00.000000 AM
37|1|6|266652|TA-Instance Undo|48|48|0|47.69|0|.42|10-OCT-14 08.00.00.000000 AM
37|1|6|266653|CO-KTUCLO Master Slave enq (master slave det)|2389.87|0|2389.87|2389.6|0|.07|10-OCT-14 08.00.00.000000 AM
37|1|6|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|18|18|0|18|0|.46|10-OCT-14 08.00.00.000000 AM
37|1|6|266655|JQ-Job Queue|22.31|14.75|7.56|20.56|0|.97|10-OCT-14 08.00.00.000000 AM
37|1|6|266664|JS-Job Scheduler (job run lock - synchronize)|11582.5|7|11748.94|8.44|0|.49|10-OCT-14 08.00.00.000000 AM
37|1|6|266665|AE-Edition Lock (lock)|1035.33|1035.33|0|8.53|0|.51|10-OCT-14 08.00.00.000000 AM
37|1|6|266668|AF-Advisor Framework (task serialization)|14.75|14.75|0|2.06|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266650|TO-Temp Object|10849.88|10849.88|0|871.25|.06|.27|10-OCT-14 08.00.00.000000 AM
37|1|6|266657|UL-User-defined|150.88|150.88|0|120|0|.41|10-OCT-14 08.00.00.000000 AM
37|1|6|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|91965.19|91965.19|0|42148|147.69|3.4|10-OCT-14 08.00.00.000000 AM
37|1|6|266640|PS-PX Process Reservation|15527.94|15332.06|195.88|8335.06|6.19|.88|10-OCT-14 08.00.00.000000 AM
37|1|6|266649|TX-Transaction (index contention)|1726.5|1726.5|0|1718.19|1|.64|10-OCT-14 08.00.00.000000 AM
37|1|6|267157|SR-Synchronized Replication|1|1|0|1|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|268729|PG-Global Parameter|4|4|0|1|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266667|MW-MWIN Schedule|4|4|0|3.81|0|.63|10-OCT-14 08.00.00.000000 AM
37|1|6|266669|PI-Remote PX Process Spawn Status|20.44|20.44|0|13.19|0|.29|10-OCT-14 08.00.00.000000 AM
37|1|6|267325|JS-Job Scheduler|1572754|1572754|0|8|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|267289|TQ-Queue table enqueue (TM contention)|232|232|0|138|0|.07|10-OCT-14 08.00.00.000000 AM
37|1|6|266639|DW-In memory Dispenser|109666|4206.44|105459.63|32305.88|13.44|.42|10-OCT-14 08.00.00.000000 AM
37|1|6|266643|TM-DML|5749696.31|5749491.19|.13|5187.19|3.13|.65|10-OCT-14 08.00.00.000000 AM
37|1|6|266651|TX-Transaction (allocate ITL entry)|7.56|7.56|0|7.5|0|4.33|10-OCT-14 08.00.00.000000 AM
37|1|6|267323|JS-Job Scheduler (queue lock)|1059084.67|1059085|0|40115.33|820|44.45|10-OCT-14 08.00.00.000000 AM
37|1|6|266641|CF-Controlfile Transaction|136258|135401.56|856.44|4128.56|3.13|.78|10-OCT-14 08.00.00.000000 AM
37|1|6|266642|RC-Result Cache: Enqueue (Result Cache: Contention)|1137906.63|1137889.69|0|11954.38|3.5|.31|10-OCT-14 08.00.00.000000 AM
37|1|6|266647|TT-Tablespace|26063.69|26063.69|0|3422.13|1.13|.27|10-OCT-14 08.00.00.000000 AM
37|1|6|266663|WL-Being Written Redo Log|25.44|19|6.44|16.19|0|.14|10-OCT-14 08.00.00.000000 AM
37|1|6|266670|TS-Temporary Segment|4.4|4.4|0|1.8|0|.5|10-OCT-14 08.00.00.000000 AM
37|1|6|268163|FU-DBFUS|1|1|0|1|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|267324|JS-Job Scheduler (q mem clnup lck)|95982|95982|0|3552.5|193|54.37|10-OCT-14 08.00.00.000000 AM
37|1|6|268728|PE-Parameter|12|12|0|1|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266656|SQ-Sequence Cache|78.75|78.75|0|5.88|.13|38.2|10-OCT-14 08.00.00.000000 AM
37|1|6|266658|CR-Reuse Block Range (block range reuse ckpt)|12792.69|12792.5|0|187.44|0|.19|10-OCT-14 08.00.00.000000 AM
37|1|6|266660|MS-Materialized View Refresh Log|43.88|43.88|0|41.5|0|.32|10-OCT-14 08.00.00.000000 AM
37|1|6|266666|DR-Distributed Recovery|4|4|0|4|0|.33|10-OCT-14 08.00.00.000000 AM
37|1|6|266635|TX-Transaction (row lock contention)|217922.81|163069.88|54853.38|196977.13|7236.75|36.8|10-OCT-14 08.00.00.000000 AM
37|1|6|266637|JI-Materialized View|23.13|14.75|8.38|22.69|53.38|2233.87|10-OCT-14 08.00.00.000000 AM
37|1|6|266644|HW-Segment High Water Mark|58856.38|58821.44|34.69|5528.75|2.5|.47|10-OCT-14 08.00.00.000000 AM
37|1|6|266646|XR-Quiesce / Force Logging (database force logging)|2347.6|2347.6|0|2346.67|.93|.32|10-OCT-14 08.00.00.000000 AM
37|1|6|266659|US-Undo Segment|2782.63|2782.63|0|2603.44|.63|.29|10-OCT-14 08.00.00.000000 AM
37|1|6|266661|TD-KTF map table enqueue (KTF dump entries)|23.75|23.75|0|23.19|0|.37|10-OCT-14 08.00.00.000000 AM
37|1|6|266662|XL-ASM Extent Fault Lock (fault extent map)|6.75|6.75|0|1.75|0|16.25|10-OCT-14 08.00.00.000000 AM
37|1|3|266639|DW-In memory Dispenser|98421.75|2917.06|95504.44|16000.31|6.94|.44|07-OCT-14 08.00.00.000000 AM
37|1|3|266647|TT-Tablespace|30042.81|30042.81|0|3536|1.06|.31|07-OCT-14 08.00.00.000000 AM
37|1|3|266649|TX-Transaction (index contention)|2001.31|2001.31|0|1972.31|1.31|.7|07-OCT-14 08.00.00.000000 AM
37|1|3|266663|WL-Being Written Redo Log|30.13|22|8.13|19.94|0|.19|07-OCT-14 08.00.00.000000 AM
37|1|3|266668|AF-Advisor Framework (task serialization)|14.8|14.8|0|2.13|0|.56|07-OCT-14 08.00.00.000000 AM
37|1|3|266669|PI-Remote PX Process Spawn Status|15.75|15.75|0|10|0|.44|07-OCT-14 08.00.00.000000 AM
37|1|3|266644|HW-Segment High Water Mark|65503.13|65401.31|101.25|6979.38|4|.56|07-OCT-14 08.00.00.000000 AM
37|1|3|266645|TX-Transaction|1267921.06|1267746.88|155.06|130.44|14.56|119.39|07-OCT-14 08.00.00.000000 AM
37|1|3|266648|FB-Format Block|3853.63|3853.63|0|3601|1.19|.31|07-OCT-14 08.00.00.000000 AM
37|1|3|266651|TX-Transaction (allocate ITL entry)|15.56|15.56|0|15.38|0|1.36|07-OCT-14 08.00.00.000000 AM
37|1|3|266659|US-Undo Segment|2783.44|2783.44|0|2599.94|.63|.29|07-OCT-14 08.00.00.000000 AM
37|1|3|266637|JI-Materialized View|20.13|12.88|7.25|19.63|46|2131.24|07-OCT-14 08.00.00.000000 AM
37|1|3|266643|TM-DML|6203914.75|6203666.69|.06|6322|3.75|.66|07-OCT-14 08.00.00.000000 AM
37|1|3|266658|CR-Reuse Block Range (block range reuse ckpt)|12316.63|12316.5|0|267.31|0|.28|07-OCT-14 08.00.00.000000 AM
37|1|3|266665|AE-Edition Lock (lock)|1025.13|1025.13|0|9.67|0|.14|07-OCT-14 08.00.00.000000 AM
37|1|3|266638|WF-AWR Flush|42.25|42.25|0|41.94|21.06|504.2|07-OCT-14 08.00.00.000000 AM
37|1|3|266664|JS-Job Scheduler (job run lock - synchronize)|10924.5|6.69|11090.25|8.38|0|.91|07-OCT-14 08.00.00.000000 AM
37|1|3|268163|FU-DBFUS|1|1|0|1|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266635|TX-Transaction (row lock contention)|201249.63|144102.13|57148.31|177244.56|7453.25|42.18|07-OCT-14 08.00.00.000000 AM
37|1|3|266640|PS-PX Process Reservation|21962.5|21250.88|711.63|12363.94|8.63|.93|07-OCT-14 08.00.00.000000 AM
37|1|3|266655|JQ-Job Queue|24.06|14.81|9.25|23|0|.9|07-OCT-14 08.00.00.000000 AM
37|1|3|266660|MS-Materialized View Refresh Log|38.25|38.25|0|35.63|0|.52|07-OCT-14 08.00.00.000000 AM
37|1|3|266666|DR-Distributed Recovery|4|4|0|4|0|2.17|07-OCT-14 08.00.00.000000 AM
37|1|3|266667|MW-MWIN Schedule|3.93|3.93|0|3.93|0|1|07-OCT-14 08.00.00.000000 AM
37|1|3|266650|TO-Temp Object|13807.75|13807.75|0|1090.13|.06|.29|07-OCT-14 08.00.00.000000 AM
37|1|3|266653|CO-KTUCLO Master Slave enq (master slave det)|2389.47|0|2389.47|2389.13|0|.07|07-OCT-14 08.00.00.000000 AM
37|1|3|266656|SQ-Sequence Cache|87.06|87.06|0|6.94|.5|63.41|07-OCT-14 08.00.00.000000 AM
37|1|3|267323|JS-Job Scheduler (queue lock)|1003161|1003160.33|0|36961.67|818.67|48.19|07-OCT-14 08.00.00.000000 AM
37|1|3|267289|TQ-Queue table enqueue (TM contention)|215|215|0|142|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|82468.5|82468.44|0|37834.56|129.63|3.35|07-OCT-14 08.00.00.000000 AM
37|1|3|266641|CF-Controlfile Transaction|135810.31|134970.56|839.75|3977.63|3.19|.82|07-OCT-14 08.00.00.000000 AM
37|1|3|266642|RC-Result Cache: Enqueue (Result Cache: Contention)|1233111.94|1233086.75|0|14731.63|4.63|.32|07-OCT-14 08.00.00.000000 AM
37|1|3|266652|TA-Instance Undo|47.69|47.69|0|47.19|0|.48|07-OCT-14 08.00.00.000000 AM
37|1|3|266657|UL-User-defined|150.13|150.13|0|131.75|0|.34|07-OCT-14 08.00.00.000000 AM
37|1|3|266661|TD-KTF map table enqueue (KTF dump entries)|23.75|23.75|0|23.25|0|.57|07-OCT-14 08.00.00.000000 AM
37|1|3|266670|TS-Temporary Segment|7|7|0|2|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|267157|SR-Synchronized Replication|1|1|0|1|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|267324|JS-Job Scheduler (q mem clnup lck)|90853|90853|0|3230|211.5|65.34|07-OCT-14 08.00.00.000000 AM
37|1|3|266646|XR-Quiesce / Force Logging (database force logging)|2345.87|2345.87|0|2345.2|.93|.33|07-OCT-14 08.00.00.000000 AM
37|1|3|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|20.47|20.47|0|20.4|0|.41|07-OCT-14 08.00.00.000000 AM
37|1|3|267325|JS-Job Scheduler|1488884.5|1488884.5|0|3|0|0|07-OCT-14 08.00.00.000000 AM
37|1|5|266640|PS-PX Process Reservation|12634|11869.5|764.5|7347.5|5.31|.93|09-OCT-14 08.00.00.000000 AM
37|1|5|266647|TT-Tablespace|28862.75|28862.75|0|3667.94|1.13|.3|09-OCT-14 08.00.00.000000 AM
37|1|5|266648|FB-Format Block|2549|2549|0|2382.56|.94|.32|09-OCT-14 08.00.00.000000 AM
37|1|5|266651|TX-Transaction (allocate ITL entry)|7.75|7.75|0|7.69|0|1.36|09-OCT-14 08.00.00.000000 AM
37|1|5|266653|CO-KTUCLO Master Slave enq (master slave det)|2389.4|0|2389.4|2389.07|0|.1|09-OCT-14 08.00.00.000000 AM
37|1|5|266661|TD-KTF map table enqueue (KTF dump entries)|23.75|23.75|0|23.38|0|.64|09-OCT-14 08.00.00.000000 AM
37|1|5|266669|PI-Remote PX Process Spawn Status|17.67|17.67|0|11.6|0|.51|09-OCT-14 08.00.00.000000 AM
37|1|5|267325|JS-Job Scheduler|1589870.5|1589870.5|0|6.5|0|21.88|09-OCT-14 08.00.00.000000 AM
37|1|5|267289|TQ-Queue table enqueue (TM contention)|222|222|0|138|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266662|XL-ASM Extent Fault Lock (fault extent map)|5|5|0|1|0|30|09-OCT-14 08.00.00.000000 AM
37|1|5|266657|UL-User-defined|169.19|169.19|0|142.44|0|.31|09-OCT-14 08.00.00.000000 AM
37|1|5|266665|AE-Edition Lock (lock)|1017.27|1017.27|0|9.33|0|.24|09-OCT-14 08.00.00.000000 AM
37|1|5|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|77642.31|77642.25|0|35610.69|127.88|3.48|09-OCT-14 08.00.00.000000 AM
37|1|5|266643|TM-DML|6199088.13|6198851.56|.06|5753|3.31|.64|09-OCT-14 08.00.00.000000 AM
37|1|5|266659|US-Undo Segment|2761.06|2761.06|0|2580.31|.63|.36|09-OCT-14 08.00.00.000000 AM
37|1|5|266666|DR-Distributed Recovery|4|4|0|4|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266649|TX-Transaction (index contention)|1876.5|1876.5|0|1859.5|1.38|.78|09-OCT-14 08.00.00.000000 AM
37|1|5|266658|CR-Reuse Block Range (block range reuse ckpt)|10608.69|10608.25|0|247.06|0|.3|09-OCT-14 08.00.00.000000 AM
37|1|5|266642|RC-Result Cache: Enqueue (Result Cache: Contention)|1224459.06|1224437.94|0|13792.38|4.31|.32|09-OCT-14 08.00.00.000000 AM
37|1|5|266646|XR-Quiesce / Force Logging (database force logging)|2345.2|2345.2|0|2344.33|.93|.35|09-OCT-14 08.00.00.000000 AM
37|1|5|266650|TO-Temp Object|12592|12592|0|1032.13|.19|.28|09-OCT-14 08.00.00.000000 AM
37|1|5|266660|MS-Materialized View Refresh Log|50.06|50.06|0|46.75|0|.18|09-OCT-14 08.00.00.000000 AM
37|1|5|266670|TS-Temporary Segment|7.64|7.64|0|2.64|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|267324|JS-Job Scheduler (q mem clnup lck)|97035|97035|0|3292|196.5|59.81|09-OCT-14 08.00.00.000000 AM
37|1|5|268163|FU-DBFUS|1|1|0|1|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266635|TX-Transaction (row lock contention)|211246.44|147469.56|63777.75|187284.94|7103.38|38.05|09-OCT-14 08.00.00.000000 AM
37|1|5|266637|JI-Materialized View|35.56|16.81|18.75|35.06|110.5|3082.31|09-OCT-14 08.00.00.000000 AM
37|1|5|266663|WL-Being Written Redo Log|33.13|22.69|10.44|20.56|0|.24|09-OCT-14 08.00.00.000000 AM
37|1|5|266664|JS-Job Scheduler (job run lock - synchronize)|11702.06|6.69|11874.94|8.5|0|.63|09-OCT-14 08.00.00.000000 AM
37|1|5|267323|JS-Job Scheduler (queue lock)|1070470.67|1070471|0|39906|808.67|70.44|09-OCT-14 08.00.00.000000 AM
37|1|5|266638|WF-AWR Flush|42.25|42.25|0|41.63|14.75|350.57|09-OCT-14 08.00.00.000000 AM
37|1|5|266639|DW-In memory Dispenser|116990.19|3868.13|113122.13|32783.63|14.31|.44|09-OCT-14 08.00.00.000000 AM
37|1|5|266641|CF-Controlfile Transaction|135791.19|134881.38|909.81|4097.81|3.19|.82|09-OCT-14 08.00.00.000000 AM
37|1|5|266644|HW-Segment High Water Mark|63597.44|63531.06|66.25|6853.5|4.13|.58|09-OCT-14 08.00.00.000000 AM
37|1|5|266652|TA-Instance Undo|47.88|47.88|0|47.56|0|.49|09-OCT-14 08.00.00.000000 AM
37|1|5|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|20|20|0|19.93|0|.55|09-OCT-14 08.00.00.000000 AM
37|1|5|266655|JQ-Job Queue|24.31|14.63|9.69|22.88|0|1.05|09-OCT-14 08.00.00.000000 AM
37|1|5|266656|SQ-Sequence Cache|88.25|88.25|0|7.56|.63|66.46|09-OCT-14 08.00.00.000000 AM
37|1|5|266667|MW-MWIN Schedule|4|4|0|4|0|.33|09-OCT-14 08.00.00.000000 AM
37|1|5|266668|AF-Advisor Framework (task serialization)|14.4|14.4|0|2|0|.67|09-OCT-14 08.00.00.000000 AM
37|1|5|267157|SR-Synchronized Replication|1|1|0|1|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266645|TX-Transaction|1270803.5|1270599.13|188.06|88.75|6.75|88.35|09-OCT-14 08.00.00.000000 AM
37|1|4|266636|KO-Multiple Object Checkpoint (fast object checkpoint)|78559.81|78559.75|0|36035.69|127.69|3.44|08-OCT-14 08.00.00.000000 AM
37|1|4|266649|TX-Transaction (index contention)|2000.25|2000.25|0|1979.06|1.56|.83|08-OCT-14 08.00.00.000000 AM
37|1|4|266654|PW-Buffer Cache PreWarm (flush prewarm buffers)|20.4|20.4|0|20.4|0|.52|08-OCT-14 08.00.00.000000 AM
37|1|4|266664|JS-Job Scheduler (job run lock - synchronize)|11325.88|5.69|11489.38|8.44|0|.47|08-OCT-14 08.00.00.000000 AM
37|1|4|266670|TS-Temporary Segment|14.29|14.29|0|3.64|0|0|08-OCT-14 08.00.00.000000 AM
