site_id|config_id|run_id|stat_id|stat_name|stat_total|stat_lessonems|stat_lesstenms|stat_lesshunms|stat_lessones|stat_lesstens|start_time
37|1|87|266487|Writes|11204580|29.08|46.38|24.42|.13|0|02-FEB-15 01.00.00.000000 AM
37|1|88|266485|Pins|281098|73.93|24.02|2.03|.02||02-FEB-15 08.00.00.000000 AM
37|1|88|266487|Writes|15560733|23.92|36.8|39.1|.17|0|02-FEB-15 08.00.00.000000 AM
37|1|88|266486|Flushes|467649|53.13|43.43|3.42|.02|0|02-FEB-15 08.00.00.000000 AM
37|1|89|266485|Pins|449049|87.5|12.04|.46|0||02-FEB-15 10.00.00.000000 PM
37|1|89|266487|Writes|9732282|30.9|47.88|21.1|.13|0|02-FEB-15 10.00.00.000000 PM
37|1|89|266486|Flushes|661852|75.6|23.1|1.29|.01|0|02-FEB-15 10.00.00.000000 PM
37|1|78|266485|Pins|387645|84.95|14.53|.53|0||27-JAN-15 01.00.00.000000 AM
37|1|78|266486|Flushes|592125|68.25|30.39|1.36|.01|0|27-JAN-15 01.00.00.000000 AM
37|1|78|266487|Writes|10596552|42.16|45.22|12.53|.09|0|27-JAN-15 01.00.00.000000 AM
37|1|90|266487|Writes|8638871|36.74|46.88|15.97|.36|.05|03-FEB-15 10.00.00.000000 PM
37|1|90|266486|Flushes|821663|73.11|24.39|2.23|.17|.09|03-FEB-15 10.00.00.000000 PM
37|1|90|266485|Pins|162054|89.26|9.74|.97|.02|.02|03-FEB-15 10.00.00.000000 PM
37|1|91|266486|Flushes|322980|55.9|41.52|2.45|.11|.03|04-FEB-15 08.00.00.000000 AM
37|1|91|266487|Writes|15507710|26.32|50.72|22.92|.04|0|04-FEB-15 08.00.00.000000 AM
37|1|91|266485|Pins|72235|70.66|25.8|3.15|.33|.08|04-FEB-15 08.00.00.000000 AM
37|1|92|266485|Pins|222849|87.28|11.29|1.32|.11|.01|05-FEB-15 01.00.00.000000 AM
37|1|92|266487|Writes|10920758|23.14|47.56|29.17|.12||05-FEB-15 01.00.00.000000 AM
37|1|92|266486|Flushes|664589|75.86|23|1.14|.01|0|05-FEB-15 01.00.00.000000 AM
37|1|93|266487|Writes|14743784|19.88|44.86|35.21|.05|0|06-FEB-15 08.00.00.000000 AM
37|1|93|266486|Flushes|808108|57.69|39.37|2.78|.1|.05|06-FEB-15 08.00.00.000000 AM
37|1|93|266485|Pins|531557|60.17|38.07|1.58|.16|.01|06-FEB-15 08.00.00.000000 AM
37|1|94|266485|Pins|186776|68.72|28.89|2.3|.09|.01|09-FEB-15 08.00.00.000000 AM
37|1|94|266486|Flushes|467222|49.68|46.87|3.45|.01|0|09-FEB-15 08.00.00.000000 AM
37|1|94|266487|Writes|16429265|23.06|37.53|39.27|.14|0|09-FEB-15 08.00.00.000000 AM
37|1|105|266487|Writes|14621191|20.01|38.99|40.88|.12|0|16-FEB-15 08.00.00.000000 AM
37|1|105|266486|Flushes|548458|53.87|42.9|3.23|.01|0|16-FEB-15 08.00.00.000000 AM
37|1|105|266485|Pins|347624|71.84|26.8|1.35|.01||16-FEB-15 08.00.00.000000 AM
37|1|95|266486|Flushes|444818|46.49|49.64|3.86|.01|0|10-FEB-15 08.00.00.000000 AM
37|1|95|266487|Writes|16410168|23.97|40.54|35|.5|0|10-FEB-15 08.00.00.000000 AM
37|1|95|266485|Pins|284748|60.18|37.25|2.54|.03||10-FEB-15 08.00.00.000000 AM
37|1|97|266486|Flushes|493415|43.88|51.79|4.3|.03|0|11-FEB-15 08.00.00.000000 AM
37|1|97|266487|Writes|15775167|21.41|37.57|40.79|.24|0|11-FEB-15 08.00.00.000000 AM
37|1|97|266485|Pins|390522|57.1|39.3|3.55|.06|0|11-FEB-15 08.00.00.000000 AM
37|1|96|266485|Pins|346235|84.59|14.91|.49|0||11-FEB-15 10.00.00.000000 PM
37|1|96|266486|Flushes|566651|67.98|30.64|1.36|.02|0|11-FEB-15 10.00.00.000000 PM
37|1|96|266487|Writes|9577905|30.71|45.99|23.19|.11|0|11-FEB-15 10.00.00.000000 PM
37|1|98|266486|Flushes|533198|64.47|33.68|1.83|.03|0|12-FEB-15 01.00.00.000000 AM
37|1|98|266487|Writes|11038732|23.54|49.69|26.47|.3|0|12-FEB-15 01.00.00.000000 AM
37|1|98|266485|Pins|319162|79.32|20.06|.62|.01||12-FEB-15 01.00.00.000000 AM
37|1|100|266487|Writes|16205685|23.19|38.18|38.32|.31|0|12-FEB-15 08.00.00.000000 AM
37|1|100|266485|Pins|290309|62.26|34.86|2.86|.03||12-FEB-15 08.00.00.000000 AM
37|1|100|266486|Flushes|470175|45.55|50.25|4.12|.08|0|12-FEB-15 08.00.00.000000 AM
37|1|99|266486|Flushes|578653|69.91|28.48|1.59|.02|0|12-FEB-15 10.00.00.000000 PM
37|1|99|266485|Pins|410784|86.87|12.71|.42|.01||12-FEB-15 10.00.00.000000 PM
37|1|99|266487|Writes|9314049|28.11|43.85|27.79|.25|0|12-FEB-15 10.00.00.000000 PM
37|1|101|266485|Pins|367620|69.87|28.88|1.24|.01||13-FEB-15 08.00.00.000000 AM
37|1|101|266487|Writes|13670858|22.15|42.4|34.96|.48|0|13-FEB-15 08.00.00.000000 AM
37|1|101|266486|Flushes|540585|53.37|43.1|3.49|.05|0|13-FEB-15 08.00.00.000000 AM
37|1|102|266486|Flushes|599741|72.55|26.28|1.16|.01|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266487|Writes|8687585|27.2|48.66|24.06|.08|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266485|Pins|430340|86.2|13.39|.41|.01||15-FEB-15 10.00.00.000000 PM
37|1|103|266485|Pins|456382|78.57|20.9|.53|0||16-FEB-15 01.00.00.000000 AM
37|1|103|266487|Writes|11013053|22.11|45.74|32.05|.1|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266486|Flushes|552053|67.71|30.61|1.66|.02|0|16-FEB-15 01.00.00.000000 AM
37|1|104|266485|Pins|355927|87.03|12.58|.39|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266486|Flushes|526486|72.56|26.26|1.17|.01|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266487|Writes|9338577|28.19|50.04|21.67|.1|0|16-FEB-15 10.00.00.000000 PM
37|1|106|266487|Writes|10551396|23.15|48.44|28.3|.12|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266485|Pins|385785|85.24|14.28|.48|.01|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266486|Flushes|648053|70.33|28.27|1.38|.02|0|17-FEB-15 01.00.00.000000 AM
37|1|108|266485|Pins|311985|70.95|27.38|1.65|.02||17-FEB-15 08.00.00.000000 AM
37|1|108|266486|Flushes|524176|52.32|44.47|3.17|.04|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266487|Writes|15185596|19.93|38.58|41.27|.22|0|17-FEB-15 08.00.00.000000 AM
37|1|107|266486|Flushes|602362|73.14|25.68|1.16|.02|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266485|Pins|445405|88.16|11.48|.35|0||17-FEB-15 10.00.00.000000 PM
37|1|107|266487|Writes|9074429|27.25|49.18|23.46|.1|0|17-FEB-15 10.00.00.000000 PM
37|1|110|266485|Pins|317320|71.98|26.67|1.32|.03||18-FEB-15 08.00.00.000000 AM
37|1|110|266486|Flushes|572024|52.46|44.57|2.92|.05|0|18-FEB-15 08.00.00.000000 AM
37|1|110|266487|Writes|14790059|19.15|40.37|40.36|.12|0|18-FEB-15 08.00.00.000000 AM
37|1|112|266485|Pins|280808|71.69|26.95|1.33|.03||19-FEB-15 08.00.00.000000 AM
37|1|112|266486|Flushes|493927|51.57|44.77|3.55|.12|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266487|Writes|14961498|19.53|40.31|40.09|.07|0|19-FEB-15 08.00.00.000000 AM
37|1|111|266485|Pins|438388|87.16|12.44|.4|.01|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266486|Flushes|588819|72.5|26.26|1.23|.02|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266487|Writes|8983419|30.63|46.16|23.07|.14|0|19-FEB-15 10.00.00.000000 PM
37|1|114|266485|Pins|345662|74.68|24.15|1.16|.01||20-FEB-15 08.00.00.000000 AM
37|1|114|266486|Flushes|560373|55.5|41.73|2.72|.05|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266487|Writes|14674993|20.99|43.08|35.81|.12|0|20-FEB-15 08.00.00.000000 AM
37|1|115|266486|Flushes|601687|71.3|27.23|1.46|.02|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266485|Pins|430446|85.09|14.47|.43|.01|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266487|Writes|9332411|26.05|48.3|25.54|.11|0|22-FEB-15 10.00.00.000000 PM
37|1|117|266487|Writes|16029653|18.66|34.17|46.92|.25|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266485|Pins|319518|65.55|30.95|3.44|.05|.01|23-FEB-15 08.00.00.000000 AM
37|1|117|266486|Flushes|593979|47.2|48.4|4.31|.08|0|23-FEB-15 08.00.00.000000 AM
37|1|116|266486|Flushes|608196|71.64|26.87|1.42|.06|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266487|Writes|8972634|29.01|49.63|21.28|.07|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266485|Pins|348748|85.76|13.7|.48|.05|0|23-FEB-15 10.00.00.000000 PM
37|1|109|266485|Pins|426057|87.91|11.68|.41|0||18-FEB-15 10.00.00.000000 PM
37|1|109|266486|Flushes|697241|66.47|32.19|1.32|.02|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266487|Writes|8373804|33.7|45.99|20.14|.18|0|18-FEB-15 10.00.00.000000 PM
37|1|113|266485|Pins|514342|89.22|10.04|.74|.01|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266487|Writes|5591918|53.28|36.95|9.55|.22|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266486|Flushes|817333|78.04|20.76|1.19|.01|0|20-FEB-15 10.00.00.000000 PM
37|1|119|266486|Flushes|497426|48.2|48.17|3.62|.02|0|24-FEB-15 08.00.00.000000 AM
37|1|119|266487|Writes|15855037|18.81|34.89|46.18|.12|0|24-FEB-15 08.00.00.000000 AM
37|1|119|266485|Pins|237303|69.75|28.33|1.84|.08|.01|24-FEB-15 08.00.00.000000 AM
37|1|118|266486|Flushes|1096604|60.23|36.65|3.04|.08|0|24-FEB-15 10.00.00.000000 PM
37|1|118|266485|Pins|874018|79.79|19.61|.56|.04|.01|24-FEB-15 10.00.00.000000 PM
37|1|118|266487|Writes|12214634|23.85|50.56|25.3|.3|0|24-FEB-15 10.00.00.000000 PM
37|1|121|266486|Flushes|485041|51.08|45.5|3.36|.06|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266487|Writes|15622098|19.62|37.81|42.49|.08|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266485|Pins|292099|67.16|30.79|1.9|.14|.01|25-FEB-15 08.00.00.000000 AM
37|1|120|266485|Pins|315511|85.51|13.93|.55|.01|.01|25-FEB-15 10.00.00.000000 PM
37|1|120|266486|Flushes|495469|69.47|28.85|1.64|.04|0|25-FEB-15 10.00.00.000000 PM
37|1|120|266487|Writes|9016834|31.64|46.12|22.14|.1|0|25-FEB-15 10.00.00.000000 PM
37|1|123|266487|Writes|14900762|21.25|38.62|39.89|.25|0|26-FEB-15 08.00.00.000000 AM
37|1|123|266486|Flushes|523412|50.44|45.16|4.1|.29|.01|26-FEB-15 08.00.00.000000 AM
37|1|123|266485|Pins|292054|71.13|27.16|1.69|.03|.01|26-FEB-15 08.00.00.000000 AM
37|1|125|266486|Flushes|548997|54.6|41.92|3.4|.08|.01|27-FEB-15 08.00.00.000000 AM
37|1|125|266485|Pins|349915|74.84|23.81|1.34|.01||27-FEB-15 08.00.00.000000 AM
37|1|125|266487|Writes|14405340|21.25|42.28|36.33|.14|0|27-FEB-15 08.00.00.000000 AM
37|1|124|266487|Writes|7743676|38.74|42.85|18.17|.24|0|27-FEB-15 10.00.00.000000 PM
37|1|124|266485|Pins|488333|90.06|9.46|.48|.01|0|27-FEB-15 10.00.00.000000 PM
37|1|124|266486|Flushes|821301|81.32|17.89|.79|.01|0|27-FEB-15 10.00.00.000000 PM
37|1|126|266485|Pins|384163|84.29|15.17|.53|.01|0|01-MAR-15 10.00.00.000000 PM
37|1|126|266487|Writes|10033650|23.82|47.52|28.51|.15|0|01-MAR-15 10.00.00.000000 PM
37|1|126|266486|Flushes|543183|69.64|28.5|1.72|.13|0|01-MAR-15 10.00.00.000000 PM
37|1|127|266485|Pins|339338|81.39|18|.61|.01||02-MAR-15 01.00.00.000000 AM
37|1|127|266486|Flushes|530233|65.49|32.56|1.87|.07|0|02-MAR-15 01.00.00.000000 AM
37|1|127|266487|Writes|11682641|21.79|45.67|32.44|.1|0|02-MAR-15 01.00.00.000000 AM
37|1|128|266486|Flushes|539166|68.5|29.94|1.56|.01|0|02-MAR-15 10.00.00.000000 PM
37|1|128|266487|Writes|9623929|27.28|48.24|24.32|.16|0|02-MAR-15 10.00.00.000000 PM
37|1|128|266485|Pins|360008|85.15|14.3|.55|.01||02-MAR-15 10.00.00.000000 PM
37|1|122|266485|Pins|367086|86.76|12.74|.5|.01||26-FEB-15 10.00.00.000000 PM
37|1|122|266486|Flushes|577083|69.54|29.08|1.36|.02|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266487|Writes|9060994|31.78|46.8|21.32|.11|0|26-FEB-15 10.00.00.000000 PM
37|1|134|266485|Pins|328073|66.07|32.25|1.66|.02||05-MAR-15 08.00.00.000000 AM
37|1|134|266487|Writes|15648512|19.76|39.82|40.11|.31|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266486|Flushes|497361|50.34|46.1|3.54|.02|0|05-MAR-15 08.00.00.000000 AM
37|1|137|266486|Flushes|561401|72.67|26.28|1.04|.01|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266487|Writes|9580087|23.98|48.53|27.39|.1|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266485|Pins|357214|87.03|12.53|.43|.01||08-MAR-15 10.00.00.000000 PM
37|1|129|266487|Writes|9718305|27.51|50.79|21.64|.07|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266486|Flushes|576323|70.5|28.2|1.29|.02|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266485|Pins|373664|85.81|13.59|.56|.05||03-MAR-15 10.00.00.000000 PM
37|1|132|266485|Pins|238043|66.29|31.15|2.47|.09|.01|04-MAR-15 08.00.00.000000 AM
37|1|132|266486|Flushes|462855|50.13|46.65|3.2|.01|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266487|Writes|15978601|20.92|39.21|39.74|.13|0|04-MAR-15 08.00.00.000000 AM
37|1|131|266485|Pins|412910|83.27|16.27|.47|0||04-MAR-15 10.00.00.000000 PM
37|1|131|266487|Writes|9415670|28.3|45.72|25.91|.07|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266486|Flushes|568279|68.55|30.13|1.31|0|0|04-MAR-15 10.00.00.000000 PM
37|1|133|266485|Pins|342046|87.4|11.72|.88|.01||05-MAR-15 10.00.00.000000 PM
37|1|133|266486|Flushes|570823|68.82|29.77|1.4|.01|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266487|Writes|8464602|30.88|45.43|23.58|.12|0|05-MAR-15 10.00.00.000000 PM
37|1|136|266487|Writes|13611188|18.4|40.07|41.38|.15|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266485|Pins|367460|76.55|22.37|1.07|.02|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266486|Flushes|585276|56.62|40.85|2.52|.02|0|06-MAR-15 08.00.00.000000 AM
37|1|135|266487|Writes|4705005|42.02|39.3|18.54|.14|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266485|Pins|604873|89.63|9.69|.68|.01|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266486|Flushes|848794|80.43|18.5|1.06|0|0|06-MAR-15 10.00.00.000000 PM
37|1|138|266487|Writes|9710203|26.6|51.65|21.68|.07|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266485|Pins|330035|83.95|15.47|.47|.11|.01|09-MAR-15 10.00.00.000000 PM
37|1|138|266486|Flushes|690251|70.53|28.45|1.01|0|0|09-MAR-15 10.00.00.000000 PM
37|1|130|266487|Writes|15997242|20.61|37.97|41.2|.22|0|03-MAR-15 08.00.00.000000 AM
37|1|130|266485|Pins|253562|65.74|32.03|2.18|.05|.01|03-MAR-15 08.00.00.000000 AM
37|1|130|266486|Flushes|463704|47.95|48.23|3.77|.05|0|03-MAR-15 08.00.00.000000 AM
37|1|139|266487|Writes|9267309|27.57|50.21|22.14|.08|0|10-MAR-15 10.00.00.000000 PM
37|1|139|266486|Flushes|617400|70.18|28.74|1.08|0|0|10-MAR-15 10.00.00.000000 PM
37|1|139|266485|Pins|335337|84.65|14.68|.62|.05|.01|10-MAR-15 10.00.00.000000 PM
37|1|141|266487|Writes|9238891|28.56|46.25|25.08|.12|0|11-MAR-15 10.00.00.000000 PM
37|1|141|266485|Pins|440499|87.15|12.4|.44|0|0|11-MAR-15 10.00.00.000000 PM
37|1|141|266486|Flushes|655813|71.07|27.75|1.18|0|0|11-MAR-15 10.00.00.000000 PM
37|1|142|266486|Flushes|478097|47.06|49.15|3.77|.02|0|12-MAR-15 08.00.00.000000 AM
37|1|142|266485|Pins|270385|67.3|30.14|2.54|.03||12-MAR-15 08.00.00.000000 AM
37|1|142|266487|Writes|16142456|22.03|36.09|41.76|.13|0|12-MAR-15 08.00.00.000000 AM
37|1|143|266485|Pins|424755|88.5|11.09|.41|.01||12-MAR-15 10.00.00.000000 PM
37|1|143|266487|Writes|9519818|30.26|46.14|23.03|.51|.06|12-MAR-15 10.00.00.000000 PM
37|1|143|266486|Flushes|669954|72.56|26.2|1.2|.03|0|12-MAR-15 10.00.00.000000 PM
37|1|145|266485|Pins|335921|75.59|23.11|1.29|.01||13-MAR-15 08.00.00.000000 AM
37|1|145|266486|Flushes|560662|52.27|44.23|3.49|.02|0|13-MAR-15 08.00.00.000000 AM
37|1|145|266487|Writes|14116619|19.07|36.41|44.19|.33|0|13-MAR-15 08.00.00.000000 AM
37|1|144|266486|Flushes|830977|82.74|16.66|.6|0|0|13-MAR-15 10.00.00.000000 PM
37|1|144|266487|Writes|4444679|44.83|37.86|17.12|.19|0|13-MAR-15 10.00.00.000000 PM
37|1|144|266485|Pins|479942|90.56|8.89|.55|0|.01|13-MAR-15 10.00.00.000000 PM
37|1|146|266485|Pins|439311|91.88|7.82|.3|0|0|15-MAR-15 10.00.00.000000 PM
37|1|146|266487|Writes|8587732|30.13|49.58|20.22|.07|0|15-MAR-15 10.00.00.000000 PM
37|1|146|266486|Flushes|758823|75.82|23.05|1.11|.02|0|15-MAR-15 10.00.00.000000 PM
37|1|148|266487|Writes|15931444|19.82|38.06|41.95|.18|0|16-MAR-15 08.00.00.000000 AM
37|1|148|266486|Flushes|610117|48.75|47.18|4.01|.06|0|16-MAR-15 08.00.00.000000 AM
37|1|148|266485|Pins|302697|79.64|19.03|1.32|.02|.01|16-MAR-15 08.00.00.000000 AM
37|1|147|266486|Flushes|712724|72.71|26.18|1.1|0|0|16-MAR-15 10.00.00.000000 PM
37|1|147|266487|Writes|9776892|26.76|50.57|22.62|.05|0|16-MAR-15 10.00.00.000000 PM
37|1|147|266485|Pins|447847|89.97|9.65|.36|.02|0|16-MAR-15 10.00.00.000000 PM
37|1|140|266485|Pins|245939|63.8|33.22|2.8|.18|.02|10-MAR-15 08.00.00.000000 AM
37|1|140|266486|Flushes|488240|44.5|51.69|3.78|.03|0|10-MAR-15 08.00.00.000000 AM
37|1|140|266487|Writes|16618299|22.27|35.66|41.89|.18|0|10-MAR-15 08.00.00.000000 AM
37|1|153|266485|Pins|877990|82.58|17.02|.39|0|0|18-MAR-15 10.00.00.000000 PM
37|1|153|266487|Writes|10097133|25.79|43.19|30.82|.2|0|18-MAR-15 10.00.00.000000 PM
37|1|153|266486|Flushes|885638|70.35|28.05|1.58|.02|0|18-MAR-15 10.00.00.000000 PM
37|1|149|266485|Pins|356429|87.36|12.14|.47|.03|.01|17-MAR-15 01.00.00.000000 AM
37|1|149|266486|Flushes|601078|67.16|31.39|1.45|0|0|17-MAR-15 01.00.00.000000 AM
37|1|149|266487|Writes|11654371|22.1|49.49|28.35|.06|0|17-MAR-15 01.00.00.000000 AM
37|1|150|266486|Flushes|812025|73.77|25.04|1.16|.02|0|17-MAR-15 10.00.00.000000 PM
37|1|150|266485|Pins|433595|90.25|9.33|.36|.06|0|17-MAR-15 10.00.00.000000 PM
37|1|150|266487|Writes|10340055|25.75|49.62|24.55|.07|0|17-MAR-15 10.00.00.000000 PM
37|1|152|266486|Flushes|730053|50.1|46.2|3.68|.03|0|18-MAR-15 08.00.00.000000 AM
37|1|152|266487|Writes|17350168|19.04|40.17|40.7|.09|0|18-MAR-15 08.00.00.000000 AM
37|1|152|266485|Pins|407263|81.76|17.34|.89|.02|0|18-MAR-15 08.00.00.000000 AM
37|1|154|266487|Writes|16226314|19.65|40.67|39.6|.08|0|19-MAR-15 08.00.00.000000 AM
37|1|154|266485|Pins|460798|82.46|16.59|.95|0||19-MAR-15 08.00.00.000000 AM
37|1|154|266486|Flushes|713569|53.56|42.96|3.42|.05|0|19-MAR-15 08.00.00.000000 AM
37|1|155|266485|Pins|589608|91.1|8.58|.32|.01|.01|19-MAR-15 10.00.00.000000 PM
37|1|155|266487|Writes|8713831|30.65|44.73|23.57|1.04|.01|19-MAR-15 10.00.00.000000 PM
37|1|155|266486|Flushes|805340|74.43|24.27|1.28|.02|0|19-MAR-15 10.00.00.000000 PM
37|1|156|266487|Writes|14733706|18.29|41.31|40.31|.09|0|20-MAR-15 08.00.00.000000 AM
37|1|156|266486|Flushes|778902|58.06|39.22|2.69|.04|0|20-MAR-15 08.00.00.000000 AM
37|1|156|266485|Pins|571321|83.39|15.89|.71|.01|0|20-MAR-15 08.00.00.000000 AM
37|1|157|266486|Flushes|896740|81.08|17.97|.94|.01|0|20-MAR-15 10.00.00.000000 PM
37|1|157|266485|Pins|532765|90.78|8.73|.48|.01|0|20-MAR-15 10.00.00.000000 PM
37|1|157|266487|Writes|4790158|48.83|38.96|11.97|.24|0|20-MAR-15 10.00.00.000000 PM
37|1|158|266485|Pins|470619|90.48|9.17|.35|0|0|22-MAR-15 10.00.00.000000 PM
37|1|158|266486|Flushes|729700|73.34|25.51|1.15|.01|0|22-MAR-15 10.00.00.000000 PM
37|1|158|266487|Writes|10150295|25.14|49.4|25.34|.11|0|22-MAR-15 10.00.00.000000 PM
37|1|159|266486|Flushes|786184|48.86|47.19|3.92|.03|0|23-MAR-15 08.00.00.000000 AM
37|1|159|266485|Pins|548693|79.79|19.18|1.02|.01|0|23-MAR-15 08.00.00.000000 AM
37|1|159|266487|Writes|17481304|18.62|36.17|45.08|.14|0|23-MAR-15 08.00.00.000000 AM
37|1|160|266485|Pins|511508|90.43|9.17|.37|.03|0|23-MAR-15 10.00.00.000000 PM
37|1|160|266486|Flushes|871978|74.24|24.65|1.09|.01|0|23-MAR-15 10.00.00.000000 PM
37|1|160|266487|Writes|10490414|24.51|47.57|27.84|.07|0|23-MAR-15 10.00.00.000000 PM
37|1|151|266485|Pins|382286|81.69|17.22|1.07|.02|.01|17-MAR-15 08.00.00.000000 AM
37|1|151|266486|Flushes|678877|50.55|45.64|3.75|.06|0|17-MAR-15 08.00.00.000000 AM
37|1|151|266487|Writes|16685017|18.99|38.27|42.63|.11|0|17-MAR-15 08.00.00.000000 AM
37|1|163|266487|Writes|15569159|17.93|40.42|41.58|.08|0|25-MAR-15 08.00.00.000000 AM
37|1|163|266485|Pins|428411|83.39|15.72|.88|.01||25-MAR-15 08.00.00.000000 AM
37|1|163|266486|Flushes|719171|52.78|44.16|3.04|.02|0|25-MAR-15 08.00.00.000000 AM
37|1|166|266486|Flushes|992151|92.7|7|.3|0|0|27-MAR-15 10.00.00.000000 PM
37|1|166|266485|Pins|308464|95.73|4.07|.2|.01||27-MAR-15 10.00.00.000000 PM
37|1|166|266487|Writes|3366523|50.71|41.4|7.84|.05|0|27-MAR-15 10.00.00.000000 PM
37|1|167|266487|Writes|9372080|22.2|45.74|31.97|.08|0|29-MAR-15 10.00.00.000000 PM
37|1|167|266486|Flushes|673516|67.59|30.64|1.76|0|0|29-MAR-15 10.00.00.000000 PM
37|1|167|266485|Pins|785078|80.29|19.27|.43|0||29-MAR-15 10.00.00.000000 PM
37|1|168|266487|Writes|11529427|20.31|43.61|35.97|.1|0|30-MAR-15 01.00.00.000000 AM
37|1|168|266486|Flushes|660711|65.74|32.64|1.63|0|0|30-MAR-15 01.00.00.000000 AM
37|1|168|266485|Pins|445931|86.23|13.23|.54|0||30-MAR-15 01.00.00.000000 AM
37|1|165|266485|Pins|530757|86.01|13.06|.93|.01|0|26-MAR-15 10.00.00.000000 PM
37|1|165|266486|Flushes|661666|67.41|30.61|1.97|.01|0|26-MAR-15 10.00.00.000000 PM
37|1|165|266487|Writes|8451076|31.52|45.46|22.88|.14|0|26-MAR-15 10.00.00.000000 PM
37|1|169|266485|Pins|459668|87.87|11.65|.47|.02|0|30-MAR-15 10.00.00.000000 PM
37|1|169|266486|Flushes|708826|69.45|28.98|1.56|.01|0|30-MAR-15 10.00.00.000000 PM
37|1|169|266487|Writes|10264752|21.77|43.63|34.45|.15|0|30-MAR-15 10.00.00.000000 PM
37|1|161|266486|Flushes|724693|50.8|45.78|3.39|.03|0|24-MAR-15 08.00.00.000000 AM
37|1|161|266485|Pins|391941|81.51|17.39|1.08|.02|0|24-MAR-15 08.00.00.000000 AM
37|1|161|266487|Writes|17020370|18.16|39.06|42.68|.09|0|24-MAR-15 08.00.00.000000 AM
37|1|162|266485|Pins|573682|90.81|8.86|.3|.03|0|24-MAR-15 10.00.00.000000 PM
37|1|162|266486|Flushes|893644|74.31|24.73|.96|0|0|24-MAR-15 10.00.00.000000 PM
37|1|162|266487|Writes|9459423|26.56|48.22|25.15|.08|0|24-MAR-15 10.00.00.000000 PM
37|1|164|266487|Writes|15897198|18.65|39.93|41.28|.14|0|26-MAR-15 08.00.00.000000 AM
37|1|164|266485|Pins|355242|76.19|20.7|3.08|.02||26-MAR-15 08.00.00.000000 AM
37|1|164|266486|Flushes|540077|46.09|47.79|6.09|.04|0|26-MAR-15 08.00.00.000000 AM
37|1|177|266485|Pins|604811|90.39|8.95|.66|0|.01|03-APR-15 10.00.00.000000 PM
37|1|177|266487|Writes|4464136|42.85|36.1|20.84|.21|0|03-APR-15 10.00.00.000000 PM
37|1|177|266486|Flushes|896534|82.18|16.84|.98|0|0|03-APR-15 10.00.00.000000 PM
37|1|178|266487|Writes|14378120|19.34|43.44|37.06|.15|0|06-APR-15 08.00.00.000000 AM
37|1|178|266486|Flushes|732810|59.16|38.4|2.42|.02|0|06-APR-15 08.00.00.000000 AM
37|1|178|266485|Pins|501341|83.32|15.92|.75|.01||06-APR-15 08.00.00.000000 AM
37|1|170|266485|Pins|438831|81.79|17.25|.95|.01|0|31-MAR-15 08.00.00.000000 AM
37|1|170|266486|Flushes|752483|52.68|44.22|3.09|.01|0|31-MAR-15 08.00.00.000000 AM
37|1|170|266487|Writes|15448550|16.92|37.04|45.94|.1||31-MAR-15 08.00.00.000000 AM
37|1|171|266485|Pins|470103|89.83|9.72|.45|0|0|31-MAR-15 10.00.00.000000 PM
37|1|171|266487|Writes|9231846|23.06|43.53|32.89|.51|0|31-MAR-15 10.00.00.000000 PM
37|1|171|266486|Flushes|684118|71.41|27.21|1.38|.01|0|31-MAR-15 10.00.00.000000 PM
