site_id|config_id|run_id|stat_id|stat_name|stat_total|stat_lessonems|stat_lesstenms|stat_lesshunms|stat_lessones|stat_lesstens|start_time
37|1|172|266486|Flushes|769758|54.22|42.62|3.1|.06|0|01-APR-15 08.00.00.000000 AM
37|1|172|266487|Writes|15329969|18.3|39.93|41.67|.1|0|01-APR-15 08.00.00.000000 AM
37|1|172|266485|Pins|445568|83.07|15.99|.93|.01||01-APR-15 08.00.00.000000 AM
37|1|173|266485|Pins|428356|89.17|10.39|.44|0|.01|01-APR-15 10.00.00.000000 PM
37|1|173|266487|Writes|9659759|23.44|41.37|34.99|.19|0|01-APR-15 10.00.00.000000 PM
37|1|173|266486|Flushes|688473|71.24|27.37|1.38|0|0|01-APR-15 10.00.00.000000 PM
37|1|174|266486|Flushes|740649|57.49|39.9|2.58|.03|0|02-APR-15 08.00.00.000000 AM
37|1|174|266485|Pins|477984|84.43|14.73|.83|.01|0|02-APR-15 08.00.00.000000 AM
37|1|174|266487|Writes|14409966|17.97|38.97|42.96|.11|0|02-APR-15 08.00.00.000000 AM
37|1|175|266486|Flushes|781928|77.15|21.85|1|.01|0|02-APR-15 10.00.00.000000 PM
37|1|175|266485|Pins|560174|91.85|7.82|.33|0||02-APR-15 10.00.00.000000 PM
37|1|175|266487|Writes|7451143|28.48|41.71|29.61|.21|0|02-APR-15 10.00.00.000000 PM
37|1|176|266487|Writes|11245511|20.36|43.47|36.02|.16|0|03-APR-15 08.00.00.000000 AM
37|1|176|266486|Flushes|881712|67.35|30.91|1.72|.02|0|03-APR-15 08.00.00.000000 AM
37|1|176|266485|Pins|604456|88.09|11.35|.55|.01||03-APR-15 08.00.00.000000 AM
37|1|179|266485|Pins|637721|84.13|15.5|.37|0||06-APR-15 10.00.00.000000 PM
37|1|179|266487|Writes|9403305|26.64|45.9|27.26|.21|0|06-APR-15 10.00.00.000000 PM
37|1|179|266486|Flushes|660105|69.65|28.97|1.39|0|0|06-APR-15 10.00.00.000000 PM
37|1|187|266485|Pins|386666|95.75|4.03|.23|0|0|10-APR-15 10.00.00.000000 PM
37|1|187|266487|Writes|4510019|46.39|36.12|17.34|.15|0|10-APR-15 10.00.00.000000 PM
37|1|187|266486|Flushes|892694|89.02|10.52|.46|0|0|10-APR-15 10.00.00.000000 PM
37|1|182|266486|Flushes|569366|72.46|26.34|1.19|.02|0|08-APR-15 10.00.00.000000 PM
37|1|182|266487|Writes|10225689|24.53|43.68|31.58|.22|0|08-APR-15 10.00.00.000000 PM
37|1|182|266485|Pins|388347|90.08|9.52|.39|.01||08-APR-15 10.00.00.000000 PM
37|1|183|266485|Pins|363224|81.02|17.9|1.06|.01||08-APR-15 08.00.00.000000 AM
37|1|183|266487|Writes|15540932|18.57|40.78|40.49|.16|0|08-APR-15 08.00.00.000000 AM
37|1|183|266486|Flushes|690473|53.18|43.73|3.05|.04|0|08-APR-15 08.00.00.000000 AM
37|1|184|266487|Writes|14992547|18.78|39.49|41.61|.12|0|09-APR-15 08.00.00.000000 AM
37|1|184|266486|Flushes|652592|55.05|41.72|3.17|.06|0|09-APR-15 08.00.00.000000 AM
37|1|184|266485|Pins|352364|82.24|16.72|1.03|.01||09-APR-15 08.00.00.000000 AM
37|1|180|266485|Pins|436361|79.64|19.33|1.02|.01||07-APR-15 08.00.00.000000 AM
37|1|180|266487|Writes|15680842|19.65|40.97|39|.37|0|07-APR-15 08.00.00.000000 AM
37|1|180|266486|Flushes|677913|50.97|45.45|3.57|.02|0|07-APR-15 08.00.00.000000 AM
37|1|181|266487|Writes|9141022|24.22|44.97|30.63|.18|0|07-APR-15 10.00.00.000000 PM
37|1|181|266486|Flushes|611690|72.29|26.34|1.36|.01|0|07-APR-15 10.00.00.000000 PM
37|1|181|266485|Pins|320108|89.52|10.05|.4|.03|.01|07-APR-15 10.00.00.000000 PM
37|1|188|266486|Flushes|579269|68.21|29.93|1.86|0|0|12-APR-15 10.00.00.000000 PM
37|1|188|266487|Writes|9903605|24.38|47.31|28.13|.18|0|12-APR-15 10.00.00.000000 PM
37|1|188|266485|Pins|568980|85.47|14.02|.5|.01|0|12-APR-15 10.00.00.000000 PM
37|1|185|266485|Pins|462539|90.74|8.91|.34|.01|0|09-APR-15 10.00.00.000000 PM
37|1|185|266486|Flushes|682701|74.63|24.23|1.13|.01|0|09-APR-15 10.00.00.000000 PM
37|1|185|266487|Writes|9423203|25.34|43.41|31.15|.1|0|09-APR-15 10.00.00.000000 PM
37|1|186|266487|Writes|14126566|22.12|45.78|32.04|.07|0|10-APR-15 08.00.00.000000 AM
37|1|186|266486|Flushes|759954|57.38|39.93|2.65|.04|0|10-APR-15 08.00.00.000000 AM
37|1|186|266485|Pins|577647|81.56|17.7|.73|.01||10-APR-15 08.00.00.000000 AM
37|1|190|266485|Pins|343812|87.52|12.05|.42|.01||13-APR-15 10.00.00.000000 PM
37|1|190|266486|Flushes|555954|71.09|27.3|1.59|.02|0|13-APR-15 10.00.00.000000 PM
37|1|190|266487|Writes|9412989|24.46|46.7|28.72|.11|0|13-APR-15 10.00.00.000000 PM
37|1|189|266486|Flushes|615781|48.17|47.33|4.43|.08|0|13-APR-15 08.00.00.000000 AM
37|1|189|266485|Pins|364397|65.22|30.57|4.18|.03|.01|13-APR-15 08.00.00.000000 AM
37|1|189|266487|Writes|17352797|22.83|40.82|36.22|.13|0|13-APR-15 08.00.00.000000 AM
37|1|193|266487|Writes|15442311|20.43|42.47|36.97|.13|0|15-APR-15 08.00.00.000000 AM
37|1|193|266485|Pins|400037|80.77|18.28|.95|0||15-APR-15 08.00.00.000000 AM
37|1|193|266486|Flushes|668500|54.64|42.25|3.08|.03|0|15-APR-15 08.00.00.000000 AM
37|1|192|266485|Pins|211895|88.74|10.8|.45|.01|.01|14-APR-15 10.00.00.000000 PM
37|1|192|266486|Flushes|437813|70.37|28.09|1.54|.01|0|14-APR-15 10.00.00.000000 PM
37|1|192|266487|Writes|8941526|23.91|43.94|32.03|.13|0|14-APR-15 10.00.00.000000 PM
37|1|201|266486|Flushes|538458|67.72|30.69|1.59|0|0|20-APR-15 10.00.00.000000 PM
37|1|201|266485|Pins|467429|83.57|16.01|.42|.01|0|20-APR-15 10.00.00.000000 PM
37|1|201|266487|Writes|10243880|24.22|46.33|29.34|.11|0|20-APR-15 10.00.00.000000 PM
37|1|195|266485|Pins|411561|81.1|17.89|1|.01|.01|16-APR-15 08.00.00.000000 AM
37|1|195|266486|Flushes|688470|53.6|43.31|3.07|.02|0|16-APR-15 08.00.00.000000 AM
37|1|195|266487|Writes|15653449|21.14|42.27|36.45|.14|0|16-APR-15 08.00.00.000000 AM
37|1|194|266485|Pins|255918|88.98|10.59|.43|.01||15-APR-15 10.00.00.000000 PM
37|1|194|266486|Flushes|489720|70.91|27.57|1.5|.01|0|15-APR-15 10.00.00.000000 PM
37|1|194|266487|Writes|9303150|24.55|41.2|34.07|.18|0|15-APR-15 10.00.00.000000 PM
37|1|199|266485|Pins|391551|86.98|12.52|.49|.01|0|19-APR-15 10.00.00.000000 PM
37|1|199|266487|Writes|10198429|23.43|46.7|29.71|.16|0|19-APR-15 10.00.00.000000 PM
37|1|199|266486|Flushes|579613|68.19|30.24|1.56|.01|0|19-APR-15 10.00.00.000000 PM
37|1|200|266485|Pins|356569|76.13|22.53|1.33|.01||20-APR-15 08.00.00.000000 AM
37|1|200|266486|Flushes|713121|45.67|49.58|4.65|.1|0|20-APR-15 08.00.00.000000 AM
37|1|200|266487|Writes|17298413|21.43|40.86|37.31|.39|0|20-APR-15 08.00.00.000000 AM
37|1|191|266485|Pins|393073|80.12|18.9|.98|.01||14-APR-15 08.00.00.000000 AM
37|1|191|266486|Flushes|745618|50.56|46.12|3.31|.02|0|14-APR-15 08.00.00.000000 AM
37|1|191|266487|Writes|15455770|18.6|40.73|40.55|.12|0|14-APR-15 08.00.00.000000 AM
37|1|197|266485|Pins|456119|84.61|14.69|.71|.01||17-APR-15 08.00.00.000000 AM
37|1|197|266487|Writes|14508334|21.08|43.94|34.73|.25|0|17-APR-15 08.00.00.000000 AM
37|1|197|266486|Flushes|720355|58.76|38.99|2.24|.01|0|17-APR-15 08.00.00.000000 AM
37|1|198|266486|Flushes|976625|84.08|14.95|.96|0|0|17-APR-15 10.00.00.000000 PM
37|1|198|266487|Writes|5757829|46.95|36.24|16.58|.23|0|17-APR-15 10.00.00.000000 PM
37|1|198|266485|Pins|967120|90.91|8.85|.24|0|0|17-APR-15 10.00.00.000000 PM
37|1|196|266487|Writes|9074799|28.2|43.36|28.3|.14|0|16-APR-15 10.00.00.000000 PM
37|1|196|266486|Flushes|468825|71.22|27.31|1.46|.01|0|16-APR-15 10.00.00.000000 PM
37|1|196|266485|Pins|260861|89.31|10.28|.41|.01||16-APR-15 10.00.00.000000 PM
37|1|204|266486|Flushes|753378|51.63|45.1|3.25|.02|0|22-APR-15 08.00.00.000000 AM
37|1|204|266487|Writes|16864411|20.05|41.63|38.21|.11|0|22-APR-15 08.00.00.000000 AM
37|1|204|266485|Pins|409387|81.44|17.56|.99|.01|0|22-APR-15 08.00.00.000000 AM
37|1|205|266487|Writes|9352476|26.16|40.93|32.77|.15|0|22-APR-15 10.00.00.000000 PM
37|1|205|266486|Flushes|552194|70.22|28.33|1.45|0|0|22-APR-15 10.00.00.000000 PM
37|1|205|266485|Pins|341494|88.42|11.16|.42|0|.01|22-APR-15 10.00.00.000000 PM
37|1|207|266486|Flushes|510075|67.41|30.98|1.61|0|0|23-APR-15 10.00.00.000000 PM
37|1|207|266485|Pins|349374|87.89|11.69|.42|.01||23-APR-15 10.00.00.000000 PM
37|1|207|266487|Writes|9075257|29.19|43.61|26.96|.24|0|23-APR-15 10.00.00.000000 PM
37|1|209|266485|Pins|447580|77.75|20.55|1.69|.02|0|27-APR-15 08.00.00.000000 AM
37|1|209|266487|Writes|16336997|20.77|40.7|38.32|.21|0|27-APR-15 08.00.00.000000 AM
37|1|209|266486|Flushes|603565|50.13|46.25|3.6|.02|0|27-APR-15 08.00.00.000000 AM
37|1|208|266486|Flushes|564059|70.83|27.73|1.43|.01|0|26-APR-15 10.00.00.000000 PM
37|1|208|266487|Writes|9366058|24.88|46.05|28.9|.18|0|26-APR-15 10.00.00.000000 PM
37|1|208|266485|Pins|386073|89.59|9.99|.42|0|0|26-APR-15 10.00.00.000000 PM
37|1|202|266486|Flushes|662964|49.75|46.47|3.75|.03|0|21-APR-15 08.00.00.000000 AM
37|1|202|266487|Writes|16720332|19.23|40.26|40.36|.14|0|21-APR-15 08.00.00.000000 AM
37|1|202|266485|Pins|303822|79.89|19|1.1|.02||21-APR-15 08.00.00.000000 AM
37|1|203|266486|Flushes|553521|68.26|30.41|1.33|0|0|21-APR-15 10.00.00.000000 PM
37|1|203|266485|Pins|302609|89.57|10|.43|.01||21-APR-15 10.00.00.000000 PM
37|1|203|266487|Writes|9500494|23.76|44.06|32.05|.13|0|21-APR-15 10.00.00.000000 PM
37|1|206|266486|Flushes|710281|53.92|43.21|2.84|.03|0|23-APR-15 08.00.00.000000 AM
37|1|206|266485|Pins|446413|83.38|15.64|.97|.02||23-APR-15 08.00.00.000000 AM
37|1|206|266487|Writes|15310769|20.27|43.09|36.53|.1|0|23-APR-15 08.00.00.000000 AM
37|1|210|266487|Writes|9472709|24.12|45.01|30.62|.25|0|27-APR-15 10.00.00.000000 PM
37|1|210|266486|Flushes|448748|71.54|27.03|1.42|0|0|27-APR-15 10.00.00.000000 PM
37|1|210|266485|Pins|263040|89.33|10.19|.47|.01||27-APR-15 10.00.00.000000 PM
37|1|216|266487|Writes|5893148|42.13|40.97|16.33|.57|.01|30-APR-15 10.00.00.000000 PM
37|1|216|266486|Flushes|812623|84.22|15.07|.71|0|0|30-APR-15 10.00.00.000000 PM
37|1|216|266485|Pins|489568|94.52|5.26|.23|0||30-APR-15 10.00.00.000000 PM
37|1|220|266487|Writes|14796797|20.09|41.92|37.84|.15|0|04-MAY-15 08.00.00.000000 AM
37|1|220|266485|Pins|460131|83|16.18|.81|0||04-MAY-15 08.00.00.000000 AM
37|1|220|266486|Flushes|670349|56.23|40.84|2.91|.03|0|04-MAY-15 08.00.00.000000 AM
37|1|212|266487|Writes|8994365|28.75|46.06|24.99|.2|0|28-APR-15 10.00.00.000000 PM
37|1|212|266485|Pins|563745|88.69|10.99|.32|0|0|28-APR-15 10.00.00.000000 PM
37|1|212|266486|Flushes|841684|76.21|22.68|1.11|0|0|28-APR-15 10.00.00.000000 PM
37|1|221|266487|Writes|8796314|28.13|45.6|26.11|.16|0|04-MAY-15 10.00.00.000000 PM
37|1|221|266485|Pins|561056|91.32|8.38|.3|.01|0|04-MAY-15 10.00.00.000000 PM
37|1|221|266486|Flushes|806707|77.43|21.53|1.04|0|0|04-MAY-15 10.00.00.000000 PM
37|1|213|266485|Pins|431402|82.02|16.93|1.03|.02||29-APR-15 08.00.00.000000 AM
37|1|213|266486|Flushes|692635|52.82|43.4|3.71|.06|0|29-APR-15 08.00.00.000000 AM
37|1|213|266487|Writes|15350200|20.14|41.66|37.74|.46|0|29-APR-15 08.00.00.000000 AM
37|1|214|266486|Flushes|459090|71.14|27.29|1.57|0|0|29-APR-15 10.00.00.000000 PM
37|1|214|266487|Writes|9407434|25.14|41.5|33.07|.29|0|29-APR-15 10.00.00.000000 PM
37|1|214|266485|Pins|299583|89.66|9.85|.48|.01|.01|29-APR-15 10.00.00.000000 PM
37|1|217|266486|Flushes|869994|65.91|32.14|1.93|.01|0|01-MAY-15 08.00.00.000000 AM
37|1|217|266487|Writes|13041392|21.16|46.13|32.35|.35|0|01-MAY-15 08.00.00.000000 AM
37|1|217|266485|Pins|596206|87.93|11.49|.58|.01||01-MAY-15 08.00.00.000000 AM
37|1|218|266486|Flushes|959087|88.32|11.06|.61|0|0|01-MAY-15 10.00.00.000000 PM
37|1|218|266485|Pins|539089|95.56|4.19|.25|0|0|01-MAY-15 10.00.00.000000 PM
37|1|218|266487|Writes|4357866|45.49|36.45|17.74|.31|0|01-MAY-15 10.00.00.000000 PM
37|1|211|266486|Flushes|730926|48.89|47.36|3.74|.01|0|28-APR-15 08.00.00.000000 AM
37|1|211|266487|Writes|16397396|20.44|39.04|40.23|.3|0|28-APR-15 08.00.00.000000 AM
37|1|211|266485|Pins|508472|81.61|17.47|.91|.01|.01|28-APR-15 08.00.00.000000 AM
37|1|219|266486|Flushes|772656|75.21|23.56|1.21|.01|0|03-MAY-15 10.00.00.000000 PM
37|1|219|266485|Pins|492578|90.61|8.95|.44|.01||03-MAY-15 10.00.00.000000 PM
37|1|219|266487|Writes|9244673|26.2|47.38|26.27|.15|0|03-MAY-15 10.00.00.000000 PM
37|1|215|266485|Pins|417411|81.92|17.03|1.04|.01||30-APR-15 08.00.00.000000 AM
37|1|215|266486|Flushes|698274|52.39|43.94|3.65|.01|0|30-APR-15 08.00.00.000000 AM
37|1|215|266487|Writes|16007291|19.12|40.19|40.23|.45|0|30-APR-15 08.00.00.000000 AM
37|1|225|266485|Pins|351471|88.12|11.4|.48|0|0|06-MAY-15 10.00.00.000000 PM
37|1|225|266487|Writes|9404240|25.38|40.96|33.35|.31|0|06-MAY-15 10.00.00.000000 PM
37|1|225|266486|Flushes|541443|68.13|29.93|1.94|0|0|06-MAY-15 10.00.00.000000 PM
37|1|230|266486|Flushes|535695|67.11|31.3|1.58|.01|0|10-MAY-15 10.00.00.000000 PM
37|1|230|266487|Writes|9510701|26.95|46.6|25.46|.99|0|10-MAY-15 10.00.00.000000 PM
37|1|230|266485|Pins|364215|88.38|11.11|.5|.01|0|10-MAY-15 10.00.00.000000 PM
37|1|228|266487|Writes|14094348|19.91|41.73|38.01|.35|0|08-MAY-15 08.00.00.000000 AM
37|1|228|266485|Pins|471581|85.53|13.73|.74|.01|0|08-MAY-15 08.00.00.000000 AM
37|1|228|266486|Flushes|773540|59.96|37.57|2.47|.01|0|08-MAY-15 08.00.00.000000 AM
37|1|229|266486|Flushes|956937|88.97|10.55|.48|.01|0|08-MAY-15 10.00.00.000000 PM
37|1|229|266487|Writes|4029365|54.76|33.54|11.57|.14|0|08-MAY-15 10.00.00.000000 PM
37|1|229|266485|Pins|442852|95.81|4|.19|0|0|08-MAY-15 10.00.00.000000 PM
37|1|232|266485|Pins|234556|88.97|10.52|.51|.01||11-MAY-15 10.00.00.000000 PM
37|1|232|266486|Flushes|417728|69.76|28.6|1.63|0|0|11-MAY-15 10.00.00.000000 PM
37|1|232|266487|Writes|9472517|25.7|45.58|28.46|.26|0|11-MAY-15 10.00.00.000000 PM
37|1|222|266486|Flushes|664545|51.97|44.81|3.21|.01|0|05-MAY-15 08.00.00.000000 AM
37|1|222|266485|Pins|380224|81.74|17.27|.98|0||05-MAY-15 08.00.00.000000 AM
37|1|222|266487|Writes|15616363|19.4|40.03|40.38|.19|0|05-MAY-15 08.00.00.000000 AM
37|1|227|266485|Pins|333230|90.39|9.18|.43|.01||07-MAY-15 10.00.00.000000 PM
37|1|227|266487|Writes|8664902|27.13|42.21|30.41|.25|0|07-MAY-15 10.00.00.000000 PM
37|1|227|266486|Flushes|542716|72.83|25.8|1.35|.01|.01|07-MAY-15 10.00.00.000000 PM
37|1|223|266486|Flushes|802291|76.68|22.16|1.16|0|0|05-MAY-15 10.00.00.000000 PM
37|1|223|266485|Pins|516258|91.06|8.6|.34|.01|0|05-MAY-15 10.00.00.000000 PM
37|1|223|266487|Writes|8752008|27.85|45.42|26.51|.21|0|05-MAY-15 10.00.00.000000 PM
37|1|231|266485|Pins|361227|79.53|19.18|1.28|.01||11-MAY-15 08.00.00.000000 AM
37|1|231|266486|Flushes|645763|50.53|45.8|3.65|.03|0|11-MAY-15 08.00.00.000000 AM
37|1|231|266487|Writes|16265484|18.7|38.89|42.18|.23|0|11-MAY-15 08.00.00.000000 AM
37|1|224|266487|Writes|15982304|19.53|42.15|38.04|.27|0|06-MAY-15 08.00.00.000000 AM
37|1|224|266486|Flushes|659387|52.74|44.09|3.14|.03|0|06-MAY-15 08.00.00.000000 AM
37|1|224|266485|Pins|383118|82.03|17.02|.94|.01||06-MAY-15 08.00.00.000000 AM
37|1|226|266485|Pins|400041|81.2|17.81|.98|.01|0|07-MAY-15 08.00.00.000000 AM
37|1|226|266487|Writes|15852491|19.76|40.36|39.48|.39|0|07-MAY-15 08.00.00.000000 AM
37|1|226|266486|Flushes|708634|51.07|45.4|3.5|.04|0|07-MAY-15 08.00.00.000000 AM
37|1|234|266485|Pins|371387|88.43|11.14|.42|0|0|13-MAY-15 10.00.00.000000 PM
37|1|234|266486|Flushes|677230|67.63|30.52|1.83|.02|0|13-MAY-15 10.00.00.000000 PM
37|1|234|266487|Writes|9504639|24.75|40.31|34.73|.21|0|13-MAY-15 10.00.00.000000 PM
37|1|236|266485|Pins|321113|90.96|8.66|.38|0|.01|14-MAY-15 10.00.00.000000 PM
37|1|236|266487|Writes|8505886|30.86|42.7|26.3|.15|0|14-MAY-15 10.00.00.000000 PM
37|1|236|266486|Flushes|586051|73.85|24.87|1.28|0|0|14-MAY-15 10.00.00.000000 PM
37|1|239|266485|Pins|396041|89.35|10.23|.41|.01|0|17-MAY-15 10.00.00.000000 PM
37|1|239|266487|Writes|9742275|20.67|43.18|36.04|.12|0|17-MAY-15 10.00.00.000000 PM
37|1|239|266486|Flushes|619360|71.42|27.18|1.39|.01|0|17-MAY-15 10.00.00.000000 PM
37|1|235|266487|Writes|15478192|19.77|41.65|38.3|.29|0|14-MAY-15 08.00.00.000000 AM
37|1|235|266485|Pins|431564|83.75|15.3|.94|.01|.01|14-MAY-15 08.00.00.000000 AM
37|1|235|266486|Flushes|747662|56.03|40.91|3.05|.01|0|14-MAY-15 08.00.00.000000 AM
37|1|240|266486|Flushes|717341|52.32|44.35|3.32|0|0|18-MAY-15 08.00.00.000000 AM
37|1|240|266487|Writes|15736731|18.72|38.71|42.41|.16|0|18-MAY-15 08.00.00.000000 AM
37|1|240|266485|Pins|347431|81.37|17.63|.99|.01||18-MAY-15 08.00.00.000000 AM
37|1|241|266486|Flushes|493422|70.55|27.88|1.56|.01|0|18-MAY-15 10.00.00.000000 PM
37|1|241|266487|Writes|9301159|23.85|44.19|31.79|.17|0|18-MAY-15 10.00.00.000000 PM
37|1|241|266485|Pins|274604|89.17|10.36|.46|.01||18-MAY-15 10.00.00.000000 PM
37|1|238|266485|Pins|583671|95.68|4.1|.23|0|0|15-MAY-15 10.00.00.000000 PM
37|1|238|266487|Writes|4394869|47.88|35.94|15.97|.2|0|15-MAY-15 10.00.00.000000 PM
37|1|238|266486|Flushes|951246|88.24|11.21|.55|0|0|15-MAY-15 10.00.00.000000 PM
37|1|237|266486|Flushes|779012|59.72|37.87|2.4|.01|0|15-MAY-15 08.00.00.000000 AM
37|1|237|266485|Pins|492191|85.75|13.49|.77|0||15-MAY-15 08.00.00.000000 AM
37|1|237|266487|Writes|15274687|19.47|43.03|37.31|.2|0|15-MAY-15 08.00.00.000000 AM
37|1|243|266486|Flushes|515306|69.31|28.99|1.69|.01|0|19-MAY-15 10.00.00.000000 PM
37|1|243|266485|Pins|263444|88.91|10.61|.46|.02|.01|19-MAY-15 10.00.00.000000 PM
37|1|243|266487|Writes|9647119|22.86|43.58|32.49|1.07|.01|19-MAY-15 10.00.00.000000 PM
37|1|245|266485|Pins|264655|88.24|11.12|.62|.02|.01|20-MAY-15 10.00.00.000000 PM
37|1|245|266487|Writes|9625066|25.26|41.43|33.02|.3|0|20-MAY-15 10.00.00.000000 PM
37|1|245|266486|Flushes|490655|66.05|31.61|2.31|.02|0|20-MAY-15 10.00.00.000000 PM
37|1|246|266486|Flushes|671173|49.69|45.98|4.31|.02|0|21-MAY-15 08.00.00.000000 AM
37|1|246|266487|Writes|15194133|20.88|40.55|38.17|.4|0|21-MAY-15 08.00.00.000000 AM
37|1|246|266485|Pins|365973|81.5|17.31|1.19|.01||21-MAY-15 08.00.00.000000 AM
37|1|252|266485|Pins|323138|89.45|10.2|.34|.01|.01|25-MAY-15 10.00.00.000000 PM
37|1|252|266486|Flushes|496671|72.97|25.83|1.2|0|0|25-MAY-15 10.00.00.000000 PM
37|1|252|266487|Writes|8443667|27.24|44.97|27.54|.25|0|25-MAY-15 10.00.00.000000 PM
37|1|242|266486|Flushes|630117|48.49|47.66|3.85|.01|0|19-MAY-15 08.00.00.000000 AM
37|1|242|266487|Writes|15905046|19.02|39.04|41.66|.27|0|19-MAY-15 08.00.00.000000 AM
37|1|242|266485|Pins|327434|80.65|18.18|1.17|.01||19-MAY-15 08.00.00.000000 AM
37|1|247|266487|Writes|8649311|26.91|41.17|31.71|.21|0|21-MAY-15 10.00.00.000000 PM
37|1|247|266485|Pins|245877|89.49|9.97|.52|.01|.02|21-MAY-15 10.00.00.000000 PM
37|1|247|266486|Flushes|489405|66.99|31.33|1.66|.02|.01|21-MAY-15 10.00.00.000000 PM
37|1|251|266485|Pins|517682|93.81|5.94|.24|0||25-MAY-15 08.00.00.000000 AM
37|1|251|266486|Flushes|984599|85.06|14.35|.59|0|0|25-MAY-15 08.00.00.000000 AM
37|1|251|266487|Writes|6370280|28.42|47.25|24.14|.18|0|25-MAY-15 08.00.00.000000 AM
37|1|249|266485|Pins|458648|95.48|4.29|.23|0|0|22-MAY-15 10.00.00.000000 PM
37|1|249|266487|Writes|4219798|47.4|35.3|17.09|.22|0|22-MAY-15 10.00.00.000000 PM
37|1|249|266486|Flushes|919696|88.86|10.63|.51|0|0|22-MAY-15 10.00.00.000000 PM
37|1|250|266485|Pins|448242|90.34|9.33|.32|.01|0|24-MAY-15 10.00.00.000000 PM
37|1|250|266486|Flushes|647278|74.95|23.94|1.11|.01|0|24-MAY-15 10.00.00.000000 PM
37|1|250|266487|Writes|8197553|24.9|45.55|29.35|.21|0|24-MAY-15 10.00.00.000000 PM
37|1|248|266485|Pins|473211|85.32|13.89|.79|.01|.01|22-MAY-15 08.00.00.000000 AM
37|1|248|266486|Flushes|753252|59.01|38.3|2.68|.02|0|22-MAY-15 08.00.00.000000 AM
37|1|248|266487|Writes|14470950|20.06|42.08|37.54|.33|0|22-MAY-15 08.00.00.000000 AM
37|1|244|266486|Flushes|746547|51.82|44.62|3.54|.02|0|20-MAY-15 08.00.00.000000 AM
37|1|244|266487|Writes|15895453|18.72|39.56|41.48|.24|0|20-MAY-15 08.00.00.000000 AM
37|1|244|266485|Pins|452077|78.06|20.94|.99|.01||20-MAY-15 08.00.00.000000 AM
37|1|261|266485|Pins|383198|87.58|11.9|.51|.01|0|31-MAY-15 10.00.00.000000 PM
37|1|261|266486|Flushes|571721|67.32|30.89|1.77|.02|0|31-MAY-15 10.00.00.000000 PM
37|1|261|266487|Writes|9464420|29.45|46.5|23.82|.21|0|31-MAY-15 10.00.00.000000 PM
37|1|254|266486|Flushes|642426|59.9|38.41|1.68|0|0|26-MAY-15 10.00.00.000000 PM
37|1|254|266487|Writes|8675632|22.98|43.51|33.27|.24|0|26-MAY-15 10.00.00.000000 PM
37|1|254|266485|Pins|326226|88.83|10.69|.47|.01|0|26-MAY-15 10.00.00.000000 PM
37|1|256|266487|Writes|9817731|22.91|40.49|36.33|.27|0|27-MAY-15 10.00.00.000000 PM
37|1|256|266485|Pins|336895|89.09|10.44|.47|.01|.01|27-MAY-15 10.00.00.000000 PM
37|1|256|266486|Flushes|596079|70.39|27.96|1.64|.01|0|27-MAY-15 10.00.00.000000 PM
37|1|257|266487|Writes|15501938|18.76|38.42|42.36|.46|0|28-MAY-15 08.00.00.000000 AM
37|1|257|266485|Pins|355367|80.49|18.28|1.22|.01||28-MAY-15 08.00.00.000000 AM
37|1|257|266486|Flushes|676734|51.09|45.35|3.55|.01|0|28-MAY-15 08.00.00.000000 AM
37|1|258|266486|Flushes|589508|70.01|28.38|1.6|.01|0|28-MAY-15 10.00.00.000000 PM
37|1|258|266485|Pins|321042|88.22|11.29|.49|0||28-MAY-15 10.00.00.000000 PM
37|1|258|266487|Writes|9168394|24.6|41.42|33.81|.16|0|28-MAY-15 10.00.00.000000 PM
37|1|259|266485|Pins|385588|82.97|15.96|1.06|.01||29-MAY-15 08.00.00.000000 AM
37|1|259|266486|Flushes|728819|56.41|40.69|2.89|.01|0|29-MAY-15 08.00.00.000000 AM
37|1|259|266487|Writes|14321979|18.29|40.32|41.17|.22|0|29-MAY-15 08.00.00.000000 AM
37|1|255|266487|Writes|15912501|22.03|41.87|35.43|.67|0|27-MAY-15 08.00.00.000000 AM
37|1|255|266485|Pins|365355|78.69|19.98|1.3|.02|.02|27-MAY-15 08.00.00.000000 AM
37|1|255|266486|Flushes|717527|45.84|49.88|4.25|.04|0|27-MAY-15 08.00.00.000000 AM
37|1|260|266487|Writes|4953898|43.51|35.99|20.27|.22|0|29-MAY-15 10.00.00.000000 PM
37|1|260|266486|Flushes|1002682|88.79|10.58|.63|0|0|29-MAY-15 10.00.00.000000 PM
37|1|260|266485|Pins|516768|95.92|3.85|.23|0|.01|29-MAY-15 10.00.00.000000 PM
37|1|253|266485|Pins|299384|78.06|20.58|1.35|.02||26-MAY-15 08.00.00.000000 AM
37|1|253|266487|Writes|15689732|19.2|38.51|41.74|.56|0|26-MAY-15 08.00.00.000000 AM
37|1|253|266486|Flushes|604457|47.87|47.58|4.53|.01|0|26-MAY-15 08.00.00.000000 AM
37|1|262|266487|Writes|16684037|19.1|38.91|41.56|.43|0|01-JUN-15 08.00.00.000000 AM
37|1|262|266485|Pins|352283|79.79|19.05|1.15|.01||01-JUN-15 08.00.00.000000 AM
37|1|262|266486|Flushes|667214|48.98|46.61|4.36|.05|0|01-JUN-15 08.00.00.000000 AM
37|1|263|266487|Writes|9253661|24.72|44.74|30.29|.25|0|01-JUN-15 10.00.00.000000 PM
