site_id|config_id|run_id|stat_id|stat_name|stat_total|stat_per_rop|stat_begin_snap|stat_end_snap|start_time
37|1|2|266572|replayed locks sent|558605|235.9|||06-OCT-14 08.00.00.000000 AM
37|1|2|266578|replay time (s)|32.5|.01|||06-OCT-14 08.00.00.000000 AM
37|1|2|266569|remaster ops|2368|1|||06-OCT-14 08.00.00.000000 AM
37|1|2|266570|remastered objects|10448|4.41|||06-OCT-14 08.00.00.000000 AM
37|1|2|266571|replayed locks received|559133|236.12|||06-OCT-14 08.00.00.000000 AM
37|1|2|266573|resources cleaned|0|0|||06-OCT-14 08.00.00.000000 AM
37|1|2|266574|remaster time (s)|2392.4|1.01|||06-OCT-14 08.00.00.000000 AM
37|1|2|266581|affinity objects|||3913|3946|06-OCT-14 08.00.00.000000 AM
37|1|2|266575|quiesce time (s)|240.5|.1|||06-OCT-14 08.00.00.000000 AM
37|1|2|266577|cleanup time (s)|145|.06|||06-OCT-14 08.00.00.000000 AM
37|1|2|266579|fixwrite time (s)|328.2|.14|||06-OCT-14 08.00.00.000000 AM
37|1|2|266580|sync time (s)|1433|.61|||06-OCT-14 08.00.00.000000 AM
37|1|2|266576|freeze time (s)|204.2|.09|||06-OCT-14 08.00.00.000000 AM
37|1|1|266576|freeze time (s)|244.5|.1|||03-OCT-14 08.00.00.000000 AM
37|1|1|266581|affinity objects|||3757|3754|03-OCT-14 08.00.00.000000 AM
37|1|1|266574|remaster time (s)|2734.1|1.12|||03-OCT-14 08.00.00.000000 AM
37|1|1|266572|replayed locks sent|939159|383.64|||03-OCT-14 08.00.00.000000 AM
37|1|1|266573|resources cleaned|0|0|||03-OCT-14 08.00.00.000000 AM
37|1|1|266578|replay time (s)|30.8|.01|||03-OCT-14 08.00.00.000000 AM
37|1|1|266579|fixwrite time (s)|299.3|.12|||03-OCT-14 08.00.00.000000 AM
37|1|1|266577|cleanup time (s)|149|.06|||03-OCT-14 08.00.00.000000 AM
37|1|1|266580|sync time (s)|1761.4|.72|||03-OCT-14 08.00.00.000000 AM
37|1|1|266569|remaster ops|2448|1|||03-OCT-14 08.00.00.000000 AM
37|1|1|266570|remastered objects|8976|3.67|||03-OCT-14 08.00.00.000000 AM
37|1|1|266575|quiesce time (s)|239.3|.1|||03-OCT-14 08.00.00.000000 AM
37|1|1|266571|replayed locks received|940031|384|||03-OCT-14 08.00.00.000000 AM
37|1|6|266578|replay time (s)|38.5|.02|||10-OCT-14 08.00.00.000000 AM
37|1|6|266577|cleanup time (s)|156.2|.06|||10-OCT-14 08.00.00.000000 AM
37|1|6|266575|quiesce time (s)|252.2|.1|||10-OCT-14 08.00.00.000000 AM
37|1|6|266579|fixwrite time (s)|328.8|.13|||10-OCT-14 08.00.00.000000 AM
37|1|6|266581|affinity objects|||3850|3815|10-OCT-14 08.00.00.000000 AM
37|1|6|266569|remaster ops|2544|1|||10-OCT-14 08.00.00.000000 AM
37|1|6|266572|replayed locks sent|1021584|401.57|||10-OCT-14 08.00.00.000000 AM
37|1|6|266574|remaster time (s)|2585.1|1.02|||10-OCT-14 08.00.00.000000 AM
37|1|6|266571|replayed locks received|1022401|401.89|||10-OCT-14 08.00.00.000000 AM
37|1|6|266570|remastered objects|12128|4.77|||10-OCT-14 08.00.00.000000 AM
37|1|6|266573|resources cleaned|0|0|||10-OCT-14 08.00.00.000000 AM
37|1|6|266576|freeze time (s)|223.5|.09|||10-OCT-14 08.00.00.000000 AM
37|1|6|266580|sync time (s)|1577.6|.62|||10-OCT-14 08.00.00.000000 AM
37|1|3|266574|remaster time (s)|2988|1.22|||07-OCT-14 08.00.00.000000 AM
37|1|3|266572|replayed locks sent|1166934|476.69|||07-OCT-14 08.00.00.000000 AM
37|1|3|266571|replayed locks received|1168774|477.44|||07-OCT-14 08.00.00.000000 AM
37|1|3|266576|freeze time (s)|254.6|.11|||07-OCT-14 08.00.00.000000 AM
37|1|3|266579|fixwrite time (s)|337.2|.14|||07-OCT-14 08.00.00.000000 AM
37|1|3|266577|cleanup time (s)|153.6|.06|||07-OCT-14 08.00.00.000000 AM
37|1|3|266580|sync time (s)|1947.6|.8|||07-OCT-14 08.00.00.000000 AM
37|1|3|266575|quiesce time (s)|249.2|.1|||07-OCT-14 08.00.00.000000 AM
37|1|3|266570|remastered objects|11472|4.69|||07-OCT-14 08.00.00.000000 AM
37|1|3|266578|replay time (s)|35.6|.01|||07-OCT-14 08.00.00.000000 AM
37|1|3|266581|affinity objects|||3984|3988|07-OCT-14 08.00.00.000000 AM
37|1|3|266569|remaster ops|2448|1|||07-OCT-14 08.00.00.000000 AM
37|1|3|266573|resources cleaned|0|0|||07-OCT-14 08.00.00.000000 AM
37|1|5|266569|remaster ops|2608|1|||09-OCT-14 08.00.00.000000 AM
37|1|5|266570|remastered objects|12544|4.81|||09-OCT-14 08.00.00.000000 AM
37|1|5|266572|replayed locks sent|948796|363.8|||09-OCT-14 08.00.00.000000 AM
37|1|5|266575|quiesce time (s)|259.7|.1|||09-OCT-14 08.00.00.000000 AM
37|1|5|266578|replay time (s)|39.3|.02|||09-OCT-14 08.00.00.000000 AM
37|1|5|266571|replayed locks received|949776|364.18|||09-OCT-14 08.00.00.000000 AM
37|1|5|266574|remaster time (s)|2585.7|.99|||09-OCT-14 08.00.00.000000 AM
37|1|5|266577|cleanup time (s)|159.3|.06|||09-OCT-14 08.00.00.000000 AM
37|1|5|266573|resources cleaned|0|0|||09-OCT-14 08.00.00.000000 AM
37|1|5|266576|freeze time (s)|225.4|.09|||09-OCT-14 08.00.00.000000 AM
37|1|5|266581|affinity objects|||3827|3856|09-OCT-14 08.00.00.000000 AM
37|1|5|266579|fixwrite time (s)|346.5|.13|||09-OCT-14 08.00.00.000000 AM
37|1|5|266580|sync time (s)|1545.7|.59|||09-OCT-14 08.00.00.000000 AM
37|1|4|266572|replayed locks sent|1157197|430.5|||08-OCT-14 08.00.00.000000 AM
37|1|4|266576|freeze time (s)|245.5|.09|||08-OCT-14 08.00.00.000000 AM
37|1|4|266581|affinity objects|||3867|3889|08-OCT-14 08.00.00.000000 AM
37|1|4|266574|remaster time (s)|2769.1|1.03|||08-OCT-14 08.00.00.000000 AM
37|1|4|266575|quiesce time (s)|275|.1|||08-OCT-14 08.00.00.000000 AM
37|1|4|266579|fixwrite time (s)|368.2|.14|||08-OCT-14 08.00.00.000000 AM
37|1|4|266569|remaster ops|2688|1|||08-OCT-14 08.00.00.000000 AM
37|1|4|266571|replayed locks received|1158866|431.13|||08-OCT-14 08.00.00.000000 AM
37|1|4|266573|resources cleaned|0|0|||08-OCT-14 08.00.00.000000 AM
37|1|4|266580|sync time (s)|1657.9|.62|||08-OCT-14 08.00.00.000000 AM
37|1|4|266577|cleanup time (s)|173.1|.06|||08-OCT-14 08.00.00.000000 AM
37|1|4|266570|remastered objects|12208|4.54|||08-OCT-14 08.00.00.000000 AM
37|1|4|266578|replay time (s)|38.6|.01|||08-OCT-14 08.00.00.000000 AM
37|1|7|266570|remastered objects|11488|4.82|||13-OCT-14 08.00.00.000000 AM
37|1|7|266573|resources cleaned|0|0|||13-OCT-14 08.00.00.000000 AM
37|1|7|266576|freeze time (s)|222.6|.09|||13-OCT-14 08.00.00.000000 AM
37|1|7|266574|remaster time (s)|2573.6|1.08|||13-OCT-14 08.00.00.000000 AM
37|1|7|266579|fixwrite time (s)|335.9|.14|||13-OCT-14 08.00.00.000000 AM
37|1|7|266577|cleanup time (s)|151.9|.06|||13-OCT-14 08.00.00.000000 AM
37|1|7|266581|affinity objects|||4198|4177|13-OCT-14 08.00.00.000000 AM
37|1|7|266569|remaster ops|2384|1|||13-OCT-14 08.00.00.000000 AM
37|1|7|266572|replayed locks sent|608167|255.1|||13-OCT-14 08.00.00.000000 AM
37|1|7|266580|sync time (s)|1571.7|.66|||13-OCT-14 08.00.00.000000 AM
37|1|7|266578|replay time (s)|35|.01|||13-OCT-14 08.00.00.000000 AM
37|1|7|266571|replayed locks received|609228|255.55|||13-OCT-14 08.00.00.000000 AM
37|1|7|266575|quiesce time (s)|244.5|.1|||13-OCT-14 08.00.00.000000 AM
37|1|11|266574|remaster time (s)|3051|1.09|||17-OCT-14 08.00.00.000000 AM
37|1|11|266578|replay time (s)|38.7|.01|||17-OCT-14 08.00.00.000000 AM
37|1|11|266579|fixwrite time (s)|395.5|.14|||17-OCT-14 08.00.00.000000 AM
37|1|11|266581|affinity objects|||4328|4363|17-OCT-14 08.00.00.000000 AM
37|1|11|266577|cleanup time (s)|187.4|.07|||17-OCT-14 08.00.00.000000 AM
37|1|11|266569|remaster ops|2800|1|||17-OCT-14 08.00.00.000000 AM
37|1|11|266573|resources cleaned|0|0|||17-OCT-14 08.00.00.000000 AM
37|1|11|266580|sync time (s)|1861.3|.67|||17-OCT-14 08.00.00.000000 AM
37|1|11|266570|remastered objects|11984|4.28|||17-OCT-14 08.00.00.000000 AM
37|1|11|266572|replayed locks sent|727354|259.77|||17-OCT-14 08.00.00.000000 AM
37|1|11|266571|replayed locks received|728547|260.19|||17-OCT-14 08.00.00.000000 AM
37|1|11|266576|freeze time (s)|260.5|.09|||17-OCT-14 08.00.00.000000 AM
37|1|11|266575|quiesce time (s)|296.1|.11|||17-OCT-14 08.00.00.000000 AM
37|1|12|266580|sync time (s)|2124.1|.73|||20-OCT-14 08.00.00.000000 AM
37|1|12|266576|freeze time (s)|273.8|.09|||20-OCT-14 08.00.00.000000 AM
37|1|12|266572|replayed locks sent|752963|258.57|||20-OCT-14 08.00.00.000000 AM
37|1|12|266574|remaster time (s)|3429.7|1.18|||20-OCT-14 08.00.00.000000 AM
37|1|12|266578|replay time (s)|38.8|.01|||20-OCT-14 08.00.00.000000 AM
37|1|12|266579|fixwrite time (s)|444.9|.15|||20-OCT-14 08.00.00.000000 AM
37|1|12|266570|remastered objects|15952|5.48|||20-OCT-14 08.00.00.000000 AM
37|1|12|266573|resources cleaned|0|0|||20-OCT-14 08.00.00.000000 AM
37|1|12|266581|affinity objects|||3594|3611|20-OCT-14 08.00.00.000000 AM
37|1|12|266569|remaster ops|2912|1|||20-OCT-14 08.00.00.000000 AM
37|1|12|266575|quiesce time (s)|337.6|.11|||20-OCT-14 08.00.00.000000 AM
37|1|12|266577|cleanup time (s)|198.2|.07|||20-OCT-14 08.00.00.000000 AM
37|1|12|266571|replayed locks received|753957|258.92|||20-OCT-14 08.00.00.000000 AM
37|1|9|266578|replay time (s)|35.9|.01|||15-OCT-14 08.00.00.000000 AM
37|1|9|266580|sync time (s)|1917.2|.73|||15-OCT-14 08.00.00.000000 AM
37|1|9|266571|replayed locks received|690365|264.71|||15-OCT-14 08.00.00.000000 AM
37|1|9|266579|fixwrite time (s)|412.4|.16|||15-OCT-14 08.00.00.000000 AM
37|1|9|266570|remastered objects|13344|5.12|||15-OCT-14 08.00.00.000000 AM
37|1|9|266575|quiesce time (s)|290.5|.11|||15-OCT-14 08.00.00.000000 AM
37|1|9|266577|cleanup time (s)|182.3|.07|||15-OCT-14 08.00.00.000000 AM
37|1|9|266572|replayed locks sent|690272|264.67|||15-OCT-14 08.00.00.000000 AM
37|1|9|266581|affinity objects|||4321|4373|15-OCT-14 08.00.00.000000 AM
37|1|9|266569|remaster ops|2608|1|||15-OCT-14 08.00.00.000000 AM
37|1|9|266573|resources cleaned|0|0|||15-OCT-14 08.00.00.000000 AM
37|1|9|266574|remaster time (s)|3105.2|1.19|||15-OCT-14 08.00.00.000000 AM
37|1|9|266576|freeze time (s)|256.7|.1|||15-OCT-14 08.00.00.000000 AM
37|1|8|266570|remastered objects|12877|4.83|||14-OCT-14 08.00.00.000000 AM
37|1|8|266576|freeze time (s)|270.4|.1|||14-OCT-14 08.00.00.000000 AM
37|1|8|266579|fixwrite time (s)|431.3|.16|||14-OCT-14 08.00.00.000000 AM
37|1|8|266581|affinity objects|||4279|4323|14-OCT-14 08.00.00.000000 AM
37|1|8|266578|replay time (s)|34.9|.01|||14-OCT-14 08.00.00.000000 AM
37|1|8|266577|cleanup time (s)|186.9|.07|||14-OCT-14 08.00.00.000000 AM
37|1|8|266569|remaster ops|2667|1|||14-OCT-14 08.00.00.000000 AM
37|1|8|266571|replayed locks received|678122|254.26|||14-OCT-14 08.00.00.000000 AM
37|1|8|266573|resources cleaned|0|0|||14-OCT-14 08.00.00.000000 AM
37|1|8|266574|remaster time (s)|3359.9|1.26|||14-OCT-14 08.00.00.000000 AM
37|1|8|266575|quiesce time (s)|299.7|.11|||14-OCT-14 08.00.00.000000 AM
37|1|8|266580|sync time (s)|2126|.8|||14-OCT-14 08.00.00.000000 AM
37|1|8|266572|replayed locks sent|677997|254.19|||14-OCT-14 08.00.00.000000 AM
37|1|10|266573|resources cleaned|0|0|||16-OCT-14 08.00.00.000000 AM
37|1|10|266571|replayed locks received|806792|300.15|||16-OCT-14 08.00.00.000000 AM
37|1|10|266575|quiesce time (s)|291.4|.11|||16-OCT-14 08.00.00.000000 AM
37|1|10|266578|replay time (s)|40.9|.02|||16-OCT-14 08.00.00.000000 AM
37|1|10|266576|freeze time (s)|271.2|.1|||16-OCT-14 08.00.00.000000 AM
37|1|10|266581|affinity objects|||4414|4415|16-OCT-14 08.00.00.000000 AM
37|1|10|266579|fixwrite time (s)|413.2|.15|||16-OCT-14 08.00.00.000000 AM
37|1|10|266569|remaster ops|2688|1|||16-OCT-14 08.00.00.000000 AM
37|1|10|266570|remastered objects|14304|5.32|||16-OCT-14 08.00.00.000000 AM
37|1|10|266577|cleanup time (s)|184|.07|||16-OCT-14 08.00.00.000000 AM
37|1|10|266572|replayed locks sent|805846|299.79|||16-OCT-14 08.00.00.000000 AM
37|1|10|266580|sync time (s)|2167.6|.81|||16-OCT-14 08.00.00.000000 AM
37|1|10|266574|remaster time (s)|3378.5|1.26|||16-OCT-14 08.00.00.000000 AM
37|1|17|266575|quiesce time (s)|323.9|.12|||27-OCT-14 08.00.00.000000 AM
37|1|17|266572|replayed locks sent|778521|278.04|||27-OCT-14 08.00.00.000000 AM
37|1|17|266580|sync time (s)|2126.6|.76|||27-OCT-14 08.00.00.000000 AM
37|1|17|266571|replayed locks received|779201|278.29|||27-OCT-14 08.00.00.000000 AM
37|1|17|266576|freeze time (s)|263.8|.09|||27-OCT-14 08.00.00.000000 AM
37|1|17|266578|replay time (s)|43.9|.02|||27-OCT-14 08.00.00.000000 AM
37|1|17|266581|affinity objects|||3700|3753|27-OCT-14 08.00.00.000000 AM
37|1|17|266577|cleanup time (s)|184.7|.07|||27-OCT-14 08.00.00.000000 AM
37|1|17|266569|remaster ops|2800|1|||27-OCT-14 08.00.00.000000 AM
37|1|17|266570|remastered objects|16448|5.87|||27-OCT-14 08.00.00.000000 AM
37|1|17|266573|resources cleaned|0|0|||27-OCT-14 08.00.00.000000 AM
37|1|17|266574|remaster time (s)|3370|1.2|||27-OCT-14 08.00.00.000000 AM
37|1|17|266579|fixwrite time (s)|415.4|.15|||27-OCT-14 08.00.00.000000 AM
37|1|16|266580|sync time (s)|1491.8|.58|||24-OCT-14 08.00.00.000000 AM
37|1|16|266570|remastered objects|12880|5|||24-OCT-14 08.00.00.000000 AM
37|1|16|266576|freeze time (s)|200.8|.08|||24-OCT-14 08.00.00.000000 AM
37|1|16|266581|affinity objects|||3663|3710|24-OCT-14 08.00.00.000000 AM
37|1|16|266569|remaster ops|2576|1|||24-OCT-14 08.00.00.000000 AM
37|1|16|266577|cleanup time (s)|162.3|.07|||24-OCT-14 08.00.00.000000 AM
37|1|16|266571|replayed locks received|1684491|653.92|||24-OCT-14 08.00.00.000000 AM
37|1|16|266572|replayed locks sent|1681618|652.8|||24-OCT-14 08.00.00.000000 AM
37|1|16|266573|resources cleaned|0|0|||24-OCT-14 08.00.00.000000 AM
37|1|16|266575|quiesce time (s)|283.8|.11|||24-OCT-14 08.00.00.000000 AM
37|1|16|266578|replay time (s)|35.7|.01|||24-OCT-14 08.00.00.000000 AM
37|1|16|266579|fixwrite time (s)|337.8|.13|||24-OCT-14 08.00.00.000000 AM
37|1|16|266574|remaster time (s)|2522|.98|||24-OCT-14 08.00.00.000000 AM
37|1|13|266574|remaster time (s)|3512.8|1.18|||21-OCT-14 08.00.00.000000 AM
37|1|13|266579|fixwrite time (s)|438.5|.15|||21-OCT-14 08.00.00.000000 AM
37|1|13|266580|sync time (s)|2203.3|.74|||21-OCT-14 08.00.00.000000 AM
37|1|13|266570|remastered objects|16400|5.51|||21-OCT-14 08.00.00.000000 AM
37|1|13|266575|quiesce time (s)|339.9|.11|||21-OCT-14 08.00.00.000000 AM
37|1|13|266573|resources cleaned|0|0|||21-OCT-14 08.00.00.000000 AM
37|1|13|266571|replayed locks received|1224337|411.4|||21-OCT-14 08.00.00.000000 AM
37|1|13|266581|affinity objects|||3624|3673|21-OCT-14 08.00.00.000000 AM
37|1|13|266569|remaster ops|2976|1|||21-OCT-14 08.00.00.000000 AM
37|1|13|266576|freeze time (s)|275.8|.09|||21-OCT-14 08.00.00.000000 AM
37|1|13|266577|cleanup time (s)|201.2|.07|||21-OCT-14 08.00.00.000000 AM
37|1|13|266578|replay time (s)|42.4|.01|||21-OCT-14 08.00.00.000000 AM
37|1|13|266572|replayed locks sent|1223134|411|||21-OCT-14 08.00.00.000000 AM
37|1|14|266575|quiesce time (s)|278.2|.11|||22-OCT-14 08.00.00.000000 AM
37|1|14|266578|replay time (s)|32.1|.01|||22-OCT-14 08.00.00.000000 AM
37|1|14|266572|replayed locks sent|615875|249.95|||22-OCT-14 08.00.00.000000 AM
37|1|14|266576|freeze time (s)|195.7|.08|||22-OCT-14 08.00.00.000000 AM
37|1|14|266571|replayed locks received|616760|250.31|||22-OCT-14 08.00.00.000000 AM
37|1|14|266577|cleanup time (s)|160.6|.07|||22-OCT-14 08.00.00.000000 AM
37|1|14|266580|sync time (s)|1610.1|.65|||22-OCT-14 08.00.00.000000 AM
37|1|14|266569|remaster ops|2464|1|||22-OCT-14 08.00.00.000000 AM
37|1|14|266581|affinity objects|||3701|3710|22-OCT-14 08.00.00.000000 AM
37|1|14|266573|resources cleaned|0|0|||22-OCT-14 08.00.00.000000 AM
37|1|14|266570|remastered objects|12160|4.94|||22-OCT-14 08.00.00.000000 AM
37|1|14|266579|fixwrite time (s)|336.1|.14|||22-OCT-14 08.00.00.000000 AM
37|1|14|266574|remaster time (s)|2621.7|1.06|||22-OCT-14 08.00.00.000000 AM
37|1|15|266571|replayed locks received|804443|297.5|||23-OCT-14 08.00.00.000000 AM
37|1|15|266579|fixwrite time (s)|348.1|.13|||23-OCT-14 08.00.00.000000 AM
37|1|15|266572|replayed locks sent|803824|297.27|||23-OCT-14 08.00.00.000000 AM
37|1|15|266573|resources cleaned|0|0|||23-OCT-14 08.00.00.000000 AM
37|1|15|266578|replay time (s)|35.9|.01|||23-OCT-14 08.00.00.000000 AM
37|1|15|266574|remaster time (s)|2821.7|1.04|||23-OCT-14 08.00.00.000000 AM
37|1|15|266580|sync time (s)|1730.7|.64|||23-OCT-14 08.00.00.000000 AM
37|1|15|266570|remastered objects|13408|4.96|||23-OCT-14 08.00.00.000000 AM
37|1|15|266577|cleanup time (s)|169.8|.06|||23-OCT-14 08.00.00.000000 AM
37|1|15|266569|remaster ops|2704|1|||23-OCT-14 08.00.00.000000 AM
37|1|15|266575|quiesce time (s)|296.7|.11|||23-OCT-14 08.00.00.000000 AM
37|1|15|266581|affinity objects|||3675|3709|23-OCT-14 08.00.00.000000 AM
37|1|15|266576|freeze time (s)|230.9|.08|||23-OCT-14 08.00.00.000000 AM
37|1|21|266569|remaster ops|2423|1|||31-OCT-14 08.00.00.000000 AM
37|1|21|266580|sync time (s)|1630.6|.67|||31-OCT-14 08.00.00.000000 AM
37|1|21|266572|replayed locks sent|633630|261.27|||31-OCT-14 08.00.00.000000 AM
37|1|21|266575|quiesce time (s)|268.6|.11|||31-OCT-14 08.00.00.000000 AM
37|1|21|266577|cleanup time (s)|153.1|.06|||31-OCT-14 08.00.00.000000 AM
37|1|21|266578|replay time (s)|33.5|.01|||31-OCT-14 08.00.00.000000 AM
37|1|21|266579|fixwrite time (s)|328|.13|||31-OCT-14 08.00.00.000000 AM
37|1|21|266576|freeze time (s)|221.1|.09|||31-OCT-14 08.00.00.000000 AM
37|1|21|266581|affinity objects|||3817|3847|31-OCT-14 08.00.00.000000 AM
37|1|21|266573|resources cleaned|0|0|||31-OCT-14 08.00.00.000000 AM
37|1|21|266570|remastered objects|12408|5.12|||31-OCT-14 08.00.00.000000 AM
37|1|21|266571|replayed locks received|632635|261.25|||31-OCT-14 08.00.00.000000 AM
37|1|21|266574|remaster time (s)|2642.7|1.09|||31-OCT-14 08.00.00.000000 AM
37|1|19|266572|replayed locks sent|910727|330.93|||29-OCT-14 08.00.00.000000 AM
37|1|19|266578|replay time (s)|39.7|.01|||29-OCT-14 08.00.00.000000 AM
37|1|19|266574|remaster time (s)|3292.8|1.2|||29-OCT-14 08.00.00.000000 AM
37|1|19|266576|freeze time (s)|257.9|.09|||29-OCT-14 08.00.00.000000 AM
37|1|19|266580|sync time (s)|2098.9|.76|||29-OCT-14 08.00.00.000000 AM
37|1|19|266571|replayed locks received|916078|332.88|||29-OCT-14 08.00.00.000000 AM
37|1|19|266573|resources cleaned|0|0|||29-OCT-14 08.00.00.000000 AM
37|1|19|266579|fixwrite time (s)|393.4|.14|||29-OCT-14 08.00.00.000000 AM
37|1|19|266581|affinity objects|||3776|3823|29-OCT-14 08.00.00.000000 AM
37|1|19|266569|remaster ops|2752|1|||29-OCT-14 08.00.00.000000 AM
37|1|19|266575|quiesce time (s)|311.5|.11|||29-OCT-14 08.00.00.000000 AM
37|1|19|266577|cleanup time (s)|181.2|.07|||29-OCT-14 08.00.00.000000 AM
37|1|19|266570|remastered objects|14080|5.12|||29-OCT-14 08.00.00.000000 AM
37|1|18|266569|remaster ops|2784|1|||28-OCT-14 08.00.00.000000 AM
37|1|18|266571|replayed locks received|797743|286.55|||28-OCT-14 08.00.00.000000 AM
37|1|18|266570|remastered objects|16640|5.98|||28-OCT-14 08.00.00.000000 AM
37|1|18|266573|resources cleaned|0|0|||28-OCT-14 08.00.00.000000 AM
37|1|18|266575|quiesce time (s)|316.9|.11|||28-OCT-14 08.00.00.000000 AM
37|1|18|266579|fixwrite time (s)|406.2|.15|||28-OCT-14 08.00.00.000000 AM
37|1|18|266581|affinity objects|||3812|3786|28-OCT-14 08.00.00.000000 AM
37|1|18|266577|cleanup time (s)|181.9|.07|||28-OCT-14 08.00.00.000000 AM
37|1|18|266578|replay time (s)|43.1|.02|||28-OCT-14 08.00.00.000000 AM
37|1|18|266572|replayed locks sent|794830|285.5|||28-OCT-14 08.00.00.000000 AM
37|1|18|266580|sync time (s)|2136.6|.77|||28-OCT-14 08.00.00.000000 AM
37|1|18|266574|remaster time (s)|3358.3|1.21|||28-OCT-14 08.00.00.000000 AM
37|1|18|266576|freeze time (s)|261.6|.09|||28-OCT-14 08.00.00.000000 AM
37|1|20|266569|remaster ops|2464|1|||30-OCT-14 08.00.00.000000 AM
37|1|20|266575|quiesce time (s)|279.2|.11|||30-OCT-14 08.00.00.000000 AM
37|1|20|266576|freeze time (s)|225.7|.09|||30-OCT-14 08.00.00.000000 AM
37|1|20|266578|replay time (s)|34.6|.01|||30-OCT-14 08.00.00.000000 AM
37|1|20|266574|remaster time (s)|2837.7|1.15|||30-OCT-14 08.00.00.000000 AM
37|1|20|266580|sync time (s)|1773.3|.72|||30-OCT-14 08.00.00.000000 AM
37|1|20|266581|affinity objects|||3748|3785|30-OCT-14 08.00.00.000000 AM
37|1|20|266571|replayed locks received|600009|243.51|||30-OCT-14 08.00.00.000000 AM
37|1|20|266577|cleanup time (s)|160.2|.07|||30-OCT-14 08.00.00.000000 AM
37|1|20|266572|replayed locks sent|598818|243.03|||30-OCT-14 08.00.00.000000 AM
37|1|20|266579|fixwrite time (s)|354.2|.14|||30-OCT-14 08.00.00.000000 AM
37|1|20|266570|remastered objects|12640|5.13|||30-OCT-14 08.00.00.000000 AM
37|1|20|266573|resources cleaned|0|0|||30-OCT-14 08.00.00.000000 AM
37|1|22|266576|freeze time (s)|247.2|.09|||03-NOV-14 08.00.00.000000 AM
37|1|22|266575|quiesce time (s)|311.2|.11|||03-NOV-14 08.00.00.000000 AM
37|1|22|266577|cleanup time (s)|179.1|.07|||03-NOV-14 08.00.00.000000 AM
37|1|22|266580|sync time (s)|1866|.68|||03-NOV-14 08.00.00.000000 AM
37|1|22|266571|replayed locks received|653083|236.39|||03-NOV-14 08.00.00.000000 AM
37|1|22|266574|remaster time (s)|3035.9|1.1|||03-NOV-14 08.00.00.000000 AM
37|1|22|266572|replayed locks sent|652462|236.06|||03-NOV-14 08.00.00.000000 AM
37|1|22|266581|affinity objects|||3711|3749|03-NOV-14 08.00.00.000000 AM
37|1|22|266569|remaster ops|2763|1|||03-NOV-14 08.00.00.000000 AM
37|1|22|266570|remastered objects|12947|4.68|||03-NOV-14 08.00.00.000000 AM
37|1|22|266573|resources cleaned|0|0|||03-NOV-14 08.00.00.000000 AM
37|1|22|266578|replay time (s)|36.3|.01|||03-NOV-14 08.00.00.000000 AM
37|1|22|266579|fixwrite time (s)|386|.14|||03-NOV-14 08.00.00.000000 AM
37|1|24|266572|replayed locks sent|895581|310.97|||05-NOV-14 08.00.00.000000 AM
37|1|24|266577|cleanup time (s)|181.5|.06|||05-NOV-14 08.00.00.000000 AM
37|1|24|266580|sync time (s)|2070.8|.72|||05-NOV-14 08.00.00.000000 AM
37|1|24|266575|quiesce time (s)|316.5|.11|||05-NOV-14 08.00.00.000000 AM
37|1|24|266581|affinity objects|||3895|3913|05-NOV-14 08.00.00.000000 AM
37|1|24|266570|remastered objects|13280|4.61|||05-NOV-14 08.00.00.000000 AM
37|1|24|266576|freeze time (s)|259.7|.09|||05-NOV-14 08.00.00.000000 AM
37|1|24|266578|replay time (s)|42.9|.02|||05-NOV-14 08.00.00.000000 AM
37|1|24|266569|remaster ops|2880|1|||05-NOV-14 08.00.00.000000 AM
37|1|24|266571|replayed locks received|896383|311.24|||05-NOV-14 08.00.00.000000 AM
37|1|24|266579|fixwrite time (s)|395.4|.14|||05-NOV-14 08.00.00.000000 AM
37|1|24|266573|resources cleaned|0|0|||05-NOV-14 08.00.00.000000 AM
37|1|24|266574|remaster time (s)|3276.6|1.14|||05-NOV-14 08.00.00.000000 AM
37|1|25|266569|remaster ops|2512|1|||06-NOV-14 08.00.00.000000 AM
37|1|25|266574|remaster time (s)|2798|1.11|||06-NOV-14 08.00.00.000000 AM
37|1|25|266579|fixwrite time (s)|341.7|.14|||06-NOV-14 08.00.00.000000 AM
37|1|25|266573|resources cleaned|0|0|||06-NOV-14 08.00.00.000000 AM
37|1|25|266577|cleanup time (s)|159.9|.07|||06-NOV-14 08.00.00.000000 AM
37|1|25|266578|replay time (s)|38.4|.02|||06-NOV-14 08.00.00.000000 AM
37|1|25|266581|affinity objects|||3906|3945|06-NOV-14 08.00.00.000000 AM
37|1|25|266572|replayed locks sent|727978|289.8|||06-NOV-14 08.00.00.000000 AM
37|1|25|266576|freeze time (s)|224.3|.09|||06-NOV-14 08.00.00.000000 AM
37|1|25|266580|sync time (s)|1746.4|.7|||06-NOV-14 08.00.00.000000 AM
37|1|25|266570|remastered objects|11952|4.76|||06-NOV-14 08.00.00.000000 AM
37|1|25|266571|replayed locks received|729020|290.22|||06-NOV-14 08.00.00.000000 AM
37|1|25|266575|quiesce time (s)|273.4|.11|||06-NOV-14 08.00.00.000000 AM
37|1|23|266569|remaster ops|2640|1|||04-NOV-14 08.00.00.000000 AM
37|1|23|266579|fixwrite time (s)|357.3|.14|||04-NOV-14 08.00.00.000000 AM
37|1|23|266575|quiesce time (s)|292|.11|||04-NOV-14 08.00.00.000000 AM
