site_id|config_id|run_id|stat_id|stat_usedby|stat_send_mbytes_sec|stat_rvd_mbytes_sec|start_time
37|1|66|266568|Other|.05|.05|09-JAN-15 08.00.00.000000 AM
37|1|66|266566|DB Locks|10.08|10.09|09-JAN-15 08.00.00.000000 AM
37|1|63|266568|Other|.04|.04|06-JAN-15 08.00.00.000000 AM
37|1|63|266567|DB Streams|0|0|06-JAN-15 08.00.00.000000 AM
37|1|63|266564|Global Cache|34.46|34.43|06-JAN-15 08.00.00.000000 AM
37|1|63|266566|DB Locks|9.95|9.96|06-JAN-15 08.00.00.000000 AM
37|1|63|266565|Parallel Query|.01|.02|06-JAN-15 08.00.00.000000 AM
37|1|71|266567|DB Streams|0|0|19-JAN-15 08.00.00.000000 AM
37|1|71|266565|Parallel Query|.37|.37|19-JAN-15 08.00.00.000000 AM
37|1|71|266566|DB Locks|7.58|7.59|19-JAN-15 08.00.00.000000 AM
37|1|71|266564|Global Cache|23.91|23.9|19-JAN-15 08.00.00.000000 AM
37|1|71|266568|Other|.05|.05|19-JAN-15 08.00.00.000000 AM
37|1|68|266567|DB Streams|0|0|13-JAN-15 08.00.00.000000 AM
37|1|68|266564|Global Cache|37.6|37.57|13-JAN-15 08.00.00.000000 AM
37|1|68|266568|Other|.04|.04|13-JAN-15 08.00.00.000000 AM
37|1|68|266565|Parallel Query|.02|.02|13-JAN-15 08.00.00.000000 AM
37|1|68|266566|DB Locks|10.42|10.43|13-JAN-15 08.00.00.000000 AM
37|1|69|266564|Global Cache|37.79|37.76|14-JAN-15 08.00.00.000000 AM
37|1|69|266568|Other|.04|.04|14-JAN-15 08.00.00.000000 AM
37|1|69|266565|Parallel Query|.02|.02|14-JAN-15 08.00.00.000000 AM
37|1|69|266567|DB Streams|0|0|14-JAN-15 08.00.00.000000 AM
37|1|69|266566|DB Locks|10.07|10.08|14-JAN-15 08.00.00.000000 AM
37|1|70|266565|Parallel Query|.02|.02|15-JAN-15 08.00.00.000000 AM
37|1|70|266566|DB Locks|9.61|9.62|15-JAN-15 08.00.00.000000 AM
37|1|70|266567|DB Streams|0|0|15-JAN-15 08.00.00.000000 AM
37|1|70|266564|Global Cache|34.87|34.85|15-JAN-15 08.00.00.000000 AM
37|1|70|266568|Other|.04|.04|15-JAN-15 08.00.00.000000 AM
37|1|77|266565|Parallel Query|1.47|1.47|26-JAN-15 08.00.00.000000 AM
37|1|77|266564|Global Cache|61.61|61.56|26-JAN-15 08.00.00.000000 AM
37|1|77|266566|DB Locks|17.16|17.18|26-JAN-15 08.00.00.000000 AM
37|1|77|266567|DB Streams|0|0|26-JAN-15 08.00.00.000000 AM
37|1|77|266568|Other|.1|.1|26-JAN-15 08.00.00.000000 AM
37|1|75|266566|DB Locks|12.69|12.6|22-JAN-15 08.00.00.000000 AM
37|1|75|266564|Global Cache|42.15|42.64|22-JAN-15 08.00.00.000000 AM
37|1|75|266565|Parallel Query|.79|.75|22-JAN-15 08.00.00.000000 AM
37|1|75|266567|DB Streams|0|0|22-JAN-15 08.00.00.000000 AM
37|1|75|266568|Other|.09|.08|22-JAN-15 08.00.00.000000 AM
37|1|76|266568|Other|.1|.09|23-JAN-15 08.00.00.000000 AM
37|1|76|266565|Parallel Query|.86|.86|23-JAN-15 08.00.00.000000 AM
37|1|76|266566|DB Locks|12.18|12.16|23-JAN-15 08.00.00.000000 AM
37|1|76|266564|Global Cache|40.24|40.28|23-JAN-15 08.00.00.000000 AM
37|1|76|266567|DB Streams|0|0|23-JAN-15 08.00.00.000000 AM
37|1|72|266565|Parallel Query|1.05|1.05|20-JAN-15 08.00.00.000000 AM
37|1|72|266568|Other|.06|.05|20-JAN-15 08.00.00.000000 AM
37|1|72|266566|DB Locks|14.99|14.81|20-JAN-15 08.00.00.000000 AM
37|1|72|266564|Global Cache|52.44|52.23|20-JAN-15 08.00.00.000000 AM
37|1|72|266567|DB Streams|0|0|20-JAN-15 08.00.00.000000 AM
37|1|73|266567|DB Streams|0|0|20-JAN-15 10.00.00.000000 PM
37|1|73|266564|Global Cache|31.52|31.5|20-JAN-15 10.00.00.000000 PM
37|1|73|266565|Parallel Query|.38|.38|20-JAN-15 10.00.00.000000 PM
37|1|73|266568|Other|.03|.03|20-JAN-15 10.00.00.000000 PM
37|1|73|266566|DB Locks|9.51|9.52|20-JAN-15 10.00.00.000000 PM
37|1|74|266565|Parallel Query|.49|.49|21-JAN-15 10.00.00.000000 PM
37|1|74|266566|DB Locks|9.77|9.77|21-JAN-15 10.00.00.000000 PM
37|1|74|266568|Other|.04|.04|21-JAN-15 10.00.00.000000 PM
37|1|74|266564|Global Cache|29.63|29.62|21-JAN-15 10.00.00.000000 PM
37|1|74|266567|DB Streams|0|0|21-JAN-15 10.00.00.000000 PM
37|1|79|266564|Global Cache|66.77|66.72|27-JAN-15 08.00.00.000000 AM
37|1|79|266565|Parallel Query|1.21|1.21|27-JAN-15 08.00.00.000000 AM
37|1|79|266566|DB Locks|18.01|18.03|27-JAN-15 08.00.00.000000 AM
37|1|79|266567|DB Streams|0|0|27-JAN-15 08.00.00.000000 AM
37|1|79|266568|Other|.11|.11|27-JAN-15 08.00.00.000000 AM
37|1|80|266567|DB Streams|0|0|28-JAN-15 01.00.00.000000 AM
37|1|80|266564|Global Cache|51.57|51.53|28-JAN-15 01.00.00.000000 AM
37|1|80|266565|Parallel Query|.64|.64|28-JAN-15 01.00.00.000000 AM
37|1|80|266566|DB Locks|14.41|14.42|28-JAN-15 01.00.00.000000 AM
37|1|80|266568|Other|.1|.1|28-JAN-15 01.00.00.000000 AM
37|1|81|266566|DB Locks|18.39|18.41|28-JAN-15 08.00.00.000000 AM
37|1|81|266568|Other|.1|.1|28-JAN-15 08.00.00.000000 AM
37|1|81|266567|DB Streams|0|0|28-JAN-15 08.00.00.000000 AM
37|1|81|266564|Global Cache|68.95|68.91|28-JAN-15 08.00.00.000000 AM
37|1|81|266565|Parallel Query|1.06|1.06|28-JAN-15 08.00.00.000000 AM
37|1|82|266567|DB Streams|0|0|29-JAN-15 01.00.00.000000 AM
37|1|82|266564|Global Cache|48.74|48.71|29-JAN-15 01.00.00.000000 AM
37|1|82|266565|Parallel Query|.5|.5|29-JAN-15 01.00.00.000000 AM
37|1|82|266566|DB Locks|13.65|13.66|29-JAN-15 01.00.00.000000 AM
37|1|82|266568|Other|.09|.08|29-JAN-15 01.00.00.000000 AM
37|1|83|266568|Other|.1|.1|29-JAN-15 08.00.00.000000 AM
37|1|83|266564|Global Cache|69.1|69.06|29-JAN-15 08.00.00.000000 AM
37|1|83|266565|Parallel Query|.83|.83|29-JAN-15 08.00.00.000000 AM
37|1|83|266566|DB Locks|18.16|18.18|29-JAN-15 08.00.00.000000 AM
37|1|83|266567|DB Streams|0|0|29-JAN-15 08.00.00.000000 AM
37|1|84|266567|DB Streams|0|0|30-JAN-15 01.00.00.000000 AM
37|1|84|266564|Global Cache|49.63|49.6|30-JAN-15 01.00.00.000000 AM
37|1|84|266568|Other|.08|.08|30-JAN-15 01.00.00.000000 AM
37|1|84|266566|DB Locks|13.63|13.64|30-JAN-15 01.00.00.000000 AM
37|1|84|266565|Parallel Query|.49|.49|30-JAN-15 01.00.00.000000 AM
37|1|85|266566|DB Locks|17.01|17.03|30-JAN-15 08.00.00.000000 AM
37|1|85|266567|DB Streams|0|0|30-JAN-15 08.00.00.000000 AM
37|1|85|266568|Other|.09|.09|30-JAN-15 08.00.00.000000 AM
37|1|85|266564|Global Cache|63.45|63.41|30-JAN-15 08.00.00.000000 AM
37|1|85|266565|Parallel Query|.88|.88|30-JAN-15 08.00.00.000000 AM
37|1|86|266565|Parallel Query|.05|.04|31-JAN-15 01.00.00.000000 AM
37|1|86|266564|Global Cache|15.39|15.38|31-JAN-15 01.00.00.000000 AM
37|1|86|266568|Other|.04|.04|31-JAN-15 01.00.00.000000 AM
37|1|86|266566|DB Locks|5.91|5.91|31-JAN-15 01.00.00.000000 AM
37|1|86|266567|DB Streams|0|0|31-JAN-15 01.00.00.000000 AM
37|1|87|266567|DB Streams|0|0|02-FEB-15 01.00.00.000000 AM
37|1|87|266565|Parallel Query|.1|.09|02-FEB-15 01.00.00.000000 AM
37|1|87|266568|Other|.01|.01|02-FEB-15 01.00.00.000000 AM
37|1|87|266564|Global Cache|47.49|47.46|02-FEB-15 01.00.00.000000 AM
37|1|87|266566|DB Locks|13.64|13.65|02-FEB-15 01.00.00.000000 AM
37|1|88|266568|Other|.01|.01|02-FEB-15 08.00.00.000000 AM
37|1|88|266564|Global Cache|61.87|61.82|02-FEB-15 08.00.00.000000 AM
37|1|88|266565|Parallel Query|.26|.26|02-FEB-15 08.00.00.000000 AM
37|1|88|266566|DB Locks|17|17.01|02-FEB-15 08.00.00.000000 AM
37|1|88|266567|DB Streams|0|0|02-FEB-15 08.00.00.000000 AM
37|1|89|266568|Other|.01|.01|02-FEB-15 10.00.00.000000 PM
37|1|89|266566|DB Locks|12.01|12.03|02-FEB-15 10.00.00.000000 PM
37|1|89|266564|Global Cache|38.85|38.83|02-FEB-15 10.00.00.000000 PM
37|1|89|266565|Parallel Query|.13|.12|02-FEB-15 10.00.00.000000 PM
37|1|89|266567|DB Streams|0|0|02-FEB-15 10.00.00.000000 PM
37|1|78|266566|DB Locks|14.21|14.23|27-JAN-15 01.00.00.000000 AM
37|1|78|266564|Global Cache|50.65|50.61|27-JAN-15 01.00.00.000000 AM
37|1|78|266567|DB Streams|0|0|27-JAN-15 01.00.00.000000 AM
37|1|78|266568|Other|.1|.1|27-JAN-15 01.00.00.000000 AM
37|1|78|266565|Parallel Query|.72|.72|27-JAN-15 01.00.00.000000 AM
37|1|90|266566|DB Locks|9.17|9.22|03-FEB-15 10.00.00.000000 PM
37|1|90|266568|Other|.04|.04|03-FEB-15 10.00.00.000000 PM
37|1|90|266565|Parallel Query|.16|.16|03-FEB-15 10.00.00.000000 PM
37|1|90|266564|Global Cache|26.14|26.09|03-FEB-15 10.00.00.000000 PM
37|1|90|266567|DB Streams|0|0|03-FEB-15 10.00.00.000000 PM
37|1|91|266564|Global Cache|40.22|40.19|04-FEB-15 08.00.00.000000 AM
37|1|91|266566|DB Locks|12.85|12.86|04-FEB-15 08.00.00.000000 AM
37|1|91|266567|DB Streams|0|0|04-FEB-15 08.00.00.000000 AM
37|1|91|266568|Other|.05|.04|04-FEB-15 08.00.00.000000 AM
37|1|91|266565|Parallel Query|.21|.21|04-FEB-15 08.00.00.000000 AM
37|1|92|266565|Parallel Query|.02|.02|05-FEB-15 01.00.00.000000 AM
37|1|92|266567|DB Streams|0|0|05-FEB-15 01.00.00.000000 AM
37|1|92|266566|DB Locks|10.01|10.02|05-FEB-15 01.00.00.000000 AM
37|1|92|266564|Global Cache|32.62|32.6|05-FEB-15 01.00.00.000000 AM
37|1|92|266568|Other|.05|.04|05-FEB-15 01.00.00.000000 AM
37|1|93|266566|DB Locks|13.2|13.22|06-FEB-15 08.00.00.000000 AM
37|1|93|266567|DB Streams|0|0|06-FEB-15 08.00.00.000000 AM
37|1|93|266568|Other|.05|.04|06-FEB-15 08.00.00.000000 AM
37|1|93|266564|Global Cache|47.41|47.39|06-FEB-15 08.00.00.000000 AM
37|1|93|266565|Parallel Query|.08|.08|06-FEB-15 08.00.00.000000 AM
37|1|94|266565|Parallel Query|.21|.22|09-FEB-15 08.00.00.000000 AM
37|1|94|266568|Other|.05|.05|09-FEB-15 08.00.00.000000 AM
37|1|94|266564|Global Cache|63.26|63.2|09-FEB-15 08.00.00.000000 AM
37|1|94|266566|DB Locks|17.37|17.39|09-FEB-15 08.00.00.000000 AM
37|1|94|266567|DB Streams|0|0|09-FEB-15 08.00.00.000000 AM
37|1|105|266567|DB Streams|0|0|16-FEB-15 08.00.00.000000 AM
37|1|105|266565|Parallel Query|.19|.19|16-FEB-15 08.00.00.000000 AM
37|1|105|266568|Other|.05|.04|16-FEB-15 08.00.00.000000 AM
37|1|105|266566|DB Locks|16.14|16.16|16-FEB-15 08.00.00.000000 AM
37|1|105|266564|Global Cache|59.77|59.72|16-FEB-15 08.00.00.000000 AM
37|1|95|266565|Parallel Query|.25|.25|10-FEB-15 08.00.00.000000 AM
37|1|95|266564|Global Cache|70.59|70.54|10-FEB-15 08.00.00.000000 AM
37|1|95|266568|Other|.05|.05|10-FEB-15 08.00.00.000000 AM
37|1|95|266566|DB Locks|18.07|18.09|10-FEB-15 08.00.00.000000 AM
37|1|95|266567|DB Streams|0|0|10-FEB-15 08.00.00.000000 AM
37|1|97|266565|Parallel Query|.15|.15|11-FEB-15 08.00.00.000000 AM
37|1|97|266567|DB Streams|0|0|11-FEB-15 08.00.00.000000 AM
37|1|97|266566|DB Locks|18.45|18.46|11-FEB-15 08.00.00.000000 AM
37|1|97|266568|Other|.05|.05|11-FEB-15 08.00.00.000000 AM
37|1|97|266564|Global Cache|72.66|72.61|11-FEB-15 08.00.00.000000 AM
37|1|96|266567|DB Streams|0|0|11-FEB-15 10.00.00.000000 PM
37|1|96|266568|Other|.04|.04|11-FEB-15 10.00.00.000000 PM
37|1|96|266564|Global Cache|46.92|46.89|11-FEB-15 10.00.00.000000 PM
37|1|96|266565|Parallel Query|.02|.01|11-FEB-15 10.00.00.000000 PM
37|1|96|266566|DB Locks|13.03|13.04|11-FEB-15 10.00.00.000000 PM
37|1|98|266567|DB Streams|0|0|12-FEB-15 01.00.00.000000 AM
37|1|98|266566|DB Locks|13.88|13.9|12-FEB-15 01.00.00.000000 AM
37|1|98|266568|Other|.05|.04|12-FEB-15 01.00.00.000000 AM
37|1|98|266564|Global Cache|53|52.95|12-FEB-15 01.00.00.000000 AM
37|1|98|266565|Parallel Query|.01|.01|12-FEB-15 01.00.00.000000 AM
37|1|100|266568|Other|.05|.05|12-FEB-15 08.00.00.000000 AM
37|1|100|266566|DB Locks|18.27|18.29|12-FEB-15 08.00.00.000000 AM
37|1|100|266564|Global Cache|74.13|74.08|12-FEB-15 08.00.00.000000 AM
37|1|100|266565|Parallel Query|.29|.29|12-FEB-15 08.00.00.000000 AM
37|1|100|266567|DB Streams|0|0|12-FEB-15 08.00.00.000000 AM
37|1|99|266565|Parallel Query|.02|.02|12-FEB-15 10.00.00.000000 PM
37|1|99|266566|DB Locks|11.57|11.58|12-FEB-15 10.00.00.000000 PM
37|1|99|266568|Other|.04|.04|12-FEB-15 10.00.00.000000 PM
37|1|99|266564|Global Cache|36.02|35.98|12-FEB-15 10.00.00.000000 PM
37|1|99|266567|DB Streams|0|0|12-FEB-15 10.00.00.000000 PM
37|1|101|266564|Global Cache|66.64|66.58|13-FEB-15 08.00.00.000000 AM
37|1|101|266568|Other|.05|.04|13-FEB-15 08.00.00.000000 AM
37|1|101|266567|DB Streams|0|0|13-FEB-15 08.00.00.000000 AM
37|1|101|266565|Parallel Query|.07|.07|13-FEB-15 08.00.00.000000 AM
37|1|101|266566|DB Locks|16.72|16.73|13-FEB-15 08.00.00.000000 AM
37|1|102|266565|Parallel Query|.06|.06|15-FEB-15 10.00.00.000000 PM
37|1|102|266567|DB Streams|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266564|Global Cache|41.13|41.09|15-FEB-15 10.00.00.000000 PM
37|1|102|266568|Other|.04|.04|15-FEB-15 10.00.00.000000 PM
37|1|102|266566|DB Locks|11.96|11.98|15-FEB-15 10.00.00.000000 PM
37|1|103|266568|Other|.04|.04|16-FEB-15 01.00.00.000000 AM
37|1|103|266567|DB Streams|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266564|Global Cache|46.38|46.34|16-FEB-15 01.00.00.000000 AM
37|1|103|266565|Parallel Query|.08|.08|16-FEB-15 01.00.00.000000 AM
37|1|103|266566|DB Locks|13.23|13.25|16-FEB-15 01.00.00.000000 AM
37|1|104|266565|Parallel Query|.09|.09|16-FEB-15 10.00.00.000000 PM
37|1|104|266564|Global Cache|39.34|39.31|16-FEB-15 10.00.00.000000 PM
37|1|104|266567|DB Streams|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266566|DB Locks|11.71|11.73|16-FEB-15 10.00.00.000000 PM
37|1|104|266568|Other|.04|.04|16-FEB-15 10.00.00.000000 PM
37|1|106|266564|Global Cache|42.46|42.43|17-FEB-15 01.00.00.000000 AM
37|1|106|266565|Parallel Query|.08|.08|17-FEB-15 01.00.00.000000 AM
37|1|106|266567|DB Streams|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266566|DB Locks|12.26|12.28|17-FEB-15 01.00.00.000000 AM
37|1|106|266568|Other|.05|.04|17-FEB-15 01.00.00.000000 AM
37|1|108|266564|Global Cache|62.3|62.25|17-FEB-15 08.00.00.000000 AM
37|1|108|266567|DB Streams|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266565|Parallel Query|.08|.08|17-FEB-15 08.00.00.000000 AM
37|1|108|266566|DB Locks|16.6|16.62|17-FEB-15 08.00.00.000000 AM
37|1|108|266568|Other|.05|.05|17-FEB-15 08.00.00.000000 AM
37|1|107|266564|Global Cache|33.56|33.53|17-FEB-15 10.00.00.000000 PM
37|1|107|266565|Parallel Query|.05|.05|17-FEB-15 10.00.00.000000 PM
37|1|107|266567|DB Streams|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266566|DB Locks|10.71|10.73|17-FEB-15 10.00.00.000000 PM
37|1|107|266568|Other|.04|.04|17-FEB-15 10.00.00.000000 PM
37|1|110|266564|Global Cache|60.37|60.31|18-FEB-15 08.00.00.000000 AM
37|1|110|266566|DB Locks|16.2|16.22|18-FEB-15 08.00.00.000000 AM
37|1|110|266568|Other|.05|.04|18-FEB-15 08.00.00.000000 AM
37|1|110|266565|Parallel Query|.21|.21|18-FEB-15 08.00.00.000000 AM
37|1|110|266567|DB Streams|0|0|18-FEB-15 08.00.00.000000 AM
37|1|112|266564|Global Cache|62.55|62.5|19-FEB-15 08.00.00.000000 AM
37|1|112|266567|DB Streams|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266566|DB Locks|16.34|16.35|19-FEB-15 08.00.00.000000 AM
37|1|112|266565|Parallel Query|.14|.14|19-FEB-15 08.00.00.000000 AM
37|1|112|266568|Other|.05|.05|19-FEB-15 08.00.00.000000 AM
37|1|111|266566|DB Locks|11.08|11.09|19-FEB-15 10.00.00.000000 PM
37|1|111|266568|Other|.05|.04|19-FEB-15 10.00.00.000000 PM
37|1|111|266567|DB Streams|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266565|Parallel Query|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266564|Global Cache|38.08|38.05|19-FEB-15 10.00.00.000000 PM
37|1|114|266565|Parallel Query|.21|.21|20-FEB-15 08.00.00.000000 AM
37|1|114|266567|DB Streams|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266564|Global Cache|59.26|59.22|20-FEB-15 08.00.00.000000 AM
37|1|114|266566|DB Locks|15.55|15.56|20-FEB-15 08.00.00.000000 AM
37|1|114|266568|Other|.05|.05|20-FEB-15 08.00.00.000000 AM
37|1|115|266568|Other|.04|.04|22-FEB-15 10.00.00.000000 PM
37|1|115|266567|DB Streams|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266564|Global Cache|39.77|39.73|22-FEB-15 10.00.00.000000 PM
37|1|115|266565|Parallel Query|.06|.06|22-FEB-15 10.00.00.000000 PM
37|1|115|266566|DB Locks|11.65|11.66|22-FEB-15 10.00.00.000000 PM
37|1|117|266568|Other|.05|.04|23-FEB-15 08.00.00.000000 AM
37|1|117|266567|DB Streams|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266566|DB Locks|16.71|16.72|23-FEB-15 08.00.00.000000 AM
37|1|117|266564|Global Cache|61.04|60.98|23-FEB-15 08.00.00.000000 AM
37|1|117|266565|Parallel Query|.14|.14|23-FEB-15 08.00.00.000000 AM
37|1|116|266568|Other|.05|.04|23-FEB-15 10.00.00.000000 PM
37|1|116|266565|Parallel Query|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266566|DB Locks|11.7|11.71|23-FEB-15 10.00.00.000000 PM
37|1|116|266567|DB Streams|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266564|Global Cache|39.5|39.46|23-FEB-15 10.00.00.000000 PM
37|1|109|266567|DB Streams|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266565|Parallel Query|.08|.08|18-FEB-15 10.00.00.000000 PM
37|1|109|266566|DB Locks|10.99|11|18-FEB-15 10.00.00.000000 PM
37|1|109|266564|Global Cache|37.43|37.4|18-FEB-15 10.00.00.000000 PM
37|1|109|266568|Other|.04|.04|18-FEB-15 10.00.00.000000 PM
37|1|113|266565|Parallel Query|.01|.01|20-FEB-15 10.00.00.000000 PM
37|1|113|266567|DB Streams|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266566|DB Locks|5.48|5.48|20-FEB-15 10.00.00.000000 PM
37|1|113|266568|Other|.06|.05|20-FEB-15 10.00.00.000000 PM
37|1|113|266564|Global Cache|14.1|14.08|20-FEB-15 10.00.00.000000 PM
37|1|119|266564|Global Cache|62.86|62.81|24-FEB-15 08.00.00.000000 AM
37|1|119|266565|Parallel Query|.13|.13|24-FEB-15 08.00.00.000000 AM
37|1|119|266566|DB Locks|16.89|16.9|24-FEB-15 08.00.00.000000 AM
37|1|119|266568|Other|.05|.04|24-FEB-15 08.00.00.000000 AM
37|1|119|266567|DB Streams|0|0|24-FEB-15 08.00.00.000000 AM
37|1|118|266565|Parallel Query|0|0|24-FEB-15 10.00.00.000000 PM
37|1|118|266567|DB Streams|0|0|24-FEB-15 10.00.00.000000 PM
37|1|118|266564|Global Cache|42.44|42.41|24-FEB-15 10.00.00.000000 PM
37|1|118|266566|DB Locks|12.44|12.45|24-FEB-15 10.00.00.000000 PM
37|1|118|266568|Other|.05|.05|24-FEB-15 10.00.00.000000 PM
37|1|121|266566|DB Locks|16.42|16.43|25-FEB-15 08.00.00.000000 AM
37|1|121|266564|Global Cache|63.83|63.78|25-FEB-15 08.00.00.000000 AM
37|1|121|266565|Parallel Query|.11|.11|25-FEB-15 08.00.00.000000 AM
37|1|121|266568|Other|.05|.04|25-FEB-15 08.00.00.000000 AM
37|1|121|266567|DB Streams|0|0|25-FEB-15 08.00.00.000000 AM
37|1|120|266565|Parallel Query|.01|.01|25-FEB-15 10.00.00.000000 PM
37|1|120|266564|Global Cache|43.33|43.3|25-FEB-15 10.00.00.000000 PM
37|1|120|266568|Other|.04|.04|25-FEB-15 10.00.00.000000 PM
37|1|120|266566|DB Locks|11.81|11.83|25-FEB-15 10.00.00.000000 PM
37|1|120|266567|DB Streams|0|0|25-FEB-15 10.00.00.000000 PM
37|1|123|266568|Other|.05|.04|26-FEB-15 08.00.00.000000 AM
37|1|123|266566|DB Locks|15.96|15.98|26-FEB-15 08.00.00.000000 AM
37|1|123|266564|Global Cache|62.49|62.44|26-FEB-15 08.00.00.000000 AM
37|1|123|266565|Parallel Query|.12|.12|26-FEB-15 08.00.00.000000 AM
37|1|123|266567|DB Streams|0|0|26-FEB-15 08.00.00.000000 AM
37|1|125|266565|Parallel Query|.05|.05|27-FEB-15 08.00.00.000000 AM
37|1|125|266566|DB Locks|15.25|15.26|27-FEB-15 08.00.00.000000 AM
37|1|125|266568|Other|.05|.04|27-FEB-15 08.00.00.000000 AM
37|1|125|266567|DB Streams|0|0|27-FEB-15 08.00.00.000000 AM
37|1|125|266564|Global Cache|59.26|59.22|27-FEB-15 08.00.00.000000 AM
37|1|124|266565|Parallel Query|.01|.01|27-FEB-15 10.00.00.000000 PM
37|1|124|266564|Global Cache|16.61|16.6|27-FEB-15 10.00.00.000000 PM
37|1|124|266568|Other|.04|.04|27-FEB-15 10.00.00.000000 PM
37|1|124|266566|DB Locks|5.81|5.81|27-FEB-15 10.00.00.000000 PM
37|1|124|266567|DB Streams|0|0|27-FEB-15 10.00.00.000000 PM
37|1|126|266564|Global Cache|38.35|38.32|01-MAR-15 10.00.00.000000 PM
37|1|126|266565|Parallel Query|.01|.01|01-MAR-15 10.00.00.000000 PM
37|1|126|266566|DB Locks|11.56|11.58|01-MAR-15 10.00.00.000000 PM
37|1|126|266567|DB Streams|0|0|01-MAR-15 10.00.00.000000 PM
37|1|126|266568|Other|.04|.04|01-MAR-15 10.00.00.000000 PM
37|1|127|266565|Parallel Query|0|0|02-MAR-15 01.00.00.000000 AM
37|1|127|266564|Global Cache|46.85|46.81|02-MAR-15 01.00.00.000000 AM
37|1|127|266567|DB Streams|0|0|02-MAR-15 01.00.00.000000 AM
37|1|127|266568|Other|.04|.04|02-MAR-15 01.00.00.000000 AM
37|1|127|266566|DB Locks|13.05|13.07|02-MAR-15 01.00.00.000000 AM
37|1|128|266564|Global Cache|39.43|39.39|02-MAR-15 10.00.00.000000 PM
37|1|128|266565|Parallel Query|0|0|02-MAR-15 10.00.00.000000 PM
37|1|128|266566|DB Locks|11.5|11.51|02-MAR-15 10.00.00.000000 PM
37|1|128|266568|Other|.04|.04|02-MAR-15 10.00.00.000000 PM
37|1|128|266567|DB Streams|0|0|02-MAR-15 10.00.00.000000 PM
37|1|122|266564|Global Cache|39.61|39.58|26-FEB-15 10.00.00.000000 PM
37|1|122|266567|DB Streams|0|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266565|Parallel Query|.01|.01|26-FEB-15 10.00.00.000000 PM
37|1|122|266568|Other|.04|.04|26-FEB-15 10.00.00.000000 PM
37|1|122|266566|DB Locks|11.28|11.29|26-FEB-15 10.00.00.000000 PM
37|1|134|266568|Other|.05|.04|05-MAR-15 08.00.00.000000 AM
37|1|134|266566|DB Locks|16.05|16.06|05-MAR-15 08.00.00.000000 AM
37|1|134|266565|Parallel Query|.07|.07|05-MAR-15 08.00.00.000000 AM
37|1|134|266564|Global Cache|62.12|62.07|05-MAR-15 08.00.00.000000 AM
37|1|134|266567|DB Streams|0|0|05-MAR-15 08.00.00.000000 AM
37|1|137|266565|Parallel Query|0|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266566|DB Locks|10.68|10.69|08-MAR-15 10.00.00.000000 PM
37|1|137|266564|Global Cache|36.7|36.66|08-MAR-15 10.00.00.000000 PM
37|1|137|266567|DB Streams|0|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266568|Other|.04|.04|08-MAR-15 10.00.00.000000 PM
37|1|129|266564|Global Cache|36.82|36.78|03-MAR-15 10.00.00.000000 PM
37|1|129|266565|Parallel Query|0|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266568|Other|.04|.04|03-MAR-15 10.00.00.000000 PM
37|1|129|266567|DB Streams|0|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266566|DB Locks|11.35|11.36|03-MAR-15 10.00.00.000000 PM
37|1|132|266566|DB Locks|17.65|17.66|04-MAR-15 08.00.00.000000 AM
37|1|132|266565|Parallel Query|.14|.13|04-MAR-15 08.00.00.000000 AM
37|1|132|266568|Other|.05|.04|04-MAR-15 08.00.00.000000 AM
37|1|132|266567|DB Streams|0|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266564|Global Cache|71.69|71.65|04-MAR-15 08.00.00.000000 AM
37|1|131|266568|Other|.04|.04|04-MAR-15 10.00.00.000000 PM
37|1|131|266567|DB Streams|0|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266565|Parallel Query|.04|.04|04-MAR-15 10.00.00.000000 PM
37|1|131|266564|Global Cache|44.2|44.16|04-MAR-15 10.00.00.000000 PM
37|1|131|266566|DB Locks|11.98|11.99|04-MAR-15 10.00.00.000000 PM
37|1|133|266564|Global Cache|37.05|37.02|05-MAR-15 10.00.00.000000 PM
37|1|133|266568|Other|.04|.04|05-MAR-15 10.00.00.000000 PM
37|1|133|266566|DB Locks|10.58|10.58|05-MAR-15 10.00.00.000000 PM
