site_id|config_id|run_id|stat_id|stat_name|stat_get_req|stat_miss|stat_sleep|stat_pin_get|start_time
37|1|1|266764|KJC message pool free list|510452266|2232092|57157|2175625|03-OCT-14 08.00.00.000000 AM
37|1|1|266830|channel operations parent latch|17822570010|14851723|125005|14738039|03-OCT-14 08.00.00.000000 AM
37|1|1|266832|client/application info|149409011|17155|1899|15267|03-OCT-14 08.00.00.000000 AM
37|1|1|266879|ges resource hash list|565974852|1293017|246705|1051799|03-OCT-14 08.00.00.000000 AM
37|1|1|266882|ges timeout list|7186253|7122|331|6793|03-OCT-14 08.00.00.000000 AM
37|1|1|266895|io pool granule list|9670830|1779|23|1757|03-OCT-14 08.00.00.000000 AM
37|1|1|266973|redo writing|70347009|26350|586|25766|03-OCT-14 08.00.00.000000 AM
37|1|1|267006|space background task latch|37521495|6089078|645204|5444878|03-OCT-14 08.00.00.000000 AM
37|1|1|266871|ges caches resource lists|84682820|233623|8539|225201|03-OCT-14 08.00.00.000000 AM
37|1|1|266873|ges domain table|206274662|7083|57|7026|03-OCT-14 08.00.00.000000 AM
37|1|1|266874|ges enqueue table freelist|245306071|92049|1573|90481|03-OCT-14 08.00.00.000000 AM
37|1|1|266880|ges resource scan list|484234|132|10|122|03-OCT-14 08.00.00.000000 AM
37|1|1|266881|ges resource table freelist|9989065|4513|19|4494|03-OCT-14 08.00.00.000000 AM
37|1|1|266948|object queue header heap|182057644|453|284|176|03-OCT-14 08.00.00.000000 AM
37|1|1|266990|sequence cache|55114376|14076|150|13930|03-OCT-14 08.00.00.000000 AM
37|1|1|267160|gcs partitioned table hash|1257541183|2439903|7|2439866|03-OCT-14 08.00.00.000000 AM
37|1|1|266958|pesom_hash_node|10264961|2300|8|2292|03-OCT-14 08.00.00.000000 AM
37|1|1|266955|parameter table management|424172|18|2|16|03-OCT-14 08.00.00.000000 AM
37|1|1|266965|qmn task queue latch|4724|7|3|4|03-OCT-14 08.00.00.000000 AM
37|1|1|266742|FOB s.o list latch|16956562|5053131|13546|5040630|03-OCT-14 08.00.00.000000 AM
37|1|1|266774|Lsod array latch|222324|68|67|2|03-OCT-14 08.00.00.000000 AM
37|1|1|266803|SQL memory manager workarea list latch|228057127|5627|246|5382|03-OCT-14 08.00.00.000000 AM
37|1|1|266866|gcs resource hash|11679475397|5151243|105200|5049445|03-OCT-14 08.00.00.000000 AM
37|1|1|266915|ksv class latch|873484|492|90|402|03-OCT-14 08.00.00.000000 AM
37|1|1|266959|post/wait queue|117461473|308035|627|307421|03-OCT-14 08.00.00.000000 AM
37|1|1|266971|redo allocation|61811232|975048|55209|920262|03-OCT-14 08.00.00.000000 AM
37|1|1|267002|simulator hash latch|1610875278|23215|1020|22223|03-OCT-14 08.00.00.000000 AM
37|1|1|266896|io pool granule metadata list|3773694|32|6|26|03-OCT-14 08.00.00.000000 AM
37|1|1|266761|KFMD SGA|107120|39|4|35|03-OCT-14 08.00.00.000000 AM
37|1|1|266737|Consistent RBA|1916375|23|7|16|03-OCT-14 08.00.00.000000 AM
37|1|1|266732|ASM map operation hash table|2926785484|94781|2381|92437|03-OCT-14 08.00.00.000000 AM
37|1|1|266738|DML lock allocation|784952142|62236|511|61732|03-OCT-14 08.00.00.000000 AM
37|1|1|266822|cache buffer handles|104019890|426801|1214|425597|03-OCT-14 08.00.00.000000 AM
37|1|1|266823|cache buffers chains|41572195756|12939816|617981|12384321|03-OCT-14 08.00.00.000000 AM
37|1|1|266847|enqueue hash chains|505932990|1406913|35598|1371485|03-OCT-14 08.00.00.000000 AM
37|1|1|266865|gcs resource freelist|537512174|48667|1126|47592|03-OCT-14 08.00.00.000000 AM
37|1|1|266869|gcs shadows freelist|793402966|2511|42|2472|03-OCT-14 08.00.00.000000 AM
37|1|1|266907|kokc descriptor allocation latch|276433798|832549|20155|812709|03-OCT-14 08.00.00.000000 AM
37|1|1|266924|loader state object freelist|2685567|159|11|149|03-OCT-14 08.00.00.000000 AM
37|1|1|266937|messages|691436085|398227|6203|392384|03-OCT-14 08.00.00.000000 AM
37|1|1|266940|multiblock read objects|42990908|6383|300|6096|03-OCT-14 08.00.00.000000 AM
37|1|1|266951|parallel query alloc buffer|358774|34|3|31|03-OCT-14 08.00.00.000000 AM
37|1|1|266998|shared pool|244822152|101812|7861|94175|03-OCT-14 08.00.00.000000 AM
37|1|1|266749|JS Sh mem access|258822|248|206|43|03-OCT-14 08.00.00.000000 AM
37|1|1|266913|ksuosstats global area|5526|7|7|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266809|Write State Object Pool Parent Latch|5838959|253|17|236|03-OCT-14 08.00.00.000000 AM
37|1|1|266826|call allocation|1043429|2025|387|1685|03-OCT-14 08.00.00.000000 AM
37|1|1|266864|gcs remastering latch|174848624|937271|1588|935505|03-OCT-14 08.00.00.000000 AM
37|1|1|266876|ges process hash list|152019522|13323|11253|2078|03-OCT-14 08.00.00.000000 AM
37|1|1|266991|session allocation|54159400|1395|76|1319|03-OCT-14 08.00.00.000000 AM
37|1|1|266995|session switching|11288|4094|4349|638|03-OCT-14 08.00.00.000000 AM
37|1|1|266787|OS process allocation|47250|74|6|69|03-OCT-14 08.00.00.000000 AM
37|1|1|267018|transaction allocation|27413447|1635|18|1617|03-OCT-14 08.00.00.000000 AM
37|1|1|266731|ASM map operation freelist|159166|63|4|59|03-OCT-14 08.00.00.000000 AM
37|1|1|266792|Real-time plan statistics latch|95736|84|3|81|03-OCT-14 08.00.00.000000 AM
37|1|1|266957|pesom_free_list|1241562|18|1|17|03-OCT-14 08.00.00.000000 AM
37|1|1|266923|list of block allocation|163405|5|1|4|03-OCT-14 08.00.00.000000 AM
37|1|1|266743|File State Object Pool Parent Latch|1653086|53|6|47|03-OCT-14 08.00.00.000000 AM
37|1|1|266814|active checkpoint queue latch|12041883|46107|488|45621|03-OCT-14 08.00.00.000000 AM
37|1|1|266824|cache buffers lru chain|402870247|950098|41559|909059|03-OCT-14 08.00.00.000000 AM
37|1|1|266831|checkpoint queue latch|648109603|20483|617|19869|03-OCT-14 08.00.00.000000 AM
37|1|1|266917|ksxp shared latch|3473|74|4|70|03-OCT-14 08.00.00.000000 AM
37|1|1|266936|message pool operations parent latch|578319589|3755044|42569|3717348|03-OCT-14 08.00.00.000000 AM
37|1|1|266938|mostly latch-free SCN|19374853|1322460|2897|1319643|03-OCT-14 08.00.00.000000 AM
37|1|1|267005|sort extent pool|847476|168|4|164|03-OCT-14 08.00.00.000000 AM
37|1|1|267025|undo global data|227001521|21314|443|20885|03-OCT-14 08.00.00.000000 AM
37|1|1|266980|resmgr:free threads list|38330|55|4|51|03-OCT-14 08.00.00.000000 AM
37|1|1|266726|ASM Keyed state latch|3126|63|4|59|03-OCT-14 08.00.00.000000 AM
37|1|1|266867|gcs resource scan list|10837|1|2|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266794|Result Cache: MB Latch|191314296|13565|516|13079|03-OCT-14 08.00.00.000000 AM
37|1|1|266815|active service list|3763720|5756|1506|4268|03-OCT-14 08.00.00.000000 AM
37|1|1|266857|gc element|6784280364|21038802|780680|20278920|03-OCT-14 08.00.00.000000 AM
37|1|1|266861|gcs opaque info freelist|-3351587714|1549772|4845|1545146|03-OCT-14 08.00.00.000000 AM
37|1|1|266863|gcs remaster request queue|2430784|77|5|72|03-OCT-14 08.00.00.000000 AM
37|1|1|266870|ges DFS wait callback info|8399|5|4|1|03-OCT-14 08.00.00.000000 AM
37|1|1|266877|ges process parent latch|588787935|135484|9201|126679|03-OCT-14 08.00.00.000000 AM
37|1|1|266992|session idle bit|627219822|23968|2456|21532|03-OCT-14 08.00.00.000000 AM
37|1|1|266755|JS queue state obj latch|2776548|19|1|18|03-OCT-14 08.00.00.000000 AM
37|1|1|266945|name-service request queue|626717|1|1|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266765|KJCT flow control latch|5942192252|2040763|24400|2017172|03-OCT-14 08.00.00.000000 AM
37|1|1|266773|Locator state objects pool parent latch|28440|5|1|4|03-OCT-14 08.00.00.000000 AM
37|1|1|266818|archive process latch|16521|86|77|9|03-OCT-14 08.00.00.000000 AM
37|1|1|266875|ges group table|213938331|58810|397|58413|03-OCT-14 08.00.00.000000 AM
37|1|1|266920|ktm global data|2498863|375|10|365|03-OCT-14 08.00.00.000000 AM
37|1|1|266949|object queue header operation|9072697182|14048338|301104|13773211|03-OCT-14 08.00.00.000000 AM
37|1|1|266950|object stats modification|141858905|46009|1562|44462|03-OCT-14 08.00.00.000000 AM
37|1|1|266986|row cache objects|-462415810|64147134|1074749|63089675|03-OCT-14 08.00.00.000000 AM
37|1|1|266925|lob segment dispenser latch|119809|2|1|1|03-OCT-14 08.00.00.000000 AM
37|1|1|266919|ksz_so allocation latch|4648|132|15|118|03-OCT-14 08.00.00.000000 AM
37|1|1|266922|lgwr LWN SCN|3069182|5664|4|5660|03-OCT-14 08.00.00.000000 AM
37|1|2|266738|DML lock allocation|835051606|105636|890|104780|06-OCT-14 08.00.00.000000 AM
37|1|2|266742|FOB s.o list latch|18762607|4585099|9767|4576955|06-OCT-14 08.00.00.000000 AM
37|1|2|266749|JS Sh mem access|291571|251|195|56|06-OCT-14 08.00.00.000000 AM
37|1|2|266815|active service list|3751953|5173|1210|3972|06-OCT-14 08.00.00.000000 AM
37|1|2|266863|gcs remaster request queue|2462667|73|7|66|06-OCT-14 08.00.00.000000 AM
37|1|2|266875|ges group table|271302788|101221|716|100537|06-OCT-14 08.00.00.000000 AM
37|1|2|266907|kokc descriptor allocation latch|347585481|1727880|41523|1689140|06-OCT-14 08.00.00.000000 AM
37|1|2|266915|ksv class latch|858616|567|107|460|06-OCT-14 08.00.00.000000 AM
37|1|2|266950|object stats modification|208702865|97321|3878|93529|06-OCT-14 08.00.00.000000 AM
37|1|2|267002|simulator hash latch|2066245460|39638|1829|37857|06-OCT-14 08.00.00.000000 AM
37|1|2|267025|undo global data|308025578|65332|1631|63898|06-OCT-14 08.00.00.000000 AM
37|1|2|266923|list of block allocation|1283046|62|7|55|06-OCT-14 08.00.00.000000 AM
37|1|2|266819|begin backup scn array|193042|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266731|ASM map operation freelist|102414|113|5|108|06-OCT-14 08.00.00.000000 AM
37|1|2|266834|corrupted undo seg latch|1284440|92|1|91|06-OCT-14 08.00.00.000000 AM
37|1|2|266861|gcs opaque info freelist|1157240560|2141101|7075|2134293|06-OCT-14 08.00.00.000000 AM
37|1|2|266864|gcs remastering latch|190394543|1256344|2043|1254042|06-OCT-14 08.00.00.000000 AM
37|1|2|266882|ges timeout list|4910952|4819|245|4577|06-OCT-14 08.00.00.000000 AM
37|1|2|266945|name-service request queue|1453178|11|12|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266957|pesom_free_list|31419083|3029|17|3013|06-OCT-14 08.00.00.000000 AM
37|1|2|266973|redo writing|83262127|23250|1090|22166|06-OCT-14 08.00.00.000000 AM
37|1|2|266991|session allocation|71461889|2547|151|2397|06-OCT-14 08.00.00.000000 AM
37|1|2|266992|session idle bit|798979510|43502|4929|38644|06-OCT-14 08.00.00.000000 AM
37|1|2|267005|sort extent pool|2149827|273|12|262|06-OCT-14 08.00.00.000000 AM
37|1|2|266952|parallel query stats|5571|6|1|5|06-OCT-14 08.00.00.000000 AM
37|1|2|266764|KJC message pool free list|621289366|3280123|108393|3173656|06-OCT-14 08.00.00.000000 AM
37|1|2|266794|Result Cache: MB Latch|256750962|22163|848|21372|06-OCT-14 08.00.00.000000 AM
37|1|2|266814|active checkpoint queue latch|13703911|35267|579|34689|06-OCT-14 08.00.00.000000 AM
37|1|2|266865|gcs resource freelist|670751735|78141|1626|76592|06-OCT-14 08.00.00.000000 AM
37|1|2|266877|ges process parent latch|704833963|142284|10723|131951|06-OCT-14 08.00.00.000000 AM
37|1|2|266937|messages|802678946|519442|8912|511136|06-OCT-14 08.00.00.000000 AM
37|1|2|266998|shared pool|297776029|166347|15014|152093|06-OCT-14 08.00.00.000000 AM
37|1|2|266967|query server process|4355|2|2|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266872|ges deadlock list|99660|2|2|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266913|ksuosstats global area|939|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266818|archive process latch|16862|107|95|12|06-OCT-14 08.00.00.000000 AM
37|1|2|266831|checkpoint queue latch|790138783|28881|991|27906|06-OCT-14 08.00.00.000000 AM
37|1|2|266866|gcs resource hash|13487666584|7467968|184964|7289866|06-OCT-14 08.00.00.000000 AM
37|1|2|266871|ges caches resource lists|95422342|315893|9828|306233|06-OCT-14 08.00.00.000000 AM
37|1|2|266880|ges resource scan list|434917|166|10|157|06-OCT-14 08.00.00.000000 AM
37|1|2|266896|io pool granule metadata list|2711646|27|3|24|06-OCT-14 08.00.00.000000 AM
37|1|2|266922|lgwr LWN SCN|12913624|23304|33|23271|06-OCT-14 08.00.00.000000 AM
37|1|2|266949|object queue header operation|10576916375|20875284|487280|20430395|06-OCT-14 08.00.00.000000 AM
37|1|2|266959|post/wait queue|143406473|310386|711|309691|06-OCT-14 08.00.00.000000 AM
37|1|2|266986|row cache objects|-15134275667|127088543|1903028|125231565|06-OCT-14 08.00.00.000000 AM
37|1|2|266843|dummy allocation|412167|60|9|51|06-OCT-14 08.00.00.000000 AM
37|1|2|266963|process queue reference|4371834|14|1|13|06-OCT-14 08.00.00.000000 AM
37|1|2|266920|ktm global data|2728845|318|7|311|06-OCT-14 08.00.00.000000 AM
37|1|2|266867|gcs resource scan list|10875|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266732|ASM map operation hash table|3711636265|125475|4783|120786|06-OCT-14 08.00.00.000000 AM
37|1|2|266824|cache buffers lru chain|536831568|1635682|76623|1560272|06-OCT-14 08.00.00.000000 AM
37|1|2|266826|call allocation|1015009|2180|425|1795|06-OCT-14 08.00.00.000000 AM
37|1|2|266832|client/application info|186937317|28110|3109|25036|06-OCT-14 08.00.00.000000 AM
37|1|2|266847|enqueue hash chains|634816471|2805305|70962|2736777|06-OCT-14 08.00.00.000000 AM
37|1|2|266857|gc element|8497538376|31945220|1300206|30682716|06-OCT-14 08.00.00.000000 AM
37|1|2|266869|gcs shadows freelist|914922207|4754|64|4692|06-OCT-14 08.00.00.000000 AM
37|1|2|266879|ges resource hash list|665016157|2168532|332779|1855366|06-OCT-14 08.00.00.000000 AM
37|1|2|266936|message pool operations parent latch|774544514|5848318|73617|5783935|06-OCT-14 08.00.00.000000 AM
37|1|2|266958|pesom_hash_node|96569150|250485|500|249999|06-OCT-14 08.00.00.000000 AM
37|1|2|267006|space background task latch|54629543|7341568|1449356|5894612|06-OCT-14 08.00.00.000000 AM
37|1|2|266955|parameter table management|674812|72|16|56|06-OCT-14 08.00.00.000000 AM
37|1|2|266994|session state list latch|12365|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266761|KFMD SGA|189380|174|5|169|06-OCT-14 08.00.00.000000 AM
37|1|2|266925|lob segment dispenser latch|162296|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266803|SQL memory manager workarea list latch|316063443|11705|496|11222|06-OCT-14 08.00.00.000000 AM
37|1|2|266823|cache buffers chains|38572182371|11125858|924624|10267913|06-OCT-14 08.00.00.000000 AM
37|1|2|266830|channel operations parent latch|12463503720|23905272|211021|23713924|06-OCT-14 08.00.00.000000 AM
37|1|2|266874|ges enqueue table freelist|304114571|156764|2946|153904|06-OCT-14 08.00.00.000000 AM
37|1|2|266919|ksz_so allocation latch|4061|82|2|80|06-OCT-14 08.00.00.000000 AM
37|1|2|266938|mostly latch-free SCN|22928384|1830199|7577|1822821|06-OCT-14 08.00.00.000000 AM
37|1|2|266940|multiblock read objects|54814879|11595|601|11020|06-OCT-14 08.00.00.000000 AM
37|1|2|266951|parallel query alloc buffer|87863|26|1|25|06-OCT-14 08.00.00.000000 AM
37|1|2|266995|session switching|11861|3635|3878|664|06-OCT-14 08.00.00.000000 AM
37|1|2|267018|transaction allocation|28964640|4400|29|4371|06-OCT-14 08.00.00.000000 AM
37|1|2|267160|gcs partitioned table hash|-283226008|1685558|8|1685533|06-OCT-14 08.00.00.000000 AM
37|1|2|266965|qmn task queue latch|1345|29|11|18|06-OCT-14 08.00.00.000000 AM
37|1|2|266737|Consistent RBA|6910325|80|14|66|06-OCT-14 08.00.00.000000 AM
37|1|2|266809|Write State Object Pool Parent Latch|10014731|586|31|555|06-OCT-14 08.00.00.000000 AM
37|1|2|266895|io pool granule list|12531127|2937|53|2884|06-OCT-14 08.00.00.000000 AM
37|1|2|266917|ksxp shared latch|1705|28|3|26|06-OCT-14 08.00.00.000000 AM
37|1|2|266924|loader state object freelist|2741403|151|12|140|06-OCT-14 08.00.00.000000 AM
37|1|2|266948|object queue header heap|247904425|960|614|360|06-OCT-14 08.00.00.000000 AM
37|1|2|266870|ges DFS wait callback info|11779|9|8|1|06-OCT-14 08.00.00.000000 AM
37|1|2|266726|ASM Keyed state latch|4513|94|3|91|06-OCT-14 08.00.00.000000 AM
37|1|2|266743|File State Object Pool Parent Latch|539826|33|4|29|06-OCT-14 08.00.00.000000 AM
37|1|2|266765|KJCT flow control latch|7281229690|2790068|40666|2750932|06-OCT-14 08.00.00.000000 AM
37|1|2|266774|Lsod array latch|225050|51|54|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266822|cache buffer handles|139545511|630206|1604|628622|06-OCT-14 08.00.00.000000 AM
37|1|2|266873|ges domain table|264184708|11021|82|10943|06-OCT-14 08.00.00.000000 AM
37|1|2|266876|ges process hash list|123264906|12457|9941|2523|06-OCT-14 08.00.00.000000 AM
37|1|2|266881|ges resource table freelist|10555439|4987|16|4971|06-OCT-14 08.00.00.000000 AM
37|1|2|266960|process allocation|208961|73|6|67|06-OCT-14 08.00.00.000000 AM
37|1|2|266966|query server freelists|26577|4|1|3|06-OCT-14 08.00.00.000000 AM
37|1|2|266971|redo allocation|72980715|1329695|78169|1252560|06-OCT-14 08.00.00.000000 AM
37|1|2|266990|sequence cache|83049627|29068|341|28735|06-OCT-14 08.00.00.000000 AM
37|1|2|266977|resmgr:active threads|201977|1|1|0|06-OCT-14 08.00.00.000000 AM
37|1|5|266925|lob segment dispenser latch|196389|13|1|12|09-OCT-14 08.00.00.000000 AM
37|1|5|266819|begin backup scn array|154992|4|1|3|09-OCT-14 08.00.00.000000 AM
37|1|5|266764|KJC message pool free list|571826571|2781244|85233|2697339|09-OCT-14 08.00.00.000000 AM
37|1|5|266794|Result Cache: MB Latch|232002954|18893|691|18254|09-OCT-14 08.00.00.000000 AM
37|1|5|266814|active checkpoint queue latch|13373919|35605|622|34985|09-OCT-14 08.00.00.000000 AM
37|1|5|266824|cache buffers lru chain|506581440|1479092|67896|1412102|09-OCT-14 08.00.00.000000 AM
37|1|5|266826|call allocation|953636|2280|414|1924|09-OCT-14 08.00.00.000000 AM
37|1|5|266869|gcs shadows freelist|844964503|2540|37|2503|09-OCT-14 08.00.00.000000 AM
37|1|5|266877|ges process parent latch|673216098|145314|10608|135102|09-OCT-14 08.00.00.000000 AM
37|1|5|266922|lgwr LWN SCN|8503733|13848|27|13821|09-OCT-14 08.00.00.000000 AM
37|1|5|266924|loader state object freelist|3783443|216|18|198|09-OCT-14 08.00.00.000000 AM
37|1|5|266938|mostly latch-free SCN|21353170|1599522|5497|1594160|09-OCT-14 08.00.00.000000 AM
37|1|5|266948|object queue header heap|229691690|828|517|323|09-OCT-14 08.00.00.000000 AM
37|1|5|267002|simulator hash latch|2076696521|39256|1718|37593|09-OCT-14 08.00.00.000000 AM
37|1|5|267005|sort extent pool|1393825|218|10|208|09-OCT-14 08.00.00.000000 AM
37|1|5|266792|Real-time plan statistics latch|46967|6|2|4|09-OCT-14 08.00.00.000000 AM
37|1|5|266773|Locator state objects pool parent latch|126318|31|3|28|09-OCT-14 08.00.00.000000 AM
37|1|5|266823|cache buffers chains|60001826093|9706705|480629|9236712|09-OCT-14 08.00.00.000000 AM
37|1|5|266830|channel operations parent latch|19954126958|20337437|177145|20176342|09-OCT-14 08.00.00.000000 AM
37|1|5|266882|ges timeout list|5322616|5290|278|5015|09-OCT-14 08.00.00.000000 AM
37|1|5|266895|io pool granule list|12151217|2811|38|2773|09-OCT-14 08.00.00.000000 AM
37|1|5|266936|message pool operations parent latch|699736691|5071298|61395|5017141|09-OCT-14 08.00.00.000000 AM
37|1|5|266937|messages|-3529770430|469175|8253|461412|09-OCT-14 08.00.00.000000 AM
37|1|5|266880|ges resource scan list|275722|74|7|68|09-OCT-14 08.00.00.000000 AM
37|1|5|266788|OS process: request allocation|2735|36|4|32|09-OCT-14 08.00.00.000000 AM
37|1|5|266818|archive process latch|16871|102|89|13|09-OCT-14 08.00.00.000000 AM
37|1|5|266822|cache buffer handles|132961546|590047|1573|588489|09-OCT-14 08.00.00.000000 AM
37|1|5|266857|gc element|-13684559270|27225128|1087190|26168714|09-OCT-14 08.00.00.000000 AM
37|1|5|266864|gcs remastering latch|191594164|1204976|2003|1202739|09-OCT-14 08.00.00.000000 AM
37|1|5|266866|gcs resource hash|8862900970|6671107|154116|6522495|09-OCT-14 08.00.00.000000 AM
37|1|5|266875|ges group table|256600288|86241|594|85647|09-OCT-14 08.00.00.000000 AM
37|1|5|266949|object queue header operation|10223331341|18851095|424268|18464630|09-OCT-14 08.00.00.000000 AM
37|1|5|266986|row cache objects|-7359913214|103815919|1708479|102140338|09-OCT-14 08.00.00.000000 AM
37|1|5|266998|shared pool|283063344|141805|12684|129465|09-OCT-14 08.00.00.000000 AM
37|1|5|267160|gcs partitioned table hash|1290292559|2669526|14|2669493|09-OCT-14 08.00.00.000000 AM
37|1|5|266919|ksz_so allocation latch|4119|72|5|67|09-OCT-14 08.00.00.000000 AM
37|1|5|266960|process allocation|68857|29|4|25|09-OCT-14 08.00.00.000000 AM
37|1|5|266945|name-service request queue|1228940|2|2|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266732|ASM map operation hash table|3500142873|114619|3936|110748|09-OCT-14 08.00.00.000000 AM
37|1|5|266738|DML lock allocation|827210078|82490|653|81840|09-OCT-14 08.00.00.000000 AM
37|1|5|266852|file cache latch|2656321|10|4|6|09-OCT-14 08.00.00.000000 AM
37|1|5|266865|gcs resource freelist|625698276|69112|1509|67669|09-OCT-14 08.00.00.000000 AM
37|1|5|266876|ges process hash list|117818398|8375|6824|1553|09-OCT-14 08.00.00.000000 AM
37|1|5|266915|ksv class latch|875470|552|124|428|09-OCT-14 08.00.00.000000 AM
37|1|5|266950|object stats modification|187348453|79530|3156|76440|09-OCT-14 08.00.00.000000 AM
37|1|5|267025|undo global data|177269349|19672|400|19282|09-OCT-14 08.00.00.000000 AM
37|1|5|266881|ges resource table freelist|8664174|4364|20|4344|09-OCT-14 08.00.00.000000 AM
37|1|5|266896|io pool granule metadata list|4627299|46|6|40|09-OCT-14 08.00.00.000000 AM
37|1|5|266731|ASM map operation freelist|33284|52|2|50|09-OCT-14 08.00.00.000000 AM
37|1|5|266749|JS Sh mem access|295916|299|235|65|09-OCT-14 08.00.00.000000 AM
37|1|5|266980|resmgr:free threads list|402971|95|5|90|09-OCT-14 08.00.00.000000 AM
37|1|5|266733|ASM network background latch|1363262|2|1|1|09-OCT-14 08.00.00.000000 AM
37|1|5|266923|list of block allocation|1174343|59|6|53|09-OCT-14 08.00.00.000000 AM
37|1|5|266737|Consistent RBA|8635625|95|32|63|09-OCT-14 08.00.00.000000 AM
37|1|5|266803|SQL memory manager workarea list latch|323570854|12242|508|11740|09-OCT-14 08.00.00.000000 AM
37|1|5|266815|active service list|3594372|5721|1458|4274|09-OCT-14 08.00.00.000000 AM
37|1|5|266871|ges caches resource lists|93114689|283954|9109|275008|09-OCT-14 08.00.00.000000 AM
37|1|5|266991|session allocation|69171566|2258|130|2130|09-OCT-14 08.00.00.000000 AM
37|1|5|266995|session switching|10887|3853|4149|606|09-OCT-14 08.00.00.000000 AM
37|1|5|267006|space background task latch|45767193|6927963|1160004|5771084|09-OCT-14 08.00.00.000000 AM
37|1|5|266787|OS process allocation|47319|50|4|46|09-OCT-14 08.00.00.000000 AM
37|1|5|266920|ktm global data|5228410|1051|15|1036|09-OCT-14 08.00.00.000000 AM
37|1|5|266967|query server process|1313|1|1|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266965|qmn task queue latch|1121|1|1|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266952|parallel query stats|3416|16|1|15|09-OCT-14 08.00.00.000000 AM
37|1|5|266742|FOB s.o list latch|16270511|4602903|9184|4594382|09-OCT-14 08.00.00.000000 AM
37|1|5|266873|ges domain table|234484952|9852|78|9775|09-OCT-14 08.00.00.000000 AM
37|1|5|266874|ges enqueue table freelist|287321921|148412|2132|146289|09-OCT-14 08.00.00.000000 AM
37|1|5|266951|parallel query alloc buffer|207642|18|2|16|09-OCT-14 08.00.00.000000 AM
37|1|5|266990|sequence cache|76222356|27082|376|26708|09-OCT-14 08.00.00.000000 AM
37|1|5|267018|transaction allocation|34519610|835|20|815|09-OCT-14 08.00.00.000000 AM
37|1|5|266870|ges DFS wait callback info|14183|8|8|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266761|KFMD SGA|21336|3|1|2|09-OCT-14 08.00.00.000000 AM
37|1|5|266867|gcs resource scan list|6171|1|1|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266774|Lsod array latch|215775|68|68|2|09-OCT-14 08.00.00.000000 AM
37|1|5|266809|Write State Object Pool Parent Latch|10628375|575|39|538|09-OCT-14 08.00.00.000000 AM
37|1|5|266832|client/application info|182989997|26423|2980|23466|09-OCT-14 08.00.00.000000 AM
37|1|5|266847|enqueue hash chains|599564997|2054172|50438|2004049|09-OCT-14 08.00.00.000000 AM
37|1|5|266863|gcs remaster request queue|2260672|33|4|29|09-OCT-14 08.00.00.000000 AM
37|1|5|266907|kokc descriptor allocation latch|325673585|1204054|27834|1176803|09-OCT-14 08.00.00.000000 AM
37|1|5|266940|multiblock read objects|51878162|9794|466|9349|09-OCT-14 08.00.00.000000 AM
37|1|5|266973|redo writing|78842872|23101|941|22165|09-OCT-14 08.00.00.000000 AM
37|1|5|266992|session idle bit|766256805|39541|4385|35215|09-OCT-14 08.00.00.000000 AM
37|1|5|266955|parameter table management|230828|15|4|11|09-OCT-14 08.00.00.000000 AM
37|1|5|266957|pesom_free_list|5166032|174|3|171|09-OCT-14 08.00.00.000000 AM
37|1|5|266913|ksuosstats global area|916|2|2|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266765|KJCT flow control latch|6723245828|2446167|33637|2413779|09-OCT-14 08.00.00.000000 AM
37|1|5|266831|checkpoint queue latch|770100401|27115|897|26225|09-OCT-14 08.00.00.000000 AM
37|1|5|266861|gcs opaque info freelist|1063775085|1924798|6148|1918897|09-OCT-14 08.00.00.000000 AM
37|1|5|266879|ges resource hash list|632817402|1434845|245402|1195874|09-OCT-14 08.00.00.000000 AM
37|1|5|266959|post/wait queue|127180979|279747|709|279054|09-OCT-14 08.00.00.000000 AM
37|1|5|266971|redo allocation|68679042|1239732|70944|1169529|09-OCT-14 08.00.00.000000 AM
37|1|5|266743|File State Object Pool Parent Latch|1909946|90|7|83|09-OCT-14 08.00.00.000000 AM
37|1|5|266917|ksxp shared latch|2666|57|3|54|09-OCT-14 08.00.00.000000 AM
37|1|5|266958|pesom_hash_node|18717974|8790|21|8769|09-OCT-14 08.00.00.000000 AM
37|1|7|266764|KJC message pool free list|-7981224403|3130941|101747|3030811|13-OCT-14 08.00.00.000000 AM
37|1|7|266792|Real-time plan statistics latch|46696|2|1|1|13-OCT-14 08.00.00.000000 AM
