site_id|config_id|run_id|stat_id|stat_name|stat_read_data|stat_req_per_sec_r|stat_data_per_sec_r|stat_write_data|stat_req_per_sec_w|stat_data_per_sec_w|stat_sm_rd|stat_lg_rd|start_time
37|1|109|266305|Data File|141743125000|7925.51|20207393.75|3588125000|544.97|510918.75|8.14|493.483|18-FEB-15 10.00.00.000000 PM
37|1|109|266309|Control File|694375000|24.32|98956.25|50756250|2.24|7168.75|.22|6.334|18-FEB-15 10.00.00.000000 PM
37|1|109|266306|Log File|1119375000|1.88|159418.75|2223750000|535.17|316625|3.4|19.046|18-FEB-15 10.00.00.000000 PM
37|1|109|283087|Data File Incremental Backup|2300000|.4|300|0|0|0|.33||18-FEB-15 10.00.00.000000 PM
37|1|109|266308|Temp File|29768750|3.37|4137.5|843125000|16|119962.5|.27|10.868|18-FEB-15 10.00.00.000000 PM
37|1|113|266309|Control File|577500000|23.33|82225|22987500|2.04|3200|.29|5.284|20-FEB-15 10.00.00.000000 PM
37|1|113|266310|TOTAL|262068750000|4563.3|37686893.75|5193750000|817.76|739131.25|4.9|229.528|20-FEB-15 10.00.00.000000 PM
37|1|113|278731|Data File Copy|490000000000|179.62|71501266.67|0|0|0|794.21|2.51|20-FEB-15 10.00.00.000000 PM
37|1|113|266308|Temp File|9356250|.95|1306.25|250625000|5.03|35706.25|.33|3.727|20-FEB-15 10.00.00.000000 PM
37|1|113|266307|Archive Log|0|0|0|735625000|1.05|104475|||20-FEB-15 10.00.00.000000 PM
37|1|113|266305|Data File|168564375000|4504.27|24110812.5|2705000000|418.25|385100|4.9|292.982|20-FEB-15 10.00.00.000000 PM
37|1|113|266306|Log File|735625000|1.08|104481.25|1480000000|391.4|210656.25|3.82|17.547|20-FEB-15 10.00.00.000000 PM
37|1|126|266306|Log File|1082500000|1.55|154018.75|2215625000|557.71|315137.5|3.37|18.513|01-MAR-15 10.00.00.000000 PM
37|1|126|266305|Data File|132879375000|8642.14|19050887.5|3485625000|532.09|495650|4.41|397.22|01-MAR-15 10.00.00.000000 PM
37|1|127|266308|Temp File|38831250|4.28|5387.5|798750000|16.28|113862.5|.65|74.535|02-MAR-15 01.00.00.000000 AM
37|1|127|266310|TOTAL|101281875000|9079.85|14540100|8637500000|1250.44|1230343.75|4.67|398.99|02-MAR-15 01.00.00.000000 AM
37|1|127|266305|Data File|99856250000|9059.29|14321662.5|3957500000|589.3|563812.5|4.68|410.432|02-MAR-15 01.00.00.000000 AM
37|1|127|266306|Log File|1305000000|2.07|186012.5|2551875000|640.87|363481.25|2.84|18.723|02-MAR-15 01.00.00.000000 AM
37|1|127|266307|Archive Log|0|0|0|1305000000|1.86|185868.75|||02-MAR-15 01.00.00.000000 AM
37|1|127|266309|Control File|188750000|14.22|27031.25|24006250|2.14|3337.5|.26|7.058|02-MAR-15 01.00.00.000000 AM
37|1|128|266310|TOTAL|151214375000|8446.23|21828237.5|8642500000|1121.96|1229443.75|4.61|421.779|02-MAR-15 10.00.00.000000 PM
37|1|128|266305|Data File|148737500000|8417.67|21433006.25|3618750000|531.9|514725|4.62|437.346|02-MAR-15 10.00.00.000000 PM
37|1|128|266307|Archive Log|11312500|.19|1575|1363750000|1.94|194012.5|11.33|130.39|02-MAR-15 10.00.00.000000 PM
37|1|128|268724|Other|0|0|0|0|0|0|1.62||02-MAR-15 10.00.00.000000 PM
37|1|128|266308|Temp File|44706250|4.15|6237.5|878750000|16.98|124906.25|.64|4.868|02-MAR-15 10.00.00.000000 PM
37|1|128|266306|Log File|1498125000|2.25|213287.5|2731250000|568.78|388443.75|3.16|18.839|02-MAR-15 10.00.00.000000 PM
37|1|128|283087|Data File Incremental Backup|3400000|.6|500|0|0|0|1.33||02-MAR-15 10.00.00.000000 PM
37|1|128|266309|Control File|1303750000|21.93|185431.25|52443750|2.36|7343.75|.26|6.256|02-MAR-15 10.00.00.000000 PM
37|1|119|266310|TOTAL|91628125000|10791.5|13044756.25|11674375000|1723.69|1657700|4.51|343.414|24-FEB-15 08.00.00.000000 AM
37|1|119|266305|Data File|89669375000|10762.4|12748181.25|5499375000|862.67|780756.25|4.53|354.502|24-FEB-15 08.00.00.000000 AM
37|1|119|266306|Log File|1794375000|2.9|254781.25|3601250000|839.11|511293.75|3.44|19.998|24-FEB-15 08.00.00.000000 AM
37|1|119|266308|Temp File|37287500|5.87|5162.5|761875000|17.28|108018.75|.33|10.03|24-FEB-15 08.00.00.000000 AM
37|1|119|266309|Control File|258125000|20.32|36625|23587500|2.09|3275|.32|8.5|24-FEB-15 08.00.00.000000 AM
37|1|119|266307|Archive Log|0|0|0|1790625000|2.54|254337.5|||24-FEB-15 08.00.00.000000 AM
37|1|118|266308|Temp File|31381250|3.27|4437.5|816250000|15.46|116068.75|.37|56.028|24-FEB-15 10.00.00.000000 PM
37|1|118|266306|Log File|1358750000|2.16|193525|2610000000|730.73|371556.25|2.79|18.803|24-FEB-15 10.00.00.000000 PM
37|1|118|266307|Archive Log|62500|.18|6.25|1294375000|1.84|184275|11.65||24-FEB-15 10.00.00.000000 PM
37|1|118|266310|TOTAL|163890000000|8994.35|23494143.75|8494375000|1318|1209200|5.79|513.548|24-FEB-15 10.00.00.000000 PM
37|1|118|266309|Control File|1358750000|21.44|193462.5|52425000|2.37|7375|.26|6.561|24-FEB-15 10.00.00.000000 PM
37|1|118|266305|Data File|160941250000|8967.28|23119143.75|3723750000|567.6|529931.25|5.81|537.21|24-FEB-15 10.00.00.000000 PM
37|1|118|268724|Other|0|0|0|0|0|0|0||24-FEB-15 10.00.00.000000 PM
37|1|118|283087|Data File Incremental Backup|2300000|.41|300|0|0|0|.32||24-FEB-15 10.00.00.000000 PM
37|1|121|266310|TOTAL|87563125000|9496.07|12519700|11255625000|1649.43|1600075|3.69|294.841|25-FEB-15 08.00.00.000000 AM
37|1|121|266308|Temp File|33175000|5.17|4612.5|696250000|15.39|98981.25|.35|7.26|25-FEB-15 08.00.00.000000 AM
37|1|121|266306|Log File|1758125000|2.81|249981.25|3483750000|822.99|495237.5|2.97|19.73|25-FEB-15 08.00.00.000000 AM
37|1|121|266305|Data File|85721250000|9473.93|12238062.5|5296250000|806.39|752818.75|3.7|303.431|25-FEB-15 08.00.00.000000 AM
37|1|121|266307|Archive Log|0|0|0|1756875000|2.5|249637.5|||25-FEB-15 08.00.00.000000 AM
37|1|121|266309|Control File|190000000|14.16|27037.5|24425000|2.17|3387.5|.35|8.258|25-FEB-15 08.00.00.000000 AM
37|1|120|266310|TOTAL|113970625000|7892.7|16482931.25|8115000000|1158.6|1154475|5.69|456.111|25-FEB-15 10.00.00.000000 PM
37|1|120|268724|Other|0|0|0|0|0|0|25.77||25-FEB-15 10.00.00.000000 PM
37|1|120|266305|Data File|107426250000|7864.3|15476350|3896875000|596.06|554512.5|5.7|447.506|25-FEB-15 10.00.00.000000 PM
37|1|120|266307|Archive Log|4794375000|1.87|681956.25|1135000000|1.62|161562.5|82.6|1401.3|25-FEB-15 10.00.00.000000 PM
37|1|120|266308|Temp File|33512500|4.04|4650|802500000|15.81|114181.25|.25|5.258|25-FEB-15 10.00.00.000000 PM
37|1|120|266309|Control File|1078750000|20.76|153506.25|51056250|2.31|7262.5|.22|19.478|25-FEB-15 10.00.00.000000 PM
37|1|120|266306|Log File|1169375000|1.7|166425|2229375000|542.8|316943.75|3.83|18.506|25-FEB-15 10.00.00.000000 PM
37|1|120|283087|Data File Incremental Backup|2600000|.47|400|0|0|0|3.07||25-FEB-15 10.00.00.000000 PM
37|1|123|266305|Data File|128610625000|9443.93|18239725|5348750000|827.15|760731.25|4.46|404.112|26-FEB-15 08.00.00.000000 AM
37|1|123|266306|Log File|1748750000|2.73|248512.5|3421875000|801.4|486806.25|3.12|20.203|26-FEB-15 08.00.00.000000 AM
37|1|123|266307|Archive Log|0|0|0|1745625000|2.48|248262.5|||26-FEB-15 08.00.00.000000 AM
37|1|123|266309|Control File|241250000|18.84|34393.75|24187500|2.15|3356.25|.28|8.284|26-FEB-15 08.00.00.000000 AM
37|1|123|266310|TOTAL|130503750000|9470.63|18508987.5|11200625000|1648.16|1592912.5|4.45|392.531|26-FEB-15 08.00.00.000000 AM
37|1|123|266308|Temp File|33656250|5.13|4675|659375000|14.98|93762.5|.36|5.19|26-FEB-15 08.00.00.000000 AM
37|1|125|266310|TOTAL|93152500000|9084.08|13384306.25|10261875000|1561.1|1459250|4.14|329.028|27-FEB-15 08.00.00.000000 AM
37|1|125|266307|Archive Log|0|0|0|1558125000|2.22|221606.25|||27-FEB-15 08.00.00.000000 AM
37|1|125|266308|Temp File|32550000|5.07|4518.75|600000000|13.98|85368.75|.32|5.345|27-FEB-15 08.00.00.000000 AM
37|1|125|266305|Data File|91380625000|9050.61|13112593.75|4957500000|770.06|705031.25|4.15|340.56|27-FEB-15 08.00.00.000000 AM
37|1|125|266306|Log File|1560000000|2.5|221868.75|3121250000|772.67|443818.75|3.68|19.481|27-FEB-15 08.00.00.000000 AM
37|1|125|266309|Control File|318125000|25.9|45331.25|24425000|2.17|3393.75|.29|7.813|27-FEB-15 08.00.00.000000 AM
37|1|124|266310|TOTAL|221673125000|4460.88|31533112.5|5485625000|863.53|779981.25|6.8|641.829|27-FEB-15 10.00.00.000000 PM
37|1|124|266307|Archive Log|0|0|0|745000000|1.06|105937.5|||27-FEB-15 10.00.00.000000 PM
37|1|124|266309|Control File|421875000|14.62|60006.25|23331250|2.07|3237.5|.29|4.736|27-FEB-15 10.00.00.000000 PM
37|1|124|266308|Temp File|9018750|.82|1256.25|218125000|4.32|31112.5|.23|4.15|27-FEB-15 10.00.00.000000 PM
37|1|124|266306|Log File|758750000|1.09|107925|1503750000|387.83|213918.75|3.18|18.273|27-FEB-15 10.00.00.000000 PM
37|1|124|266305|Data File|127862500000|4410.58|18005856.25|2994375000|468.25|425775|6.8|782.351|27-FEB-15 10.00.00.000000 PM
37|1|124|278731|Data File Copy|493333333333|180.11|71684833.33|0|0|0|792.15|2.493|27-FEB-15 10.00.00.000000 PM
37|1|126|266310|TOTAL|142412500000|8673.38|20499425|7721250000|1111.33|1097856.25|4.4|412.328|01-MAR-15 10.00.00.000000 PM
37|1|126|283087|Data File Incremental Backup|3500000|.62|500|0|0|0|2.31||01-MAR-15 10.00.00.000000 PM
37|1|126|268724|Other|0|0|0|0|0|0|3.93||01-MAR-15 10.00.00.000000 PM
37|1|126|266307|Archive Log|7522500000|2.89|1069643.75|1082500000|1.54|154031.25|32.76|1255.167|01-MAR-15 10.00.00.000000 PM
37|1|126|266308|Temp File|34418750|4.31|4768.75|881250000|17.45|125381.25|.25|5.65|01-MAR-15 10.00.00.000000 PM
37|1|126|266309|Control File|1642500000|22.46|233687.5|53800000|2.55|7631.25|.24|17.014|01-MAR-15 10.00.00.000000 PM
37|1|122|266308|Temp File|28425000|3.37|3943.75|798750000|15.24|113631.25|.25|6.75|26-FEB-15 10.00.00.000000 PM
37|1|122|266309|Control File|1556875000|27.05|221418.75|70450000|2.43|9900|.29|16.831|26-FEB-15 10.00.00.000000 PM
37|1|122|266307|Archive Log|145062500|.23|20587.5|1210000000|1.72|172062.5|13.55|1035.52|26-FEB-15 10.00.00.000000 PM
37|1|122|268724|Other|50000|0|0|0|0|0|3.13||26-FEB-15 10.00.00.000000 PM
37|1|122|266306|Log File|1271875000|1.87|180618.75|2476875000|554|352156.25|3.75|18.228|26-FEB-15 10.00.00.000000 PM
37|1|122|266310|TOTAL|92069375000|7684.46|13200781.25|8403125000|1151.55|1194612.5|6.82|530.914|26-FEB-15 10.00.00.000000 PM
37|1|122|283087|Data File Incremental Backup|4400000|.78|600|0|0|0|1.37||26-FEB-15 10.00.00.000000 PM
37|1|122|266305|Data File|88570625000|7651.9|12774181.25|3846875000|578.16|546875|6.85|550.979|26-FEB-15 10.00.00.000000 PM
37|1|134|266306|Log File|1748750000|2.87|248806.25|3448750000|823|490606.25|2.75|20.456|05-MAR-15 08.00.00.000000 AM
37|1|134|266309|Control File|194375000|14.37|27406.25|24137500|2.15|3343.75|.3|8.708|05-MAR-15 08.00.00.000000 AM
37|1|134|266308|Temp File|26950000|4.52|3743.75|759375000|16.02|108243.75|.38|4.035|05-MAR-15 08.00.00.000000 AM
37|1|134|266305|Data File|149636875000|9413.77|21299275|5289375000|809.94|752712.5|4.72|313.806|05-MAR-15 08.00.00.000000 AM
37|1|134|266307|Archive Log|0|0|0|1748125000|2.48|248356.25|||05-MAR-15 08.00.00.000000 AM
37|1|134|266310|TOTAL|152614375000|9435.53|21562650|11266875000|1653.59|1603268.75|4.71|305.219|05-MAR-15 08.00.00.000000 AM
37|1|137|266305|Data File|133516875000|7649.19|19163543.75|3203125000|494.14|454218.75|6.13|422.356|08-MAR-15 10.00.00.000000 PM
37|1|137|266306|Log File|1041875000|1.65|147812.5|2006875000|536.75|284556.25|4.14|18.368|08-MAR-15 10.00.00.000000 PM
37|1|137|266310|TOTAL|134455625000|7674.65|19362312.5|7161875000|1051.95|1015906.25|6.11|414.88|08-MAR-15 10.00.00.000000 PM
37|1|137|283087|Data File Incremental Backup|1800000|.31|200|0|0|0|.4||08-MAR-15 10.00.00.000000 PM
37|1|137|266307|Archive Log|0|0|0|1040625000|1.47|147681.25|||08-MAR-15 10.00.00.000000 PM
37|1|137|266309|Control File|396250000|19.24|56193.75|32956250|2.18|4637.5|.22|5.364|08-MAR-15 10.00.00.000000 PM
37|1|137|266308|Temp File|33343750|4.55|4606.25|879375000|17.39|124775|.25|4.205|08-MAR-15 10.00.00.000000 PM
37|1|129|266307|Archive Log|68750|.18|12.5|1095625000|1.56|155975|11.6||03-MAR-15 10.00.00.000000 PM
37|1|129|268724|Other|0|0|0|0|0|0|0||03-MAR-15 10.00.00.000000 PM
37|1|129|266310|TOTAL|93292500000|8120.73|13368562.5|7611875000|1111.82|1082862.5|4.04|371.589|03-MAR-15 10.00.00.000000 PM
37|1|129|266309|Control File|1402500000|23.24|199756.25|61575000|2.41|8656.25|.24|5.748|03-MAR-15 10.00.00.000000 PM
37|1|129|266308|Temp File|23200000|3.02|3225|812262500|15.23|115637.5|.25|4.99|03-MAR-15 10.00.00.000000 PM
37|1|129|283087|Data File Incremental Backup|2300000|.41|300|0|0|0|.3||03-MAR-15 10.00.00.000000 PM
37|1|129|266306|Log File|1113750000|1.7|158568.75|2196875000|561.46|312468.75|2.7|18.044|03-MAR-15 10.00.00.000000 PM
37|1|129|266305|Data File|90690000000|8092.56|13006987.5|3444375000|531.16|490118.75|4.05|385.613|03-MAR-15 10.00.00.000000 PM
37|1|132|266310|TOTAL|105107500000|9733.34|15106893.75|11223750000|1648.2|1595612.5|4.02|271.26|04-MAR-15 08.00.00.000000 AM
37|1|132|266308|Temp File|26018750|4.47|3612.5|691875000|14.92|98206.25|.34|3.65|04-MAR-15 08.00.00.000000 AM
37|1|132|266305|Data File|103503750000|9711.72|14827931.25|5283125000|814.39|751137.5|4.02|278.839|04-MAR-15 08.00.00.000000 AM
37|1|132|266306|Log File|1745000000|2.84|248031.25|3487500000|814.26|495831.25|2.57|19.683|04-MAR-15 08.00.00.000000 AM
37|1|132|266309|Control File|190625000|14.31|27312.5|24225000|2.15|3362.5|.26|8.124|04-MAR-15 08.00.00.000000 AM
37|1|132|266307|Archive Log|0|0|0|1738125000|2.47|247075|||04-MAR-15 08.00.00.000000 AM
37|1|131|266307|Archive Log|62500|.18|6.25|1133125000|1.61|161243.75|11.3||04-MAR-15 10.00.00.000000 PM
37|1|131|266308|Temp File|77800000|5.31|11012.5|883112500|17.19|125593.75|.3|9.385|04-MAR-15 10.00.00.000000 PM
37|1|131|283087|Data File Incremental Backup|2400000|.41|300|0|0|0|.32||04-MAR-15 10.00.00.000000 PM
37|1|131|268724|Other|0|0|0|0|0|0|0||04-MAR-15 10.00.00.000000 PM
37|1|131|266309|Control File|1437500000|24.21|204512.5|61375000|2.4|8631.25|.23|5.518|04-MAR-15 10.00.00.000000 PM
37|1|131|266310|TOTAL|91232500000|8027.75|13089681.25|8272500000|1183.62|1176987.5|4.23|395.996|04-MAR-15 10.00.00.000000 PM
37|1|131|266306|Log File|1162500000|1.67|165231.25|2301250000|567.6|327425|3.65|18.479|04-MAR-15 10.00.00.000000 PM
37|1|131|266305|Data File|88805625000|7996.36|12708906.25|3895000000|594.82|554075|4.24|409.759|04-MAR-15 10.00.00.000000 PM
37|1|133|266305|Data File|127161250000|7243.87|18245068.75|3520000000|536.06|500343.75|4.86|418.829|05-MAR-15 10.00.00.000000 PM
37|1|133|266306|Log File|1062500000|1.56|150956.25|2071875000|520.11|294531.25|3.57|18.483|05-MAR-15 10.00.00.000000 PM
37|1|133|266310|TOTAL|133560000000|7275.16|19173612.5|7472500000|1075.04|1062287.5|4.85|428.251|05-MAR-15 10.00.00.000000 PM
37|1|133|268724|Other|50000|0|0|0|0|0|3.43||05-MAR-15 10.00.00.000000 PM
37|1|133|283087|Data File Incremental Backup|4400000|.78|600|0|0|0|1.38||05-MAR-15 10.00.00.000000 PM
37|1|133|266307|Archive Log|3984375000|1.6|566431.25|1038125000|1.48|147625|23.67|1583.187|05-MAR-15 10.00.00.000000 PM
37|1|133|266309|Control File|1532500000|24.64|218056.25|69700000|2.4|9850|.27|16.603|05-MAR-15 10.00.00.000000 PM
37|1|133|266308|Temp File|23656250|3.43|3262.5|773931250|15|109931.25|.21|6.755|05-MAR-15 10.00.00.000000 PM
37|1|136|266309|Control File|193125000|14.4|27550|24475000|2.18|3400|.26|6.435|06-MAR-15 08.00.00.000000 AM
37|1|136|266310|TOTAL|118145625000|8898.67|16657818.75|9750625000|1483.65|1387012.5|3.31|311.088|06-MAR-15 08.00.00.000000 AM
37|1|136|266305|Data File|116516250000|8876.9|16426100|4640625000|711.56|660218.75|3.32|320.594|06-MAR-15 08.00.00.000000 AM
37|1|136|266306|Log File|1510000000|2.25|214943.75|2996250000|753.87|426250|3.63|19.209|06-MAR-15 08.00.00.000000 AM
37|1|136|266308|Temp File|31256250|5.12|4331.25|579375000|13.89|82387.5|.29|7.77|06-MAR-15 08.00.00.000000 AM
37|1|136|266307|Archive Log|0|0|0|1508750000|2.15|214768.75|||06-MAR-15 08.00.00.000000 AM
37|1|135|266306|Log File|671875000|.97|95543.75|1373125000|343.69|195418.75|3.85|18.231|06-MAR-15 10.00.00.000000 PM
37|1|135|278731|Data File Copy|516666666667|189.02|75273200|0|0|0|754.1|1.497|06-MAR-15 10.00.00.000000 PM
37|1|135|266309|Control File|461250000|14.92|65737.5|22625000|2.01|3137.5|.25|5.393|06-MAR-15 10.00.00.000000 PM
37|1|135|266310|TOTAL|214288750000|4456.2|31156956.25|4926875000|758.45|700925|7.66|615.798|06-MAR-15 10.00.00.000000 PM
37|1|135|266305|Data File|116438750000|4402.97|16886031.25|2611875000|406.22|371543.75|7.68|817.703|06-MAR-15 10.00.00.000000 PM
37|1|135|266307|Archive Log|0|0|0|671875000|.96|95475|||06-MAR-15 10.00.00.000000 PM
37|1|135|266308|Temp File|15212500|1.9|2118.75|248068750|5.58|35350|.19|4.13|06-MAR-15 10.00.00.000000 PM
37|1|138|266310|TOTAL|116542500000|8703.27|16843612.5|7805000000|1075.71|1109431.25|5.12|509.538|09-MAR-15 10.00.00.000000 PM
37|1|138|266305|Data File|114123750000|8674.47|16513293.75|3332500000|504.33|473850|5.13|525.161|09-MAR-15 10.00.00.000000 PM
37|1|138|266306|Log File|1193125000|1.91|169662.5|2345000000|550.07|333375|3.26|17.985|09-MAR-15 10.00.00.000000 PM
37|1|138|266307|Archive Log|68750|.18|12.5|1190000000|1.69|169293.75|11.35||09-MAR-15 10.00.00.000000 PM
37|1|138|268724|Other|0|0|0|0|0|0|0||09-MAR-15 10.00.00.000000 PM
37|1|138|283087|Data File Incremental Backup|2300000|.41|300|0|0|0|.3||09-MAR-15 10.00.00.000000 PM
37|1|138|266309|Control File|1097500000|22.5|156062.5|52725000|2.39|7431.25|.23|5.996|09-MAR-15 10.00.00.000000 PM
37|1|138|266308|Temp File|32843750|4.18|4562.5|882500000|17.23|125487.5|.27|3.818|09-MAR-15 10.00.00.000000 PM
37|1|130|266308|Temp File|26750000|4.44|3718.75|692500000|14.8|98575|.36|8.7|03-MAR-15 08.00.00.000000 AM
37|1|130|266309|Control File|192500000|14.29|27300|24137500|2.15|3350|.28|8.327|03-MAR-15 08.00.00.000000 AM
37|1|130|266305|Data File|122362500000|10501.75|17667281.25|5413125000|837.77|770206.25|4.77|295.957|03-MAR-15 08.00.00.000000 AM
37|1|130|266310|TOTAL|125158750000|10523.18|17941981.25|11293125000|1692.28|1606393.75|4.76|289.971|03-MAR-15 08.00.00.000000 AM
37|1|130|266306|Log File|1713750000|2.71|243681.25|3450000000|835.13|490825|2.91|19.875|03-MAR-15 08.00.00.000000 AM
37|1|130|266307|Archive Log|0|0|0|1711250000|2.44|243425|||03-MAR-15 08.00.00.000000 AM
37|1|139|266305|Data File|100287500000|8152.14|14336081.25|3329375000|505.81|472562.5|3.93|424.132|10-MAR-15 10.00.00.000000 PM
37|1|139|266309|Control File|1144375000|22.93|162568.75|62031250|2.41|8700|.23|5.658|10-MAR-15 10.00.00.000000 PM
37|1|139|266307|Archive Log|62500|.19|6.25|1176250000|1.67|166800|11.46||10-MAR-15 10.00.00.000000 PM
37|1|139|266310|TOTAL|102095625000|8180.78|14675925|7643750000|1075.1|1085000|3.92|410.632|10-MAR-15 10.00.00.000000 PM
37|1|139|283087|Data File Incremental Backup|2200000|.39|300|0|0|0|.32||10-MAR-15 10.00.00.000000 PM
37|1|139|266306|Log File|1220625000|1.91|173350|2290000000|549.94|325075|2.58|17.911|10-MAR-15 10.00.00.000000 PM
37|1|139|266308|Temp File|28156250|3.59|3900|788125000|15.27|111862.5|.68|4.048|10-MAR-15 10.00.00.000000 PM
37|1|139|268724|Other|0|0|0|0|0|0|0||10-MAR-15 10.00.00.000000 PM
37|1|141|266306|Log File|1380625000|2.04|196518.75|2587500000|557.14|368181.25|3.47|18.849|11-MAR-15 10.00.00.000000 PM
37|1|141|283087|Data File Incremental Backup|2700000|.47|400|0|0|0|3||11-MAR-15 10.00.00.000000 PM
37|1|141|266309|Control File|1165625000|22.93|165912.5|61425000|2.35|8612.5|.21|16.974|11-MAR-15 10.00.00.000000 PM
37|1|141|266310|TOTAL|89866875000|7256.95|12920868.75|8698125000|1172.65|1237793.75|4.78|525.907|11-MAR-15 10.00.00.000000 PM
37|1|141|266305|Data File|82139375000|7225.28|11748762.5|3978750000|595.81|566131.25|4.8|525.274|11-MAR-15 10.00.00.000000 PM
37|1|141|266307|Archive Log|5658125000|2.21|805175|1323125000|1.88|188268.75|36.24|1374.037|11-MAR-15 10.00.00.000000 PM
37|1|141|266308|Temp File|32093750|4.46|4462.5|748750000|15.47|106575|.24|4.465|11-MAR-15 10.00.00.000000 PM
37|1|141|268724|Other|50000|0|0|0|0|0|3.6||11-MAR-15 10.00.00.000000 PM
37|1|142|266307|Archive Log|0|0|0|1801250000|2.56|255837.5|||12-MAR-15 08.00.00.000000 AM
37|1|142|266309|Control File|418750000|14.87|59318.75|24287500|2.16|3368.75|.32|8.018|12-MAR-15 08.00.00.000000 AM
37|1|142|266310|TOTAL|93473125000|9663.36|13335331.25|11836875000|1752.42|1682800|4.07|335.599|12-MAR-15 08.00.00.000000 AM
37|1|142|266308|Temp File|37606250|5.91|5218.75|778125000|17.43|110562.5|.39|7.195|12-MAR-15 08.00.00.000000 AM
37|1|142|266306|Log File|1802500000|2.91|256312.5|3557500000|851.4|505737.5|2.67|20.083|12-MAR-15 08.00.00.000000 AM
37|1|142|266305|Data File|90741875000|9639.67|13014475|5678125000|878.87|807281.25|4.08|349.811|12-MAR-15 08.00.00.000000 AM
37|1|143|266310|TOTAL|83172500000|6942.75|11930781.25|8455000000|1132.71|1202212.5|6.74|607.822|12-MAR-15 10.00.00.000000 PM
37|1|143|266305|Data File|80238125000|6911.47|11490137.5|3883125000|573.08|552093.75|6.76|636.42|12-MAR-15 10.00.00.000000 PM
37|1|143|266307|Archive Log|447500000|.35|63668.75|1241250000|1.76|176275|13.85|1013.167|12-MAR-15 10.00.00.000000 PM
37|1|143|266308|Temp File|25531250|3.16|3537.5|753750000|14.35|107100|.52|5.055|12-MAR-15 10.00.00.000000 PM
37|1|143|266306|Log File|1289375000|1.91|183243.75|2501875000|541.16|355675|3.99|18.888|12-MAR-15 10.00.00.000000 PM
37|1|143|268724|Other|0|0|0|0|0|0|15.35||12-MAR-15 10.00.00.000000 PM
37|1|143|283087|Data File Incremental Backup|4400000|.79|600|0|0|0|1.33||12-MAR-15 10.00.00.000000 PM
37|1|143|266309|Control File|1336250000|25.82|190168.75|78162500|2.36|11093.75|.26|16.998|12-MAR-15 10.00.00.000000 PM
37|1|145|266309|Control File|410625000|14.83|58206.25|24256250|2.16|3362.5|.32|8.182|13-MAR-15 08.00.00.000000 AM
37|1|145|266307|Archive Log|0|0|0|1647500000|2.34|234150|||13-MAR-15 08.00.00.000000 AM
37|1|145|266305|Data File|187827500000|9445.73|26786343.75|5132500000|787.75|729731.25|5.22|441.274|13-MAR-15 08.00.00.000000 AM
37|1|145|266308|Temp File|36893750|6.28|5118.75|670000000|16.19|95143.75|.41|4.725|13-MAR-15 08.00.00.000000 AM
37|1|145|266310|TOTAL|189808750000|9469.49|27068018.75|10822500000|1593.94|1538287.5|5.21|421.36|13-MAR-15 08.00.00.000000 AM
37|1|145|266306|Log File|1660625000|2.65|236312.5|3348125000|785.5|475893.75|2.89|20.658|13-MAR-15 08.00.00.000000 AM
37|1|144|266305|Data File|131137500000|4297.27|18572818.75|2710000000|421.98|385312.5|6.58|963.066|13-MAR-15 10.00.00.000000 PM
37|1|144|266306|Log File|663750000|1.01|94268.75|1331250000|342.89|189062.5|2.85|17.927|13-MAR-15 10.00.00.000000 PM
37|1|144|278731|Data File Copy|503333333333|185|73674266.67|0|0|0|731.49|1.437|13-MAR-15 10.00.00.000000 PM
37|1|144|266307|Archive Log|0|0|0|662500000|.94|94175|||13-MAR-15 10.00.00.000000 PM
37|1|144|266309|Control File|199375000|14.42|28431.25|23206250|2.06|3225|.23|4.703|13-MAR-15 10.00.00.000000 PM
37|1|144|266308|Temp File|683550000|6.83|97287.5|848125000|9.68|120787.5|3.03|8.269|13-MAR-15 10.00.00.000000 PM
37|1|144|266310|TOTAL|227372500000|4354.21|32449800|5571250000|777.56|792568.75|6.57|707.547|13-MAR-15 10.00.00.000000 PM
37|1|146|266308|Temp File|35262500|3.62|4912.5|764375000|14.77|108725|.26|5.54|15-MAR-15 10.00.00.000000 PM
37|1|146|278731|Data File Copy|6276666667|2.26|893000|0|0|0|372.53|1.64|15-MAR-15 10.00.00.000000 PM
37|1|146|266310|TOTAL|184166250000|9200.34|26286431.25|7006250000|1018.86|996362.5|3.46|235.618|15-MAR-15 10.00.00.000000 PM
37|1|146|266307|Archive Log|0|0|0|1073750000|1.53|152775|||15-MAR-15 10.00.00.000000 PM
37|1|146|266306|Log File|1073750000|1.54|152781.25|2135000000|544.54|303668.75|2.69|17.802|15-MAR-15 10.00.00.000000 PM
37|1|146|266309|Control File|618750000|16.64|87906.25|41975000|2.19|5887.5|.23|16.55|15-MAR-15 10.00.00.000000 PM
37|1|146|268724|Other|0|0|0|0|0|0|5.5||15-MAR-15 10.00.00.000000 PM
37|1|146|266305|Data File|181893125000|9178.11|25887056.25|2991250000|455.83|425306.25|3.47|241.06|15-MAR-15 10.00.00.000000 PM
37|1|148|266308|Temp File|36987500|5.6|5150|814375000|17.48|116106.25|.38|12.43|16-MAR-15 08.00.00.000000 AM
37|1|148|266305|Data File|179375000000|14247|25795456.25|5649375000|859.7|804450|2.28|206.669|16-MAR-15 08.00.00.000000 AM
