site_id|config_id|run_id|stat_id|stat_name|stat_read_data|stat_req_per_sec_r|stat_data_per_sec_r|stat_write_data|stat_req_per_sec_w|stat_data_per_sec_w|stat_sm_rd|stat_lg_rd|start_time
37|1|2|266310|TOTAL|213750000000|11999.62|2232413.54|11093125000|1350.29|1577656.25|2.59|236.924|06-OCT-14 08.00.00.000000 AM
37|1|2|266309|Control File|819375000|32.37|116475|63900000|5.68|8862.5|.15|4.579|06-OCT-14 08.00.00.000000 AM
37|1|2|266305|Data File|207500000000|11956.56|304.42|4863125000|745.89|691531.25|2.59|243.623|06-OCT-14 08.00.00.000000 AM
37|1|2|266306|Log File|1846875000|2.65|262837.5|3633125000|580.56|516831.25|3.76|12.804|06-OCT-14 08.00.00.000000 AM
37|1|2|266307|Archive Log|1826875000|2.6|259825|1801250000|2.56|256368.75|.63|86.895|06-OCT-14 08.00.00.000000 AM
37|1|2|266308|Temp File|34381250|5.44|4775|731875000|15.59|104050|.3|8.59|06-OCT-14 08.00.00.000000 AM
37|1|1|266306|Log File|1408750000|2.02|200200|2829375000|477.33|401787.5|3.44|11.425|03-OCT-14 08.00.00.000000 AM
37|1|1|266308|Temp File|25431250|3.94|3525|539375000|11.44|76693.75|.27|6.55|03-OCT-14 08.00.00.000000 AM
37|1|1|266309|Control File|768125000|32.84|109162.5|65781250|5.84|9125|.17|4.175|03-OCT-14 08.00.00.000000 AM
37|1|1|266307|Archive Log|1391250000|1.98|197731.25|1408750000|2|200168.75|.4|79.879|03-OCT-14 08.00.00.000000 AM
37|1|1|266310|TOTAL|202840000000|9447.85|10824431.67|8611875000|1065.99|1223337.5|2.68|331.048|03-OCT-14 08.00.00.000000 AM
37|1|1|266305|Data File|200726250000|9407.06|7818894.46|3771250000|569.38|535556.25|2.69|339.391|03-OCT-14 08.00.00.000000 AM
37|1|6|266309|Control File|841875000|34.53|119543.75|65781250|5.84|9131.25|.17|4.261|10-OCT-14 08.00.00.000000 AM
37|1|6|266306|Log File|1546875000|2.22|219768.75|3155000000|516.72|448162.5|3.01|12.123|10-OCT-14 08.00.00.000000 AM
37|1|6|268724|Other|0|0|0|0|0|0|1.25||10-OCT-14 08.00.00.000000 AM
37|1|6|266305|Data File|192093125000|10055.41|868081.77|4281875000|645.14|608600|4|322.524|10-OCT-14 08.00.00.000000 AM
37|1|6|266308|Temp File|25918750|4.08|3606.25|583750000|12.44|82937.5|.27|7.66|10-OCT-14 08.00.00.000000 AM
37|1|6|266310|TOTAL|197055000000|10098.44|5323917.85|9629375000|1182.34|1368568.75|3.98|313.914|10-OCT-14 08.00.00.000000 AM
37|1|6|266307|Archive Log|1549375000|2.2|220243.75|1546250000|2.2|219743.75|.28|87.018|10-OCT-14 08.00.00.000000 AM
37|1|3|266305|Data File|195470000000|10704.85|3269125.73|4787500000|728.91|680837.5|3.73|281.268|07-OCT-14 08.00.00.000000 AM
37|1|3|266307|Archive Log|1753125000|2.5|249406.25|1750000000|2.49|249056.25|.4|79.278|07-OCT-14 08.00.00.000000 AM
37|1|3|266306|Log File|1750000000|2.52|249050|3512500000|553.74|499593.75|3.11|12.71|07-OCT-14 08.00.00.000000 AM
37|1|3|266310|TOTAL|200290625000|10747.66|1596336.19|10821875000|1305.71|1539568.75|3.72|273.73|07-OCT-14 08.00.00.000000 AM
37|1|3|266308|Temp File|31350000|4.96|4337.5|711250000|14.88|101200|.31|8.86|07-OCT-14 08.00.00.000000 AM
37|1|3|266309|Control File|845625000|32.85|120387.5|64043750|5.7|8887.5|.15|4.826|07-OCT-14 08.00.00.000000 AM
37|1|5|266305|Data File|204515000000|11203.05|298.56|4731250000|711.58|672906.25|3.36|319.646|09-OCT-14 08.00.00.000000 AM
37|1|5|266308|Temp File|30981250|4.95|4300|678125000|14.39|96443.75|.32|8.03|09-OCT-14 08.00.00.000000 AM
37|1|5|266309|Control File|863125000|33.21|122643.75|64800000|5.76|9000|.13|4.756|09-OCT-14 08.00.00.000000 AM
37|1|5|266306|Log File|1805000000|2.59|256525|3622500000|546.7|515275|3.39|12.759|09-OCT-14 08.00.00.000000 AM
37|1|5|266307|Archive Log|1818125000|2.59|258575|1804375000|2.57|256506.25|2.79|94.014|09-OCT-14 08.00.00.000000 AM
37|1|5|266310|TOTAL|209375000000|11246.39|5975807.72|10900000000|1280.99|1550125|3.35|311.391|09-OCT-14 08.00.00.000000 AM
37|1|4|266305|Data File|171740000000|10077.68|749428.35|4850000000|717.44|689500|3.11|345.667|08-OCT-14 08.00.00.000000 AM
37|1|4|266306|Log File|1804375000|2.59|256506.25|3619375000|550.06|514518.75|3.44|12.594|08-OCT-14 08.00.00.000000 AM
37|1|4|266308|Temp File|31325000|5.06|4356.25|688750000|14.74|98037.5|.3|8.23|08-OCT-14 08.00.00.000000 AM
37|1|4|266307|Archive Log|1673125000|2.38|237712.5|1803750000|2.57|256468.75|.22|97.508|08-OCT-14 08.00.00.000000 AM
37|1|4|266309|Control File|668750000|31.75|95237.5|64881250|5.76|9006.25|.13|4.685|08-OCT-14 08.00.00.000000 AM
37|1|4|266310|TOTAL|176362500000|10119.46|781121.47|11028125000|1290.57|1567543.75|3.1|330.761|08-OCT-14 08.00.00.000000 AM
37|1|7|266307|Archive Log|1816250000|2.58|258412.5|1816250000|2.59|258362.5|.67|99.335|13-OCT-14 08.00.00.000000 AM
37|1|7|266309|Control File|899375000|32.47|127937.5|63031250|5.61|8762.5|.15|4.781|13-OCT-14 08.00.00.000000 AM
37|1|7|266305|Data File|195526250000|10752.29|1645267.54|4948125000|746.42|703906.25|3.29|304.781|13-OCT-14 08.00.00.000000 AM
37|1|7|266308|Temp File|32962500|5.19|4575|699375000|14.94|99537.5|.29|8.83|13-OCT-14 08.00.00.000000 AM
37|1|7|266306|Log File|1816250000|2.61|258368.75|3605000000|565.29|512912.5|3.48|13.123|13-OCT-14 08.00.00.000000 AM
37|1|7|266310|TOTAL|199503125000|10795.14|1735835.63|11131250000|1334.84|1583525|3.28|294.561|13-OCT-14 08.00.00.000000 AM
37|1|11|266305|Data File|195030000000|9980.68|946022.17|4615000000|691.28|656262.5|4.08|304.489|17-OCT-14 08.00.00.000000 AM
37|1|11|266308|Temp File|28837500|4.62|3993.75|579375000|12.65|82525|.29|8.11|17-OCT-14 08.00.00.000000 AM
37|1|11|266307|Archive Log|1703750000|2.42|242268.75|1700000000|2.42|241775|2.14|89.511|17-OCT-14 08.00.00.000000 AM
37|1|11|266309|Control File|847500000|33.07|120468.75|73212500|5.74|10193.75|.15|4.427|17-OCT-14 08.00.00.000000 AM
37|1|11|266306|Log File|1700000000|2.44|241775|3358750000|517.8|477731.25|3.2|12.456|17-OCT-14 08.00.00.000000 AM
37|1|11|266310|TOTAL|197279375000|10023.23|1801144.71|10325000000|1229.89|1468500|4.06|295.881|17-OCT-14 08.00.00.000000 AM
37|1|11|268724|Other|0|0|0|0|0|0|12.5||17-OCT-14 08.00.00.000000 AM
37|1|12|266305|Data File|187028125000|11247.62|890887.72|5004375000|742.6|711818.75|3.57|295.256|20-OCT-14 08.00.00.000000 AM
37|1|12|266307|Archive Log|1885000000|2.68|268006.25|1868125000|2.66|265787.5|.61|85.82|20-OCT-14 08.00.00.000000 AM
37|1|12|266309|Control File|638125000|29.86|90750|63200000|5.62|8781.25|.19|4.991|20-OCT-14 08.00.00.000000 AM
37|1|12|266306|Log File|1867500000|2.68|265731.25|3787500000|596.33|538843.75|3.38|19.434|20-OCT-14 08.00.00.000000 AM
37|1|12|266308|Temp File|27893750|4.65|3881.25|716250000|14.83|101925|.3|8.33|20-OCT-14 08.00.00.000000 AM
37|1|12|266310|TOTAL|190000000000|11287.49|927518.64|11436875000|1362.03|1627162.5|3.56|286.924|20-OCT-14 08.00.00.000000 AM
37|1|9|266305|Data File|190684375000|9348.53|1700258.41|4923750000|737.32|700112.5|5.65|433.909|15-OCT-14 08.00.00.000000 AM
37|1|9|266308|Temp File|29812500|4.71|4143.75|708750000|14.7|100650|.3|8.24|15-OCT-14 08.00.00.000000 AM
37|1|9|266309|Control File|968125000|35.45|137887.5|64431250|5.73|8950|.16|4.623|15-OCT-14 08.00.00.000000 AM
37|1|9|266307|Archive Log|1781250000|2.53|253137.5|1766250000|2.51|251300|.54|86.944|15-OCT-14 08.00.00.000000 AM
37|1|9|268724|Other|0|0|0|0|0|0|16.5||15-OCT-14 08.00.00.000000 AM
37|1|9|266306|Log File|1766250000|2.54|251281.25|3532500000|561.63|502325|3.52|12.98|15-OCT-14 08.00.00.000000 AM
37|1|9|266310|TOTAL|193808750000|9393.75|3822681.15|10994375000|1321.89|1563343.75|5.62|417.969|15-OCT-14 08.00.00.000000 AM
37|1|8|266307|Archive Log|1756250000|2.5|249925|1743125000|2.48|248025|.61|91.686|14-OCT-14 08.00.00.000000 AM
37|1|8|266309|Control File|928125000|33.48|132043.75|65087500|5.78|9037.5|.12|4.398|14-OCT-14 08.00.00.000000 AM
37|1|8|268724|Other|0|0|0|0|0|0|16||14-OCT-14 08.00.00.000000 AM
37|1|8|266308|Temp File|30587500|4.72|4256.25|695000000|14.61|99056.25|.3|7.72|14-OCT-14 08.00.00.000000 AM
37|1|8|266306|Log File|1743125000|2.51|248031.25|3421875000|551.98|486837.5|3.5|12.666|14-OCT-14 08.00.00.000000 AM
37|1|8|266305|Data File|189521875000|9672.78|1762006.33|4885000000|740.46|694918.75|4.78|298.295|14-OCT-14 08.00.00.000000 AM
37|1|8|266310|TOTAL|193508125000|9715.99|1700138.3|10813125000|1315.32|1537856.25|4.76|288.884|14-OCT-14 08.00.00.000000 AM
37|1|10|266305|Data File|195787500000|10308.77|285.12|4833125000|737.87|687975|4.9|343.298|16-OCT-14 08.00.00.000000 AM
37|1|10|266309|Control File|863125000|35.78|122575|64612500|5.75|8975|.14|4.629|16-OCT-14 08.00.00.000000 AM
37|1|10|266310|TOTAL|200736875000|10354.64|2808700.75|10718125000|1302.9|1525825|4.88|334.149|16-OCT-14 08.00.00.000000 AM
37|1|10|266307|Archive Log|1735625000|2.47|247143.75|1740000000|2.48|247606.25|.96|85.815|16-OCT-14 08.00.00.000000 AM
37|1|10|266306|Log File|1740000000|2.5|247593.75|3403125000|542.24|484356.25|3.53|13.222|16-OCT-14 08.00.00.000000 AM
37|1|10|266308|Temp File|32050000|5.11|4456.25|680000000|14.56|96881.25|.29|8.19|16-OCT-14 08.00.00.000000 AM
37|1|10|268724|Other|0|0|0|0|0|0|34.5||16-OCT-14 08.00.00.000000 AM
37|1|17|266308|Temp File|28712500|4.81|3981.25|763750000|15.48|108593.75|.32|9.45|27-OCT-14 08.00.00.000000 AM
37|1|17|266306|Log File|1909375000|2.74|271531.25|3814375000|601.19|542318.75|2.38|18.906|27-OCT-14 08.00.00.000000 AM
37|1|17|266309|Control File|680625000|29.88|96737.5|63062500|5.61|8756.25|.16|4.915|27-OCT-14 08.00.00.000000 AM
37|1|17|266310|TOTAL|190625000000|11257.55|4932227.6|13661250000|1410.81|1942693.75|4.49|379.134|27-OCT-14 08.00.00.000000 AM
37|1|17|266305|Data File|186463750000|11217.38|2865554.31|5205000000|783.1|739968.75|4.5|388.169|27-OCT-14 08.00.00.000000 AM
37|1|17|266307|Archive Log|1920625000|2.73|273300|3818125000|5.43|543056.25|22.88|154.871|27-OCT-14 08.00.00.000000 AM
37|1|16|266306|Log File|1578125000|2.27|224618.75|3135000000|525.13|446350|2.58|18.984|24-OCT-14 08.00.00.000000 AM
37|1|16|266310|TOTAL|181395625000|10631.3|8565240.2|9511875000|1178.36|1354275|4.47|405.206|24-OCT-14 08.00.00.000000 AM
37|1|16|266305|Data File|178706250000|10591.19|878186.7|4187500000|633.29|596150|4.49|416.299|24-OCT-14 08.00.00.000000 AM
37|1|16|266307|Archive Log|1583125000|2.25|225137.5|1578125000|2.25|224593.75|2.52|98.149|24-OCT-14 08.00.00.000000 AM
37|1|16|266309|Control File|588125000|31.51|83600|65506250|5.83|9106.25|.14|4.42|24-OCT-14 08.00.00.000000 AM
37|1|16|266308|Temp File|24043750|4.09|3350|547500000|11.86|78075|.29|8.08|24-OCT-14 08.00.00.000000 AM
37|1|13|266305|Data File|181717500000|10506.58|2521737.89|4806250000|710.9|683675|4.27|346.911|21-OCT-14 08.00.00.000000 AM
37|1|13|266309|Control File|731875000|29.99|104150|63737500|5.67|8856.25|.15|5.341|21-OCT-14 08.00.00.000000 AM
37|1|13|266310|TOTAL|186250625000|10546.84|1799501.36|11093125000|1326.43|1577718.75|4.25|335.91|21-OCT-14 08.00.00.000000 AM
37|1|13|266307|Archive Log|1821875000|2.59|259181.25|1810625000|2.58|257425|3.14|78.056|21-OCT-14 08.00.00.000000 AM
37|1|13|266306|Log File|1810000000|2.6|257431.25|3675000000|591.94|522725|3.2|19.296|21-OCT-14 08.00.00.000000 AM
37|1|13|266308|Temp File|29725000|5.08|4131.25|738750000|15.35|105050|.3|8.07|21-OCT-14 08.00.00.000000 AM
37|1|14|266306|Log File|1701250000|2.44|241750|3386250000|561|481293.75|3.11|19.381|22-OCT-14 08.00.00.000000 AM
37|1|14|266305|Data File|246181250000|9861.69|13184598.86|4371875000|641.24|621618.75|5.22|342.09|22-OCT-14 08.00.00.000000 AM
37|1|14|266308|Temp File|25456250|4.25|3537.5|632500000|13.18|90025|.34|14.35|22-OCT-14 08.00.00.000000 AM
37|1|14|266309|Control File|596250000|30.01|84625|64181250|5.7|8925|.19|5.02|22-OCT-14 08.00.00.000000 AM
37|1|14|266307|Archive Log|1715625000|2.44|243975|1701250000|2.42|241750|3.39|89.117|22-OCT-14 08.00.00.000000 AM
37|1|14|266310|TOTAL|250244375000|9900.83|9375267.19|10153125000|1223.53|1443612.5|5.2|335.006|22-OCT-14 08.00.00.000000 AM
37|1|14|268724|Other|0|0|0|0|0|0|9.42||22-OCT-14 08.00.00.000000 AM
37|1|15|266310|TOTAL|190000000000|11164.35|915831.64|10141875000|1241.71|1442793.75|4.26|321.783|23-OCT-14 08.00.00.000000 AM
37|1|15|266305|Data File|187738125000|11124.52|272.54|4431875000|666.58|630475|4.27|330.058|23-OCT-14 08.00.00.000000 AM
37|1|15|266308|Temp File|25143750|4.18|3487.5|620625000|12.98|88468.75|.34|7.09|23-OCT-14 08.00.00.000000 AM
37|1|15|266307|Archive Log|1746875000|2.49|248762.5|1688125000|2.4|240062.5|2.39|90.641|23-OCT-14 08.00.00.000000 AM
37|1|15|266309|Control File|589375000|30.74|83881.25|64712500|5.75|9000|.17|5.004|23-OCT-14 08.00.00.000000 AM
37|1|15|266306|Log File|1688125000|2.42|240062.5|3336250000|554.01|474812.5|2.91|18.891|23-OCT-14 08.00.00.000000 AM
37|1|15|268724|Other|0|0|0|0|0|0|8.5||23-OCT-14 08.00.00.000000 AM
37|1|21|266306|Log File|1705625000|2.45|242675|3469375000|546.28|493493.75|3.21|19.189|31-OCT-14 08.00.00.000000 AM
37|1|21|266305|Data File|183526875000|10337.97|266.74|4463750000|671.86|635150|4.11|316.563|31-OCT-14 08.00.00.000000 AM
37|1|21|266308|Temp File|30168750|4.69|4206.25|581250000|12.7|82525|.31|6.94|31-OCT-14 08.00.00.000000 AM
37|1|21|268724|Other|0|0|0|0|0|0|.42||31-OCT-14 08.00.00.000000 AM
37|1|21|266310|TOTAL|187954375000|10378.94|3822172.04|10282500000|1238.99|1462806.25|4.1|308.079|31-OCT-14 08.00.00.000000 AM
37|1|21|266307|Archive Log|1728125000|2.46|245625|1705625000|2.43|242681.25|.9|101.978|31-OCT-14 08.00.00.000000 AM
37|1|21|266309|Control File|770000000|31.37|109600|64500000|5.74|8956.25|.19|4.784|31-OCT-14 08.00.00.000000 AM
37|1|19|266305|Data File|191988125000|10523.25|1908387.48|5012500000|747.3|713675|5.18|339.818|29-OCT-14 08.00.00.000000 AM
37|1|19|266306|Log File|1875000000|2.7|266987.5|3775625000|611.33|537656.25|3.05|19.084|29-OCT-14 08.00.00.000000 AM
37|1|19|266307|Archive Log|1885625000|2.69|268475|1875000000|2.67|266981.25|.58|88.864|29-OCT-14 08.00.00.000000 AM
37|1|19|266308|Temp File|29806250|4.77|4143.75|725625000|14.81|103143.75|.33|5.123|29-OCT-14 08.00.00.000000 AM
37|1|19|266309|Control File|734375000|31.84|104581.25|62993750|5.6|8762.5|.19|4.7|29-OCT-14 08.00.00.000000 AM
37|1|19|266310|TOTAL|198750000000|10565.24|2033580.17|11451875000|1381.72|1630212.5|5.16|331.337|29-OCT-14 08.00.00.000000 AM
37|1|19|268724|Other|0|0|0|0|0|0|.58||29-OCT-14 08.00.00.000000 AM
37|1|18|266306|Log File|1853125000|2.66|263525|3704375000|589.44|526693.75|3.78|19.898|28-OCT-14 08.00.00.000000 AM
37|1|18|266308|Temp File|30712500|4.9|4262.5|755625000|15.46|107431.25|.33|9.8|28-OCT-14 08.00.00.000000 AM
37|1|18|266307|Archive Log|1860000000|2.64|264168.75|1853125000|2.64|263518.75|3.82|128.542|28-OCT-14 08.00.00.000000 AM
37|1|18|266309|Control File|538750000|29.96|76675|64518750|5.73|8956.25|.17|4.953|28-OCT-14 08.00.00.000000 AM
37|1|18|268724|Other|0|0|0|0|0|0|.42||28-OCT-14 08.00.00.000000 AM
37|1|18|266305|Data File|189785000000|11177.42|4956664.4|5037500000|759.34|716193.75|4.79|402.667|28-OCT-14 08.00.00.000000 AM
37|1|18|266310|TOTAL|194406250000|11217.58|5120543.85|11416875000|1372.61|1622781.25|4.77|394.53|28-OCT-14 08.00.00.000000 AM
37|1|20|266310|TOTAL|195625000000|11181.88|9993434.83|11560625000|1381.21|1642650|6.04|291.429|30-OCT-14 08.00.00.000000 AM
37|1|20|266307|Archive Log|1910625000|2.72|271656.25|1888750000|2.68|268493.75|1.08|82.507|30-OCT-14 08.00.00.000000 AM
37|1|20|266309|Control File|843125000|31.88|119781.25|63675000|5.66|8825|.16|4.943|30-OCT-14 08.00.00.000000 AM
37|1|20|266308|Temp File|32156250|5.02|4456.25|724375000|15.04|102818.75|.36|9.173|30-OCT-14 08.00.00.000000 AM
37|1|20|266305|Data File|190625000000|11139.55|996205.66|5123125000|772.34|727925|6.06|299.584|30-OCT-14 08.00.00.000000 AM
37|1|20|266306|Log File|1888750000|2.71|268481.25|3761250000|585.49|534587.5|3.44|19.807|30-OCT-14 08.00.00.000000 AM
37|1|22|266306|Log File|1841875000|2.64|261987.5|3721250000|614.3|529118.75|3.19|19.695|03-NOV-14 08.00.00.000000 AM
37|1|22|266308|Temp File|29793750|4.95|4143.75|737500000|15.2|104812.5|.32|9.11|03-NOV-14 08.00.00.000000 AM
37|1|22|268724|Other|0|0|0|0|0|0|7.38||03-NOV-14 08.00.00.000000 AM
37|1|22|266309|Control File|597500000|30.61|85006.25|63331250|5.63|8800|.17|4.864|03-NOV-14 08.00.00.000000 AM
37|1|22|266305|Data File|196875000000|10880.42|1025276.67|5013125000|753.93|712837.5|4.01|262.901|03-NOV-14 08.00.00.000000 AM
37|1|22|266307|Archive Log|1881875000|2.68|267543.75|1841875000|2.62|262025|.5|138.234|03-NOV-14 08.00.00.000000 AM
37|1|22|266310|TOTAL|201875000000|10921.3|9419948.92|11376250000|1391.68|1617612.5|4|258.823|03-NOV-14 08.00.00.000000 AM
37|1|24|266305|Data File|187374375000|10222.06|962576.1|4876875000|733.28|694168.75|5.52|295.866|05-NOV-14 08.00.00.000000 AM
37|1|24|266308|Temp File|26806250|4.56|3725|652500000|13.76|92918.75|.32|8.09|05-NOV-14 08.00.00.000000 AM
37|1|24|266306|Log File|1788750000|2.57|254525|3570000000|590.64|508412.5|3.35|19.384|05-NOV-14 08.00.00.000000 AM
37|1|24|266307|Archive Log|1753750000|2.5|249587.5|1788750000|2.55|254531.25|1.85|102.239|05-NOV-14 08.00.00.000000 AM
37|1|24|268724|Other|0|0|0|0|0|0|14.84||05-NOV-14 08.00.00.000000 AM
37|1|24|266309|Control File|685000000|31.51|97393.75|64112500|5.71|8918.75|.16|4.848|05-NOV-14 08.00.00.000000 AM
37|1|24|266310|TOTAL|192633750000|10263.19|908957.69|10953125000|1345.93|1558937.5|5.5|290.444|05-NOV-14 08.00.00.000000 AM
37|1|25|266309|Control File|720000000|32|102325|62537500|5.56|8675|.15|4.966|06-NOV-14 08.00.00.000000 AM
37|1|25|266308|Temp File|28712500|4.74|3987.5|675000000|14.21|95981.25|.32|9.09|06-NOV-14 08.00.00.000000 AM
37|1|25|266305|Data File|187637500000|10261.68|272.52|4803750000|722.32|683218.75|5.03|324.347|06-NOV-14 08.00.00.000000 AM
37|1|25|266306|Log File|1889375000|2.71|268656.25|3751250000|593.43|533537.5|3.08|19.458|06-NOV-14 08.00.00.000000 AM
37|1|25|268724|Other|0|0|0|33333|0|0|7.75||06-NOV-14 08.00.00.000000 AM
37|1|25|266307|Archive Log|1898750000|2.7|270225|1889375000|2.69|268656.25|.93|87.281|06-NOV-14 08.00.00.000000 AM
37|1|25|266310|TOTAL|191875000000|10303.83|1008581.39|11178750000|1338.2|1590075|5.01|317.397|06-NOV-14 08.00.00.000000 AM
37|1|23|266305|Data File|184600000000|10417.16|2799366.34|4768750000|711.62|678018.75|4.52|364.481|04-NOV-14 08.00.00.000000 AM
37|1|23|266306|Log File|1739375000|2.5|247262.5|3545000000|604.88|503906.25|2.96|19.745|04-NOV-14 08.00.00.000000 AM
37|1|23|266309|Control File|623125000|33.8|88756.25|64375000|5.72|8943.75|.16|4.978|04-NOV-14 08.00.00.000000 AM
37|1|23|266307|Archive Log|1780000000|2.53|253218.75|1740000000|2.47|247312.5|.31|153.56|04-NOV-14 08.00.00.000000 AM
37|1|23|266308|Temp File|33331250|5.04|4625|682500000|14.6|96993.75|.36|81.785|04-NOV-14 08.00.00.000000 AM
37|1|23|268724|Other|0|0|0|0|0|0|14.5||04-NOV-14 08.00.00.000000 AM
37|1|23|266310|TOTAL|189753125000|10461.02|977203|10797500000|1339.3|1535162.5|4.5|356.293|04-NOV-14 08.00.00.000000 AM
37|1|26|268724|Other|0|0|0|33333|0|0|9.36||10-NOV-14 08.00.00.000000 AM
37|1|26|266308|Temp File|30993750|5.1|4300|745625000|15.45|105818.75|.3|8.73|10-NOV-14 08.00.00.000000 AM
37|1|26|266310|TOTAL|193750000000|10826.3|955020.56|11576250000|1417.64|1644306.25|4.94|369.349|10-NOV-14 08.00.00.000000 AM
37|1|26|266306|Log File|1885625000|2.71|267987.5|3744375000|619.54|531881.25|3.17|19.551|10-NOV-14 08.00.00.000000 AM
37|1|26|266305|Data File|187696250000|10783.7|5099910.11|5136875000|774.27|729706.25|4.96|380.319|10-NOV-14 08.00.00.000000 AM
37|1|26|266309|Control File|781875000|32.13|111075|64206250|5.7|8900|.17|4.921|10-NOV-14 08.00.00.000000 AM
37|1|26|266307|Archive Log|1876875000|2.67|266568.75|1885625000|2.68|267987.5|.95|114.912|10-NOV-14 08.00.00.000000 AM
37|1|27|268724|Other|0|0|0|0|0|0|7.79||11-NOV-14 08.00.00.000000 AM
37|1|27|266306|Log File|1900000000|2.72|269893.75|3833125000|588.75|544781.25|3.4|19.143|11-NOV-14 08.00.00.000000 AM
37|1|27|266310|TOTAL|193750000000|10654.65|2079574.53|11273125000|1329.63|1602462.5|4.33|287.556|11-NOV-14 08.00.00.000000 AM
37|1|27|266308|Temp File|30381250|4.92|4212.5|660000000|14.03|93912.5|.32|7.245|11-NOV-14 08.00.00.000000 AM
37|1|27|266309|Control File|714375000|32.34|101500|64868750|5.77|9000|.18|5.149|11-NOV-14 08.00.00.000000 AM
37|1|27|266305|Data File|190780000000|10611.93|5706344.27|4819375000|718.38|684875|4.35|295.311|11-NOV-14 08.00.00.000000 AM
37|1|27|266307|Archive Log|1922500000|2.73|273331.25|1900000000|2.7|269893.75|3.86|97.589|11-NOV-14 08.00.00.000000 AM
37|1|28|268724|Other|0|0|0|0|0|0|.92||12-NOV-14 08.00.00.000000 AM
37|1|28|266305|Data File|189948750000|10833.45|2049881.61|5063750000|761.44|719862.5|3.23|331.098|12-NOV-14 08.00.00.000000 AM
37|1|28|266309|Control File|743750000|31.1|105962.5|63568750|5.65|8818.75|.22|5.811|12-NOV-14 08.00.00.000000 AM
37|1|28|266310|TOTAL|195106875000|10874.97|4031618.62|11810625000|1385.72|1679012.5|3.22|320.724|12-NOV-14 08.00.00.000000 AM
37|1|28|266306|Log File|2006250000|2.88|285206.25|3972500000|601.2|564775|3.15|19.259|12-NOV-14 08.00.00.000000 AM
37|1|28|266308|Temp File|28337500|4.66|3931.25|705625000|14.58|100362.5|.33|59.095|12-NOV-14 08.00.00.000000 AM
37|1|28|266307|Archive Log|2025000000|2.88|287862.5|2006250000|2.85|285212.5|1.21|103.238|12-NOV-14 08.00.00.000000 AM
37|1|29|266305|Data File|180461875000|10709.6|3239041.9|4881875000|747.76|693518.75|3.39|390.713|13-NOV-14 08.00.00.000000 AM
37|1|29|266308|Temp File|29187500|4.94|4043.75|655000000|14.11|93012.5|.31|8.6|13-NOV-14 08.00.00.000000 AM
37|1|29|266306|Log File|1764375000|2.53|250875|3536875000|576.08|502400|3.28|19.323|13-NOV-14 08.00.00.000000 AM
37|1|29|266310|TOTAL|184526250000|10749.16|943758.25|10900625000|1346.23|1548825|3.38|384.004|13-NOV-14 08.00.00.000000 AM
37|1|29|266307|Archive Log|1764375000|2.51|250650|1764375000|2.51|250875|1.77|261.124|13-NOV-14 08.00.00.000000 AM
37|1|29|266309|Control File|596250000|29.59|84431.25|64981250|5.77|9018.75|.19|4.923|13-NOV-14 08.00.00.000000 AM
37|1|30|266307|Archive Log|1693125000|2.41|240743.75|1656250000|2.36|235518.75|.39|105.911|14-NOV-14 08.00.00.000000 AM
37|1|30|266308|Temp File|27893750|4.69|3875|568125000|12.58|80900|.31|7.53|14-NOV-14 08.00.00.000000 AM
37|1|30|266305|Data File|183570000000|10645.1|4830220.11|4591250000|691.22|653068.75|5.08|427.534|14-NOV-14 08.00.00.000000 AM
37|1|30|266310|TOTAL|189372500000|10685.09|274.28|10260000000|1273.31|1459431.25|5.06|416.403|14-NOV-14 08.00.00.000000 AM
37|1|30|266306|Log File|1656250000|2.38|235518.75|3379375000|561.37|480906.25|3.25|19.804|14-NOV-14 08.00.00.000000 AM
37|1|30|266309|Control File|751250000|30.53|106812.5|65100000|5.79|9043.75|.16|4.78|14-NOV-14 08.00.00.000000 AM
37|1|31|266310|TOTAL|201875000000|11498.98|1101907.88|11573750000|1421.12|1646268.75|4.27|345.436|17-NOV-14 08.00.00.000000 AM
37|1|31|266307|Archive Log|1902500000|2.71|270531.25|1886250000|2.69|268381.25|.72|86.324|17-NOV-14 08.00.00.000000 AM
37|1|31|268724|Other|0|0|0|0|0|0|.75||17-NOV-14 08.00.00.000000 AM
37|1|31|266305|Data File|198125000000|11457.36|1061714.28|5141250000|777.16|731200|4.28|355.237|17-NOV-14 08.00.00.000000 AM
37|1|31|266306|Log File|1886250000|2.71|268387.5|3737500000|619.69|531581.25|3.08|19.508|17-NOV-14 08.00.00.000000 AM
37|1|31|266309|Control File|740625000|30.76|105543.75|65212500|5.8|9050|.16|5.129|17-NOV-14 08.00.00.000000 AM
37|1|31|266308|Temp File|33593750|5.45|4668.75|745625000|15.78|106050|.32|8.57|17-NOV-14 08.00.00.000000 AM
37|1|35|266310|TOTAL|179175000000|9826.59|8447862.42|9983125000|1247.86|1418787.5|3.6|327.764|21-NOV-14 08.00.00.000000 AM
37|1|35|266305|Data File|176184375000|9786.24|882307.38|4448750000|672.61|632200|3.61|335.178|21-NOV-14 08.00.00.000000 AM
37|1|35|266309|Control File|718125000|30.94|102162.5|65043750|5.78|9018.75|.17|4.673|21-NOV-14 08.00.00.000000 AM
37|1|35|266306|Log File|1623125000|2.33|230543.75|3285000000|554.7|467093.75|3.32|20.068|21-NOV-14 08.00.00.000000 AM
