site_id|config_id|run_id|stat_id|stat_name|stat_num_wait|stat_timeout_pct|stat_wait_time|stat_avg_wait|stat_db_time_pct|start_time
37|1|362|266053|System I/O|711430|0|636|.893974108485725932277244423203969469941|.03|05-AUG-15 08.00.00.000000 AM
37|1|362|266048|Commit|15171211|0|35249|2.32341373407831451292846694967198070082|1.47|05-AUG-15 08.00.00.000000 AM
37|1|362|266051|Configuration|41857|76.5|350|8.36180328260506008552930214778890030341|.01|05-AUG-15 08.00.00.000000 AM
37|1|362|266045|Other|86090104|6.19|6395|.07428263764206859362139927255750556417|.27|05-AUG-15 08.00.00.000000 AM
37|1|362|266046|Cluster|713122627|0|302002|.423492382047218367115421791265080696984|12.67|05-AUG-15 08.00.00.000000 AM
37|1|362|266047|Application|5708855|11|113948|19.9598693608438119377703585044636796696|4.8|05-AUG-15 08.00.00.000000 AM
37|1|362|266050|Network|935478695|0|10666|.011401649291435760597412643373989399085|.45|05-AUG-15 08.00.00.000000 AM
37|1|362|266044|User I/O|992786724|0|1112945|1.12103130823091063010629058331364229645|46.64|05-AUG-15 08.00.00.000000 AM
37|1|362|266049|Concurrency|13444370|0|20895|1.5541821595210485876244108128532612536|.88|05-AUG-15 08.00.00.000000 AM
37|1|362|266052|Administrative|250|99.44|45|180|0|05-AUG-15 08.00.00.000000 AM
37|1|363|266046|Cluster|577495666|0|179175|.31026206870269395233868300580458382176|11.17|06-AUG-15 10.00.00.000000 PM
37|1|363|266047|Application|4229787|7.19|120722|28.5409170721835402113628889587111596872|7.57|06-AUG-15 10.00.00.000000 PM
37|1|363|266051|Configuration|18883|67.13|113|5.98421860933114441561192607106921569666|.01|06-AUG-15 10.00.00.000000 PM
37|1|363|266043|DB CPU|||574108||35.73|06-AUG-15 10.00.00.000000 PM
37|1|363|266048|Commit|10310561|0|15719|1.52455331964962915208978444528867051948|.98|06-AUG-15 10.00.00.000000 PM
37|1|363|266053|System I/O|394606|0|308|.780525384814219753374251785325109096162|.01|06-AUG-15 10.00.00.000000 PM
37|1|363|266045|Other|59806579|1.88|3305|.055261478841650514736848599883969287058|.2|06-AUG-15 10.00.00.000000 PM
37|1|363|284428|Scheduler|7120|0|24|3.37078651685393258426966292134831460674|0|06-AUG-15 10.00.00.000000 PM
37|1|363|266050|Network|735009684|0|9275|.012618881358847511456733405433607865226|.58|06-AUG-15 10.00.00.000000 PM
37|1|363|266044|User I/O|745699907|0|742804|.996116524928036500345171693846007144534|46.13|06-AUG-15 10.00.00.000000 PM
37|1|363|266049|Concurrency|5186482|0|14759|2.84566687014434832705483215790587916819|.88|06-AUG-15 10.00.00.000000 PM
37|1|363|266052|Administrative|387|99.88|76|196.382428940568475452196382428940568475|.01|06-AUG-15 10.00.00.000000 PM
37|1|364|266052|Administrative|191|100|29|151.832460732984293193717277486910994764|0|06-AUG-15 08.00.00.000000 AM
37|1|364|266048|Commit|14987813|0|33112|2.20926161808931029497098742825254091441|1.35|06-AUG-15 08.00.00.000000 AM
37|1|364|266053|System I/O|496137|0|431|.868711666334097235239460068489147150888|.02|06-AUG-15 08.00.00.000000 AM
37|1|364|266049|Concurrency|25063050|0|80743|3.22159513706432377543834449518314810049|3.25|06-AUG-15 08.00.00.000000 AM
37|1|364|266043|DB CPU|||865927||35.57|06-AUG-15 08.00.00.000000 AM
37|1|370|266052|Administrative|163|100|27|165.64417177914110429447852760736196319|0|12-AUG-15 10.00.00.000000 PM
37|1|370|266047|Application|4947433|7.94|109326|22.0975200674774170766941159182954069312|7.12|12-AUG-15 10.00.00.000000 PM
37|1|370|284428|Scheduler|448|0|0|0|0|12-AUG-15 10.00.00.000000 PM
37|1|370|266044|User I/O|744326412|0|747039|1.00364435274130780139506859256796062747|48.22|12-AUG-15 10.00.00.000000 PM
37|1|370|266046|Cluster|536649653|0|157771|.293992550107919290874860586185825783065|10.22|12-AUG-15 10.00.00.000000 PM
37|1|370|266051|Configuration|41996|73.69|290|6.90541956376797790265739594247071149633|.02|12-AUG-15 10.00.00.000000 PM
37|1|370|266053|System I/O|245298|0|218|.888714950794543779403011846814894536441|.01|12-AUG-15 10.00.00.000000 PM
37|1|370|266043|DB CPU|||554842||35.93|12-AUG-15 10.00.00.000000 PM
37|1|370|266050|Network|736205727|0|9049|.012291401259365644679370987832589897796|.59|12-AUG-15 10.00.00.000000 PM
37|1|370|266045|Other|71675790|1.56|2587|.03609307968562327670193799049860489853|.16|12-AUG-15 10.00.00.000000 PM
37|1|370|266049|Concurrency|4244383|0|11235|2.64702784833508191885605045539010028077|.71|12-AUG-15 10.00.00.000000 PM
37|1|370|266048|Commit|10250462|0|15621|1.52393131158380958828977659738653730925|1.02|12-AUG-15 10.00.00.000000 PM
37|1|378|266051|Configuration|32789|68.88|199|6.06910854249900881393150141815852877489|.01|17-AUG-15 08.00.00.000000 AM
37|1|378|266049|Concurrency|16925376|0|39252|2.31912130046623484169568817850782162831|1.55|17-AUG-15 08.00.00.000000 AM
