site_id|config_id|run_id|stat_id|stat_instno|stat_500b_pingcnt|stat_avg_500b_msg|stat_std_500b_msg|stat_8k_ping_cnt|stat_avg_8k_msg|stat_std_8k_msg|start_time
37|1|2|266553|6|3059|37.58|6530.67|3059|13.15|2718.39|06-OCT-14 08.00.00.000000 AM
37|1|2|266556|9|3059|.82|6.41|3059|13.14|2716.8|06-OCT-14 08.00.00.000000 AM
37|1|2|266548|1|3059|.83|6.08|3059|.85|6.02|06-OCT-14 08.00.00.000000 AM
37|1|2|266562|15|3059|13.09|2717.21|3059|.82|6.37|06-OCT-14 08.00.00.000000 AM
37|1|2|266563|16|3059|25.23|5412.59|3059|25.31|5418.42|06-OCT-14 08.00.00.000000 AM
37|1|2|266550|3|3059|.87|7.77|3059|.89|7.89|06-OCT-14 08.00.00.000000 AM
37|1|2|266560|13|3059|13.02|2710.48|3059|.81|5.09|06-OCT-14 08.00.00.000000 AM
37|1|2|266549|2|3059|.83|5.65|3059|.86|5.57|06-OCT-14 08.00.00.000000 AM
37|1|2|266551|4|3059|.85|6.61|3059|.87|6.55|06-OCT-14 08.00.00.000000 AM
37|1|2|266552|5|3059|.85|7.32|3059|13.11|2711.51|06-OCT-14 08.00.00.000000 AM
37|1|2|266561|14|3059|13.13|2719.36|3059|13.08|2710.51|06-OCT-14 08.00.00.000000 AM
37|1|2|266554|7|3059|13.16|2718.61|3059|.89|7.86|06-OCT-14 08.00.00.000000 AM
37|1|2|266555|8|3059|49.81|9234.63|3059|.85|6.72|06-OCT-14 08.00.00.000000 AM
37|1|2|266557|10|3059|74.37|12797.34|3059|13.05|2709.25|06-OCT-14 08.00.00.000000 AM
37|1|2|266558|11|3059|.83|7.06|3059|.85|6.99|06-OCT-14 08.00.00.000000 AM
37|1|2|266559|12|3059|.83|7.99|3059|.86|7.98|06-OCT-14 08.00.00.000000 AM
37|1|1|266552|5|3072|.75|4.88|3072|.78|4.83|03-OCT-14 08.00.00.000000 AM
37|1|1|266555|8|3072|25.25|3819.29|3072|.82|5.86|03-OCT-14 08.00.00.000000 AM
37|1|1|266561|14|3072|.79|6.53|3072|.82|6.49|03-OCT-14 08.00.00.000000 AM
37|1|1|266562|15|3072|.77|6.44|3072|.8|6.42|03-OCT-14 08.00.00.000000 AM
37|1|1|266548|1|3072|13.02|2709.3|3072|.81|5.87|03-OCT-14 08.00.00.000000 AM
37|1|1|266549|2|3072|.79|4.8|3072|13.04|2708.52|03-OCT-14 08.00.00.000000 AM
37|1|1|266559|12|3072|.78|6.56|3072|.8|6.5|03-OCT-14 08.00.00.000000 AM
37|1|1|266554|7|3072|25.28|3821.15|3072|.85|7.04|03-OCT-14 08.00.00.000000 AM
37|1|1|266560|13|3072|.74|5.07|3072|12.99|2709.2|03-OCT-14 08.00.00.000000 AM
37|1|1|266550|3|3072|13.03|2709.09|3072|.81|4.54|03-OCT-14 08.00.00.000000 AM
37|1|1|266553|6|3072|37.46|6522.63|3072|.8|5.1|03-OCT-14 08.00.00.000000 AM
37|1|1|266557|10|3072|13.01|2709.66|3072|25.26|5413.19|03-OCT-14 08.00.00.000000 AM
37|1|1|266551|4|3072|.82|6.36|3072|.84|6.27|03-OCT-14 08.00.00.000000 AM
37|1|1|266558|11|3072|.8|6.84|3072|.82|6.84|03-OCT-14 08.00.00.000000 AM
37|1|1|266556|9|3072|.78|6.36|3072|.8|6.35|03-OCT-14 08.00.00.000000 AM
37|1|1|266563|16|3072|13.02|2713.19|3072|13.04|2712.03|03-OCT-14 08.00.00.000000 AM
37|1|6|266560|13|3070|25.21|3819.75|3070|13.01|2710.06|10-OCT-14 08.00.00.000000 AM
37|1|6|266548|1|3070|13.07|2713.03|3070|.85|7.03|10-OCT-14 08.00.00.000000 AM
37|1|6|266552|5|3071|13.04|2712.58|3071|13.07|2712.39|10-OCT-14 08.00.00.000000 AM
37|1|6|266555|8|3071|37.45|8111.36|3071|13.09|2713.28|10-OCT-14 08.00.00.000000 AM
37|1|6|266556|9|3070|.8|7.3|3070|.82|7.29|10-OCT-14 08.00.00.000000 AM
37|1|6|266561|14|3070|.82|6.74|3070|.84|6.7|10-OCT-14 08.00.00.000000 AM
37|1|6|266562|15|3070|13.06|2712.16|3070|.86|8.23|10-OCT-14 08.00.00.000000 AM
37|1|6|266550|3|3070|13.06|2708.84|3070|13.09|2711.23|10-OCT-14 08.00.00.000000 AM
37|1|6|266551|4|3070|.81|5.89|3070|.82|5.86|10-OCT-14 08.00.00.000000 AM
37|1|6|266553|6|3070|25.23|5410.77|3070|.8|4.81|10-OCT-14 08.00.00.000000 AM
37|1|6|266554|7|3070|25.29|5414.07|3070|13.09|2710.71|10-OCT-14 08.00.00.000000 AM
37|1|6|266559|12|3070|13.06|2713.67|3070|.85|8.24|10-OCT-14 08.00.00.000000 AM
37|1|6|266563|16|3070|12.97|2708.06|3070|.77|5.37|10-OCT-14 08.00.00.000000 AM
37|1|6|266549|2|3070|.8|5.49|3070|.83|5.39|10-OCT-14 08.00.00.000000 AM
37|1|6|266558|11|3070|13.04|2711.95|3070|.83|7.01|10-OCT-14 08.00.00.000000 AM
37|1|6|266557|10|3070|13.03|2711.89|3070|.83|6.93|10-OCT-14 08.00.00.000000 AM
37|1|3|266550|3|3072|.84|5.98|3072|.87|5.89|07-OCT-14 08.00.00.000000 AM
37|1|3|266557|10|3072|.81|6.72|3072|.84|6.69|07-OCT-14 08.00.00.000000 AM
37|1|3|266562|15|3072|13.07|2712.3|3072|.86|8.03|07-OCT-14 08.00.00.000000 AM
37|1|3|266548|1|3072|13.11|2714.73|3072|.89|10|07-OCT-14 08.00.00.000000 AM
37|1|3|266552|5|3072|25.28|5414.56|3072|.85|6.34|07-OCT-14 08.00.00.000000 AM
37|1|3|266551|4|3072|.84|6.49|3072|.86|6.4|07-OCT-14 08.00.00.000000 AM
37|1|3|266561|14|3072|.82|6.35|3072|.85|6.29|07-OCT-14 08.00.00.000000 AM
37|1|3|266563|16|3072|.77|6.48|3072|.8|6.36|07-OCT-14 08.00.00.000000 AM
37|1|3|266555|8|3072|13.02|2709.32|3072|13.05|2709.22|07-OCT-14 08.00.00.000000 AM
37|1|3|266553|6|3072|13.06|2709.92|3072|.86|6.25|07-OCT-14 08.00.00.000000 AM
37|1|3|266558|11|3072|.83|6.98|3072|.86|6.95|07-OCT-14 08.00.00.000000 AM
37|1|3|266549|2|3072|.85|6.52|3072|.87|6.51|07-OCT-14 08.00.00.000000 AM
37|1|3|266554|7|3072|.84|6.78|3072|.87|6.7|07-OCT-14 08.00.00.000000 AM
37|1|3|266559|12|3072|.82|6.76|3072|25.32|5418.05|07-OCT-14 08.00.00.000000 AM
37|1|3|266556|9|3072|.82|7.07|3072|.85|6.99|07-OCT-14 08.00.00.000000 AM
37|1|3|266560|13|3072|61.92|10335.54|3072|.81|5.71|07-OCT-14 08.00.00.000000 AM
37|1|5|266563|16|3072|12.99|2709.57|3072|.79|5.67|09-OCT-14 08.00.00.000000 AM
37|1|5|266550|3|3072|25.29|5411.77|3072|.86|4.92|09-OCT-14 08.00.00.000000 AM
37|1|5|266556|9|3072|.8|6.32|3072|.82|6.3|09-OCT-14 08.00.00.000000 AM
37|1|5|266548|1|3072|.81|5.95|3072|.83|5.84|09-OCT-14 08.00.00.000000 AM
37|1|5|266559|12|3072|25.27|5415.02|3072|.83|6.67|09-OCT-14 08.00.00.000000 AM
37|1|5|266549|2|3072|25.27|3818.53|3072|.83|4.69|09-OCT-14 08.00.00.000000 AM
37|1|5|266561|14|3072|.83|7.31|3072|.85|7.33|09-OCT-14 08.00.00.000000 AM
37|1|5|266552|5|3072|13.05|2711.25|3072|.83|5.93|09-OCT-14 08.00.00.000000 AM
37|1|5|266555|8|3072|49.74|10820.65|3072|25.32|5414.96|09-OCT-14 08.00.00.000000 AM
37|1|5|266562|15|3072|13.05|2712.59|3072|13.06|2710.45|09-OCT-14 08.00.00.000000 AM
37|1|5|266558|11|3072|.83|6.9|3072|13.08|2709.43|09-OCT-14 08.00.00.000000 AM
37|1|5|266560|13|3072|49.67|9225.15|3072|.78|5.15|09-OCT-14 08.00.00.000000 AM
37|1|5|266553|6|3072|.81|5.31|3072|.83|5.22|09-OCT-14 08.00.00.000000 AM
37|1|5|266554|7|3072|74.24|6544.84|3072|37.57|6527.69|09-OCT-14 08.00.00.000000 AM
37|1|5|266551|4|3072|13.04|2710.19|3072|.83|5.76|09-OCT-14 08.00.00.000000 AM
37|1|5|266557|10|3072|13.03|2709.92|3072|.82|5.91|09-OCT-14 08.00.00.000000 AM
37|1|4|266557|10|3057|37.61|8132.64|3057|25.41|5428.43|08-OCT-14 08.00.00.000000 AM
37|1|4|266562|15|3057|13.12|2718.13|3057|.85|8.07|08-OCT-14 08.00.00.000000 AM
37|1|4|266550|3|3057|13.13|2716.37|3057|.85|5|08-OCT-14 08.00.00.000000 AM
37|1|4|266553|6|3057|37.62|8131.05|3057|.83|5.27|08-OCT-14 08.00.00.000000 AM
37|1|4|266554|7|3057|.84|6.85|3057|.86|6.81|08-OCT-14 08.00.00.000000 AM
37|1|4|266556|9|3057|.82|6.93|3057|.85|6.85|08-OCT-14 08.00.00.000000 AM
37|1|4|266559|12|3057|.83|7.93|3057|13.16|2718.86|08-OCT-14 08.00.00.000000 AM
37|1|4|266552|5|3057|50|9253.85|3057|.84|6.94|08-OCT-14 08.00.00.000000 AM
37|1|4|266555|8|3057|.83|7.32|3057|13.16|2720.84|08-OCT-14 08.00.00.000000 AM
37|1|4|266561|14|3057|25.39|3829.25|3057|.83|6.59|08-OCT-14 08.00.00.000000 AM
37|1|4|266563|16|3057|.76|5.93|3057|.78|6.09|08-OCT-14 08.00.00.000000 AM
37|1|4|266548|1|3057|13.12|2717.67|3057|13.14|2717.44|08-OCT-14 08.00.00.000000 AM
37|1|4|266549|2|3057|.82|5.24|3057|.84|5.09|08-OCT-14 08.00.00.000000 AM
37|1|4|266560|13|3057|49.9|9245.33|3057|13.1|2716.4|08-OCT-14 08.00.00.000000 AM
37|1|4|266551|4|3057|.83|6.22|3057|.85|6.12|08-OCT-14 08.00.00.000000 AM
37|1|4|266558|11|3057|.84|7.41|3057|.86|7.36|08-OCT-14 08.00.00.000000 AM
37|1|7|266555|8|3072|.85|7.14|3072|.87|7.21|13-OCT-14 08.00.00.000000 AM
37|1|7|266556|9|3072|.82|6.89|3072|.84|6.87|13-OCT-14 08.00.00.000000 AM
37|1|7|266548|1|3072|.87|8.33|3072|.89|8.3|13-OCT-14 08.00.00.000000 AM
37|1|7|266550|3|3072|37.52|6522.79|3072|.86|5.41|13-OCT-14 08.00.00.000000 AM
37|1|7|266559|12|3072|.8|6.85|3072|.83|6.88|13-OCT-14 08.00.00.000000 AM
37|1|7|266560|13|3072|25.26|5415.88|3072|37.52|6526.46|13-OCT-14 08.00.00.000000 AM
37|1|7|266554|7|3072|37.52|4664.68|3072|.88|7.4|13-OCT-14 08.00.00.000000 AM
37|1|7|266563|16|3072|12.99|2710.04|3072|.79|5.68|13-OCT-14 08.00.00.000000 AM
37|1|7|266552|5|3072|13.06|2710.9|3072|.85|6.27|13-OCT-14 08.00.00.000000 AM
37|1|7|266549|2|3072|25.29|5414.84|3072|.85|5.26|13-OCT-14 08.00.00.000000 AM
37|1|7|266553|6|3072|25.26|3820.71|3072|13.04|2709.05|13-OCT-14 08.00.00.000000 AM
37|1|7|266561|14|3072|25.29|5414.77|3072|.86|7.9|13-OCT-14 08.00.00.000000 AM
37|1|7|266562|15|3072|.88|9.52|3072|13.14|2713.87|13-OCT-14 08.00.00.000000 AM
37|1|7|266551|4|3072|.86|8.23|3072|.89|8.37|13-OCT-14 08.00.00.000000 AM
37|1|7|266557|10|3072|13.04|2710.29|3072|13.07|2710.8|13-OCT-14 08.00.00.000000 AM
37|1|7|266558|11|3072|.84|7.6|3072|.87|7.56|13-OCT-14 08.00.00.000000 AM
37|1|11|266552|5|3066|62.09|13538.3|3066|.84|6.8|17-OCT-14 08.00.00.000000 AM
37|1|11|266549|2|3066|13.14|2717.95|3066|.87|6.68|17-OCT-14 08.00.00.000000 AM
37|1|11|266551|4|3066|.82|6.11|3066|.84|6.07|17-OCT-14 08.00.00.000000 AM
37|1|11|266553|6|3066|.81|7.29|3066|.83|7.32|17-OCT-14 08.00.00.000000 AM
37|1|11|266555|8|3066|.87|7.79|3066|.9|7.78|17-OCT-14 08.00.00.000000 AM
37|1|11|266561|14|3066|.81|6.23|3066|.83|6.25|17-OCT-14 08.00.00.000000 AM
37|1|11|266562|15|3066|13.05|2712.24|3066|.83|6.95|17-OCT-14 08.00.00.000000 AM
37|1|11|266548|1|3066|.8|6.92|3066|.83|6.92|17-OCT-14 08.00.00.000000 AM
37|1|11|266550|3|3066|.85|7.83|3066|.88|8.07|17-OCT-14 08.00.00.000000 AM
37|1|11|266563|16|3066|12.98|2709.65|3066|13.01|2709.59|17-OCT-14 08.00.00.000000 AM
37|1|11|266554|7|3066|25.27|3819.85|3066|.84|6.24|17-OCT-14 08.00.00.000000 AM
37|1|11|266559|12|3066|.79|6.46|3066|.82|6.41|17-OCT-14 08.00.00.000000 AM
37|1|11|266556|9|3066|13.05|2711.2|3066|.85|7.04|17-OCT-14 08.00.00.000000 AM
37|1|11|266560|13|3066|74.29|14653.49|3066|.79|5.4|17-OCT-14 08.00.00.000000 AM
37|1|11|266557|10|3066|13.09|2717.42|3066|25.35|5421.44|17-OCT-14 08.00.00.000000 AM
37|1|11|266558|11|3066|.82|8.38|3066|.84|8.53|17-OCT-14 08.00.00.000000 AM
37|1|12|266557|10|3070|.81|6.76|3070|.84|6.71|20-OCT-14 08.00.00.000000 AM
37|1|12|266558|11|3070|.81|6.41|3070|.84|6.39|20-OCT-14 08.00.00.000000 AM
37|1|12|266552|5|3070|.83|8.69|3070|.86|8.67|20-OCT-14 08.00.00.000000 AM
37|1|12|266551|4|3070|.81|5.99|3070|.84|6.07|20-OCT-14 08.00.00.000000 AM
37|1|12|266555|8|3070|13.08|2711.23|3070|.88|7.4|20-OCT-14 08.00.00.000000 AM
37|1|12|266549|2|3070|.77|5.33|3070|.8|5.25|20-OCT-14 08.00.00.000000 AM
37|1|12|266553|6|3070|25.26|5414.73|3070|.83|6.54|20-OCT-14 08.00.00.000000 AM
37|1|12|266562|15|3070|13.04|2712.15|3070|.82|6.65|20-OCT-14 08.00.00.000000 AM
37|1|12|266554|7|3070|25.3|3823.42|3070|.87|9.43|20-OCT-14 08.00.00.000000 AM
37|1|12|266559|12|3070|13.05|2710.9|3070|.84|6.83|20-OCT-14 08.00.00.000000 AM
37|1|12|266561|14|3070|13.07|2710.76|3070|37.56|8119.37|20-OCT-14 08.00.00.000000 AM
37|1|12|266563|16|3070|.82|6.43|3070|.85|6.37|20-OCT-14 08.00.00.000000 AM
37|1|12|266556|9|3070|13.06|2710.6|3070|.87|7.68|20-OCT-14 08.00.00.000000 AM
37|1|12|266548|1|3070|.84|7.24|3070|.86|7.28|20-OCT-14 08.00.00.000000 AM
37|1|12|266550|3|3070|.8|5.93|3070|.82|5.86|20-OCT-14 08.00.00.000000 AM
37|1|12|266560|13|3070|25.25|3819.52|3070|.82|6.49|20-OCT-14 08.00.00.000000 AM
37|1|9|266549|2|3066|25.31|3819.75|3066|.88|6.6|15-OCT-14 08.00.00.000000 AM
37|1|9|266551|4|3066|.81|5.63|3066|.83|5.53|15-OCT-14 08.00.00.000000 AM
37|1|9|266554|7|3067|73.91|8678.44|3067|.87|6.68|15-OCT-14 08.00.00.000000 AM
37|1|9|266558|11|3066|13.07|2710.22|3066|13.11|2712.25|15-OCT-14 08.00.00.000000 AM
37|1|9|266550|3|3066|13.06|2708.14|3066|.86|4.78|15-OCT-14 08.00.00.000000 AM
37|1|9|266553|6|3066|25.38|5425.27|3066|.82|5.1|15-OCT-14 08.00.00.000000 AM
37|1|9|266555|8|3066|13.03|2708.89|3066|.82|5|15-OCT-14 08.00.00.000000 AM
37|1|9|266556|9|3066|.83|7|3066|.86|6.94|15-OCT-14 08.00.00.000000 AM
37|1|9|266557|10|3066|25.24|5413.72|3066|.81|5.06|15-OCT-14 08.00.00.000000 AM
37|1|9|266559|12|3066|13.04|2712.01|3066|13.06|2710.09|15-OCT-14 08.00.00.000000 AM
37|1|9|266560|13|3066|37.6|6532.56|3066|13.04|2710.28|15-OCT-14 08.00.00.000000 AM
37|1|9|266562|15|3066|.79|6.86|3066|.81|6.84|15-OCT-14 08.00.00.000000 AM
37|1|9|266552|5|3066|13.1|2717.09|3066|.83|5.51|15-OCT-14 08.00.00.000000 AM
37|1|9|266563|16|3066|12.97|2709|3066|.76|4.72|15-OCT-14 08.00.00.000000 AM
37|1|9|266548|1|3066|13.14|2717.35|3066|.88|7.97|15-OCT-14 08.00.00.000000 AM
37|1|9|266561|14|3066|.81|6.17|3066|.83|6.11|15-OCT-14 08.00.00.000000 AM
37|1|8|266548|1|3068|13.05|2709.65|3068|.84|6.62|14-OCT-14 08.00.00.000000 AM
37|1|8|266558|11|3068|.86|9.13|3068|.88|9.18|14-OCT-14 08.00.00.000000 AM
37|1|8|266554|7|3068|25.33|3822.33|3068|.89|7.71|14-OCT-14 08.00.00.000000 AM
37|1|8|266555|8|3068|13.04|2710.13|3068|13.07|2711.41|14-OCT-14 08.00.00.000000 AM
37|1|8|266561|14|3068|13.06|2711.73|3068|.85|6.51|14-OCT-14 08.00.00.000000 AM
37|1|8|266559|12|3068|.8|6.65|3068|.83|6.58|14-OCT-14 08.00.00.000000 AM
37|1|8|266549|2|3068|.84|5.41|3068|13.09|2709.78|14-OCT-14 08.00.00.000000 AM
37|1|8|266557|10|3068|25.25|5414.41|3068|13.04|2708.65|14-OCT-14 08.00.00.000000 AM
37|1|8|266563|16|3068|.78|7.29|3068|25.32|5421.42|14-OCT-14 08.00.00.000000 AM
37|1|8|266550|3|3068|49.82|10824.79|3068|.92|9.84|14-OCT-14 08.00.00.000000 AM
37|1|8|266552|5|3068|.82|6.94|3068|.85|6.95|14-OCT-14 08.00.00.000000 AM
37|1|8|266556|9|3068|13.06|2709.99|3068|.86|7.22|14-OCT-14 08.00.00.000000 AM
37|1|8|266560|13|3068|13.01|2709.68|3068|.81|6.35|14-OCT-14 08.00.00.000000 AM
37|1|8|266562|15|3068|.83|8.66|3068|.86|8.76|14-OCT-14 08.00.00.000000 AM
37|1|8|266551|4|3068|.81|6.1|3068|.83|5.99|14-OCT-14 08.00.00.000000 AM
37|1|8|266553|6|3068|25.32|5419.4|3068|.82|5.81|14-OCT-14 08.00.00.000000 AM
37|1|10|266548|1|3068|.81|6.22|3068|13.07|2710.29|16-OCT-14 08.00.00.000000 AM
37|1|10|266550|3|3068|.83|4.78|3068|.86|4.71|16-OCT-14 08.00.00.000000 AM
37|1|10|266552|5|3068|25.33|5421.14|3068|13.06|2709.8|16-OCT-14 08.00.00.000000 AM
37|1|10|266560|13|3068|25.22|5412.69|3068|.79|5.21|16-OCT-14 08.00.00.000000 AM
37|1|10|266559|12|3068|37.5|6526.85|3068|.82|6.66|16-OCT-14 08.00.00.000000 AM
37|1|10|266563|16|3068|13.01|2711.33|3068|.81|8.05|16-OCT-14 08.00.00.000000 AM
37|1|10|266549|2|3068|.83|5.01|3068|.85|4.92|16-OCT-14 08.00.00.000000 AM
37|1|10|266556|9|3068|.85|8.17|3068|13.1|2711.52|16-OCT-14 08.00.00.000000 AM
37|1|10|266551|4|3068|13.05|2710.25|3068|.85|5.89|16-OCT-14 08.00.00.000000 AM
37|1|10|266554|7|3068|37.55|6524.98|3068|.89|7.52|16-OCT-14 08.00.00.000000 AM
37|1|10|266555|8|3068|13.05|2710.11|3068|.85|5.93|16-OCT-14 08.00.00.000000 AM
37|1|10|266562|15|3068|13.13|2721.25|3068|.87|11.75|16-OCT-14 08.00.00.000000 AM
37|1|10|266553|6|3068|13.14|2722.36|3068|.88|12.37|16-OCT-14 08.00.00.000000 AM
37|1|10|266558|11|3068|.84|7.27|3068|.86|7.26|16-OCT-14 08.00.00.000000 AM
37|1|10|266557|10|3068|25.31|5416.76|3068|25.33|5415.06|16-OCT-14 08.00.00.000000 AM
37|1|10|266561|14|3068|13.05|2711.14|3068|.83|6.53|16-OCT-14 08.00.00.000000 AM
37|1|17|266553|6|3057|.88|10.41|3057|.91|10.67|27-OCT-14 08.00.00.000000 AM
37|1|17|266563|16|3057|.89|8.25|3057|.91|8.25|27-OCT-14 08.00.00.000000 AM
37|1|17|266558|11|3057|.83|7.08|3057|.86|7.09|27-OCT-14 08.00.00.000000 AM
37|1|17|266562|15|3057|13.1|2716.62|3057|.83|6.26|27-OCT-14 08.00.00.000000 AM
37|1|17|266555|8|3057|13.19|2719.23|3057|.92|8.11|27-OCT-14 08.00.00.000000 AM
37|1|17|266560|13|3057|.83|6.56|3057|.86|6.52|27-OCT-14 08.00.00.000000 AM
37|1|17|266554|7|3057|13.09|2712.05|3057|.89|8.33|27-OCT-14 08.00.00.000000 AM
37|1|17|266552|5|3057|25.44|3830.73|3057|.89|7.82|27-OCT-14 08.00.00.000000 AM
37|1|17|266559|12|3057|.83|6.29|3057|.86|6.29|27-OCT-14 08.00.00.000000 AM
37|1|17|266549|2|3057|.87|8.23|3057|.89|8.22|27-OCT-14 08.00.00.000000 AM
37|1|17|266551|4|3057|.86|6.67|3057|.89|6.6|27-OCT-14 08.00.00.000000 AM
37|1|17|266556|9|3057|13.13|2717.96|3057|13.16|2718.98|27-OCT-14 08.00.00.000000 AM
37|1|17|266548|1|3057|.84|6.81|3057|.86|6.74|27-OCT-14 08.00.00.000000 AM
37|1|17|266550|3|3057|13.15|2719.72|3057|.88|6.94|27-OCT-14 08.00.00.000000 AM
37|1|17|266557|10|3057|37.73|4678.17|3057|.88|7.55|27-OCT-14 08.00.00.000000 AM
37|1|17|266561|14|3057|13.13|2717.4|3057|.87|6.67|27-OCT-14 08.00.00.000000 AM
37|1|16|266549|2|3069|13.04|2709.97|3069|.84|6.93|24-OCT-14 08.00.00.000000 AM
37|1|16|266557|10|3069|.85|8.02|3069|.87|8.01|24-OCT-14 08.00.00.000000 AM
37|1|16|266563|16|3069|.83|7.36|3069|13.09|2712.72|24-OCT-14 08.00.00.000000 AM
37|1|16|266550|3|3069|13.06|2711.51|3069|.85|6.67|24-OCT-14 08.00.00.000000 AM
37|1|16|266554|7|3069|13.03|2710.41|3069|.83|6.58|24-OCT-14 08.00.00.000000 AM
37|1|16|266553|6|3069|13.05|2709.6|3069|.86|7.37|24-OCT-14 08.00.00.000000 AM
37|1|16|266555|8|3069|13.05|2710.33|3069|.84|6.42|24-OCT-14 08.00.00.000000 AM
37|1|16|266561|14|3069|.81|6.68|3069|.84|6.63|24-OCT-14 08.00.00.000000 AM
37|1|16|266560|13|3069|.78|6.01|3069|13.03|2709.78|24-OCT-14 08.00.00.000000 AM
37|1|16|266552|5|3069|.85|8.95|3069|.88|9.01|24-OCT-14 08.00.00.000000 AM
37|1|16|266556|9|3069|13.03|2710.91|3069|.83|6.47|24-OCT-14 08.00.00.000000 AM
37|1|16|266548|1|3069|.82|6.25|3069|.84|6.22|24-OCT-14 08.00.00.000000 AM
37|1|16|266551|4|3069|37.49|6522.02|3069|.84|5.81|24-OCT-14 08.00.00.000000 AM
37|1|16|266559|12|3069|.81|5.96|3069|.83|5.89|24-OCT-14 08.00.00.000000 AM
37|1|16|266558|11|3069|.8|6.4|3069|13.05|2710.43|24-OCT-14 08.00.00.000000 AM
37|1|16|266562|15|3069|13.01|2711.37|3069|.8|5.92|24-OCT-14 08.00.00.000000 AM
37|1|13|266559|12|3058|.8|5.85|3058|.83|5.78|21-OCT-14 08.00.00.000000 AM
37|1|13|266549|2|3058|.81|8.27|3058|.84|8.38|21-OCT-14 08.00.00.000000 AM
37|1|13|266555|8|3058|.81|5.85|3058|.84|5.78|21-OCT-14 08.00.00.000000 AM
37|1|13|266554|7|3058|.79|5.72|3058|.81|5.65|21-OCT-14 08.00.00.000000 AM
37|1|13|266558|11|3058|13.05|2711.47|3058|.84|6.3|21-OCT-14 08.00.00.000000 AM
37|1|13|266556|9|3058|37.7|6542.29|3058|.84|6.54|21-OCT-14 08.00.00.000000 AM
37|1|13|266563|16|3058|25.42|3831.32|3058|.86|7.24|21-OCT-14 08.00.00.000000 AM
37|1|13|266548|1|3058|.81|6.14|3058|.84|6.12|21-OCT-14 08.00.00.000000 AM
37|1|13|266550|3|3058|13.02|2709.9|3058|.81|5.41|21-OCT-14 08.00.00.000000 AM
37|1|13|266552|5|3058|13.13|2718.86|3058|.88|10.16|21-OCT-14 08.00.00.000000 AM
37|1|13|266560|13|3058|25.41|3831.91|3058|.85|8.14|21-OCT-14 08.00.00.000000 AM
37|1|13|266562|15|3058|.83|8.06|3058|.86|8.13|21-OCT-14 08.00.00.000000 AM
37|1|13|266557|10|3058|.81|6.38|3058|.83|6.33|21-OCT-14 08.00.00.000000 AM
37|1|13|266561|14|3058|13.11|2718.1|3058|.83|6.26|21-OCT-14 08.00.00.000000 AM
37|1|13|266551|4|3058|13.12|2716.74|3058|.85|5.74|21-OCT-14 08.00.00.000000 AM
37|1|13|266553|6|3058|25.39|3830.68|3058|.83|6.31|21-OCT-14 08.00.00.000000 AM
37|1|14|266561|14|3072|.83|7.4|3072|.85|7.36|22-OCT-14 08.00.00.000000 AM
37|1|14|266549|2|3072|25.29|3822.5|3072|.85|7.85|22-OCT-14 08.00.00.000000 AM
37|1|14|266554|7|3072|.78|6.53|3072|.81|6.52|22-OCT-14 08.00.00.000000 AM
37|1|14|266556|9|3072|13.04|2711.46|3072|.83|6.66|22-OCT-14 08.00.00.000000 AM
37|1|14|266551|4|3072|13.05|2709.58|3072|.86|6.64|22-OCT-14 08.00.00.000000 AM
37|1|14|266550|3|3072|13.06|2710.35|3072|13.09|2711.01|22-OCT-14 08.00.00.000000 AM
37|1|14|266548|1|3072|.83|7.83|3072|.85|7.79|22-OCT-14 08.00.00.000000 AM
37|1|14|266553|6|3072|13.1|2712.59|3072|.91|10.4|22-OCT-14 08.00.00.000000 AM
37|1|14|266557|10|3072|13.05|2711.52|3072|.85|7.17|22-OCT-14 08.00.00.000000 AM
37|1|14|266559|12|3072|13.05|2710.87|3072|.85|6.81|22-OCT-14 08.00.00.000000 AM
37|1|14|266563|16|3072|25.34|3824.64|3072|.89|8.87|22-OCT-14 08.00.00.000000 AM
37|1|14|266558|11|3072|.81|7.03|3072|.83|6.98|22-OCT-14 08.00.00.000000 AM
37|1|14|266562|15|3072|13.02|2709.44|3072|.83|6.98|22-OCT-14 08.00.00.000000 AM
37|1|14|266552|5|3072|13.06|2709.83|3072|.86|7.75|22-OCT-14 08.00.00.000000 AM
37|1|14|266555|8|3072|13.07|2712.06|3072|.86|7.46|22-OCT-14 08.00.00.000000 AM
37|1|14|266560|13|3072|25.26|5414.93|3072|.83|6.64|22-OCT-14 08.00.00.000000 AM
37|1|15|266557|10|3057|.82|6.73|3057|.85|6.7|23-OCT-14 08.00.00.000000 AM
37|1|15|266550|3|3057|.82|6.6|3058|13.08|2710.88|23-OCT-14 08.00.00.000000 AM
37|1|15|266555|8|3057|13.14|2719.37|3057|.87|6.96|23-OCT-14 08.00.00.000000 AM
37|1|15|266553|6|3057|25.45|3833.28|3057|13.19|2720.68|23-OCT-14 08.00.00.000000 AM
37|1|15|266554|7|3057|.83|7.56|3057|.86|7.53|23-OCT-14 08.00.00.000000 AM
37|1|15|266548|1|3057|.86|8.36|3057|.89|8.44|23-OCT-14 08.00.00.000000 AM
37|1|15|266551|4|3057|13.15|2718.5|3057|.88|7.64|23-OCT-14 08.00.00.000000 AM
37|1|15|266560|13|3057|.81|6.45|3057|13.12|2716.23|23-OCT-14 08.00.00.000000 AM
