site_id|config_id|run_id|stat_id|stat_name|stat_rw_persec|stat_r_persec|stat_w_persec|start_time
37|1|75|265449|Total Requests|12150.0692307692307692307692307692307692|10436.5153846153846153846153846153846154|1713.57692307692307692307692307692307692|22-JAN-15 08.00.00.000000 AM
37|1|75|265452|Redo Requests|909.115384615384615384615384615384615385|3.24615384615384615384615384615384615385|905.876923076923076923076923076923076923|22-JAN-15 08.00.00.000000 AM
37|1|75|265453|Total (MB)|151.638461538461538461538461538461538462|136.161538461538461538461538461538461538|15.4846153846153846153846153846153846154|22-JAN-15 08.00.00.000000 AM
37|1|75|265459|Direct (blocks)|5307.59230769230769230769230769230769231|5219.14615384615384615384615384615384615|88.4538461538461538461538461538461538462|22-JAN-15 08.00.00.000000 AM
37|1|75|265456|Redo (MB)|7.26923076923076923076923076923076923077|2.43076923076923076923076923076923076923|4.83846153846153846153846153846153846154|22-JAN-15 08.00.00.000000 AM
37|1|75|265451|Optimized Requests|10394.5384615384615384615384615384615385|10369.5230769230769230769230769230769231|25.0230769230769230769230769230769230769|22-JAN-15 08.00.00.000000 AM
37|1|75|265455|Optimized Total (MB)|131.707692307692307692307692307692307692|131.546153846153846153846153846153846154|.176923076923076923076923076923076923077|22-JAN-15 08.00.00.000000 AM
37|1|76|265451|Optimized Requests|9981.45333333333333333333333333333333333|9959.83333333333333333333333333333333333|21.62|23-JAN-15 08.00.00.000000 AM
37|1|76|265455|Optimized Total (MB)|245.84|245.7|.133333333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|76|265450|Database Requests|10628.1466666666666666666666666666666667|9867.18666666666666666666666666666666667|760.973333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|76|265453|Total (MB)|265.986666666666666666666666666666666667|250.686666666666666666666666666666666667|15.3066666666666666666666666666666666667|23-JAN-15 08.00.00.000000 AM
37|1|76|265459|Direct (blocks)|4068.26666666666666666666666666666666667|3984.14|84.1333333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|76|265449|Total Requests|11696.82|10021.3666666666666666666666666666666667|1675.45333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|76|265454|Database (MB)|128.113333333333333333333333333333333333|120.38|7.74666666666666666666666666666666666667|23-JAN-15 08.00.00.000000 AM
37|1|76|265456|Redo (MB)|6.93333333333333333333333333333333333333|2.32|4.60666666666666666666666666666666666667|23-JAN-15 08.00.00.000000 AM
37|1|76|265458|Via Buffer Cache (blocks)|12331.32|11425.06|906.273333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|76|265452|Redo Requests|878.26|3.02666666666666666666666666666666666667|875.24|23-JAN-15 08.00.00.000000 AM
37|1|76|265457|Database (blocks)|16399.6|15409.2|990.393333333333333333333333333333333333|23-JAN-15 08.00.00.000000 AM
37|1|72|265449|Total Requests|12627.3928571428571428571428571428571429|10831.25|1796.16428571428571428571428571428571429|20-JAN-15 08.00.00.000000 AM
37|1|72|265455|Optimized Total (MB)|129.785714285714285714285714285714285714|129.692857142857142857142857142857142857|.1|20-JAN-15 08.00.00.000000 AM
37|1|72|265456|Redo (MB)|7.77857142857142857142857142857142857143|2.60714285714285714285714285714285714286|5.18571428571428571428571428571428571429|20-JAN-15 08.00.00.000000 AM
37|1|72|265451|Optimized Requests|10757.0571428571428571428571428571428571|10741.6071428571428571428571428571428571|15.4285714285714285714285714285714285714|20-JAN-15 08.00.00.000000 AM
37|1|72|265457|Database (blocks)|17824.5714285714285714285714285714285714|16666.9928571428571428571428571428571429|1157.55714285714285714285714285714285714|20-JAN-15 08.00.00.000000 AM
37|1|72|265450|Database Requests|11655.35|10797.3357142857142857142857142857142857|858.021428571428571428571428571428571429|20-JAN-15 08.00.00.000000 AM
37|1|72|265452|Redo Requests|935.164285714285714285714285714285714286|3.35714285714285714285714285714285714286|931.821428571428571428571428571428571429|20-JAN-15 08.00.00.000000 AM
37|1|72|265453|Total (MB)|151.342857142857142857142857142857142857|134.464285714285714285714285714285714286|16.9|20-JAN-15 08.00.00.000000 AM
37|1|72|265458|Via Buffer Cache (blocks)|12603.1428571428571428571428571428571429|11539.2357142857142857142857142857142857|1063.87857142857142857142857142857142857|20-JAN-15 08.00.00.000000 AM
37|1|72|265459|Direct (blocks)|5221.36428571428571428571428571428571429|5127.69285714285714285714285714285714286|93.6714285714285714285714285714285714286|20-JAN-15 08.00.00.000000 AM
37|1|72|265454|Database (MB)|139.25|130.214285714285714285714285714285714286|9.05|20-JAN-15 08.00.00.000000 AM
37|1|73|265449|Total Requests|8714.725|7587.18125|1127.575|20-JAN-15 10.00.00.000000 PM
37|1|73|265451|Optimized Requests|7551.675|7545.325|6.31875|20-JAN-15 10.00.00.000000 PM
37|1|73|265454|Database (MB)|94.15|88.80625|5.34375|20-JAN-15 10.00.00.000000 PM
37|1|73|265450|Database Requests|7854.01875|7411.53125|442.5|20-JAN-15 10.00.00.000000 PM
37|1|73|265456|Redo (MB)|5.05|1.75|3.3|20-JAN-15 10.00.00.000000 PM
37|1|73|265457|Database (blocks)|12050.675|11366.475|684.19375|20-JAN-15 10.00.00.000000 PM
37|1|73|265453|Total (MB)|256.45625|245.0625|11.4|20-JAN-15 10.00.00.000000 PM
37|1|73|265455|Optimized Total (MB)|240.29375|240.26875|.00625|20-JAN-15 10.00.00.000000 PM
37|1|73|265459|Direct (blocks)|3573.275|3500.325|72.925|20-JAN-15 10.00.00.000000 PM
37|1|73|265458|Via Buffer Cache (blocks)|8477.375|7866.11875|611.26875|20-JAN-15 10.00.00.000000 PM
37|1|73|265452|Redo Requests|615.425|2.13125|613.3125|20-JAN-15 10.00.00.000000 PM
37|1|74|265450|Database Requests|8813.425|8193.70625|619.7125|21-JAN-15 10.00.00.000000 PM
37|1|74|265455|Optimized Total (MB)|271.4|271.3125|.1|21-JAN-15 10.00.00.000000 PM
37|1|74|265449|Total Requests|9716.95625|8362.0875|1354.8625|21-JAN-15 10.00.00.000000 PM
37|1|74|265456|Redo (MB)|5.3|1.79375|3.51875|21-JAN-15 10.00.00.000000 PM
37|1|74|265459|Direct (blocks)|13010.2625|12956.48125|53.7875|21-JAN-15 10.00.00.000000 PM
37|1|74|265458|Via Buffer Cache (blocks)|9760.675|8957.10625|803.5625|21-JAN-15 10.00.00.000000 PM
37|1|74|265453|Total (MB)|331.7375|318.925|12.825|21-JAN-15 10.00.00.000000 PM
37|1|74|265457|Database (blocks)|22770.98125|21913.6125|857.35625|21-JAN-15 10.00.00.000000 PM
37|1|74|265451|Optimized Requests|8263.0625|8247.7625|15.275|21-JAN-15 10.00.00.000000 PM
37|1|74|265454|Database (MB)|177.90625|171.2|6.6875|21-JAN-15 10.00.00.000000 PM
37|1|74|265452|Redo Requests|697.53125|2.325|695.21875|21-JAN-15 10.00.00.000000 PM
37|1|79|265449|Total Requests|12567.8375|10785.55|1782.275|27-JAN-15 08.00.00.000000 AM
37|1|79|265454|Database (MB)|178.4|169.6125|8.7875|27-JAN-15 08.00.00.000000 AM
37|1|79|265459|Direct (blocks)|10801.75|10707.70625|94.05625|27-JAN-15 08.00.00.000000 AM
37|1|79|265451|Optimized Requests|10703.0625|10688.125|14.94375|27-JAN-15 08.00.00.000000 AM
37|1|79|265452|Redo Requests|907.15|3.16875|903.96875|27-JAN-15 08.00.00.000000 AM
37|1|79|265458|Via Buffer Cache (blocks)|12032.26875|11002.0875|1030.19375|27-JAN-15 08.00.00.000000 AM
37|1|79|265457|Database (blocks)|22834.2|21709.975|1124.25|27-JAN-15 08.00.00.000000 AM
37|1|79|265450|Database Requests|11486.05|10638.89375|847.15|27-JAN-15 08.00.00.000000 AM
37|1|79|265455|Optimized Total (MB)|270.43125|270.3375|.1|27-JAN-15 08.00.00.000000 AM
37|1|79|265456|Redo (MB)|7.28125|2.45|4.8375|27-JAN-15 08.00.00.000000 AM
37|1|79|265453|Total (MB)|309.43125|292.99375|16.45|27-JAN-15 08.00.00.000000 AM
37|1|80|265451|Optimized Requests|9652.65|9643.94375|8.71875|28-JAN-15 01.00.00.000000 AM
37|1|80|265453|Total (MB)|360.1375|347.55|12.5875|28-JAN-15 01.00.00.000000 AM
37|1|80|265458|Via Buffer Cache (blocks)|10414.4625|9678.23125|736.2125|28-JAN-15 01.00.00.000000 AM
37|1|80|265455|Optimized Total (MB)|308.65625|308.60625|.05|28-JAN-15 01.00.00.000000 AM
37|1|80|265456|Redo (MB)|5.375|1.825|3.5875|28-JAN-15 01.00.00.000000 AM
37|1|80|265454|Database (MB)|213.68125|207.33125|6.325|28-JAN-15 01.00.00.000000 AM
37|1|80|265459|Direct (blocks)|16935.06875|16860.875|74.2|28-JAN-15 01.00.00.000000 AM
37|1|80|265457|Database (blocks)|27349.6625|26539.25625|810.41875|28-JAN-15 01.00.00.000000 AM
37|1|80|265450|Database Requests|10148.5|9572.91875|575.6|28-JAN-15 01.00.00.000000 AM
37|1|80|265449|Total Requests|11091.05625|9734.35625|1356.71875|28-JAN-15 01.00.00.000000 AM
37|1|80|265452|Redo Requests|722.6375|1.93125|720.7125|28-JAN-15 01.00.00.000000 AM
37|1|81|265453|Total (MB)|288.41875|272.075|16.36875|28-JAN-15 08.00.00.000000 AM
37|1|81|265457|Database (blocks)|20273.175|19152.25|1120.95|28-JAN-15 08.00.00.000000 AM
37|1|81|265449|Total Requests|12473.59375|10695.95625|1777.63125|28-JAN-15 08.00.00.000000 AM
37|1|81|265455|Optimized Total (MB)|257.86875|257.78125|.1|28-JAN-15 08.00.00.000000 AM
37|1|81|265451|Optimized Requests|10615.2|10600.84375|14.36875|28-JAN-15 08.00.00.000000 AM
37|1|81|265454|Database (MB)|158.39375|149.63125|8.75625|28-JAN-15 08.00.00.000000 AM
37|1|81|265456|Redo (MB)|7.2625|2.44375|4.83125|28-JAN-15 08.00.00.000000 AM
37|1|81|265458|Via Buffer Cache (blocks)|12094.75|11072.10625|1022.625|28-JAN-15 08.00.00.000000 AM
37|1|81|265450|Database Requests|11398.46875|10549.3625|849.11875|28-JAN-15 08.00.00.000000 AM
37|1|81|265452|Redo Requests|902.96875|3.2875|899.70625|28-JAN-15 08.00.00.000000 AM
37|1|81|265459|Direct (blocks)|8178.26875|8079.95625|98.30625|28-JAN-15 08.00.00.000000 AM
37|1|82|265451|Optimized Requests|9249.75|9235.875|13.89375|29-JAN-15 01.00.00.000000 AM
37|1|82|265453|Total (MB)|453.4625|441.68125|11.78125|29-JAN-15 01.00.00.000000 AM
37|1|82|265459|Direct (blocks)|47135.65|47034.73125|100.925|29-JAN-15 01.00.00.000000 AM
37|1|82|265454|Database (MB)|445.96875|439.40625|6.56875|29-JAN-15 01.00.00.000000 AM
37|1|82|265456|Redo (MB)|5.175|1.75625|3.45|29-JAN-15 01.00.00.000000 AM
37|1|82|265458|Via Buffer Cache (blocks)|9947.4125|9208.81875|738.59375|29-JAN-15 01.00.00.000000 AM
37|1|82|265452|Redo Requests|699.23125|2.05|697.1875|29-JAN-15 01.00.00.000000 AM
37|1|82|265449|Total Requests|10792.45625|9496.6|1295.85|29-JAN-15 01.00.00.000000 AM
37|1|82|265455|Optimized Total (MB)|234.00625|233.9375|.1|29-JAN-15 01.00.00.000000 AM
37|1|82|265450|Database Requests|10067.93125|9473.69375|594.25|29-JAN-15 01.00.00.000000 AM
37|1|82|265457|Database (blocks)|57083.18125|56243.675|839.525|29-JAN-15 01.00.00.000000 AM
37|1|83|265451|Optimized Requests|10553.6375|10533.78125|19.88125|29-JAN-15 08.00.00.000000 AM
37|1|83|265457|Database (blocks)|30733.73125|29615.20625|1118.53125|29-JAN-15 08.00.00.000000 AM
37|1|83|265459|Direct (blocks)|18659.41875|18566.63125|92.80625|29-JAN-15 08.00.00.000000 AM
37|1|83|265452|Redo Requests|915.4875|3.18125|912.31875|29-JAN-15 08.00.00.000000 AM
37|1|83|265455|Optimized Total (MB)|175.625|175.50625|.1|29-JAN-15 08.00.00.000000 AM
37|1|83|265453|Total (MB)|251.66875|235.65|16.025|29-JAN-15 08.00.00.000000 AM
37|1|83|265454|Database (MB)|240.11875|231.375|8.74375|29-JAN-15 08.00.00.000000 AM
37|1|83|265449|Total Requests|12455.625|10677.9|1777.73125|29-JAN-15 08.00.00.000000 AM
37|1|83|265456|Redo (MB)|7.23125|2.4125|4.81875|29-JAN-15 08.00.00.000000 AM
37|1|83|265450|Database Requests|11511.8125|10653.09375|858.725|29-JAN-15 08.00.00.000000 AM
37|1|83|265458|Via Buffer Cache (blocks)|12074.125|11048.40625|1025.725|29-JAN-15 08.00.00.000000 AM
37|1|84|265454|Database (MB)|226.66875|220.58125|6.09375|30-JAN-15 01.00.00.000000 AM
37|1|84|265457|Database (blocks)|29013.58125|28234.0875|779.5125|30-JAN-15 01.00.00.000000 AM
37|1|84|265459|Direct (blocks)|19361.5375|19294.6375|66.9125|30-JAN-15 01.00.00.000000 AM
37|1|84|265451|Optimized Requests|8848.65|8837.6375|11.0125|30-JAN-15 01.00.00.000000 AM
37|1|84|265453|Total (MB)|297.64375|285.9375|11.725|30-JAN-15 01.00.00.000000 AM
37|1|84|265456|Redo (MB)|5.58125|1.8875|3.70625|30-JAN-15 01.00.00.000000 AM
37|1|84|265455|Optimized Total (MB)|145.58125|145.51875|.1|30-JAN-15 01.00.00.000000 AM
37|1|84|265449|Total Requests|10225.09375|8980.20625|1244.8875|30-JAN-15 01.00.00.000000 AM
37|1|84|265450|Database Requests|9496.38125|8943.925|552.45|30-JAN-15 01.00.00.000000 AM
37|1|84|265452|Redo Requests|690.3375|2.2|688.13125|30-JAN-15 01.00.00.000000 AM
37|1|84|265458|Via Buffer Cache (blocks)|9651.98125|8939.36875|712.6125|30-JAN-15 01.00.00.000000 AM
37|1|85|265453|Total (MB)|257.45625|242.73125|14.7125|30-JAN-15 08.00.00.000000 AM
37|1|85|265449|Total Requests|11831.2625|10185.31875|1645.94375|30-JAN-15 08.00.00.000000 AM
37|1|85|265452|Redo Requests|845.65625|2.4875|843.16875|30-JAN-15 08.00.00.000000 AM
37|1|85|265451|Optimized Requests|10053.0125|10030.56875|22.4625|30-JAN-15 08.00.00.000000 AM
37|1|85|265454|Database (MB)|245.05|236.9875|8.06875|30-JAN-15 08.00.00.000000 AM
37|1|85|265450|Database Requests|10950.49375|10152.3125|798.2|30-JAN-15 08.00.00.000000 AM
37|1|85|265455|Optimized Total (MB)|164.7|164.58125|.10625|30-JAN-15 08.00.00.000000 AM
37|1|85|265458|Via Buffer Cache (blocks)|11409.50625|10461.3|948.23125|30-JAN-15 08.00.00.000000 AM
37|1|85|265459|Direct (blocks)|19956.55625|19872.675|83.89375|30-JAN-15 08.00.00.000000 AM
37|1|85|265456|Redo (MB)|6.58125|2.20625|4.40625|30-JAN-15 08.00.00.000000 AM
37|1|85|265457|Database (blocks)|31366.14375|30334.05|1032.10625|30-JAN-15 08.00.00.000000 AM
37|1|86|265455|Optimized Total (MB)|113.1125|113.08125|0|31-JAN-15 01.00.00.000000 AM
37|1|86|265450|Database Requests|5329.5125|4939.81875|389.70625|31-JAN-15 01.00.00.000000 AM
37|1|86|265459|Direct (blocks)|18918.09375|18906.05|12.0375|31-JAN-15 01.00.00.000000 AM
37|1|86|265451|Optimized Requests|5025.5125|5021.53125|3.975|31-JAN-15 01.00.00.000000 AM
37|1|86|265454|Database (MB)|192.625|188.7875|3.8375|31-JAN-15 01.00.00.000000 AM
37|1|86|265456|Redo (MB)|2.86875|1.0125|1.8625|31-JAN-15 01.00.00.000000 AM
37|1|86|265449|Total Requests|5899.7375|5153.5375|746.1875|31-JAN-15 01.00.00.000000 AM
37|1|86|265458|Via Buffer Cache (blocks)|5738.6625|5259.91875|478.75625|31-JAN-15 01.00.00.000000 AM
37|1|86|265453|Total (MB)|200.25625|193.5375|6.725|31-JAN-15 01.00.00.000000 AM
37|1|86|265452|Redo Requests|354.16875|1.03125|353.14375|31-JAN-15 01.00.00.000000 AM
37|1|86|265457|Database (blocks)|24656.83125|24166.025|490.79375|31-JAN-15 01.00.00.000000 AM
37|1|87|265457|Database (blocks)|30054.6125|29169.525|885.0875|02-FEB-15 01.00.00.000000 AM
37|1|87|265453|Total (MB)|242.71875|230.2|12.53125|02-FEB-15 01.00.00.000000 AM
37|1|87|265449|Total Requests|10940.43125|9671.0125|1269.4375|02-FEB-15 01.00.00.000000 AM
37|1|87|265455|Optimized Total (MB)|203.7875|203.68125|.1|02-FEB-15 01.00.00.000000 AM
37|1|87|265450|Database Requests|10251.6875|9653.63125|598.0375|02-FEB-15 01.00.00.000000 AM
37|1|87|265454|Database (MB)|234.80625|227.89375|6.91875|02-FEB-15 01.00.00.000000 AM
37|1|87|265456|Redo (MB)|5.5625|1.8875|3.7|02-FEB-15 01.00.00.000000 AM
37|1|87|265458|Via Buffer Cache (blocks)|10415.36875|9624.59375|790.75625|02-FEB-15 01.00.00.000000 AM
37|1|87|265451|Optimized Requests|9607.4125|9588.6375|18.7625|02-FEB-15 01.00.00.000000 AM
37|1|87|265452|Redo Requests|673.5875|2.25|671.34375|02-FEB-15 01.00.00.000000 AM
37|1|87|265459|Direct (blocks)|19638.59375|19544.2625|94.34375|02-FEB-15 01.00.00.000000 AM
37|1|88|265449|Total Requests|12927.3375|11200.95625|1726.4|02-FEB-15 08.00.00.000000 AM
37|1|88|265450|Database Requests|12052.34375|11181.98125|870.35|02-FEB-15 08.00.00.000000 AM
37|1|88|265454|Database (MB)|219.98125|210.89375|9.09375|02-FEB-15 08.00.00.000000 AM
37|1|88|265456|Redo (MB)|7.3125|2.46875|4.875|02-FEB-15 08.00.00.000000 AM
37|1|88|265455|Optimized Total (MB)|194.0125|193.7125|.3|02-FEB-15 08.00.00.000000 AM
37|1|88|265459|Direct (blocks)|15811.3875|15721.2125|90.16875|02-FEB-15 08.00.00.000000 AM
37|1|88|265453|Total (MB)|230.21875|213.775|16.4375|02-FEB-15 08.00.00.000000 AM
37|1|88|265457|Database (blocks)|28156.15|26993.5875|1162.55|02-FEB-15 08.00.00.000000 AM
37|1|88|265451|Optimized Requests|11144.95|11096.89375|48.09375|02-FEB-15 08.00.00.000000 AM
37|1|88|265452|Redo Requests|852.65625|2.875|849.7875|02-FEB-15 08.00.00.000000 AM
37|1|88|265458|Via Buffer Cache (blocks)|12343.98125|11271.5875|1072.39375|02-FEB-15 08.00.00.000000 AM
37|1|89|265451|Optimized Requests|8758.49375|8745.04375|13.45|02-FEB-15 10.00.00.000000 PM
37|1|89|265456|Redo (MB)|4.59375|1.55625|3.05625|02-FEB-15 10.00.00.000000 PM
37|1|89|265458|Via Buffer Cache (blocks)|9686.225|8984.65|701.56875|02-FEB-15 10.00.00.000000 PM
37|1|89|265449|Total Requests|9972.3375|8850.7125|1121.63125|02-FEB-15 10.00.00.000000 PM
37|1|89|265455|Optimized Total (MB)|207.3375|207.2625|.1|02-FEB-15 10.00.00.000000 PM
37|1|89|265450|Database Requests|9360.5375|8829.575|530.95625|02-FEB-15 10.00.00.000000 PM
37|1|89|265457|Database (blocks)|32767.06875|32015.325|751.7375|02-FEB-15 10.00.00.000000 PM
37|1|89|265459|Direct (blocks)|23080.8125|23030.6375|50.16875|02-FEB-15 10.00.00.000000 PM
37|1|89|265452|Redo Requests|588.09375|1.70625|586.40625|02-FEB-15 10.00.00.000000 PM
37|1|89|265453|Total (MB)|263.825|253.3|10.5375|02-FEB-15 10.00.00.000000 PM
37|1|89|265454|Database (MB)|256|250.125|5.8875|02-FEB-15 10.00.00.000000 PM
37|1|78|265449|Total Requests|10746.7125|9375.66875|1371.05625|27-JAN-15 01.00.00.000000 AM
37|1|78|265450|Database Requests|9801.59375|9211.60625|590.0125|27-JAN-15 01.00.00.000000 AM
37|1|78|265453|Total (MB)|322|309.175|12.81875|27-JAN-15 01.00.00.000000 AM
37|1|78|265457|Database (blocks)|22102.13125|21258.85|843.28125|27-JAN-15 01.00.00.000000 AM
37|1|78|265458|Via Buffer Cache (blocks)|10090.7|9327.96875|762.74375|27-JAN-15 01.00.00.000000 AM
37|1|78|265459|Direct (blocks)|12011.2375|11930.69375|80.5625|27-JAN-15 01.00.00.000000 AM
37|1|78|265454|Database (MB)|172.675|166.0875|6.5875|27-JAN-15 01.00.00.000000 AM
37|1|78|265455|Optimized Total (MB)|280.025|279.975|.0375|27-JAN-15 01.00.00.000000 AM
37|1|78|265451|Optimized Requests|9303.59375|9295.23125|8.3625|27-JAN-15 01.00.00.000000 AM
37|1|78|265452|Redo Requests|738.94375|2.20625|736.73125|27-JAN-15 01.00.00.000000 AM
37|1|78|265456|Redo (MB)|5.55625|1.89375|3.69375|27-JAN-15 01.00.00.000000 AM
37|1|90|265456|Redo (MB)|5.02|1.64666666666666666666666666666666666667|3.36666666666666666666666666666666666667|03-FEB-15 10.00.00.000000 PM
37|1|90|265450|Database Requests|9083.12666666666666666666666666666666667|8568.29333333333333333333333333333333333|514.846666666666666666666666666666666667|03-FEB-15 10.00.00.000000 PM
37|1|90|265457|Database (blocks)|12880.1|12114.08|766.033333333333333333333333333333333333|03-FEB-15 10.00.00.000000 PM
37|1|90|265454|Database (MB)|100.64|94.6466666666666666666666666666666666667|5.99333333333333333333333333333333333333|03-FEB-15 10.00.00.000000 PM
37|1|90|265452|Redo Requests|578.333333333333333333333333333333333333|1.86|576.473333333333333333333333333333333333|03-FEB-15 10.00.00.000000 PM
37|1|90|265453|Total (MB)|118.62|101.153333333333333333333333333333333333|17.4666666666666666666666666666666666667|03-FEB-15 10.00.00.000000 PM
37|1|90|265451|Optimized Requests|8692.80666666666666666666666666666666667|8683.56|9.24|03-FEB-15 10.00.00.000000 PM
37|1|90|265458|Via Buffer Cache (blocks)|9698.95333333333333333333333333333333333|8995.32|703.653333333333333333333333333333333333|03-FEB-15 10.00.00.000000 PM
37|1|90|265459|Direct (blocks)|3181.13333333333333333333333333333333333|3118.75333333333333333333333333333333333|62.38|03-FEB-15 10.00.00.000000 PM
37|1|90|265449|Total Requests|9961.31333333333333333333333333333333333|8831.74|1129.61333333333333333333333333333333333|03-FEB-15 10.00.00.000000 PM
37|1|90|265455|Optimized Total (MB)|93.0466666666666666666666666666666666667|92.9866666666666666666666666666666666667|.1|03-FEB-15 10.00.00.000000 PM
37|1|91|265453|Total (MB)|202.25|170.71875|31.5375|04-FEB-15 08.00.00.000000 AM
37|1|91|265459|Direct (blocks)|4215.1375|4114.83125|100.2875|04-FEB-15 08.00.00.000000 AM
37|1|91|265451|Optimized Requests|11986.89375|11961.5125|25.39375|04-FEB-15 08.00.00.000000 AM
37|1|91|265450|Database Requests|12208.7625|11424.26875|784.5125|04-FEB-15 08.00.00.000000 AM
37|1|91|265456|Redo (MB)|7.825|2.65|5.1625|04-FEB-15 08.00.00.000000 AM
37|1|91|265449|Total Requests|14638.3125|12091.3375|2546.99375|04-FEB-15 08.00.00.000000 AM
37|1|91|265452|Redo Requests|853.625|2.6875|850.94375|04-FEB-15 08.00.00.000000 AM
37|1|91|265454|Database (MB)|135.38125|127.1125|8.26875|04-FEB-15 08.00.00.000000 AM
37|1|91|265455|Optimized Total (MB)|147.08125|146.925|.20625|04-FEB-15 08.00.00.000000 AM
37|1|91|265457|Database (blocks)|17327.0875|16269.5|1057.5875|04-FEB-15 08.00.00.000000 AM
37|1|91|265458|Via Buffer Cache (blocks)|13111.89375|12154.59375|957.29375|04-FEB-15 08.00.00.000000 AM
37|1|92|265452|Redo Requests|630.425|1.80625|628.625|05-FEB-15 01.00.00.000000 AM
37|1|92|265454|Database (MB)|97.63125|90.725|6.90625|05-FEB-15 01.00.00.000000 AM
37|1|92|265455|Optimized Total (MB)|95.66875|95.55625|.1|05-FEB-15 01.00.00.000000 AM
37|1|92|265450|Database Requests|9185.5875|8633.25|552.3125|05-FEB-15 01.00.00.000000 AM
37|1|92|265456|Redo (MB)|5.23125|1.78125|3.49375|05-FEB-15 01.00.00.000000 AM
37|1|92|265458|Via Buffer Cache (blocks)|9346.075|8654.225|691.8625|05-FEB-15 01.00.00.000000 AM
37|1|92|265449|Total Requests|10371.88125|9187.99375|1183.86875|05-FEB-15 01.00.00.000000 AM
37|1|92|265451|Optimized Requests|9125.45|9106.4125|19.04375|05-FEB-15 01.00.00.000000 AM
37|1|92|265453|Total (MB)|113.60625|101.43125|12.19375|05-FEB-15 01.00.00.000000 AM
37|1|92|265457|Database (blocks)|12495.99375|11612.0375|883.95625|05-FEB-15 01.00.00.000000 AM
37|1|92|265459|Direct (blocks)|3149.9|2957.825|192.06875|05-FEB-15 01.00.00.000000 AM
37|1|93|265453|Total (MB)|151.56875|136.74375|14.83125|06-FEB-15 08.00.00.000000 AM
37|1|93|265457|Database (blocks)|16989.4125|15998.55|990.8625|06-FEB-15 08.00.00.000000 AM
37|1|93|265459|Direct (blocks)|3967.94375|3884.6375|83.31875|06-FEB-15 08.00.00.000000 AM
37|1|93|265452|Redo Requests|838.9875|4.2|834.79375|06-FEB-15 08.00.00.000000 AM
37|1|93|265455|Optimized Total (MB)|123.39375|123.16875|.21875|06-FEB-15 08.00.00.000000 AM
37|1|93|265450|Database Requests|11983.51875|11237.35625|746.18125|06-FEB-15 08.00.00.000000 AM
37|1|93|265451|Optimized Requests|11196.10625|11159.8625|36.25|06-FEB-15 08.00.00.000000 AM
37|1|93|265458|Via Buffer Cache (blocks)|13021.48125|12113.94375|907.5375|06-FEB-15 08.00.00.000000 AM
37|1|93|265449|Total Requests|12854.3125|11268.5375|1585.76875|06-FEB-15 08.00.00.000000 AM
37|1|93|265454|Database (MB)|132.74375|125|7.75|06-FEB-15 08.00.00.000000 AM
37|1|93|265456|Redo (MB)|8.79375|4.1375|4.675|06-FEB-15 08.00.00.000000 AM
37|1|94|265455|Optimized Total (MB)|155.36875|155.03125|.325|09-FEB-15 08.00.00.000000 AM
37|1|94|265451|Optimized Requests|11310.725|11261.3625|49.375|09-FEB-15 08.00.00.000000 AM
37|1|94|265450|Database Requests|12271.7875|11352.31875|919.46875|09-FEB-15 08.00.00.000000 AM
37|1|94|265453|Total (MB)|188.9|171.78125|17.11875|09-FEB-15 08.00.00.000000 AM
37|1|94|265457|Database (blocks)|22764.5625|21557.29375|1207.28125|09-FEB-15 08.00.00.000000 AM
37|1|94|265459|Direct (blocks)|10051.11875|9958.68125|92.45|09-FEB-15 08.00.00.000000 AM
37|1|94|265458|Via Buffer Cache (blocks)|12712.93125|11598.1|1114.83125|09-FEB-15 08.00.00.000000 AM
37|1|94|265452|Redo Requests|848.79375|2.89375|845.88125|09-FEB-15 08.00.00.000000 AM
37|1|94|265454|Database (MB)|177.85625|168.425|9.45625|09-FEB-15 08.00.00.000000 AM
37|1|94|265449|Total Requests|13145.91875|11374.38125|1771.55625|09-FEB-15 08.00.00.000000 AM
37|1|94|265456|Redo (MB)|7.63125|2.5625|5.075|09-FEB-15 08.00.00.000000 AM
37|1|105|265455|Optimized Total (MB)|217.29375|217.00625|.29375|16-FEB-15 08.00.00.000000 AM
37|1|105|265456|Redo (MB)|6.925|2.35|4.5875|16-FEB-15 08.00.00.000000 AM
37|1|105|265450|Database Requests|11404.28125|10583.575|820.69375|16-FEB-15 08.00.00.000000 AM
37|1|105|265457|Database (blocks)|31838.55|30766.84375|1071.725|16-FEB-15 08.00.00.000000 AM
37|1|105|265459|Direct (blocks)|20108.2|20025.35|82.83125|16-FEB-15 08.00.00.000000 AM
37|1|105|265449|Total Requests|12224.55|10612.90625|1611.63125|16-FEB-15 08.00.00.000000 AM
37|1|105|265458|Via Buffer Cache (blocks)|11729.06875|10740.175|988.89375|16-FEB-15 08.00.00.000000 AM
37|1|105|265451|Optimized Requests|10554.61875|10509.1|45.525|16-FEB-15 08.00.00.000000 AM
37|1|105|265453|Total (MB)|258.5|243.1375|15.35625|16-FEB-15 08.00.00.000000 AM
