site_id|config_id|run_id|stat_id|stat_name|stat_rw_persec|stat_r_persec|stat_w_persec|start_time
37|1|279|265450|Database Requests|13511.31875|12665.89375|845.44375|11-JUN-15 08.00.00.000000 AM
37|1|279|265451|Optimized Requests|12545.51875|12502.65|42.89375|11-JUN-15 08.00.00.000000 AM
37|1|279|265459|Direct (blocks)|30343.45625|30247.05|96.4125|11-JUN-15 08.00.00.000000 AM
37|1|279|265449|Total Requests|14395.525|12686.15|1709.36875|11-JUN-15 08.00.00.000000 AM
37|1|279|265452|Redo Requests|861.4625|2.875|858.56875|11-JUN-15 08.00.00.000000 AM
37|1|279|265456|Redo (MB)|7.6|2.5375|5.06875|11-JUN-15 08.00.00.000000 AM
37|1|279|265454|Database (MB)|346.98125|339.29375|7.7|11-JUN-15 08.00.00.000000 AM
37|1|279|265455|Optimized Total (MB)|266.9375|266.65|.29375|11-JUN-15 08.00.00.000000 AM
37|1|279|265453|Total (MB)|358.49375|343.16875|15.31875|11-JUN-15 08.00.00.000000 AM
37|1|279|265457|Database (blocks)|44413.5625|43429.76875|983.81875|11-JUN-15 08.00.00.000000 AM
37|1|279|265458|Via Buffer Cache (blocks)|14070.0625|13182.65625|887.4125|11-JUN-15 08.00.00.000000 AM
37|1|280|265453|Total (MB)|292.1|281.55625|10.54375|11-JUN-15 10.00.00.000000 PM
37|1|280|265449|Total Requests|10822.0375|9658.875|1163.15|11-JUN-15 10.00.00.000000 PM
37|1|280|265451|Optimized Requests|9496.4|9475.89375|20.49375|11-JUN-15 10.00.00.000000 PM
37|1|280|265459|Direct (blocks)|22121.8625|22069.05625|52.81875|11-JUN-15 10.00.00.000000 PM
37|1|280|265456|Redo (MB)|4.9875|1.6875|3.325|11-JUN-15 10.00.00.000000 PM
37|1|280|265454|Database (MB)|260.83125|255.30625|5.5375|11-JUN-15 10.00.00.000000 PM
37|1|280|265450|Database Requests|10213.29375|9627.4375|585.85625|11-JUN-15 10.00.00.000000 PM
37|1|280|265458|Via Buffer Cache (blocks)|11263.025|10609.04375|653.975|11-JUN-15 10.00.00.000000 PM
37|1|280|265452|Redo Requests|575.4625|1.80625|573.6375|11-JUN-15 10.00.00.000000 PM
37|1|280|265455|Optimized Total (MB)|192.29375|192.175|.1|11-JUN-15 10.00.00.000000 PM
37|1|280|265457|Database (blocks)|33385.7375|32678.94375|706.78125|11-JUN-15 10.00.00.000000 PM
37|1|284|265456|Redo (MB)|5.4|1.79375|3.63125|15-JUN-15 10.00.00.000000 PM
37|1|284|265459|Direct (blocks)|22357.98125|22306.05625|51.9375|15-JUN-15 10.00.00.000000 PM
37|1|284|265449|Total Requests|10946.2|9810.0625|1136.1375|15-JUN-15 10.00.00.000000 PM
37|1|284|265450|Database Requests|10303.425|9777.08125|526.3375|15-JUN-15 10.00.00.000000 PM
37|1|284|265451|Optimized Requests|9715.51875|9698.81875|16.70625|15-JUN-15 10.00.00.000000 PM
37|1|284|265453|Total (MB)|299.35625|288.80625|10.55|15-JUN-15 10.00.00.000000 PM
37|1|284|265458|Via Buffer Cache (blocks)|11638.55625|11044.53125|594.04375|15-JUN-15 10.00.00.000000 PM
37|1|284|265455|Optimized Total (MB)|231.60625|231.50625|.10625|15-JUN-15 10.00.00.000000 PM
37|1|284|265457|Database (blocks)|33997.28125|33351.3375|645.9625|15-JUN-15 10.00.00.000000 PM
37|1|284|265452|Redo Requests|607.4125|1.8|605.61875|15-JUN-15 10.00.00.000000 PM
37|1|284|265454|Database (MB)|265.6125|260.5625|5.0625|15-JUN-15 10.00.00.000000 PM
37|1|285|265451|Optimized Requests|13347.15625|13297.75625|49.43125|15-JUN-15 08.00.00.000000 AM
37|1|285|265455|Optimized Total (MB)|258.63125|258.28125|.35625|15-JUN-15 08.00.00.000000 AM
37|1|285|265457|Database (blocks)|36459.83125|35407.13125|1052.73125|15-JUN-15 08.00.00.000000 AM
37|1|285|265459|Direct (blocks)|21138.7|21054.31875|84.3875|15-JUN-15 08.00.00.000000 AM
37|1|285|265449|Total Requests|15221.93125|13419.81875|1802.11875|15-JUN-15 08.00.00.000000 AM
37|1|285|265452|Redo Requests|934.7875|3.35625|931.4375|15-JUN-15 08.00.00.000000 AM
37|1|285|265454|Database (MB)|284.8375|276.61875|8.21875|15-JUN-15 08.00.00.000000 AM
37|1|285|265450|Database Requests|14253.10625|13388.46875|864.63125|15-JUN-15 08.00.00.000000 AM
37|1|285|265453|Total (MB)|298.03125|280.7375|17.30625|15-JUN-15 08.00.00.000000 AM
37|1|285|265456|Redo (MB)|8.9875|3.01875|5.975|15-JUN-15 08.00.00.000000 AM
37|1|285|265458|Via Buffer Cache (blocks)|15319.9125|14351.5625|968.34375|15-JUN-15 08.00.00.000000 AM
37|1|275|265450|Database Requests|13979.95625|13166.33125|813.625|09-JUN-15 08.00.00.000000 AM
37|1|275|265455|Optimized Total (MB)|216.375|216.075|.3|09-JUN-15 08.00.00.000000 AM
37|1|275|265456|Redo (MB)|7.53125|2.5125|5.025|09-JUN-15 08.00.00.000000 AM
37|1|275|265451|Optimized Requests|13064.6|13015.73125|48.8625|09-JUN-15 08.00.00.000000 AM
37|1|275|265454|Database (MB)|281.39375|273.8|7.6|09-JUN-15 08.00.00.000000 AM
37|1|275|265457|Database (blocks)|36017.89375|35046.925|970.9625|09-JUN-15 08.00.00.000000 AM
37|1|275|265458|Via Buffer Cache (blocks)|14838.275|13958.84375|879.4375|09-JUN-15 08.00.00.000000 AM
37|1|275|265449|Total Requests|14917.94375|13186.375|1731.5875|09-JUN-15 08.00.00.000000 AM
37|1|275|265459|Direct (blocks)|21179.525|21088|91.51875|09-JUN-15 08.00.00.000000 AM
37|1|275|265452|Redo Requests|915.5625|2.76875|912.7875|09-JUN-15 08.00.00.000000 AM
37|1|275|265453|Total (MB)|292.81875|277.65|15.1875|09-JUN-15 08.00.00.000000 AM
37|1|281|265456|Redo (MB)|2.675|.90625|1.825|12-JUN-15 10.00.00.000000 PM
37|1|281|265457|Database (blocks)|24679.175|24219.21875|459.96875|12-JUN-15 10.00.00.000000 PM
37|1|281|265451|Optimized Requests|4484.98125|4480.975|4.0125|12-JUN-15 10.00.00.000000 PM
37|1|281|265449|Total Requests|5435.36875|4697.08125|738.275|12-JUN-15 10.00.00.000000 PM
37|1|281|265454|Database (MB)|192.8125|189.23125|3.6125|12-JUN-15 10.00.00.000000 PM
37|1|281|265458|Via Buffer Cache (blocks)|5409.275|4973.3375|435.9375|12-JUN-15 10.00.00.000000 PM
37|1|281|265450|Database Requests|5023.99375|4642.35|381.65|12-JUN-15 10.00.00.000000 PM
37|1|281|265453|Total (MB)|349.3375|343.01875|6.33125|12-JUN-15 10.00.00.000000 PM
37|1|281|265455|Optimized Total (MB)|120.64375|120.63125|0|12-JUN-15 10.00.00.000000 PM
37|1|281|265452|Redo Requests|353.075|.90625|352.18125|12-JUN-15 10.00.00.000000 PM
37|1|281|265459|Direct (blocks)|19269.23125|19245.16875|24.05625|12-JUN-15 10.00.00.000000 PM
37|1|283|265451|Optimized Requests|10236.775|10217.8625|18.925|14-JUN-15 10.00.00.000000 PM
37|1|283|265453|Total (MB)|297.675|285.50625|12.18125|14-JUN-15 10.00.00.000000 PM
37|1|283|265452|Redo Requests|639.025|2.4875|636.53125|14-JUN-15 10.00.00.000000 PM
37|1|283|265449|Total Requests|11553.16875|10335.64375|1217.53125|14-JUN-15 10.00.00.000000 PM
37|1|283|265454|Database (MB)|275.3875|269.85625|5.55|14-JUN-15 10.00.00.000000 PM
37|1|283|265457|Database (blocks)|35248.79375|34540.4125|708.39375|14-JUN-15 10.00.00.000000 PM
37|1|283|265450|Database Requests|10878.9875|10301.7875|577.1875|14-JUN-15 10.00.00.000000 PM
37|1|283|265455|Optimized Total (MB)|242.8625|242.725|.13125|14-JUN-15 10.00.00.000000 PM
37|1|283|265456|Redo (MB)|6.5|2.20625|4.2875|14-JUN-15 10.00.00.000000 PM
37|1|283|265458|Via Buffer Cache (blocks)|12153.7625|11494.16875|659.6|14-JUN-15 10.00.00.000000 PM
37|1|283|265459|Direct (blocks)|23094.03125|23045.25|48.79375|14-JUN-15 10.00.00.000000 PM
37|1|276|265458|Via Buffer Cache (blocks)|12400.8|11794.71875|606.08125|09-JUN-15 10.00.00.000000 PM
37|1|276|265457|Database (blocks)|35493.05|34834.8|658.2375|09-JUN-15 10.00.00.000000 PM
37|1|276|265450|Database Requests|11016.0875|10459.24375|556.84375|09-JUN-15 10.00.00.000000 PM
37|1|276|265456|Redo (MB)|5.0375|1.7125|3.35625|09-JUN-15 10.00.00.000000 PM
37|1|276|265449|Total Requests|11643.3375|10493.96875|1149.375|09-JUN-15 10.00.00.000000 PM
37|1|276|265453|Total (MB)|308.025|297.78125|10.25|09-JUN-15 10.00.00.000000 PM
37|1|276|265455|Optimized Total (MB)|236.56875|236.46875|.1|09-JUN-15 10.00.00.000000 PM
37|1|276|265454|Database (MB)|277.3|272.1375|5.15|09-JUN-15 10.00.00.000000 PM
37|1|276|265459|Direct (blocks)|23092.19375|23040.0375|52.175|09-JUN-15 10.00.00.000000 PM
37|1|276|265451|Optimized Requests|10373.23125|10356.3125|16.90625|09-JUN-15 10.00.00.000000 PM
37|1|276|265452|Redo Requests|590.5375|1.8|588.74375|09-JUN-15 10.00.00.000000 PM
37|1|278|265451|Optimized Requests|9714.04375|9691.03125|23.03125|10-JUN-15 10.00.00.000000 PM
37|1|278|265456|Redo (MB)|5.34375|1.85625|3.5|10-JUN-15 10.00.00.000000 PM
37|1|278|265458|Via Buffer Cache (blocks)|11292.1625|10594.1125|698.05|10-JUN-15 10.00.00.000000 PM
37|1|278|265449|Total Requests|11110.75625|9871.725|1239.0375|10-JUN-15 10.00.00.000000 PM
37|1|278|265454|Database (MB)|254.0375|248.1875|5.85625|10-JUN-15 10.00.00.000000 PM
37|1|278|265453|Total (MB)|285.8|274.5625|11.25|10-JUN-15 10.00.00.000000 PM
37|1|278|265455|Optimized Total (MB)|192.96875|192.83125|.11875|10-JUN-15 10.00.00.000000 PM
37|1|278|265457|Database (blocks)|32515.76875|31767.98125|747.7875|10-JUN-15 10.00.00.000000 PM
37|1|278|265459|Direct (blocks)|21223.56875|21173.81875|49.74375|10-JUN-15 10.00.00.000000 PM
37|1|278|265450|Database Requests|10457.625|9831.00625|626.65|10-JUN-15 10.00.00.000000 PM
37|1|278|265452|Redo Requests|611.1625|1.95625|609.20625|10-JUN-15 10.00.00.000000 PM
37|1|287|265451|Optimized Requests|13037.2625|12990.05625|47.2125|16-JUN-15 08.00.00.000000 AM
37|1|287|265454|Database (MB)|283.14375|275.73125|7.41875|16-JUN-15 08.00.00.000000 AM
37|1|287|265459|Direct (blocks)|21432.3875|21344.55|87.83125|16-JUN-15 08.00.00.000000 AM
37|1|287|265449|Total Requests|14809.275|13102.575|1706.73125|16-JUN-15 08.00.00.000000 AM
37|1|287|265456|Redo (MB)|7.48125|2.53125|4.95625|16-JUN-15 08.00.00.000000 AM
37|1|287|265457|Database (blocks)|36241.69375|35292.7875|948.9|16-JUN-15 08.00.00.000000 AM
37|1|287|265452|Redo Requests|905.7125|2.8125|902.8875|16-JUN-15 08.00.00.000000 AM
37|1|287|265458|Via Buffer Cache (blocks)|14808.2875|13947.2125|861.06875|16-JUN-15 08.00.00.000000 AM
37|1|287|265453|Total (MB)|294.0375|279.1|14.93125|16-JUN-15 08.00.00.000000 AM
37|1|287|265455|Optimized Total (MB)|254.83125|254.525|.3|16-JUN-15 08.00.00.000000 AM
37|1|287|265450|Database Requests|13880.73125|13083.025|797.7125|16-JUN-15 08.00.00.000000 AM
37|1|286|265453|Total (MB)|273.33125|262.21875|11.13125|16-JUN-15 10.00.00.000000 PM
37|1|286|265449|Total Requests|10686.0625|9208.925|1477.15625|16-JUN-15 10.00.00.000000 PM
37|1|286|265455|Optimized Total (MB)|214.2|214.1125|.1|16-JUN-15 10.00.00.000000 PM
37|1|286|265459|Direct (blocks)|21037.79375|20991.58125|46.20625|16-JUN-15 10.00.00.000000 PM
37|1|286|265451|Optimized Requests|9118.6625|9101.9|16.75625|16-JUN-15 10.00.00.000000 PM
37|1|286|265452|Redo Requests|875.6375|2.08125|873.59375|16-JUN-15 10.00.00.000000 PM
37|1|286|265457|Database (blocks)|31442.85|30744.4875|698.38125|16-JUN-15 10.00.00.000000 PM
37|1|286|265458|Via Buffer Cache (blocks)|10404.4625|9752.2875|652.1625|16-JUN-15 10.00.00.000000 PM
37|1|286|265450|Database Requests|9772.96875|9176.10625|596.8625|16-JUN-15 10.00.00.000000 PM
37|1|286|265454|Database (MB)|245.64375|240.1875|5.46875|16-JUN-15 10.00.00.000000 PM
37|1|286|265456|Redo (MB)|5.55625|1.89375|3.7|16-JUN-15 10.00.00.000000 PM
37|1|296|265449|Total Requests|13192.44375|11442.36875|1750.075|22-JUN-15 08.00.00.000000 AM
37|1|296|265453|Total (MB)|380.63125|365.1625|15.475|22-JUN-15 08.00.00.000000 AM
37|1|296|265456|Redo (MB)|7.80625|2.6375|5.2|22-JUN-15 08.00.00.000000 AM
37|1|296|265450|Database Requests|12241.96875|11420.90625|821.05|22-JUN-15 08.00.00.000000 AM
37|1|296|265451|Optimized Requests|11309.9625|11271.2875|38.68125|22-JUN-15 08.00.00.000000 AM
37|1|296|265457|Database (blocks)|47338.1625|46360.8|977.38125|22-JUN-15 08.00.00.000000 AM
37|1|296|265452|Redo Requests|926.30625|2.88125|923.45|22-JUN-15 08.00.00.000000 AM
37|1|296|265455|Optimized Total (MB)|280.98125|280.73125|.25625|22-JUN-15 08.00.00.000000 AM
37|1|296|265458|Via Buffer Cache (blocks)|13462.48125|12573.09375|889.39375|22-JUN-15 08.00.00.000000 AM
37|1|296|265459|Direct (blocks)|33875.6875|33787.71875|87.9625|22-JUN-15 08.00.00.000000 AM
37|1|296|265454|Database (MB)|369.84375|362.19375|7.64375|22-JUN-15 08.00.00.000000 AM
37|1|294|265450|Database Requests|9121.13125|8597.23125|523.89375|21-JUN-15 10.00.00.000000 PM
37|1|294|265451|Optimized Requests|8552.125|8534.275|17.85625|21-JUN-15 10.00.00.000000 PM
37|1|294|265454|Database (MB)|259.6125|254.74375|4.86875|21-JUN-15 10.00.00.000000 PM
37|1|294|265458|Via Buffer Cache (blocks)|9830.68125|9258.275|572.41875|21-JUN-15 10.00.00.000000 PM
37|1|294|265455|Optimized Total (MB)|237.04375|236.9375|.1|21-JUN-15 10.00.00.000000 PM
37|1|294|265456|Redo (MB)|5.11875|1.7375|3.4125|21-JUN-15 10.00.00.000000 PM
37|1|294|265457|Database (blocks)|33230.6|32607.6125|622.9875|21-JUN-15 10.00.00.000000 PM
37|1|294|265459|Direct (blocks)|23399.93125|23349.35625|50.58125|21-JUN-15 10.00.00.000000 PM
37|1|294|265449|Total Requests|9787.04375|8623.75|1163.29375|21-JUN-15 10.00.00.000000 PM
37|1|294|265452|Redo Requests|637.85|1.88125|636.0125|21-JUN-15 10.00.00.000000 PM
37|1|294|265453|Total (MB)|268.4875|258.425|10.06875|21-JUN-15 10.00.00.000000 PM
37|1|295|265453|Total (MB)|174.36875|164.3125|10.075|22-JUN-15 10.00.00.000000 PM
37|1|295|265450|Database Requests|8676.46875|8147.14375|529.325|22-JUN-15 10.00.00.000000 PM
37|1|295|265452|Redo Requests|604.05625|1.7|602.35625|22-JUN-15 10.00.00.000000 PM
37|1|295|265458|Via Buffer Cache (blocks)|9617.38125|9035.7875|581.60625|22-JUN-15 10.00.00.000000 PM
37|1|295|265449|Total Requests|9314.34375|8179.31875|1135.0375|22-JUN-15 10.00.00.000000 PM
37|1|295|265454|Database (MB)|151.8125|146.84375|4.98125|22-JUN-15 10.00.00.000000 PM
37|1|295|265455|Optimized Total (MB)|141.91875|141.8|.1|22-JUN-15 10.00.00.000000 PM
37|1|295|265459|Direct (blocks)|9814.18125|9760.29375|53.8875|22-JUN-15 10.00.00.000000 PM
37|1|295|265451|Optimized Requests|8124.23125|8105.775|18.4625|22-JUN-15 10.00.00.000000 PM
37|1|295|265456|Redo (MB)|4.9875|1.7|3.30625|22-JUN-15 10.00.00.000000 PM
37|1|295|265457|Database (blocks)|19431.575|18796.075|635.50625|22-JUN-15 10.00.00.000000 PM
37|1|288|265453|Total (MB)|297.1125|286.725|10.4|17-JUN-15 10.00.00.000000 PM
37|1|288|265449|Total Requests|10525.1|9347.78125|1177.31875|17-JUN-15 10.00.00.000000 PM
37|1|288|265450|Database Requests|9898.96875|9317.5|581.475|17-JUN-15 10.00.00.000000 PM
37|1|288|265459|Direct (blocks)|23485.15625|23439.60625|45.54375|17-JUN-15 10.00.00.000000 PM
37|1|288|265455|Optimized Total (MB)|217.43125|217.3125|.1|17-JUN-15 10.00.00.000000 PM
37|1|288|265456|Redo (MB)|4.93125|1.68125|3.29375|17-JUN-15 10.00.00.000000 PM
37|1|288|265457|Database (blocks)|34045.35625|33352.98125|692.3875|17-JUN-15 10.00.00.000000 PM
37|1|288|265458|Via Buffer Cache (blocks)|10559.66875|9912.84375|646.8375|17-JUN-15 10.00.00.000000 PM
37|1|288|265454|Database (MB)|265.98125|260.58125|5.4|17-JUN-15 10.00.00.000000 PM
37|1|288|265451|Optimized Requests|9234.15|9213.16875|20.9875|17-JUN-15 10.00.00.000000 PM
37|1|288|265452|Redo Requests|594.60625|1.84375|592.76875|17-JUN-15 10.00.00.000000 PM
37|1|290|265453|Total (MB)|269.9|259.60625|10.325|18-JUN-15 10.00.00.000000 PM
37|1|290|265455|Optimized Total (MB)|171.4375|171.325|.10625|18-JUN-15 10.00.00.000000 PM
37|1|290|265458|Via Buffer Cache (blocks)|10304.04375|9656.71875|647.31875|18-JUN-15 10.00.00.000000 PM
37|1|290|265452|Redo Requests|592.69375|1.7625|590.9375|18-JUN-15 10.00.00.000000 PM
37|1|290|265450|Database Requests|9602.84375|9021.65625|581.16875|18-JUN-15 10.00.00.000000 PM
37|1|290|265456|Redo (MB)|4.90625|1.675|3.2375|18-JUN-15 10.00.00.000000 PM
37|1|290|265454|Database (MB)|238.78125|233.40625|5.4|18-JUN-15 10.00.00.000000 PM
37|1|290|265449|Total Requests|10228.06875|9052.85625|1175.20625|18-JUN-15 10.00.00.000000 PM
37|1|290|265451|Optimized Requests|8923.0875|8901.3625|21.7375|18-JUN-15 10.00.00.000000 PM
37|1|290|265457|Database (blocks)|30564.425|29874.8625|689.5875|18-JUN-15 10.00.00.000000 PM
37|1|290|265459|Direct (blocks)|20259.90625|20217.64375|42.2625|18-JUN-15 10.00.00.000000 PM
37|1|291|265450|Database Requests|13243.76875|12449.8875|793.9|18-JUN-15 08.00.00.000000 AM
37|1|291|265454|Database (MB)|221.83125|214.55625|7.28125|18-JUN-15 08.00.00.000000 AM
37|1|291|265456|Redo (MB)|7.6125|2.58125|5.05625|18-JUN-15 08.00.00.000000 AM
37|1|291|265459|Direct (blocks)|14520.3|14432.05|88.2625|18-JUN-15 08.00.00.000000 AM
37|1|291|265455|Optimized Total (MB)|191.025|190.75|.3|18-JUN-15 08.00.00.000000 AM
37|1|291|265458|Via Buffer Cache (blocks)|13873.1625|13030.8875|842.30625|18-JUN-15 08.00.00.000000 AM
37|1|291|265451|Optimized Requests|12385.775|12342.96875|42.8|18-JUN-15 08.00.00.000000 AM
37|1|291|265452|Redo Requests|889.45|3|886.45625|18-JUN-15 08.00.00.000000 AM
37|1|291|265453|Total (MB)|232.98125|218.03125|14.95|18-JUN-15 08.00.00.000000 AM
37|1|291|265449|Total Requests|14157.09375|12469.5125|1687.58125|18-JUN-15 08.00.00.000000 AM
37|1|291|265457|Database (blocks)|28394.09375|27463.55625|930.5625|18-JUN-15 08.00.00.000000 AM
37|1|292|265452|Redo Requests|367.00625|11.1375|355.89375|19-JUN-15 10.00.00.000000 PM
37|1|292|265450|Database Requests|3907.175|3701.175|205.9875|19-JUN-15 10.00.00.000000 PM
37|1|292|265457|Database (blocks)|14050.7|13794.79375|255.9125|19-JUN-15 10.00.00.000000 PM
37|1|292|265459|Direct (blocks)|9902.00625|9887.075|14.9375|19-JUN-15 10.00.00.000000 PM
37|1|292|265453|Total (MB)|285.1125|279.5125|5.60625|19-JUN-15 10.00.00.000000 PM
37|1|292|265449|Total Requests|4344.025|3772.25|571.76875|19-JUN-15 10.00.00.000000 PM
37|1|292|265451|Optimized Requests|3663.175|3660.5125|2.66875|19-JUN-15 10.00.00.000000 PM
37|1|292|265455|Optimized Total (MB)|75.9375|75.925|0|19-JUN-15 10.00.00.000000 PM
37|1|292|265456|Redo (MB)|12.40625|11.08125|1.3375|19-JUN-15 10.00.00.000000 PM
37|1|292|265454|Database (MB)|109.76875|107.79375|2.00625|19-JUN-15 10.00.00.000000 PM
37|1|292|265458|Via Buffer Cache (blocks)|4148.71875|3907.73125|240.96875|19-JUN-15 10.00.00.000000 PM
37|1|289|265449|Total Requests|14582.9|12839.98125|1742.9125|17-JUN-15 08.00.00.000000 AM
37|1|289|265453|Total (MB)|283.05625|267.94375|15.1125|17-JUN-15 08.00.00.000000 AM
37|1|289|265459|Direct (blocks)|20456.575|20372.90625|83.6625|17-JUN-15 08.00.00.000000 AM
37|1|289|265451|Optimized Requests|12770.525|12723.725|46.81875|17-JUN-15 08.00.00.000000 AM
37|1|289|265456|Redo (MB)|7.525|2.5125|5.025|17-JUN-15 08.00.00.000000 AM
37|1|289|265457|Database (blocks)|34816.125|33853.89375|962.2375|17-JUN-15 08.00.00.000000 AM
37|1|289|265452|Redo Requests|907.125|2.78125|904.33125|17-JUN-15 08.00.00.000000 AM
37|1|289|265455|Optimized Total (MB)|244.19375|243.9|.29375|17-JUN-15 08.00.00.000000 AM
37|1|289|265450|Database Requests|13648.5625|12815.9625|832.6125|17-JUN-15 08.00.00.000000 AM
37|1|289|265458|Via Buffer Cache (blocks)|14358.775|13480.20625|878.59375|17-JUN-15 08.00.00.000000 AM
37|1|289|265454|Database (MB)|272.0125|264.48125|7.50625|17-JUN-15 08.00.00.000000 AM
37|1|293|265456|Redo (MB)|7.175|2.425|4.775|19-JUN-15 08.00.00.000000 AM
37|1|293|265451|Optimized Requests|10635.1125|10596.70625|38.40625|19-JUN-15 08.00.00.000000 AM
37|1|293|265453|Total (MB)|258.4875|244.55|13.93125|19-JUN-15 08.00.00.000000 AM
37|1|293|265459|Direct (blocks)|19711.575|19624.78125|86.80625|19-JUN-15 08.00.00.000000 AM
37|1|293|265454|Database (MB)|247.9375|241.25|6.7|19-JUN-15 08.00.00.000000 AM
37|1|293|265457|Database (blocks)|31735.58125|30878.64375|856.95|19-JUN-15 08.00.00.000000 AM
37|1|293|265455|Optimized Total (MB)|197.6625|197.4125|.24375|19-JUN-15 08.00.00.000000 AM
37|1|293|265449|Total Requests|12272.025|10718.6625|1553.38125|19-JUN-15 08.00.00.000000 AM
37|1|293|265450|Database Requests|11424.25625|10696.7875|727.475|19-JUN-15 08.00.00.000000 AM
37|1|293|265452|Redo Requests|822.54375|2.48125|820.0875|19-JUN-15 08.00.00.000000 AM
37|1|293|265458|Via Buffer Cache (blocks)|12023.4875|11253.35|770.1375|19-JUN-15 08.00.00.000000 AM
37|1|297|265455|Optimized Total (MB)|102.60625|102.5|.1|23-JUN-15 10.00.00.000000 PM
37|1|297|265452|Redo Requests|588.18125|1.8625|586.3375|23-JUN-15 10.00.00.000000 PM
37|1|297|265453|Total (MB)|134.325|124.4|9.9375|23-JUN-15 10.00.00.000000 PM
37|1|297|265450|Database Requests|8920.775|8395.05625|525.725|23-JUN-15 10.00.00.000000 PM
37|1|297|265451|Optimized Requests|8370.58125|8351.55625|19.03125|23-JUN-15 10.00.00.000000 PM
37|1|297|265457|Database (blocks)|14159.46875|13526.71875|632.76875|23-JUN-15 10.00.00.000000 PM
37|1|297|265458|Via Buffer Cache (blocks)|9681.44375|9103.69375|577.7625|23-JUN-15 10.00.00.000000 PM
37|1|297|265456|Redo (MB)|4.93125|1.68125|3.28125|23-JUN-15 10.00.00.000000 PM
37|1|297|265459|Direct (blocks)|4478.03125|4423.025|55.0125|23-JUN-15 10.00.00.000000 PM
37|1|297|265449|Total Requests|9540.96875|8426.30625|1114.69375|23-JUN-15 10.00.00.000000 PM
37|1|297|265454|Database (MB)|110.63125|105.675|4.95625|23-JUN-15 10.00.00.000000 PM
37|1|298|265454|Database (MB)|138.58125|131.24375|7.33125|23-JUN-15 08.00.00.000000 AM
37|1|298|265458|Via Buffer Cache (blocks)|12408.65625|11560.8125|847.85|23-JUN-15 08.00.00.000000 AM
37|1|298|265449|Total Requests|12454.46875|10772.6375|1681.825|23-JUN-15 08.00.00.000000 AM
37|1|298|265453|Total (MB)|148.74375|133.9625|14.79375|23-JUN-15 08.00.00.000000 AM
37|1|298|265455|Optimized Total (MB)|129.175|128.89375|.3|23-JUN-15 08.00.00.000000 AM
37|1|298|265456|Redo (MB)|7.4375|2.475|4.975|23-JUN-15 08.00.00.000000 AM
37|1|298|265450|Database Requests|11543.91875|10754.8|789.10625|23-JUN-15 08.00.00.000000 AM
37|1|298|265451|Optimized Requests|10742.0375|10698|44.03125|23-JUN-15 08.00.00.000000 AM
37|1|298|265452|Redo Requests|889.74375|2.93125|886.825|23-JUN-15 08.00.00.000000 AM
37|1|298|265457|Database (blocks)|17736.66875|16799.525|937.15625|23-JUN-15 08.00.00.000000 AM
37|1|298|265459|Direct (blocks)|5328.025|5238.71875|89.33125|23-JUN-15 08.00.00.000000 AM
37|1|300|265459|Direct (blocks)|5521.125|5431.15|89.9875|24-JUN-15 08.00.00.000000 AM
37|1|300|265457|Database (blocks)|17280.4875|16360.1375|920.325|24-JUN-15 08.00.00.000000 AM
37|1|300|265458|Via Buffer Cache (blocks)|11759.35|10929.0125|830.35625|24-JUN-15 08.00.00.000000 AM
37|1|300|265449|Total Requests|11640.56875|9998.74375|1641.84375|24-JUN-15 08.00.00.000000 AM
37|1|300|265450|Database Requests|10739.5375|9972.375|767.15625|24-JUN-15 08.00.00.000000 AM
37|1|300|265453|Total (MB)|145.41875|130.7375|14.69375|24-JUN-15 08.00.00.000000 AM
37|1|300|265455|Optimized Total (MB)|124.85625|124.60625|.28125|24-JUN-15 08.00.00.000000 AM
37|1|300|265451|Optimized Requests|9954.18125|9912.375|41.8125|24-JUN-15 08.00.00.000000 AM
37|1|300|265452|Redo Requests|871.50625|2.83125|868.6875|24-JUN-15 08.00.00.000000 AM
37|1|300|265454|Database (MB)|135.0125|127.825|7.20625|24-JUN-15 08.00.00.000000 AM
37|1|300|265456|Redo (MB)|7.425|2.49375|4.95|24-JUN-15 08.00.00.000000 AM
37|1|302|265449|Total Requests|11495.91875|9826.48125|1669.425|25-JUN-15 08.00.00.000000 AM
37|1|302|265457|Database (blocks)|17100.675|16188.34375|912.3125|25-JUN-15 08.00.00.000000 AM
37|1|302|265458|Via Buffer Cache (blocks)|11243.19375|10417.0375|826.1625|25-JUN-15 08.00.00.000000 AM
37|1|302|265450|Database Requests|10584.7375|9808.98125|775.74375|25-JUN-15 08.00.00.000000 AM
37|1|302|265452|Redo Requests|891.65625|2.65|889|25-JUN-15 08.00.00.000000 AM
37|1|302|265455|Optimized Total (MB)|123.26875|123.01875|.29375|25-JUN-15 08.00.00.000000 AM
37|1|302|265451|Optimized Requests|9780.8875|9738.30625|42.575|25-JUN-15 08.00.00.000000 AM
37|1|302|265459|Direct (blocks)|5857.49375|5771.325|86.16875|25-JUN-15 08.00.00.000000 AM
37|1|302|265453|Total (MB)|143.75|129.24375|14.525|25-JUN-15 08.00.00.000000 AM
37|1|302|265454|Database (MB)|133.6|126.46875|7.14375|25-JUN-15 08.00.00.000000 AM
37|1|302|265456|Redo (MB)|7.36875|2.475|4.9|25-JUN-15 08.00.00.000000 AM
37|1|304|265449|Total Requests|10393.9|8892.68125|1501.2125|26-JUN-15 08.00.00.000000 AM
