site_id|config_id|run_id|stat_id|stat_name|stat_alloc|stat_used|stat_avg_alloc|stat_num_proc|stat_num_alloc|start_time
37|1|34|266690|JAVA|1137.39375|1068.264375|3.524375|322.75|322.75|20-NOV-14 08.00.00.000000 AM
37|1|34|266689|Freeable|2323.28625|0|3.056875|759.8125|759.8125|20-NOV-14 08.00.00.000000 AM
37|1|34|266691|SQL|433.3575|35.398125|.55875|778.1875|768.1875|20-NOV-14 08.00.00.000000 AM
37|1|37|266688|PL/SQL|3153.295625|52.450625|3.88125|813.1875|812.3125|25-NOV-14 08.00.00.000000 AM
37|1|37|266689|Freeable|2218.435|0|2.98375|743.25|743.25|25-NOV-14 08.00.00.000000 AM
37|1|37|266690|JAVA|1084.974375|1032.136875|3.43375|315.875|315.875|25-NOV-14 08.00.00.000000 AM
37|1|37|266691|SQL|430.73375|26.28125|.57|755.3125|744.8125|25-NOV-14 08.00.00.000000 AM
37|1|37|266687|Other|23448.48375||28.8475|813.1875|813.1875|25-NOV-14 08.00.00.000000 AM
37|1|38|266687|Other|24579.85||30.1325|815.8125|815.8125|26-NOV-14 08.00.00.000000 AM
37|1|38|266688|PL/SQL|3194.38125|43.59875|3.9175|815.8125|815.625|26-NOV-14 08.00.00.000000 AM
37|1|38|266690|JAVA|1132.31625|1057.454375|3.51375|322.25|322.25|26-NOV-14 08.00.00.000000 AM
37|1|38|266691|SQL|428.616875|29.23375|.565625|757.75|747.3125|26-NOV-14 08.00.00.000000 AM
37|1|38|266689|Freeable|2228.49|0|2.985|746.6875|746.6875|26-NOV-14 08.00.00.000000 AM
37|1|39|266689|Freeable|2299.96625|0|3.015|762.5625|762.5625|27-NOV-14 08.00.00.000000 AM
37|1|39|266688|PL/SQL|3204.381875|32.750625|3.839375|835|835|27-NOV-14 08.00.00.000000 AM
37|1|39|266691|SQL|399.1675|15.698125|.515|777.0625|767.3125|27-NOV-14 08.00.00.000000 AM
37|1|39|266690|JAVA|1171.33625|1086.675|3.57375|327.8125|327.8125|27-NOV-14 08.00.00.000000 AM
37|1|39|266687|Other|23967.6925||28.7075|835|835|27-NOV-14 08.00.00.000000 AM
37|1|43|266688|PL/SQL|3268.396875|46.378125|3.883125|842|841|05-DEC-14 08.00.00.000000 AM
37|1|43|266691|SQL|420.95125|33.8425|.5375|783.9375|773.5625|05-DEC-14 08.00.00.000000 AM
37|1|43|266690|JAVA|1158.654375|1092.360625|3.55875|325.5|325.5|05-DEC-14 08.00.00.000000 AM
37|1|43|266689|Freeable|2285.149375|0|2.978125|767.125|767.125|05-DEC-14 08.00.00.000000 AM
37|1|43|266687|Other|25293.270625||30.049375|842|842|05-DEC-14 08.00.00.000000 AM
37|1|44|266689|Freeable|2151.891875|0|2.82875|761.0625|761.0625|08-DEC-14 08.00.00.000000 AM
37|1|44|266691|SQL|396.603125|44.733125|.493125|805.5|793.5|08-DEC-14 08.00.00.000000 AM
37|1|44|266687|Other|22742.095||26.335|863.5625|863.5625|08-DEC-14 08.00.00.000000 AM
37|1|44|266688|PL/SQL|2965.600625|131.6475|3.435|863.5625|861.3125|08-DEC-14 08.00.00.000000 AM
37|1|44|266690|JAVA|979.241875|945.18625|3.249375|301.5|301.5|08-DEC-14 08.00.00.000000 AM
37|1|41|266688|PL/SQL|3216.146875|37.47|3.960625|812.0625|811.0625|03-DEC-14 08.00.00.000000 AM
37|1|41|266689|Freeable|2227.7425|0|2.978125|747.875|747.875|03-DEC-14 08.00.00.000000 AM
37|1|41|266691|SQL|431.9275|34.720625|.573125|754|743.75|03-DEC-14 08.00.00.000000 AM
37|1|41|266687|Other|24588.853125||30.286875|812.0625|812.0625|03-DEC-14 08.00.00.000000 AM
37|1|41|266690|JAVA|1093.56375|1049.56625|3.4525|316.6875|316.6875|03-DEC-14 08.00.00.000000 AM
37|1|42|266690|JAVA|1146.1825|1091.043125|3.5375|323.8125|323.8125|04-DEC-14 08.00.00.000000 AM
37|1|42|266691|SQL|428.79|30.714375|.56875|754.5|743.5625|04-DEC-14 08.00.00.000000 AM
37|1|42|266688|PL/SQL|3252.125|37.209375|4.005|812.4375|810.875|04-DEC-14 08.00.00.000000 AM
37|1|42|266687|Other|25093.131875||30.893125|812.4375|812.4375|04-DEC-14 08.00.00.000000 AM
37|1|42|266689|Freeable|2257.158125|0|3.01375|748.9375|748.9375|04-DEC-14 08.00.00.000000 AM
37|1|40|266691|SQL|413.86625|34.190625|.54375|761.8125|751.3125|02-DEC-14 08.00.00.000000 AM
37|1|40|266689|Freeable|2181.84|0|2.919375|747.25|747.25|02-DEC-14 08.00.00.000000 AM
37|1|40|266687|Other|23881.415||29.131875|819.875|819.875|02-DEC-14 08.00.00.000000 AM
37|1|40|266690|JAVA|1047.3875|1014.3225|3.376875|310.1875|310.1875|02-DEC-14 08.00.00.000000 AM
37|1|40|266688|PL/SQL|3152.253125|45.969375|3.845625|819.875|818.875|02-DEC-14 08.00.00.000000 AM
37|1|47|266689|Freeable|2248.18375|0|2.988125|752.3125|752.3125|12-DEC-14 08.00.00.000000 AM
37|1|47|266690|JAVA|1141.0525|1062.71125|3.540625|322.25|322.25|12-DEC-14 08.00.00.000000 AM
37|1|47|266691|SQL|430.125625|29.235625|.5675|758.8125|748.875|12-DEC-14 08.00.00.000000 AM
37|1|47|266687|Other|25194.03125||30.850625|816.875|816.875|12-DEC-14 08.00.00.000000 AM
37|1|47|266688|PL/SQL|3252.38625|37.019375|3.9825|816.875|816.4375|12-DEC-14 08.00.00.000000 AM
37|1|45|266687|Other|23664.176875||29.0025|816.1875|816.1875|09-DEC-14 08.00.00.000000 AM
37|1|45|266688|PL/SQL|3129.399375|39.035|3.835625|816.1875|814.875|09-DEC-14 08.00.00.000000 AM
