site_id|config_id|run_id|stat_id|stat_pool|stat_name|stat_begin_mb|stat_end_mb|stat_diff_pct|start_time
37|1|118|266720|streams|free memory|392|392|0|24-FEB-15 10.00.00.000000 PM
37|1|118|266723|Other|log_buffer|57.44|57.44|0|24-FEB-15 10.00.00.000000 PM
37|1|121|266702|java|free memory|351|351|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266704|shared|ASH buffers|254|254|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266717|shared|ges enqueues|185.76|185.89|.07|25-FEB-15 08.00.00.000000 AM
37|1|121|266720|streams|free memory|392|392|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266701|java|JOXLE|32.24|32.24|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266703|large|free memory|383.63|383.63|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266707|shared|FileOpenBlock|871.13|871.13|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266715|shared|gcs resources|321.97|321.97|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266721|Other|buffer_cache|10048|10048|0|25-FEB-15 08.00.00.000000 AM
37|1|121|267158|shared|KGLHD|121.57|132.26|714287.08|25-FEB-15 08.00.00.000000 AM
37|1|121|266708|shared|KGLH0|1098.21|1111.12|1.18|25-FEB-15 08.00.00.000000 AM
37|1|121|266710|shared|KTSL subheap|1547.36|1547.36|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266711|shared|SQLA|3056.77|3027.15|-.96|25-FEB-15 08.00.00.000000 AM
37|1|121|266719|shared|kcbi io desc slot|377.43|378.02|.15|25-FEB-15 08.00.00.000000 AM
37|1|121|266706|shared|Checkpoint queue|210.95|210.95|0|25-FEB-15 08.00.00.000000 AM
37|1|121|283124|shared|gcs dynamic shadows lms|217.52|217.52|0|25-FEB-15 08.00.00.000000 AM
37|1|121|287165|shared|gcs dynamic resources for|138.9|138.9|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266709|shared|KKSSP|212.32|215.54|1.51|25-FEB-15 08.00.00.000000 AM
37|1|121|266718|shared|init_heap_kfsg|183.48|183.63|.09|25-FEB-15 08.00.00.000000 AM
37|1|121|266722|Other|fixed_sga|6.56|6.56|0|25-FEB-15 08.00.00.000000 AM
37|1|121|266723|Other|log_buffer|57.44|57.44|0|25-FEB-15 08.00.00.000000 AM
37|1|122|266717|shared|ges enqueues|188.68|191.21|1.36|26-FEB-15 10.00.00.000000 PM
37|1|122|266702|java|free memory|351|351|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266704|shared|ASH buffers|254|254|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266713|shared|free memory|659.75|619.71|-6.02|26-FEB-15 10.00.00.000000 PM
37|1|122|266723|Other|log_buffer|57.44|57.44|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266719|shared|kcbi io desc slot|380.11|381.38|.34|26-FEB-15 10.00.00.000000 PM
37|1|122|266721|Other|buffer_cache|10048|10048|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266701|java|JOXLE|32.24|32.24|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266710|shared|KTSL subheap|1547.36|1547.36|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266716|shared|gcs shadows|178.87|178.87|0|26-FEB-15 10.00.00.000000 PM
37|1|122|287165|shared|gcs dynamic resources for|138.9|138.9|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266708|shared|KGLH0|1117.73|1111.2|-.63|26-FEB-15 10.00.00.000000 PM
37|1|122|266715|shared|gcs resources|321.97|321.97|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266718|shared|init_heap_kfsg|187.32|187.55|.13|26-FEB-15 10.00.00.000000 PM
37|1|122|266722|Other|fixed_sga|6.56|6.56|0|26-FEB-15 10.00.00.000000 PM
37|1|122|282939|shared|ges resource dynamic|181.47|182.15|.43|26-FEB-15 10.00.00.000000 PM
37|1|122|283124|shared|gcs dynamic shadows lms|228.61|228.61|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266705|shared|ASM extent pointer array|1408.05|1408.05|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266707|shared|FileOpenBlock|873.55|873.55|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266711|shared|SQLA|2887.31|2901.69|.51|26-FEB-15 10.00.00.000000 PM
37|1|122|266720|streams|free memory|392|392|0|26-FEB-15 10.00.00.000000 PM
37|1|122|267158|shared|KGLHD|131.92|131.23|-.53|26-FEB-15 10.00.00.000000 PM
37|1|122|283094|shared|ksfqpn|839.64|839.64|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266703|large|free memory|383.63|383.63|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266706|shared|Checkpoint queue|210.95|210.95|0|26-FEB-15 10.00.00.000000 PM
37|1|122|266709|shared|KKSSP|211.46|212.88|.68|26-FEB-15 10.00.00.000000 PM
37|1|134|266715|shared|gcs resources|321.97|321.97|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266708|shared|KGLH0|1025.35|1031.44|.55|05-MAR-15 08.00.00.000000 AM
37|1|134|266709|shared|KKSSP|192.26|185.92|-3.28|05-MAR-15 08.00.00.000000 AM
37|1|134|267158|shared|KGLHD|132.76|134.01|.94|05-MAR-15 08.00.00.000000 AM
37|1|134|266701|java|JOXLE|32.94|32.94|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266710|shared|KTSL subheap|1550|1550|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266717|shared|ges enqueues|205.11|205.4|.13|05-MAR-15 08.00.00.000000 AM
37|1|134|283124|shared|gcs dynamic shadows lms|242.93|242.93|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266703|large|free memory|383.63|383.63|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266705|shared|ASM extent pointer array|1426.97|1426.97|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266706|shared|Checkpoint queue|210.95|210.95|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266713|shared|free memory|611.34|653.31|7.03|05-MAR-15 08.00.00.000000 AM
37|1|134|266716|shared|gcs shadows|178.87|178.87|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266720|streams|free memory|392|392|0|05-MAR-15 08.00.00.000000 AM
37|1|134|282939|shared|ges resource dynamic|198.52|199.56|.56|05-MAR-15 08.00.00.000000 AM
37|1|134|266721|Other|buffer_cache|10032|10032|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266711|shared|SQLA|2942.99|2897.63|-1.53|05-MAR-15 08.00.00.000000 AM
37|1|134|266719|shared|kcbi io desc slot|335.33|329.75|-1.55|05-MAR-15 08.00.00.000000 AM
37|1|134|266722|Other|fixed_sga|6.56|6.56|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266702|java|free memory|350.18|350.18|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266723|Other|log_buffer|57.44|57.44|0|05-MAR-15 08.00.00.000000 AM
37|1|134|283094|shared|ksfqpn|926.56|926.56|0|05-MAR-15 08.00.00.000000 AM
37|1|134|287165|shared|gcs dynamic resources for|138.9|138.9|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266704|shared|ASH buffers|254|254|0|05-MAR-15 08.00.00.000000 AM
37|1|134|266707|shared|FileOpenBlock|883.15|883.32|.02|05-MAR-15 08.00.00.000000 AM
37|1|134|266718|shared|init_heap_kfsg|193.3|193.36|.03|05-MAR-15 08.00.00.000000 AM
37|1|137|266715|shared|gcs resources|321.97|321.97|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266701|java|JOXLE|33.09|33.09|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266710|shared|KTSL subheap|1550|1550|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266708|shared|KGLH0|910.88|928.3|1.83|08-MAR-15 10.00.00.000000 PM
37|1|137|266709|shared|KKSSP|177.05|175.6|-.57|08-MAR-15 10.00.00.000000 PM
37|1|137|266702|java|free memory|350.03|350.03|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266703|large|free memory|383.63|383.63|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266713|shared|free memory|686.45|764.1|12.07|08-MAR-15 10.00.00.000000 PM
37|1|137|266721|Other|buffer_cache|10032|10032|0|08-MAR-15 10.00.00.000000 PM
37|1|137|287165|shared|gcs dynamic resources for|138.9|138.9|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266704|shared|ASH buffers|254|254|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266716|shared|gcs shadows|178.87|178.87|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266719|shared|kcbi io desc slot|330.63|314.85|-4.18|08-MAR-15 10.00.00.000000 PM
37|1|137|282939|shared|ges resource dynamic|190.29|190.42|.06|08-MAR-15 10.00.00.000000 PM
37|1|137|267158|shared|KGLHD|63.95|127.12|5000000.51|08-MAR-15 10.00.00.000000 PM
37|1|137|266705|shared|ASM extent pointer array|1429.29|1429.29|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266706|shared|Checkpoint queue|210.95|210.95|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266707|shared|FileOpenBlock|883.97|883.97|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266711|shared|SQLA|2913.54|2827.91|-2.63|08-MAR-15 10.00.00.000000 PM
37|1|137|266717|shared|ges enqueues|215.96|215.97|.01|08-MAR-15 10.00.00.000000 PM
37|1|137|266722|Other|fixed_sga|6.56|6.56|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266723|Other|log_buffer|57.44|57.44|0|08-MAR-15 10.00.00.000000 PM
37|1|137|283124|shared|gcs dynamic shadows lms|240.92|240.92|0|08-MAR-15 10.00.00.000000 PM
37|1|137|266718|shared|init_heap_kfsg|195.57|195.62|.02|08-MAR-15 10.00.00.000000 PM
37|1|137|266720|streams|free memory|392|392|0|08-MAR-15 10.00.00.000000 PM
37|1|137|283094|shared|ksfqpn|1164.47|1164.47|0|08-MAR-15 10.00.00.000000 PM
37|1|133|283124|shared|gcs dynamic shadows lms|223.31|239.24|833333.25|05-MAR-15 10.00.00.000000 PM
37|1|133|267158|shared|KGLHD|140.05|128.74|-8.79|05-MAR-15 10.00.00.000000 PM
37|1|133|266716|shared|gcs shadows|178.87|178.87|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266718|shared|init_heap_kfsg|193.91|194.07|.08|05-MAR-15 10.00.00.000000 PM
37|1|133|266721|Other|buffer_cache|10032|10032|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266723|Other|log_buffer|57.44|57.44|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266703|large|free memory|383.63|383.63|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266706|shared|Checkpoint queue|210.95|210.95|0|05-MAR-15 10.00.00.000000 PM
37|1|136|266705|shared|ASM extent pointer array|1429.29|1429.29|0|06-MAR-15 08.00.00.000000 AM
37|1|136|267158|shared|KGLHD|131.99|133.04|.8|06-MAR-15 08.00.00.000000 AM
37|1|136|266703|large|free memory|383.63|383.63|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266707|shared|FileOpenBlock|883.97|883.97|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266716|shared|gcs shadows|178.87|178.87|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266722|Other|fixed_sga|6.56|6.56|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266710|shared|KTSL subheap|1550|1550|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266720|streams|free memory|392|392|0|06-MAR-15 08.00.00.000000 AM
37|1|136|287165|shared|gcs dynamic resources for|138.9|138.9|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266704|shared|ASH buffers|254|254|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266721|Other|buffer_cache|10032|10032|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266723|Other|log_buffer|57.44|57.44|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266701|java|JOXLE|33.09|33.09|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266718|shared|init_heap_kfsg|194.62|194.7|.04|06-MAR-15 08.00.00.000000 AM
37|1|136|266702|java|free memory|350.03|350.03|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266715|shared|gcs resources|321.97|321.97|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266719|shared|kcbi io desc slot|325.68|341.52|4.9|06-MAR-15 08.00.00.000000 AM
37|1|136|266708|shared|KGLH0|1014.89|1015.52|-.05|06-MAR-15 08.00.00.000000 AM
37|1|136|266709|shared|KKSSP|191.42|193.24|.96|06-MAR-15 08.00.00.000000 AM
37|1|136|266711|shared|SQLA|2902.49|2854.32|-1.76|06-MAR-15 08.00.00.000000 AM
37|1|136|266713|shared|free memory|608.6|637.38|4.6|06-MAR-15 08.00.00.000000 AM
37|1|136|266717|shared|ges enqueues|213.63|214.36|.34|06-MAR-15 08.00.00.000000 AM
37|1|136|283124|shared|gcs dynamic shadows lms|250.2|250.2|0|06-MAR-15 08.00.00.000000 AM
37|1|136|266706|shared|Checkpoint queue|210.95|210.95|0|06-MAR-15 08.00.00.000000 AM
37|1|136|282939|shared|ges resource dynamic|191.51|192.41|.51|06-MAR-15 08.00.00.000000 AM
37|1|136|283094|shared|ksfqpn|1010.96|1010.96|0|06-MAR-15 08.00.00.000000 AM
37|1|135|266706|shared|Checkpoint queue|210.95|210.95|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266710|shared|KTSL subheap|1550|1550|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266719|shared|kcbi io desc slot|305.99|312.41|2.21|06-MAR-15 10.00.00.000000 PM
37|1|135|266720|streams|free memory|392|392|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266722|Other|fixed_sga|6.56|6.56|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266723|Other|log_buffer|57.44|57.44|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266703|large|free memory|383.63|383.63|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266721|Other|buffer_cache|10032|10032|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266702|java|free memory|350.03|350.03|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266705|shared|ASM extent pointer array|1431.62|1431.47|-.01|06-MAR-15 10.00.00.000000 PM
37|1|135|283124|shared|gcs dynamic shadows lms|240.92|240.92|0|06-MAR-15 10.00.00.000000 PM
37|1|135|283094|shared|ksfqpn|1088.85|1088.86|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266708|shared|KGLH0|1055.77|1051.71|-.38|06-MAR-15 10.00.00.000000 PM
37|1|135|266711|shared|SQLA|2749.44|2786.27|1.45|06-MAR-15 10.00.00.000000 PM
37|1|135|266713|shared|free memory|725.03|661.76|-8.45|06-MAR-15 10.00.00.000000 PM
37|1|135|266704|shared|ASH buffers|254|254|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266707|shared|FileOpenBlock|883.97|883.97|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266709|shared|KKSSP|178.11|181.55|2.02|06-MAR-15 10.00.00.000000 PM
37|1|135|266717|shared|ges enqueues|215.92|215.93|.01|06-MAR-15 10.00.00.000000 PM
37|1|135|267158|shared|KGLHD|137.84|136.88|-.69|06-MAR-15 10.00.00.000000 PM
37|1|135|266701|java|JOXLE|33.09|33.09|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266715|shared|gcs resources|321.97|321.97|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266716|shared|gcs shadows|178.87|178.87|0|06-MAR-15 10.00.00.000000 PM
37|1|135|282939|shared|ges resource dynamic|188.57|189.13|.26|06-MAR-15 10.00.00.000000 PM
37|1|135|287165|shared|gcs dynamic resources for|138.9|138.9|0|06-MAR-15 10.00.00.000000 PM
37|1|135|266718|shared|init_heap_kfsg|194.94|194.98|.02|06-MAR-15 10.00.00.000000 PM
37|1|138|266716|shared|gcs shadows|178.87|178.87|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266720|streams|free memory|392|392|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266721|Other|buffer_cache|10024|10024|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266702|java|free memory|349.77|349.39|-.11|09-MAR-15 10.00.00.000000 PM
37|1|138|266706|shared|Checkpoint queue|210.95|210.95|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266711|shared|SQLA|2617.94|2633.02|.57|09-MAR-15 10.00.00.000000 PM
37|1|138|283124|shared|gcs dynamic shadows lms|240.92|240.92|0|09-MAR-15 10.00.00.000000 PM
37|1|138|283094|shared|ksfqpn|1211.04|1211.04|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266701|java|JOXLE|33.3|33.68|1.11|09-MAR-15 10.00.00.000000 PM
37|1|138|266703|large|free memory|383.63|383.63|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266710|shared|KTSL subheap|1550.95|1550.95|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266722|Other|fixed_sga|6.56|6.56|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266713|shared|free memory|692.17|655.26|-4.83|09-MAR-15 10.00.00.000000 PM
37|1|138|266715|shared|gcs resources|321.97|321.97|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266708|shared|KGLH0|1166.76|1178.09|.96|09-MAR-15 10.00.00.000000 PM
37|1|138|266709|shared|KKSSP|170.61|174.44|624996.79|09-MAR-15 10.00.00.000000 PM
37|1|138|266718|shared|init_heap_kfsg|196.31|196.35|.02|09-MAR-15 10.00.00.000000 PM
37|1|138|266704|shared|ASH buffers|254|254|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266705|shared|ASM extent pointer array|1429.29|1429.29|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266707|shared|FileOpenBlock|883.97|883.97|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266717|shared|ges enqueues|215.97|215.97|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266723|Other|log_buffer|57.44|57.44|0|09-MAR-15 10.00.00.000000 PM
37|1|138|266719|shared|kcbi io desc slot|311.42|312.71|1.17|09-MAR-15 10.00.00.000000 PM
37|1|138|267158|shared|KGLHD|149.46|150.83|.9|09-MAR-15 10.00.00.000000 PM
37|1|138|282939|shared|ges resource dynamic|187.08|187.37|.19|09-MAR-15 10.00.00.000000 PM
37|1|138|287165|shared|gcs dynamic resources for|138.9|138.9|0|09-MAR-15 10.00.00.000000 PM
37|1|129|266705|shared|ASM extent pointer array|1408.43|1408.43|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266720|streams|free memory|392|392|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266723|Other|log_buffer|57.44|57.44|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266704|shared|ASH buffers|254|254|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266707|shared|FileOpenBlock|882.87|882.87|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266709|shared|KKSSP|194.56|197.73|1.66|03-MAR-15 10.00.00.000000 PM
37|1|129|287165|shared|gcs dynamic resources for|138.9|138.9|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266719|shared|kcbi io desc slot|337.04|341.99|1.5|03-MAR-15 10.00.00.000000 PM
37|1|129|267158|shared|KGLHD|142.45|139.4|-2.12|03-MAR-15 10.00.00.000000 PM
37|1|129|266711|shared|SQLA|2822.31|2867.43|1.6|03-MAR-15 10.00.00.000000 PM
37|1|129|266716|shared|gcs shadows|178.87|178.87|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266721|Other|buffer_cache|10032|10032|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266701|java|JOXLE|32.68|32.68|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266703|large|free memory|383.63|383.63|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266706|shared|Checkpoint queue|210.95|210.95|0|03-MAR-15 10.00.00.000000 PM
37|1|129|283094|shared|ksfqpn|845.04|845.04|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266702|java|free memory|350.47|350.47|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266713|shared|free memory|652.48|616.76|-5.29|03-MAR-15 10.00.00.000000 PM
37|1|129|266717|shared|ges enqueues|204.49|204.5|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266708|shared|KGLH0|1142.89|1111.22|-2.76|03-MAR-15 10.00.00.000000 PM
37|1|129|266710|shared|KTSL subheap|1540.4|1540.94|.04|03-MAR-15 10.00.00.000000 PM
37|1|129|266715|shared|gcs resources|321.97|321.97|0|03-MAR-15 10.00.00.000000 PM
37|1|129|266718|shared|init_heap_kfsg|191.34|191.62|.15|03-MAR-15 10.00.00.000000 PM
37|1|129|266722|Other|fixed_sga|6.56|6.56|0|03-MAR-15 10.00.00.000000 PM
37|1|129|282939|shared|ges resource dynamic|188.64|189.05|.23|03-MAR-15 10.00.00.000000 PM
37|1|129|283124|shared|gcs dynamic shadows lms|242.93|242.93|0|03-MAR-15 10.00.00.000000 PM
37|1|132|266706|shared|Checkpoint queue|210.95|210.95|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266702|java|free memory|350.33|350.33|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266704|shared|ASH buffers|254|254|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266707|shared|FileOpenBlock|882.98|882.98|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266719|shared|kcbi io desc slot|343.44|347.52|1.2|04-MAR-15 08.00.00.000000 AM
37|1|132|266709|shared|KKSSP|191.39|194.94|1.86|04-MAR-15 08.00.00.000000 AM
37|1|132|266713|shared|free memory|608.97|610.78|.34|04-MAR-15 08.00.00.000000 AM
37|1|132|266715|shared|gcs resources|321.97|321.97|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266720|streams|free memory|392|392|0|04-MAR-15 08.00.00.000000 AM
37|1|132|283094|shared|ksfqpn|845.04|845.04|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266701|java|JOXLE|32.81|32.81|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266708|shared|KGLH0|1015.91|1044.15|2.84|04-MAR-15 08.00.00.000000 AM
37|1|132|266717|shared|ges enqueues|204.5|204.51|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266723|Other|log_buffer|57.44|57.44|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266710|shared|KTSL subheap|1544.78|1545.87|.07|04-MAR-15 08.00.00.000000 AM
37|1|132|266711|shared|SQLA|2996.39|2954.23|-1.43|04-MAR-15 08.00.00.000000 AM
37|1|132|266716|shared|gcs shadows|178.87|178.87|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266718|shared|init_heap_kfsg|192.09|192.16|.04|04-MAR-15 08.00.00.000000 AM
37|1|132|266722|Other|fixed_sga|6.56|6.56|0|04-MAR-15 08.00.00.000000 AM
37|1|132|283124|shared|gcs dynamic shadows lms|242.93|242.93|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266703|large|free memory|383.63|383.63|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266721|Other|buffer_cache|10032|10032|0|04-MAR-15 08.00.00.000000 AM
37|1|132|266705|shared|ASM extent pointer array|1408.43|1408.43|0|04-MAR-15 08.00.00.000000 AM
37|1|132|282939|shared|ges resource dynamic|191.46|192.45|.53|04-MAR-15 08.00.00.000000 AM
37|1|132|267158|shared|KGLHD|131.12|134.54|2.62|04-MAR-15 08.00.00.000000 AM
37|1|132|287165|shared|gcs dynamic resources for|138.9|138.9|0|04-MAR-15 08.00.00.000000 AM
37|1|131|266705|shared|ASM extent pointer array|1426.97|1426.97|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266722|Other|fixed_sga|6.56|6.56|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266707|shared|FileOpenBlock|882.98|882.98|0|04-MAR-15 10.00.00.000000 PM
37|1|131|267158|shared|KGLHD|140.91|128.18|-9.75|04-MAR-15 10.00.00.000000 PM
37|1|131|283094|shared|ksfqpn|926.56|926.56|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266711|shared|SQLA|2863.04|2834.91|-.94|04-MAR-15 10.00.00.000000 PM
37|1|131|266713|shared|free memory|620.2|661.56|6.94|04-MAR-15 10.00.00.000000 PM
37|1|131|266718|shared|init_heap_kfsg|192.71|192.81|.05|04-MAR-15 10.00.00.000000 PM
37|1|131|266721|Other|buffer_cache|10032|10032|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266715|shared|gcs resources|321.97|321.97|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266716|shared|gcs shadows|178.87|178.87|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266717|shared|ges enqueues|204.51|204.61|.04|04-MAR-15 10.00.00.000000 PM
37|1|131|266719|shared|kcbi io desc slot|326.8|328.25|.45|04-MAR-15 10.00.00.000000 PM
37|1|131|266723|Other|log_buffer|57.44|57.44|0|04-MAR-15 10.00.00.000000 PM
37|1|131|287165|shared|gcs dynamic resources for|138.9|138.9|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266706|shared|Checkpoint queue|210.95|210.95|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266710|shared|KTSL subheap|1548.73|1548.98|.02|04-MAR-15 10.00.00.000000 PM
37|1|131|266720|streams|free memory|392|392|0|04-MAR-15 10.00.00.000000 PM
37|1|131|283124|shared|gcs dynamic shadows lms|242.93|242.93|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266708|shared|KGLH0|1108.67|1071.17|-3.45|04-MAR-15 10.00.00.000000 PM
37|1|131|266709|shared|KKSSP|183.68|189.61|3.28|04-MAR-15 10.00.00.000000 PM
37|1|131|282939|shared|ges resource dynamic|195.52|195.87|.18|04-MAR-15 10.00.00.000000 PM
37|1|131|266701|java|JOXLE|32.81|32.81|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266702|java|free memory|350.33|350.33|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266703|large|free memory|383.63|383.63|0|04-MAR-15 10.00.00.000000 PM
37|1|131|266704|shared|ASH buffers|254|254|0|04-MAR-15 10.00.00.000000 PM
37|1|133|266713|shared|free memory|658.63|664.16|1.52|05-MAR-15 10.00.00.000000 PM
37|1|133|266715|shared|gcs resources|321.97|321.97|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266707|shared|FileOpenBlock|883.97|883.97|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266708|shared|KGLH0|1090.56|1069.3|-1.87|05-MAR-15 10.00.00.000000 PM
37|1|133|266709|shared|KKSSP|186.08|179.96|-3.18|05-MAR-15 10.00.00.000000 PM
37|1|133|266711|shared|SQLA|2797.21|2796.14|.07|05-MAR-15 10.00.00.000000 PM
37|1|133|266720|streams|free memory|392|392|0|05-MAR-15 10.00.00.000000 PM
37|1|133|282939|shared|ges resource dynamic|195.62|196.15|.29|05-MAR-15 10.00.00.000000 PM
37|1|133|287165|shared|gcs dynamic resources for|138.9|138.9|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266704|shared|ASH buffers|254|254|0|05-MAR-15 10.00.00.000000 PM
37|1|133|283094|shared|ksfqpn|1010.95|1010.96|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266701|java|JOXLE|33.09|33.09|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266702|java|free memory|350.03|350.03|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266705|shared|ASM extent pointer array|1427|1426.97|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266710|shared|KTSL subheap|1550|1550|0|05-MAR-15 10.00.00.000000 PM
37|1|133|266717|shared|ges enqueues|209.39|212.42|1.54|05-MAR-15 10.00.00.000000 PM
