site_id|config_id|run_id|stat_id|stat_name|stat_read_data|stat_req_per_sec_r|stat_data_per_sec_r|stat_write_data|stat_req_per_sec_w|stat_data_per_sec_w|stat_wait_cnt|stat_avg_tm|start_time
37|1|4|266317|Others (Log File)|1804375000|2.58|256525|0|0|0|18618.75|12.5294|08-OCT-14 08.00.00.000000 AM
37|1|4|266331|TOTAL|176311875000|10107.7|3605530.69|11023750000|1290.05|1567068.75|6289375|.345|08-OCT-14 08.00.00.000000 AM
37|1|4|266312|Buffer Cache Reads (Data File)|58535625000|9628.82|8320262.5|0|0|0|6271875|.34|08-OCT-14 08.00.00.000000 AM
37|1|4|266323|DBWR (Data File)|37500|0|0|5031250000|709.94|715212.5|29.25|.3719|08-OCT-14 08.00.00.000000 AM
37|1|4|266330|Streams AQ (Data File)|13333.3333333333333333333333333333333333|0|0|0|0|0|20.4|5.7133|08-OCT-14 08.00.00.000000 AM
37|1|4|266314|Direct Reads (Data File)|16453125000|281.62|2338681.25|5631250|.59|775|113.625|1.165|08-OCT-14 08.00.00.000000 AM
37|1|4|266318|Others (Control File)|668750000|31.73|95212.5|64537500|5.73|8962.5|87825|.4819|08-OCT-14 08.00.00.000000 AM
37|1|4|266320|Smart Scan|97255000000|149.45|143089.94|0|0|0|0||08-OCT-14 08.00.00.000000 AM
37|1|4|266328|Direct Writes (Data File)|45868750|.8|6368.75|465625000|15.29|66200|26|4.0475|08-OCT-14 08.00.00.000000 AM
37|1|4|266329|Streams AQ|13333.3333333333333333333333333333333333|0|0|0|0|0|20.4|5.7133|08-OCT-14 08.00.00.000000 AM
37|1|7|266324|LGWR|250000|.03|0|3606250000|565.32|512981.25|244.875|1.0425|13-OCT-14 08.00.00.000000 AM
37|1|7|266328|Direct Writes (Data File)|59656250|.88|8287.5|415625000|11.65|59075|131.375|18.6706|13-OCT-14 08.00.00.000000 AM
37|1|7|266316|Others (Archive Log)|1816250000|2.58|258412.5|1816250000|2.59|258362.5|0||13-OCT-14 08.00.00.000000 AM
37|1|7|266320|Smart Scan|101561875000|157.06|311269.07|0|0|0|0||13-OCT-14 08.00.00.000000 AM
37|1|11|266312|Buffer Cache Reads (Data File)|80990625000|9556.52|1426413.43|0|0|0|5620000|.3356|17-OCT-14 08.00.00.000000 AM
37|1|11|266330|Streams AQ (Data File)|6250|0|0|0|0|0|13.6875|5.4338|17-OCT-14 08.00.00.000000 AM
37|1|11|266317|Others (Log File)|1700000000|2.43|241781.25|0|0|0|17537.5|12.3906|17-OCT-14 08.00.00.000000 AM
37|1|11|266320|Smart Scan|99487500000|153.08|193942.43|0|0|0|0||17-OCT-14 08.00.00.000000 AM
37|1|11|266322|DBWR|50000|.01|0|4725625000|685.43|671912.5|41.0625|.3838|17-OCT-14 08.00.00.000000 AM
37|1|11|266311|Buffer Cache Reads|80990625000|9556.52|1426413.43|0|0|0|5620000|.3356|17-OCT-14 08.00.00.000000 AM
37|1|11|266328|Direct Writes (Data File)|82918750|1.07|11512.5|427500000|11.81|60868.75|18.6875|1.9738|17-OCT-14 08.00.00.000000 AM
37|1|11|266325|LGWR (Log File)|0|.01|0|3358750000|517.8|477731.25|77.5|2.2569|17-OCT-14 08.00.00.000000 AM
37|1|11|266326|LGWR (Control File)|225000|.02|0|312500|.03|18.75|153.4375|.3769|17-OCT-14 08.00.00.000000 AM
37|1|11|266327|Direct Writes|82918750|1.07|11512.5|427500000|11.81|60868.75|18.6875|1.9738|17-OCT-14 08.00.00.000000 AM
37|1|11|266329|Streams AQ|6250|0|0|0|0|0|13.6875|5.4338|17-OCT-14 08.00.00.000000 AM
37|1|11|266331|TOTAL|197884375000|10012.91|287.61|10320000000|1229.37|1467912.5|5636875|.34|17-OCT-14 08.00.00.000000 AM
37|1|11|266314|Direct Reads (Data File)|15103125000|254.29|2148012.5|5481250|.55|768.75|108.4375|1.2813|17-OCT-14 08.00.00.000000 AM
37|1|11|266315|Others|4539375000|47.9|645775|1803750000|13.75|256587.5|161037.5|1.9681|17-OCT-14 08.00.00.000000 AM
37|1|11|266316|Others (Archive Log)|1703750000|2.42|242268.75|1700000000|2.42|241775|0||17-OCT-14 08.00.00.000000 AM
