site_id|config_id|run_id|stat_id|stat_name|stat_ges_lock_req|stat_ges_pin_req|stat_ges_pin_rel|stat_ges_inval_req|stat_ges_invalid|start_time
37|1|101|267335|BODY|0|1071804434|1071804434|0|0|13-FEB-15 08.00.00.000000 AM
37|1|102|266293|QUEUE|858|51278|51278|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|267310|CLUSTER|224|224|224|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|267335|BODY|0|681481847|681481847|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266294|SUMMARY|10564|10564|10564|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282895|DBLINK|40980|0|0|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266292|INDEX|14369|14369|14369|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|269373|TRIGGER|0|21029|21029|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282896|EDITION|34183|34183|34183|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282899|XDB ACL|1054|1054|1054|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266291|ACCOUNT_STATUS|38650|0|0|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|283073|USER PRIVILEGE|0|145|145|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|266295|TABLE/PROCEDURE|224657026|1025099298|1025099298|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|269057|HINTSET OBJECT|19009|19009|19009|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282898|TRANSFORMATION|720|720|720|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282897|SCHEMA|11039|0|0|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|282900|XML SCHEMA|227|227|227|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|284639|TEMPORARY INDEX|15|15|15|0|0|15-FEB-15 10.00.00.000000 PM
37|1|102|284640|TEMPORARY TABLE|29|29|29|0|0|15-FEB-15 10.00.00.000000 PM
37|1|103|266294|SUMMARY|12782|12782|12782|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282900|XML SCHEMA|370|370|370|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282898|TRANSFORMATION|720|720|720|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266295|TABLE/PROCEDURE|276536348|1294246044|1294246044|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282895|DBLINK|41427|0|0|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266293|QUEUE|894|51322|51322|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|269057|HINTSET OBJECT|25225|25225|25225|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|269373|TRIGGER|0|28858|28858|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282897|SCHEMA|10603|0|0|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266291|ACCOUNT_STATUS|38012|0|0|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|267335|BODY|0|834715195|834715195|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282899|XDB ACL|1241|1241|1241|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|267310|CLUSTER|184|184|184|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|266292|INDEX|15422|15422|15422|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|282896|EDITION|34506|34506|34506|0|0|16-FEB-15 01.00.00.000000 AM
37|1|103|283073|USER PRIVILEGE|0|114|114|0|0|16-FEB-15 01.00.00.000000 AM
37|1|104|266291|ACCOUNT_STATUS|37644|0|0|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266295|TABLE/PROCEDURE|226943525|1030615720|1030615720|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282898|TRANSFORMATION|719|719|719|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266292|INDEX|73244|73244|73244|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282900|XML SCHEMA|450|450|450|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|267335|BODY|0|684520249|684520249|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282896|EDITION|33763|33763|33763|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|283073|USER PRIVILEGE|0|26|26|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266294|SUMMARY|26183|26183|26183|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282897|SCHEMA|10304|0|0|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|266293|QUEUE|869|51266|51266|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282895|DBLINK|39705|0|0|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|267310|CLUSTER|936|936|936|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|269057|HINTSET OBJECT|42550|42550|42550|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|269373|TRIGGER|0|16173|16173|0|0|16-FEB-15 10.00.00.000000 PM
37|1|104|282899|XDB ACL|1224|1224|1224|0|0|16-FEB-15 10.00.00.000000 PM
37|1|112|267919|LOCATION|0|2210|2210|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|283073|USER PRIVILEGE|0|5033|5033|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266294|SUMMARY|22830|22830|22830|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282899|XDB ACL|1292|1292|1292|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282900|XML SCHEMA|461|461|461|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|267310|CLUSTER|440|440|440|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266293|QUEUE|1851|62095|62095|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|267920|SUBSCRIPTION|0|2080|2080|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|269057|HINTSET OBJECT|170890|170890|170890|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282895|DBLINK|93509|0|0|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282896|EDITION|51410|51410|51410|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|269373|TRIGGER|0|41603|41603|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282898|TRANSFORMATION|721|721|721|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266295|TABLE/PROCEDURE|374307304|-6831443079|-6831443079|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|267335|BODY|0|1135832219|1135832219|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|282897|SCHEMA|23290|0|0|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|283223|RULESET|0|65|65|0|0|19-FEB-15 08.00.00.000000 AM
37|1|111|282895|DBLINK|90230|0|0|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|282899|XDB ACL|1258|1258|1258|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266292|INDEX|475321|475323|475323|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|282900|XML SCHEMA|366|366|366|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266293|QUEUE|862|51306|51306|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|267310|CLUSTER|1159|1159|1159|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|282896|EDITION|48777|48777|48777|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|269057|HINTSET OBJECT|154350|154350|154350|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|282898|TRANSFORMATION|720|720|720|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266294|SUMMARY|25684|25684|25684|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266295|TABLE/PROCEDURE|217626651|999879281|999879281|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|269373|TRIGGER|0|28813|28813|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|283073|USER PRIVILEGE|0|4107|4107|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|266291|ACCOUNT_STATUS|87937|0|0|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|267335|BODY|0|658763643|658763643|0|0|19-FEB-15 10.00.00.000000 PM
37|1|111|282897|SCHEMA|22439|0|0|0|0|19-FEB-15 10.00.00.000000 PM
37|1|114|269373|TRIGGER|0|55881|55881|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282899|XDB ACL|1362|1362|1362|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|267920|SUBSCRIPTION|0|1440|1440|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266292|INDEX|814405|814405|814405|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282897|SCHEMA|35735|0|0|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|267310|CLUSTER|477|477|477|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282896|EDITION|64183|64183|64183|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266293|QUEUE|1490|58673|58673|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282895|DBLINK|143606|0|0|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282900|XML SCHEMA|645|645|645|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266291|ACCOUNT_STATUS|141323|0|0|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266294|SUMMARY|19204|19204|19204|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|266295|TABLE/PROCEDURE|357203352|1652430770|1652430770|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|267335|BODY|0|1077716381|1077716381|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|282898|TRANSFORMATION|719|719|719|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|267919|LOCATION|0|1530|1530|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|283073|USER PRIVILEGE|0|14636|14636|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|269057|HINTSET OBJECT|369947|369947|369947|0|0|20-FEB-15 08.00.00.000000 AM
37|1|114|283223|RULESET|0|45|45|0|0|20-FEB-15 08.00.00.000000 AM
37|1|115|266294|SUMMARY|11907|11907|11907|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266295|TABLE/PROCEDURE|226267487|1035225316|1035225316|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|269057|HINTSET OBJECT|20547|20547|20547|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282896|EDITION|36873|36873|36873|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|284236|JAVA DATA|0|703|703|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266293|QUEUE|900|51296|51296|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|267335|BODY|0|642600981|642600981|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282899|XDB ACL|988|988|988|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266292|INDEX|10954|10954|10954|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|266291|ACCOUNT_STATUS|38614|0|0|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|269373|TRIGGER|0|22114|22114|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282895|DBLINK|40711|0|0|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282900|XML SCHEMA|193|193|193|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282898|TRANSFORMATION|720|720|720|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|283073|USER PRIVILEGE|0|155|155|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|267310|CLUSTER|322|322|322|0|0|22-FEB-15 10.00.00.000000 PM
37|1|115|282897|SCHEMA|10072|0|0|0|0|22-FEB-15 10.00.00.000000 PM
37|1|117|266291|ACCOUNT_STATUS|37378|0|0|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|267919|LOCATION|0|2652|2652|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282897|SCHEMA|9787|0|0|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266295|TABLE/PROCEDURE|385032099|1783126314|1783126314|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266292|INDEX|10386|10386|10386|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266293|QUEUE|1624|63765|63765|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|267335|BODY|0|1029784368|1029784368|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|267920|SUBSCRIPTION|0|2496|2496|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282899|XDB ACL|1156|1156|1156|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282895|DBLINK|39429|0|0|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282896|EDITION|37763|37763|37763|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282900|XML SCHEMA|386|386|386|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|283223|RULESET|0|78|78|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|266294|SUMMARY|17494|17494|17494|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|269057|HINTSET OBJECT|44380|44380|44380|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|283073|USER PRIVILEGE|0|92|92|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|267310|CLUSTER|103|103|103|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|269373|TRIGGER|0|44271|44271|0|0|23-FEB-15 08.00.00.000000 AM
37|1|117|282898|TRANSFORMATION|720|720|720|0|0|23-FEB-15 08.00.00.000000 AM
37|1|116|266291|ACCOUNT_STATUS|47068|0|0|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|267310|CLUSTER|829|829|829|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282895|DBLINK|49128|0|0|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266293|QUEUE|964|51608|51608|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|267335|BODY|0|709807003|709807003|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|269057|HINTSET OBJECT|52669|52669|52669|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266295|TABLE/PROCEDURE|233063891|1078653874|1078653874|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|267920|SUBSCRIPTION|0|34|34|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282899|XDB ACL|1039|1039|1039|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266294|SUMMARY|24105|24105|24105|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282897|SCHEMA|12198|0|0|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282898|TRANSFORMATION|720|720|720|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|266292|INDEX|96822|96822|96822|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282900|XML SCHEMA|409|409|409|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|283073|USER PRIVILEGE|0|895|895|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|283223|RULESET|0|1|1|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|282896|EDITION|39352|39352|39352|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|269373|TRIGGER|0|18796|18796|0|0|23-FEB-15 10.00.00.000000 PM
37|1|116|267919|LOCATION|0|35|35|0|0|23-FEB-15 10.00.00.000000 PM
37|1|106|267335|BODY|0|791906457|791906457|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282896|EDITION|44104|44104|44104|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282897|SCHEMA|20841|0|0|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282899|XDB ACL|1173|1173|1173|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282895|DBLINK|79672|0|0|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266291|ACCOUNT_STATUS|76307|0|0|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266293|QUEUE|872|51290|51290|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266295|TABLE/PROCEDURE|263589567|1230568372|1230568372|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|267310|CLUSTER|1281|1281|1281|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266292|INDEX|253644|253644|253644|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|284640|TEMPORARY TABLE|90|90|90|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|269057|HINTSET OBJECT|134956|134956|134956|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282900|XML SCHEMA|529|529|529|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|266294|SUMMARY|42788|42788|42788|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|269373|TRIGGER|0|31803|31803|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|283073|USER PRIVILEGE|0|4057|4057|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|284639|TEMPORARY INDEX|56|56|56|0|0|17-FEB-15 01.00.00.000000 AM
37|1|106|282898|TRANSFORMATION|720|720|720|0|0|17-FEB-15 01.00.00.000000 AM
37|1|108|266293|QUEUE|1881|62598|62598|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|267310|CLUSTER|414|414|414|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|269373|TRIGGER|0|50002|50002|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|267335|BODY|0|1120947967|1120947967|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|267920|SUBSCRIPTION|0|2400|2400|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282900|XML SCHEMA|185|185|185|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282898|TRANSFORMATION|718|718|718|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266295|TABLE/PROCEDURE|367865200|1711139686|1711139686|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282897|SCHEMA|24886|0|0|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|283073|USER PRIVILEGE|0|10312|10312|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266292|INDEX|454299|454299|454299|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|267919|LOCATION|2|2416|2416|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|269057|HINTSET OBJECT|267658|267658|267658|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|283223|RULESET|0|71|71|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282895|DBLINK|96713|0|0|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282899|XDB ACL|1360|1360|1360|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266291|ACCOUNT_STATUS|94611|0|0|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|266294|SUMMARY|21720|21720|21720|0|0|17-FEB-15 08.00.00.000000 AM
37|1|108|282896|EDITION|49106|49106|49106|0|0|17-FEB-15 08.00.00.000000 AM
37|1|107|267310|CLUSTER|1415|1415|1415|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282895|DBLINK|52421|0|0|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282899|XDB ACL|886|886|886|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282898|TRANSFORMATION|720|720|720|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282897|SCHEMA|13483|0|0|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266293|QUEUE|858|51288|51288|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|269057|HINTSET OBJECT|70290|70290|70290|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266294|SUMMARY|27064|27064|27064|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|267335|BODY|0|668887597|668887597|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|269373|TRIGGER|0|19690|19690|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282900|XML SCHEMA|561|561|561|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|284640|TEMPORARY TABLE|102|102|102|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266291|ACCOUNT_STATUS|50220|0|0|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266292|INDEX|173521|173521|173521|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|266295|TABLE/PROCEDURE|221221096|1014593539|1014593539|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|282896|EDITION|37026|37025|37025|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|284639|TEMPORARY INDEX|40|40|40|0|0|17-FEB-15 10.00.00.000000 PM
37|1|107|283073|USER PRIVILEGE|0|900|900|0|0|17-FEB-15 10.00.00.000000 PM
37|1|110|266291|ACCOUNT_STATUS|40788|0|0|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|267919|LOCATION|1|1565|1565|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|267920|SUBSCRIPTION|0|1536|1536|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|269057|HINTSET OBJECT|49540|49540|49540|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282895|DBLINK|43277|0|0|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282896|EDITION|35241|35241|35241|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|283223|RULESET|0|46|46|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|266293|QUEUE|1811|58736|58736|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|266292|INDEX|184309|184309|184309|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|267335|BODY|0|1123441313|1123441313|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282900|XML SCHEMA|491|491|491|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|266294|SUMMARY|19855|19855|19855|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282899|XDB ACL|1411|1411|1411|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|283073|USER PRIVILEGE|0|49|49|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|267310|CLUSTER|733|733|733|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|269373|TRIGGER|0|28839|28839|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|266295|TABLE/PROCEDURE|369925803|1702063743|1702063743|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282897|SCHEMA|10901|0|0|0|0|18-FEB-15 08.00.00.000000 AM
37|1|110|282898|TRANSFORMATION|720|720|720|0|0|18-FEB-15 08.00.00.000000 AM
37|1|112|266291|ACCOUNT_STATUS|91424|0|0|0|0|19-FEB-15 08.00.00.000000 AM
37|1|112|266292|INDEX|509022|509022|509022|0|0|19-FEB-15 08.00.00.000000 AM
37|1|109|282895|DBLINK|64920|0|0|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|282899|XDB ACL|920|920|920|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|282898|TRANSFORMATION|719|719|719|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266294|SUMMARY|25938|25938|25938|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|269373|TRIGGER|0|22575|22575|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|267919|LOCATION|0|68|68|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|269057|HINTSET OBJECT|97952|97952|97952|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|283073|USER PRIVILEGE|0|2267|2267|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266292|INDEX|313297|313297|313297|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|267310|CLUSTER|950|950|950|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|282896|EDITION|42558|42558|42558|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|283223|RULESET|0|2|2|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266291|ACCOUNT_STATUS|62760|0|0|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266293|QUEUE|934|51612|51612|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|267335|BODY|0|666075124|666075124|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|267920|SUBSCRIPTION|0|64|64|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|266295|TABLE/PROCEDURE|221234946|1036770938|1036770938|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|282897|SCHEMA|16161|0|0|0|0|18-FEB-15 10.00.00.000000 PM
37|1|109|282900|XML SCHEMA|374|374|374|0|0|18-FEB-15 10.00.00.000000 PM
37|1|113|267335|BODY|0|382301362|382301362|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|269057|HINTSET OBJECT|317199|317199|317199|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|283073|USER PRIVILEGE|0|15092|15092|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|267920|SUBSCRIPTION|0|32|32|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|267310|CLUSTER|832|832|832|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282897|SCHEMA|41118|0|0|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|283223|RULESET|0|1|1|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266291|ACCOUNT_STATUS|162804|0|0|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266294|SUMMARY|14343|14343|14343|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|269373|TRIGGER|0|41843|41843|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282899|XDB ACL|920|920|920|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282898|TRANSFORMATION|719|719|719|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266293|QUEUE|993|51604|51604|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282896|EDITION|66183|66183|66183|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282900|XML SCHEMA|310|310|310|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266292|INDEX|688877|688876|688876|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|282895|DBLINK|164786|0|0|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|266295|TABLE/PROCEDURE|127624563|602052401|602052401|0|0|20-FEB-15 10.00.00.000000 PM
37|1|113|267919|LOCATION|0|34|34|0|0|20-FEB-15 10.00.00.000000 PM
37|1|123|283223|RULESET|0|40|40|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|266292|INDEX|121692|121692|121692|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|267919|LOCATION|0|1400|1400|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|266295|TABLE/PROCEDURE|370518318|1710885254|1710885254|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|282895|DBLINK|41438|0|0|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|282897|SCHEMA|10571|0|0|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|266293|QUEUE|1603|58328|58328|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|266294|SUMMARY|22519|22519|22519|0|0|26-FEB-15 08.00.00.000000 AM
37|1|123|282899|XDB ACL|1399|1399|1399|0|0|26-FEB-15 08.00.00.000000 AM
37|1|125|267919|LOCATION|0|140|140|0|0|27-FEB-15 08.00.00.000000 AM
37|1|125|283073|USER PRIVILEGE|0|20|20|0|0|27-FEB-15 08.00.00.000000 AM
