site_id|config_id|run_id|stat_id|stat_name|stat_begin_size|stat_curr_size|stat_min_size|stat_max_size|start_time
37|1|2|266671|ASM Buffer Cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266672|DEFAULT 16K buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266674|DEFAULT 32K buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266675|DEFAULT 4K buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266681|SGA Target|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266683|java pool|384|384|384|384|06-OCT-14 08.00.00.000000 AM
37|1|2|266685|shared pool|8628|8628|8192|8628|06-OCT-14 08.00.00.000000 AM
37|1|2|266676|DEFAULT 8K buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266677|DEFAULT buffer cache|9612|9612|9612|10048|06-OCT-14 08.00.00.000000 AM
37|1|2|266678|KEEP buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266684|large pool|384|384|384|384|06-OCT-14 08.00.00.000000 AM
37|1|2|266686|streams pool|392|392|392|392|06-OCT-14 08.00.00.000000 AM
37|1|2|266679|PGA Target|10240|10240|10240|10240|06-OCT-14 08.00.00.000000 AM
37|1|2|266673|DEFAULT 2K buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266680|RECYCLE buffer cache|0|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|266682|Shared IO Pool|512|512|512|512|06-OCT-14 08.00.00.000000 AM
37|1|1|266683|java pool|384|384|384|384|03-OCT-14 08.00.00.000000 AM
37|1|1|266682|Shared IO Pool|512|512|512|512|03-OCT-14 08.00.00.000000 AM
37|1|1|266676|DEFAULT 8K buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266680|RECYCLE buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266681|SGA Target|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266673|DEFAULT 2K buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266675|DEFAULT 4K buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266685|shared pool|8612|8612|8192|8612|03-OCT-14 08.00.00.000000 AM
37|1|1|266671|ASM Buffer Cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266672|DEFAULT 16K buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266674|DEFAULT 32K buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266684|large pool|384|384|384|384|03-OCT-14 08.00.00.000000 AM
37|1|1|266678|KEEP buffer cache|0|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|266679|PGA Target|10240|10240|10240|10240|03-OCT-14 08.00.00.000000 AM
37|1|1|266677|DEFAULT buffer cache|9628|9628|9628|10048|03-OCT-14 08.00.00.000000 AM
37|1|1|266686|streams pool|392|392|392|392|03-OCT-14 08.00.00.000000 AM
37|1|6|266678|KEEP buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266683|java pool|384|384|384|384|10-OCT-14 08.00.00.000000 AM
37|1|6|266684|large pool|384|384|384|384|10-OCT-14 08.00.00.000000 AM
37|1|6|266671|ASM Buffer Cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266677|DEFAULT buffer cache|9572|9568|9568|10048|10-OCT-14 08.00.00.000000 AM
37|1|6|266679|PGA Target|10240|10240|10240|10240|10-OCT-14 08.00.00.000000 AM
37|1|6|266682|Shared IO Pool|512|512|512|512|10-OCT-14 08.00.00.000000 AM
37|1|6|266686|streams pool|392|392|392|392|10-OCT-14 08.00.00.000000 AM
37|1|6|266673|DEFAULT 2K buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266675|DEFAULT 4K buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266685|shared pool|8668|8672|8192|8672|10-OCT-14 08.00.00.000000 AM
37|1|6|266674|DEFAULT 32K buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266676|DEFAULT 8K buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266681|SGA Target|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266672|DEFAULT 16K buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|266680|RECYCLE buffer cache|0|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|3|266674|DEFAULT 32K buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266676|DEFAULT 8K buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266682|Shared IO Pool|512|512|512|512|07-OCT-14 08.00.00.000000 AM
37|1|3|266684|large pool|384|384|384|384|07-OCT-14 08.00.00.000000 AM
37|1|3|266671|ASM Buffer Cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266683|java pool|384|384|384|384|07-OCT-14 08.00.00.000000 AM
37|1|3|266679|PGA Target|10240|10240|10240|10240|07-OCT-14 08.00.00.000000 AM
37|1|3|266681|SGA Target|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266673|DEFAULT 2K buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266685|shared pool|8628|8628|8192|8628|07-OCT-14 08.00.00.000000 AM
37|1|3|266672|DEFAULT 16K buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266678|KEEP buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266680|RECYCLE buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266675|DEFAULT 4K buffer cache|0|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|266677|DEFAULT buffer cache|9612|9612|9612|10048|07-OCT-14 08.00.00.000000 AM
37|1|3|266686|streams pool|392|392|392|392|07-OCT-14 08.00.00.000000 AM
37|1|5|266672|DEFAULT 16K buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266679|PGA Target|10240|10240|10240|10240|09-OCT-14 08.00.00.000000 AM
37|1|5|266676|DEFAULT 8K buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266675|DEFAULT 4K buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266682|Shared IO Pool|512|512|512|512|09-OCT-14 08.00.00.000000 AM
37|1|5|266678|KEEP buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266674|DEFAULT 32K buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266684|large pool|384|384|384|384|09-OCT-14 08.00.00.000000 AM
37|1|5|266683|java pool|384|384|384|384|09-OCT-14 08.00.00.000000 AM
37|1|5|266686|streams pool|392|392|392|392|09-OCT-14 08.00.00.000000 AM
37|1|5|266673|DEFAULT 2K buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266685|shared pool|8652|8652|8192|8652|09-OCT-14 08.00.00.000000 AM
37|1|5|266671|ASM Buffer Cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266677|DEFAULT buffer cache|9588|9588|9588|10048|09-OCT-14 08.00.00.000000 AM
37|1|5|266680|RECYCLE buffer cache|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|266681|SGA Target|0|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|4|266685|shared pool|8632|8632|8192|8632|08-OCT-14 08.00.00.000000 AM
37|1|4|266672|DEFAULT 16K buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266674|DEFAULT 32K buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266671|ASM Buffer Cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266675|DEFAULT 4K buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266680|RECYCLE buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266682|Shared IO Pool|512|512|512|512|08-OCT-14 08.00.00.000000 AM
37|1|4|266683|java pool|384|384|384|384|08-OCT-14 08.00.00.000000 AM
37|1|4|266673|DEFAULT 2K buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266686|streams pool|392|392|392|392|08-OCT-14 08.00.00.000000 AM
37|1|4|266676|DEFAULT 8K buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266677|DEFAULT buffer cache|9608|9608|9608|10048|08-OCT-14 08.00.00.000000 AM
37|1|4|266678|KEEP buffer cache|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266679|PGA Target|10240|10240|10240|10240|08-OCT-14 08.00.00.000000 AM
37|1|4|266681|SGA Target|0|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|266684|large pool|384|384|384|384|08-OCT-14 08.00.00.000000 AM
37|1|7|266678|KEEP buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266684|large pool|384|384|384|384|13-OCT-14 08.00.00.000000 AM
37|1|7|266672|DEFAULT 16K buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266680|RECYCLE buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266685|shared pool|8688|8688|8192|8688|13-OCT-14 08.00.00.000000 AM
37|1|7|266674|DEFAULT 32K buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266682|Shared IO Pool|512|512|512|512|13-OCT-14 08.00.00.000000 AM
37|1|7|266683|java pool|384|384|384|384|13-OCT-14 08.00.00.000000 AM
37|1|7|266677|DEFAULT buffer cache|9552|9552|9552|10048|13-OCT-14 08.00.00.000000 AM
37|1|7|266673|DEFAULT 2K buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266676|DEFAULT 8K buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266681|SGA Target|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266671|ASM Buffer Cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266675|DEFAULT 4K buffer cache|0|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|266679|PGA Target|10240|10240|10240|10240|13-OCT-14 08.00.00.000000 AM
37|1|7|266686|streams pool|392|392|392|392|13-OCT-14 08.00.00.000000 AM
37|1|11|266672|DEFAULT 16K buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266677|DEFAULT buffer cache|9552|9552|9552|10048|17-OCT-14 08.00.00.000000 AM
37|1|11|266686|streams pool|392|392|392|392|17-OCT-14 08.00.00.000000 AM
37|1|11|266681|SGA Target|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266683|java pool|384|384|384|384|17-OCT-14 08.00.00.000000 AM
37|1|11|266685|shared pool|8688|8688|8192|8688|17-OCT-14 08.00.00.000000 AM
37|1|11|266673|DEFAULT 2K buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266679|PGA Target|10240|10240|10240|10240|17-OCT-14 08.00.00.000000 AM
37|1|11|266674|DEFAULT 32K buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266675|DEFAULT 4K buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266678|KEEP buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266680|RECYCLE buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266682|Shared IO Pool|512|512|512|512|17-OCT-14 08.00.00.000000 AM
37|1|11|266671|ASM Buffer Cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266676|DEFAULT 8K buffer cache|0|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|266684|large pool|384|384|384|384|17-OCT-14 08.00.00.000000 AM
37|1|12|266678|KEEP buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266683|java pool|384|384|384|384|20-OCT-14 08.00.00.000000 AM
37|1|12|266685|shared pool|8192|8192|8192|8192|20-OCT-14 08.00.00.000000 AM
37|1|12|266675|DEFAULT 4K buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266679|PGA Target|10240|10240|10240|10240|20-OCT-14 08.00.00.000000 AM
37|1|12|266676|DEFAULT 8K buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266686|streams pool|392|392|392|392|20-OCT-14 08.00.00.000000 AM
37|1|12|266674|DEFAULT 32K buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266681|SGA Target|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266672|DEFAULT 16K buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266684|large pool|384|384|384|384|20-OCT-14 08.00.00.000000 AM
37|1|12|266671|ASM Buffer Cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266673|DEFAULT 2K buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|266677|DEFAULT buffer cache|10048|10048|10048|10048|20-OCT-14 08.00.00.000000 AM
37|1|12|266682|Shared IO Pool|512|512|512|512|20-OCT-14 08.00.00.000000 AM
37|1|12|266680|RECYCLE buffer cache|0|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|9|266674|DEFAULT 32K buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266676|DEFAULT 8K buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266686|streams pool|392|392|392|392|15-OCT-14 08.00.00.000000 AM
37|1|9|266679|PGA Target|10240|10240|10240|10240|15-OCT-14 08.00.00.000000 AM
37|1|9|266681|SGA Target|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266682|Shared IO Pool|512|512|512|512|15-OCT-14 08.00.00.000000 AM
37|1|9|266671|ASM Buffer Cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266672|DEFAULT 16K buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266683|java pool|384|384|384|384|15-OCT-14 08.00.00.000000 AM
37|1|9|266673|DEFAULT 2K buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266685|shared pool|8680|8680|8192|8680|15-OCT-14 08.00.00.000000 AM
37|1|9|266677|DEFAULT buffer cache|9560|9560|9560|10048|15-OCT-14 08.00.00.000000 AM
37|1|9|266678|KEEP buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266680|RECYCLE buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|266684|large pool|384|384|384|384|15-OCT-14 08.00.00.000000 AM
37|1|9|266675|DEFAULT 4K buffer cache|0|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|8|266680|RECYCLE buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266681|SGA Target|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266675|DEFAULT 4K buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266676|DEFAULT 8K buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266685|shared pool|8680|8680|8192|8680|14-OCT-14 08.00.00.000000 AM
37|1|8|266686|streams pool|392|392|392|392|14-OCT-14 08.00.00.000000 AM
37|1|8|266678|KEEP buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266684|large pool|384|384|384|384|14-OCT-14 08.00.00.000000 AM
37|1|8|266679|PGA Target|10240|10240|10240|10240|14-OCT-14 08.00.00.000000 AM
37|1|8|266673|DEFAULT 2K buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266671|ASM Buffer Cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266672|DEFAULT 16K buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266674|DEFAULT 32K buffer cache|0|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|266677|DEFAULT buffer cache|9560|9560|9560|10048|14-OCT-14 08.00.00.000000 AM
37|1|8|266682|Shared IO Pool|512|512|512|512|14-OCT-14 08.00.00.000000 AM
37|1|8|266683|java pool|384|384|384|384|14-OCT-14 08.00.00.000000 AM
37|1|10|266679|PGA Target|10240|10240|10240|10240|16-OCT-14 08.00.00.000000 AM
37|1|10|266684|large pool|384|384|384|384|16-OCT-14 08.00.00.000000 AM
37|1|10|266683|java pool|384|384|384|384|16-OCT-14 08.00.00.000000 AM
37|1|10|266671|ASM Buffer Cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266673|DEFAULT 2K buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266682|Shared IO Pool|512|512|512|512|16-OCT-14 08.00.00.000000 AM
37|1|10|266686|streams pool|392|392|392|392|16-OCT-14 08.00.00.000000 AM
37|1|10|266672|DEFAULT 16K buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266676|DEFAULT 8K buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266677|DEFAULT buffer cache|9552|9552|9552|10048|16-OCT-14 08.00.00.000000 AM
37|1|10|266678|KEEP buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266680|RECYCLE buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266675|DEFAULT 4K buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266685|shared pool|8688|8688|8192|8688|16-OCT-14 08.00.00.000000 AM
37|1|10|266674|DEFAULT 32K buffer cache|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|266681|SGA Target|0|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|17|266676|DEFAULT 8K buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266680|RECYCLE buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266671|ASM Buffer Cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266679|PGA Target|10240|10240|10240|10240|27-OCT-14 08.00.00.000000 AM
37|1|17|266681|SGA Target|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266686|streams pool|392|392|392|392|27-OCT-14 08.00.00.000000 AM
37|1|17|266674|DEFAULT 32K buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266675|DEFAULT 4K buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266678|KEEP buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266683|java pool|384|384|384|384|27-OCT-14 08.00.00.000000 AM
37|1|17|266685|shared pool|8244|8244|8192|8244|27-OCT-14 08.00.00.000000 AM
37|1|17|266673|DEFAULT 2K buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266677|DEFAULT buffer cache|9996|9996|9996|10048|27-OCT-14 08.00.00.000000 AM
37|1|17|266672|DEFAULT 16K buffer cache|0|0|0|0|27-OCT-14 08.00.00.000000 AM
37|1|17|266682|Shared IO Pool|512|512|512|512|27-OCT-14 08.00.00.000000 AM
37|1|17|266684|large pool|384|384|384|384|27-OCT-14 08.00.00.000000 AM
37|1|16|266682|Shared IO Pool|512|512|512|512|24-OCT-14 08.00.00.000000 AM
37|1|16|266678|KEEP buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266679|PGA Target|10240|10240|10240|10240|24-OCT-14 08.00.00.000000 AM
37|1|16|266672|DEFAULT 16K buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266673|DEFAULT 2K buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266671|ASM Buffer Cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266674|DEFAULT 32K buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266676|DEFAULT 8K buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266677|DEFAULT buffer cache|10020|10020|10020|10048|24-OCT-14 08.00.00.000000 AM
37|1|16|266686|streams pool|392|392|392|392|24-OCT-14 08.00.00.000000 AM
37|1|16|266675|DEFAULT 4K buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266681|SGA Target|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266683|java pool|384|384|384|384|24-OCT-14 08.00.00.000000 AM
37|1|16|266680|RECYCLE buffer cache|0|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|266684|large pool|384|384|384|384|24-OCT-14 08.00.00.000000 AM
37|1|16|266685|shared pool|8220|8220|8192|8220|24-OCT-14 08.00.00.000000 AM
37|1|13|266672|DEFAULT 16K buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266680|RECYCLE buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266682|Shared IO Pool|512|512|512|512|21-OCT-14 08.00.00.000000 AM
37|1|13|266671|ASM Buffer Cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266674|DEFAULT 32K buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266676|DEFAULT 8K buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266677|DEFAULT buffer cache|10048|10048|10048|10048|21-OCT-14 08.00.00.000000 AM
37|1|13|266684|large pool|384|384|384|384|21-OCT-14 08.00.00.000000 AM
37|1|13|266675|DEFAULT 4K buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266678|KEEP buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266681|SGA Target|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266686|streams pool|392|392|392|392|21-OCT-14 08.00.00.000000 AM
37|1|13|266673|DEFAULT 2K buffer cache|0|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|266679|PGA Target|10240|10240|10240|10240|21-OCT-14 08.00.00.000000 AM
37|1|13|266683|java pool|384|384|384|384|21-OCT-14 08.00.00.000000 AM
37|1|13|266685|shared pool|8192|8192|8192|8192|21-OCT-14 08.00.00.000000 AM
37|1|14|266673|DEFAULT 2K buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266674|DEFAULT 32K buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266683|java pool|384|384|384|384|22-OCT-14 08.00.00.000000 AM
37|1|14|266677|DEFAULT buffer cache|10044|10040|10040|10048|22-OCT-14 08.00.00.000000 AM
37|1|14|266678|KEEP buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266679|PGA Target|10240|10240|10240|10240|22-OCT-14 08.00.00.000000 AM
37|1|14|266680|RECYCLE buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266686|streams pool|392|392|392|392|22-OCT-14 08.00.00.000000 AM
37|1|14|266681|SGA Target|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266676|DEFAULT 8K buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266684|large pool|384|384|384|384|22-OCT-14 08.00.00.000000 AM
37|1|14|266685|shared pool|8196|8200|8192|8200|22-OCT-14 08.00.00.000000 AM
37|1|14|266671|ASM Buffer Cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266672|DEFAULT 16K buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266675|DEFAULT 4K buffer cache|0|0|0|0|22-OCT-14 08.00.00.000000 AM
37|1|14|266682|Shared IO Pool|512|512|512|512|22-OCT-14 08.00.00.000000 AM
37|1|15|266677|DEFAULT buffer cache|10036|10032|10032|10048|23-OCT-14 08.00.00.000000 AM
37|1|15|266671|ASM Buffer Cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266678|KEEP buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266682|Shared IO Pool|512|512|512|512|23-OCT-14 08.00.00.000000 AM
37|1|15|266676|DEFAULT 8K buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266679|PGA Target|10240|10240|10240|10240|23-OCT-14 08.00.00.000000 AM
37|1|15|266681|SGA Target|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266684|large pool|384|384|384|384|23-OCT-14 08.00.00.000000 AM
37|1|15|266675|DEFAULT 4K buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266674|DEFAULT 32K buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266680|RECYCLE buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266683|java pool|384|384|384|384|23-OCT-14 08.00.00.000000 AM
37|1|15|266685|shared pool|8204|8208|8192|8208|23-OCT-14 08.00.00.000000 AM
37|1|15|266672|DEFAULT 16K buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266673|DEFAULT 2K buffer cache|0|0|0|0|23-OCT-14 08.00.00.000000 AM
37|1|15|266686|streams pool|392|392|392|392|23-OCT-14 08.00.00.000000 AM
37|1|21|266671|ASM Buffer Cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266674|DEFAULT 32K buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266682|Shared IO Pool|512|512|512|512|31-OCT-14 08.00.00.000000 AM
37|1|21|266684|large pool|384|384|384|384|31-OCT-14 08.00.00.000000 AM
37|1|21|266675|DEFAULT 4K buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266676|DEFAULT 8K buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266677|DEFAULT buffer cache|9912|9908|9908|10048|31-OCT-14 08.00.00.000000 AM
37|1|21|266686|streams pool|392|392|392|392|31-OCT-14 08.00.00.000000 AM
37|1|21|266681|SGA Target|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266683|java pool|384|384|384|384|31-OCT-14 08.00.00.000000 AM
37|1|21|266685|shared pool|8328|8332|8192|8332|31-OCT-14 08.00.00.000000 AM
37|1|21|266679|PGA Target|10240|10240|10240|10240|31-OCT-14 08.00.00.000000 AM
37|1|21|266673|DEFAULT 2K buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266672|DEFAULT 16K buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266678|KEEP buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|21|266680|RECYCLE buffer cache|0|0|0|0|31-OCT-14 08.00.00.000000 AM
37|1|19|266678|KEEP buffer cache|0|0|0|0|29-OCT-14 08.00.00.000000 AM
37|1|19|266679|PGA Target|10240|10240|10240|10240|29-OCT-14 08.00.00.000000 AM
37|1|19|266672|DEFAULT 16K buffer cache|0|0|0|0|29-OCT-14 08.00.00.000000 AM
37|1|19|266673|DEFAULT 2K buffer cache|0|0|0|0|29-OCT-14 08.00.00.000000 AM
