site_id|config_id|run_id|stat_id|stat_name|stat_total|start_time
37|1|44|266471|Current Results|55044973|08-DEC-14 08.00.00.000000 AM
37|1|44|266473|Zero Results|2616068|08-DEC-14 08.00.00.000000 AM
37|1|44|266475|Fail Results|63528|08-DEC-14 08.00.00.000000 AM
37|1|41|266467|CURRENT Block Requests|113810253|03-DEC-14 08.00.00.000000 AM
37|1|41|266477|Fairness Clears|1590776|03-DEC-14 08.00.00.000000 AM
37|1|41|266478|Free GC Elements|0|03-DEC-14 08.00.00.000000 AM
37|1|41|266466|CR Block Requests|44084005|03-DEC-14 08.00.00.000000 AM
37|1|41|266468|Data Block Requests|44091079|03-DEC-14 08.00.00.000000 AM
37|1|41|266470|TX Block Requests|5819225|03-DEC-14 08.00.00.000000 AM
37|1|41|266480|Flushes Queued|0|03-DEC-14 08.00.00.000000 AM
37|1|41|266482|Flush Max Time (us)|0|03-DEC-14 08.00.00.000000 AM
37|1|41|266483|Light Works|1530505|03-DEC-14 08.00.00.000000 AM
37|1|41|266469|Undo Block Requests|772390|03-DEC-14 08.00.00.000000 AM
37|1|41|266471|Current Results|63415085|03-DEC-14 08.00.00.000000 AM
37|1|41|266476|Fairness Down Converts|22215275|03-DEC-14 08.00.00.000000 AM
37|1|41|266474|Disk Read Results|92083445|03-DEC-14 08.00.00.000000 AM
37|1|41|266479|Flushes|3054417|03-DEC-14 08.00.00.000000 AM
37|1|41|266481|Flush Queue Full|0|03-DEC-14 08.00.00.000000 AM
37|1|41|266484|Errors|0|03-DEC-14 08.00.00.000000 AM
37|1|41|266472|Private results|129527|03-DEC-14 08.00.00.000000 AM
37|1|41|266473|Zero Results|2182147|03-DEC-14 08.00.00.000000 AM
37|1|41|266475|Fail Results|70651|03-DEC-14 08.00.00.000000 AM
37|1|42|266472|Private results|147127|04-DEC-14 08.00.00.000000 AM
37|1|42|266479|Flushes|3150700|04-DEC-14 08.00.00.000000 AM
37|1|42|266473|Zero Results|2387451|04-DEC-14 08.00.00.000000 AM
37|1|42|266476|Fairness Down Converts|18176862|04-DEC-14 08.00.00.000000 AM
37|1|42|266481|Flush Queue Full|0|04-DEC-14 08.00.00.000000 AM
37|1|42|266467|CURRENT Block Requests|176441440|04-DEC-14 08.00.00.000000 AM
37|1|42|266468|Data Block Requests|42686415|04-DEC-14 08.00.00.000000 AM
37|1|42|266469|Undo Block Requests|853852|04-DEC-14 08.00.00.000000 AM
37|1|42|266470|TX Block Requests|5857694|04-DEC-14 08.00.00.000000 AM
37|1|42|266478|Free GC Elements|0|04-DEC-14 08.00.00.000000 AM
37|1|42|266483|Light Works|1780172|04-DEC-14 08.00.00.000000 AM
37|1|42|266474|Disk Read Results|156122906|04-DEC-14 08.00.00.000000 AM
37|1|42|266475|Fail Results|61318|04-DEC-14 08.00.00.000000 AM
37|1|42|266466|CR Block Requests|42679805|04-DEC-14 08.00.00.000000 AM
37|1|42|266471|Current Results|60380575|04-DEC-14 08.00.00.000000 AM
37|1|42|266477|Fairness Clears|1512449|04-DEC-14 08.00.00.000000 AM
37|1|42|266482|Flush Max Time (us)|0|04-DEC-14 08.00.00.000000 AM
37|1|42|266480|Flushes Queued|0|04-DEC-14 08.00.00.000000 AM
37|1|42|266484|Errors|0|04-DEC-14 08.00.00.000000 AM
37|1|40|266467|CURRENT Block Requests|224322302|02-DEC-14 08.00.00.000000 AM
37|1|40|266468|Data Block Requests|42864079|02-DEC-14 08.00.00.000000 AM
37|1|40|266471|Current Results|61871470|02-DEC-14 08.00.00.000000 AM
37|1|40|266478|Free GC Elements|0|02-DEC-14 08.00.00.000000 AM
37|1|40|266480|Flushes Queued|0|02-DEC-14 08.00.00.000000 AM
37|1|40|266483|Light Works|1777626|02-DEC-14 08.00.00.000000 AM
37|1|40|266466|CR Block Requests|42856697|02-DEC-14 08.00.00.000000 AM
37|1|40|266469|Undo Block Requests|927434|02-DEC-14 08.00.00.000000 AM
37|1|40|266472|Private results|133679|02-DEC-14 08.00.00.000000 AM
37|1|40|266473|Zero Results|2637332|02-DEC-14 08.00.00.000000 AM
37|1|40|266475|Fail Results|77064|02-DEC-14 08.00.00.000000 AM
37|1|40|266474|Disk Read Results|202443037|02-DEC-14 08.00.00.000000 AM
37|1|40|266482|Flush Max Time (us)|0|02-DEC-14 08.00.00.000000 AM
37|1|40|266476|Fairness Down Converts|17901650|02-DEC-14 08.00.00.000000 AM
37|1|40|266477|Fairness Clears|1501409|02-DEC-14 08.00.00.000000 AM
37|1|40|266470|TX Block Requests|6047859|02-DEC-14 08.00.00.000000 AM
37|1|40|266479|Flushes|3728651|02-DEC-14 08.00.00.000000 AM
37|1|40|266481|Flush Queue Full|0|02-DEC-14 08.00.00.000000 AM
37|1|40|266484|Errors|0|02-DEC-14 08.00.00.000000 AM
37|1|47|266467|CURRENT Block Requests|169152513|12-DEC-14 08.00.00.000000 AM
37|1|47|266475|Fail Results|70403|12-DEC-14 08.00.00.000000 AM
37|1|47|266479|Flushes|2936469|12-DEC-14 08.00.00.000000 AM
37|1|47|266482|Flush Max Time (us)|0|12-DEC-14 08.00.00.000000 AM
37|1|47|266473|Zero Results|2180341|12-DEC-14 08.00.00.000000 AM
37|1|47|266480|Flushes Queued|0|12-DEC-14 08.00.00.000000 AM
37|1|47|266466|CR Block Requests|38138218|12-DEC-14 08.00.00.000000 AM
37|1|47|266472|Private results|87458|12-DEC-14 08.00.00.000000 AM
37|1|47|266476|Fairness Down Converts|15341309|12-DEC-14 08.00.00.000000 AM
37|1|47|266481|Flush Queue Full|0|12-DEC-14 08.00.00.000000 AM
37|1|47|266469|Undo Block Requests|777982|12-DEC-14 08.00.00.000000 AM
37|1|47|266471|Current Results|52353962|12-DEC-14 08.00.00.000000 AM
37|1|47|266477|Fairness Clears|1364713|12-DEC-14 08.00.00.000000 AM
37|1|47|266468|Data Block Requests|38145432|12-DEC-14 08.00.00.000000 AM
37|1|47|266470|TX Block Requests|5562876|12-DEC-14 08.00.00.000000 AM
37|1|47|266474|Disk Read Results|152588100|12-DEC-14 08.00.00.000000 AM
37|1|47|266478|Free GC Elements|0|12-DEC-14 08.00.00.000000 AM
37|1|47|266483|Light Works|1957153|12-DEC-14 08.00.00.000000 AM
37|1|47|266484|Errors|0|12-DEC-14 08.00.00.000000 AM
37|1|45|266466|CR Block Requests|42708125|09-DEC-14 08.00.00.000000 AM
37|1|45|266470|TX Block Requests|5383392|09-DEC-14 08.00.00.000000 AM
37|1|45|266478|Free GC Elements|0|09-DEC-14 08.00.00.000000 AM
37|1|45|266479|Flushes|3146705|09-DEC-14 08.00.00.000000 AM
37|1|45|266483|Light Works|1777968|09-DEC-14 08.00.00.000000 AM
37|1|45|266471|Current Results|57011606|09-DEC-14 08.00.00.000000 AM
37|1|45|266482|Flush Max Time (us)|0|09-DEC-14 08.00.00.000000 AM
37|1|45|266484|Errors|0|09-DEC-14 08.00.00.000000 AM
37|1|45|266473|Zero Results|2373783|09-DEC-14 08.00.00.000000 AM
37|1|45|266474|Disk Read Results|121184436|09-DEC-14 08.00.00.000000 AM
37|1|45|266476|Fairness Down Converts|17022662|09-DEC-14 08.00.00.000000 AM
37|1|45|266481|Flush Queue Full|0|09-DEC-14 08.00.00.000000 AM
37|1|45|266469|Undo Block Requests|762017|09-DEC-14 08.00.00.000000 AM
37|1|45|266477|Fairness Clears|1496156|09-DEC-14 08.00.00.000000 AM
37|1|45|266468|Data Block Requests|42711440|09-DEC-14 08.00.00.000000 AM
37|1|45|266472|Private results|120293|09-DEC-14 08.00.00.000000 AM
37|1|45|266480|Flushes Queued|0|09-DEC-14 08.00.00.000000 AM
37|1|45|266467|CURRENT Block Requests|138066713|09-DEC-14 08.00.00.000000 AM
37|1|45|266475|Fail Results|65019|09-DEC-14 08.00.00.000000 AM
37|1|48|266470|TX Block Requests|5373089|15-DEC-14 08.00.00.000000 AM
37|1|48|266479|Flushes|3920198|15-DEC-14 08.00.00.000000 AM
37|1|48|266481|Flush Queue Full|0|15-DEC-14 08.00.00.000000 AM
37|1|48|266478|Free GC Elements|0|15-DEC-14 08.00.00.000000 AM
37|1|48|266482|Flush Max Time (us)|0|15-DEC-14 08.00.00.000000 AM
37|1|48|266476|Fairness Down Converts|16547271|15-DEC-14 08.00.00.000000 AM
37|1|48|266466|CR Block Requests|44517112|15-DEC-14 08.00.00.000000 AM
37|1|48|266480|Flushes Queued|0|15-DEC-14 08.00.00.000000 AM
37|1|48|266468|Data Block Requests|44521499|15-DEC-14 08.00.00.000000 AM
37|1|48|266474|Disk Read Results|140215999|15-DEC-14 08.00.00.000000 AM
37|1|48|266484|Errors|0|15-DEC-14 08.00.00.000000 AM
37|1|48|266467|CURRENT Block Requests|156598638|15-DEC-14 08.00.00.000000 AM
37|1|48|266473|Zero Results|2419500|15-DEC-14 08.00.00.000000 AM
37|1|48|266475|Fail Results|98370|15-DEC-14 08.00.00.000000 AM
37|1|48|266477|Fairness Clears|1481919|15-DEC-14 08.00.00.000000 AM
37|1|48|266483|Light Works|2838396|15-DEC-14 08.00.00.000000 AM
37|1|48|266469|Undo Block Requests|890682|15-DEC-14 08.00.00.000000 AM
37|1|48|266471|Current Results|58124812|15-DEC-14 08.00.00.000000 AM
37|1|48|266472|Private results|237605|15-DEC-14 08.00.00.000000 AM
37|1|46|266469|Undo Block Requests|809003|11-DEC-14 08.00.00.000000 AM
37|1|46|266472|Private results|150252|11-DEC-14 08.00.00.000000 AM
37|1|46|266474|Disk Read Results|144637591|11-DEC-14 08.00.00.000000 AM
37|1|46|266477|Fairness Clears|1478329|11-DEC-14 08.00.00.000000 AM
37|1|46|266466|CR Block Requests|43826628|11-DEC-14 08.00.00.000000 AM
37|1|46|266470|TX Block Requests|5692360|11-DEC-14 08.00.00.000000 AM
37|1|46|266484|Errors|0|11-DEC-14 08.00.00.000000 AM
37|1|46|266467|CURRENT Block Requests|-4132851888|11-DEC-14 08.00.00.000000 AM
37|1|46|266478|Free GC Elements|0|11-DEC-14 08.00.00.000000 AM
37|1|46|266481|Flush Queue Full|0|11-DEC-14 08.00.00.000000 AM
37|1|46|266468|Data Block Requests|43830806|11-DEC-14 08.00.00.000000 AM
37|1|46|266475|Fail Results|69584|11-DEC-14 08.00.00.000000 AM
37|1|46|266479|Flushes|3348107|11-DEC-14 08.00.00.000000 AM
37|1|46|266480|Flushes Queued|0|11-DEC-14 08.00.00.000000 AM
37|1|46|266483|Light Works|2522673|11-DEC-14 08.00.00.000000 AM
37|1|46|266471|Current Results|58501272|11-DEC-14 08.00.00.000000 AM
37|1|46|266473|Zero Results|2561110|11-DEC-14 08.00.00.000000 AM
37|1|46|266482|Flush Max Time (us)|0|11-DEC-14 08.00.00.000000 AM
37|1|46|266476|Fairness Down Converts|17565000|11-DEC-14 08.00.00.000000 AM
37|1|53|266468|Data Block Requests|38890906|22-DEC-14 08.00.00.000000 AM
37|1|53|266472|Private results|156283|22-DEC-14 08.00.00.000000 AM
37|1|53|266475|Fail Results|96288|22-DEC-14 08.00.00.000000 AM
37|1|53|266477|Fairness Clears|1293224|22-DEC-14 08.00.00.000000 AM
37|1|53|266483|Light Works|1662234|22-DEC-14 08.00.00.000000 AM
37|1|53|266469|Undo Block Requests|889368|22-DEC-14 08.00.00.000000 AM
37|1|53|266470|TX Block Requests|5241181|22-DEC-14 08.00.00.000000 AM
37|1|53|266480|Flushes Queued|0|22-DEC-14 08.00.00.000000 AM
37|1|53|266467|CURRENT Block Requests|156590141|22-DEC-14 08.00.00.000000 AM
37|1|53|266471|Current Results|51841831|22-DEC-14 08.00.00.000000 AM
37|1|53|266466|CR Block Requests|38888041|22-DEC-14 08.00.00.000000 AM
37|1|53|266473|Zero Results|2366151|22-DEC-14 08.00.00.000000 AM
37|1|53|266478|Free GC Elements|0|22-DEC-14 08.00.00.000000 AM
37|1|53|266482|Flush Max Time (us)|0|22-DEC-14 08.00.00.000000 AM
37|1|53|266484|Errors|0|22-DEC-14 08.00.00.000000 AM
37|1|53|266476|Fairness Down Converts|14967325|22-DEC-14 08.00.00.000000 AM
37|1|53|266479|Flushes|3341031|22-DEC-14 08.00.00.000000 AM
37|1|53|266481|Flush Queue Full|0|22-DEC-14 08.00.00.000000 AM
37|1|53|266474|Disk Read Results|140998199|22-DEC-14 08.00.00.000000 AM
37|1|49|266476|Fairness Down Converts|17676740|16-DEC-14 08.00.00.000000 AM
37|1|49|266477|Fairness Clears|1480548|16-DEC-14 08.00.00.000000 AM
37|1|49|266473|Zero Results|2123787|16-DEC-14 08.00.00.000000 AM
37|1|49|266482|Flush Max Time (us)|0|16-DEC-14 08.00.00.000000 AM
37|1|49|266469|Undo Block Requests|826747|16-DEC-14 08.00.00.000000 AM
37|1|49|266470|TX Block Requests|5666044|16-DEC-14 08.00.00.000000 AM
37|1|49|266472|Private results|99247|16-DEC-14 08.00.00.000000 AM
37|1|49|266478|Free GC Elements|0|16-DEC-14 08.00.00.000000 AM
37|1|49|266484|Errors|0|16-DEC-14 08.00.00.000000 AM
37|1|49|266471|Current Results|59180876|16-DEC-14 08.00.00.000000 AM
37|1|49|266475|Fail Results|64391|16-DEC-14 08.00.00.000000 AM
37|1|49|266479|Flushes|3004097|16-DEC-14 08.00.00.000000 AM
37|1|49|266480|Flushes Queued|0|16-DEC-14 08.00.00.000000 AM
37|1|49|266481|Flush Queue Full|0|16-DEC-14 08.00.00.000000 AM
37|1|49|266466|CR Block Requests|41512100|16-DEC-14 08.00.00.000000 AM
37|1|49|266468|Data Block Requests|41518345|16-DEC-14 08.00.00.000000 AM
37|1|49|266483|Light Works|1918134|16-DEC-14 08.00.00.000000 AM
37|1|49|266467|CURRENT Block Requests|163719117|16-DEC-14 08.00.00.000000 AM
37|1|49|266474|Disk Read Results|143737528|16-DEC-14 08.00.00.000000 AM
37|1|50|266467|CURRENT Block Requests|91487749|17-DEC-14 08.00.00.000000 AM
37|1|50|266482|Flush Max Time (us)|0|17-DEC-14 08.00.00.000000 AM
37|1|50|266483|Light Works|2897160|17-DEC-14 08.00.00.000000 AM
37|1|50|266484|Errors|0|17-DEC-14 08.00.00.000000 AM
37|1|50|266475|Fail Results|60129|17-DEC-14 08.00.00.000000 AM
37|1|50|266479|Flushes|3173215|17-DEC-14 08.00.00.000000 AM
37|1|50|266471|Current Results|60936857|17-DEC-14 08.00.00.000000 AM
37|1|50|266470|TX Block Requests|6215396|17-DEC-14 08.00.00.000000 AM
37|1|50|266480|Flushes Queued|0|17-DEC-14 08.00.00.000000 AM
37|1|50|266469|Undo Block Requests|779751|17-DEC-14 08.00.00.000000 AM
37|1|50|266472|Private results|121202|17-DEC-14 08.00.00.000000 AM
37|1|50|266468|Data Block Requests|43460588|17-DEC-14 08.00.00.000000 AM
37|1|50|266474|Disk Read Results|-4223525584|17-DEC-14 08.00.00.000000 AM
37|1|50|266477|Fairness Clears|1399114|17-DEC-14 08.00.00.000000 AM
37|1|50|266478|Free GC Elements|0|17-DEC-14 08.00.00.000000 AM
37|1|50|266481|Flush Queue Full|0|17-DEC-14 08.00.00.000000 AM
37|1|50|266466|CR Block Requests|43456573|17-DEC-14 08.00.00.000000 AM
37|1|50|266473|Zero Results|2364603|17-DEC-14 08.00.00.000000 AM
37|1|50|266476|Fairness Down Converts|19807797|17-DEC-14 08.00.00.000000 AM
37|1|51|266474|Disk Read Results|-4134553479|18-DEC-14 08.00.00.000000 AM
37|1|51|266481|Flush Queue Full|0|18-DEC-14 08.00.00.000000 AM
37|1|51|266476|Fairness Down Converts|15768054|18-DEC-14 08.00.00.000000 AM
37|1|51|266478|Free GC Elements|0|18-DEC-14 08.00.00.000000 AM
37|1|51|266483|Light Works|8545275|18-DEC-14 08.00.00.000000 AM
37|1|51|266484|Errors|0|18-DEC-14 08.00.00.000000 AM
37|1|51|266470|TX Block Requests|5755283|18-DEC-14 08.00.00.000000 AM
37|1|51|266473|Zero Results|2261479|18-DEC-14 08.00.00.000000 AM
37|1|51|266479|Flushes|3301489|18-DEC-14 08.00.00.000000 AM
37|1|51|266471|Current Results|55482871|18-DEC-14 08.00.00.000000 AM
37|1|51|266472|Private results|121956|18-DEC-14 08.00.00.000000 AM
37|1|51|266467|CURRENT Block Requests|178047322|18-DEC-14 08.00.00.000000 AM
37|1|51|266468|Data Block Requests|40316485|18-DEC-14 08.00.00.000000 AM
37|1|51|266480|Flushes Queued|0|18-DEC-14 08.00.00.000000 AM
37|1|51|266477|Fairness Clears|1418944|18-DEC-14 08.00.00.000000 AM
37|1|51|266475|Fail Results|57126|18-DEC-14 08.00.00.000000 AM
37|1|51|266482|Flush Max Time (us)|0|18-DEC-14 08.00.00.000000 AM
37|1|51|266466|CR Block Requests|40310404|18-DEC-14 08.00.00.000000 AM
37|1|51|266469|Undo Block Requests|7614077|18-DEC-14 08.00.00.000000 AM
37|1|52|266475|Fail Results|65764|19-DEC-14 08.00.00.000000 AM
37|1|52|266470|TX Block Requests|5586141|19-DEC-14 08.00.00.000000 AM
37|1|52|266474|Disk Read Results|146209794|19-DEC-14 08.00.00.000000 AM
37|1|52|266478|Free GC Elements|0|19-DEC-14 08.00.00.000000 AM
37|1|52|266477|Fairness Clears|1333787|19-DEC-14 08.00.00.000000 AM
37|1|52|266467|CURRENT Block Requests|164859771|19-DEC-14 08.00.00.000000 AM
37|1|52|266476|Fairness Down Converts|17152911|19-DEC-14 08.00.00.000000 AM
37|1|52|266483|Light Works|2295285|19-DEC-14 08.00.00.000000 AM
37|1|52|266471|Current Results|56347682|19-DEC-14 08.00.00.000000 AM
37|1|52|266472|Private results|96317|19-DEC-14 08.00.00.000000 AM
37|1|52|266480|Flushes Queued|0|19-DEC-14 08.00.00.000000 AM
37|1|52|266482|Flush Max Time (us)|0|19-DEC-14 08.00.00.000000 AM
37|1|52|266484|Errors|0|19-DEC-14 08.00.00.000000 AM
37|1|52|266466|CR Block Requests|40009072|19-DEC-14 08.00.00.000000 AM
37|1|52|266468|Data Block Requests|40013231|19-DEC-14 08.00.00.000000 AM
37|1|52|266473|Zero Results|2133599|19-DEC-14 08.00.00.000000 AM
37|1|52|266481|Flush Queue Full|0|19-DEC-14 08.00.00.000000 AM
37|1|52|266469|Undo Block Requests|790877|19-DEC-14 08.00.00.000000 AM
37|1|52|266479|Flushes|3013989|19-DEC-14 08.00.00.000000 AM
37|1|55|266471|Current Results|33772742|24-DEC-14 08.00.00.000000 AM
37|1|55|266477|Fairness Clears|843043|24-DEC-14 08.00.00.000000 AM
37|1|55|266470|TX Block Requests|4513562|24-DEC-14 08.00.00.000000 AM
37|1|55|266472|Private results|28572|24-DEC-14 08.00.00.000000 AM
37|1|55|266474|Disk Read Results|107152324|24-DEC-14 08.00.00.000000 AM
37|1|55|266476|Fairness Down Converts|8907182|24-DEC-14 08.00.00.000000 AM
37|1|55|266481|Flush Queue Full|0|24-DEC-14 08.00.00.000000 AM
37|1|55|266466|CR Block Requests|23668205|24-DEC-14 08.00.00.000000 AM
37|1|55|266469|Undo Block Requests|619503|24-DEC-14 08.00.00.000000 AM
37|1|55|266479|Flushes|2537789|24-DEC-14 08.00.00.000000 AM
37|1|55|266483|Light Works|1205653|24-DEC-14 08.00.00.000000 AM
37|1|55|266484|Errors|0|24-DEC-14 08.00.00.000000 AM
37|1|55|266473|Zero Results|1779798|24-DEC-14 08.00.00.000000 AM
37|1|55|266475|Fail Results|62924|24-DEC-14 08.00.00.000000 AM
37|1|55|266478|Free GC Elements|0|24-DEC-14 08.00.00.000000 AM
37|1|55|266468|Data Block Requests|23670333|24-DEC-14 08.00.00.000000 AM
37|1|55|266480|Flushes Queued|0|24-DEC-14 08.00.00.000000 AM
37|1|55|266467|CURRENT Block Requests|119186085|24-DEC-14 08.00.00.000000 AM
37|1|55|266482|Flush Max Time (us)|0|24-DEC-14 08.00.00.000000 AM
37|1|57|266470|TX Block Requests|4974879|29-DEC-14 08.00.00.000000 AM
37|1|57|266467|CURRENT Block Requests|164691887|29-DEC-14 08.00.00.000000 AM
37|1|57|266472|Private results|124009|29-DEC-14 08.00.00.000000 AM
37|1|57|266466|CR Block Requests|31812280|29-DEC-14 08.00.00.000000 AM
37|1|57|266471|Current Results|45200917|29-DEC-14 08.00.00.000000 AM
37|1|57|266478|Free GC Elements|0|29-DEC-14 08.00.00.000000 AM
37|1|57|266479|Flushes|3288959|29-DEC-14 08.00.00.000000 AM
37|1|57|266484|Errors|0|29-DEC-14 08.00.00.000000 AM
37|1|57|266469|Undo Block Requests|742625|29-DEC-14 08.00.00.000000 AM
37|1|57|266477|Fairness Clears|1143663|29-DEC-14 08.00.00.000000 AM
37|1|57|266475|Fail Results|72103|29-DEC-14 08.00.00.000000 AM
37|1|57|266468|Data Block Requests|31817832|29-DEC-14 08.00.00.000000 AM
37|1|57|266473|Zero Results|2043514|29-DEC-14 08.00.00.000000 AM
37|1|57|266481|Flush Queue Full|0|29-DEC-14 08.00.00.000000 AM
37|1|57|266482|Flush Max Time (us)|0|29-DEC-14 08.00.00.000000 AM
37|1|57|266476|Fairness Down Converts|11611034|29-DEC-14 08.00.00.000000 AM
37|1|57|266474|Disk Read Results|149047831|29-DEC-14 08.00.00.000000 AM
37|1|57|266480|Flushes Queued|0|29-DEC-14 08.00.00.000000 AM
37|1|57|266483|Light Works|2545270|29-DEC-14 08.00.00.000000 AM
37|1|56|266466|CR Block Requests|19332047|26-DEC-14 08.00.00.000000 AM
37|1|56|266477|Fairness Clears|593864|26-DEC-14 08.00.00.000000 AM
37|1|56|266474|Disk Read Results|96868368|26-DEC-14 08.00.00.000000 AM
37|1|56|266475|Fail Results|54355|26-DEC-14 08.00.00.000000 AM
37|1|56|266482|Flush Max Time (us)|0|26-DEC-14 08.00.00.000000 AM
37|1|56|266469|Undo Block Requests|577528|26-DEC-14 08.00.00.000000 AM
37|1|56|266471|Current Results|25867187|26-DEC-14 08.00.00.000000 AM
37|1|56|266478|Free GC Elements|0|26-DEC-14 08.00.00.000000 AM
37|1|56|266480|Flushes Queued|0|26-DEC-14 08.00.00.000000 AM
37|1|56|266470|TX Block Requests|3922498|26-DEC-14 08.00.00.000000 AM
37|1|56|266481|Flush Queue Full|0|26-DEC-14 08.00.00.000000 AM
37|1|56|266468|Data Block Requests|19335252|26-DEC-14 08.00.00.000000 AM
37|1|56|266473|Zero Results|1740481|26-DEC-14 08.00.00.000000 AM
37|1|56|266483|Light Works|1285981|26-DEC-14 08.00.00.000000 AM
37|1|56|266479|Flushes|2367718|26-DEC-14 08.00.00.000000 AM
37|1|56|266467|CURRENT Block Requests|105347331|26-DEC-14 08.00.00.000000 AM
37|1|56|266472|Private results|22056|26-DEC-14 08.00.00.000000 AM
37|1|56|266476|Fairness Down Converts|6082570|26-DEC-14 08.00.00.000000 AM
37|1|56|266484|Errors|0|26-DEC-14 08.00.00.000000 AM
37|1|54|266471|Current Results|43786252|23-DEC-14 08.00.00.000000 AM
37|1|54|266473|Zero Results|2069518|23-DEC-14 08.00.00.000000 AM
37|1|54|266478|Free GC Elements|0|23-DEC-14 08.00.00.000000 AM
37|1|54|266481|Flush Queue Full|0|23-DEC-14 08.00.00.000000 AM
37|1|54|266483|Light Works|1773876|23-DEC-14 08.00.00.000000 AM
37|1|54|266467|CURRENT Block Requests|136316102|23-DEC-14 08.00.00.000000 AM
37|1|54|266468|Data Block Requests|31934483|23-DEC-14 08.00.00.000000 AM
37|1|54|266469|Undo Block Requests|1092365|23-DEC-14 08.00.00.000000 AM
37|1|54|266470|TX Block Requests|4630399|23-DEC-14 08.00.00.000000 AM
37|1|54|266476|Fairness Down Converts|11566234|23-DEC-14 08.00.00.000000 AM
37|1|54|266474|Disk Read Results|122253267|23-DEC-14 08.00.00.000000 AM
37|1|54|266475|Fail Results|55059|23-DEC-14 08.00.00.000000 AM
37|1|54|266484|Errors|0|23-DEC-14 08.00.00.000000 AM
37|1|54|266480|Flushes Queued|0|23-DEC-14 08.00.00.000000 AM
37|1|54|266472|Private results|71777|23-DEC-14 08.00.00.000000 AM
37|1|54|266477|Fairness Clears|1136819|23-DEC-14 08.00.00.000000 AM
37|1|54|266479|Flushes|3160078|23-DEC-14 08.00.00.000000 AM
37|1|54|266466|CR Block Requests|31929596|23-DEC-14 08.00.00.000000 AM
37|1|54|266482|Flush Max Time (us)|0|23-DEC-14 08.00.00.000000 AM
37|1|58|266472|Private results|49843|30-DEC-14 08.00.00.000000 AM
37|1|58|266471|Current Results|41671053|30-DEC-14 08.00.00.000000 AM
37|1|58|266475|Fail Results|64937|30-DEC-14 08.00.00.000000 AM
37|1|58|266476|Fairness Down Converts|11568674|30-DEC-14 08.00.00.000000 AM
37|1|58|266484|Errors|0|30-DEC-14 08.00.00.000000 AM
37|1|58|266468|Data Block Requests|29786102|30-DEC-14 08.00.00.000000 AM
37|1|58|266479|Flushes|2669422|30-DEC-14 08.00.00.000000 AM
37|1|58|266477|Fairness Clears|1008961|30-DEC-14 08.00.00.000000 AM
37|1|58|266469|Undo Block Requests|657928|30-DEC-14 08.00.00.000000 AM
37|1|58|266473|Zero Results|1821349|30-DEC-14 08.00.00.000000 AM
37|1|58|266467|CURRENT Block Requests|167953679|30-DEC-14 08.00.00.000000 AM
37|1|58|266470|TX Block Requests|4699409|30-DEC-14 08.00.00.000000 AM
37|1|58|266478|Free GC Elements|0|30-DEC-14 08.00.00.000000 AM
37|1|58|266480|Flushes Queued|0|30-DEC-14 08.00.00.000000 AM
37|1|58|266482|Flush Max Time (us)|0|30-DEC-14 08.00.00.000000 AM
37|1|58|266483|Light Works|2325877|30-DEC-14 08.00.00.000000 AM
37|1|58|266466|CR Block Requests|29780956|30-DEC-14 08.00.00.000000 AM
37|1|58|266474|Disk Read Results|154075445|30-DEC-14 08.00.00.000000 AM
37|1|58|266481|Flush Queue Full|0|30-DEC-14 08.00.00.000000 AM
37|1|59|266479|Flushes|3993148|31-DEC-14 08.00.00.000000 AM
37|1|59|266483|Light Works|3699853|31-DEC-14 08.00.00.000000 AM
37|1|59|266466|CR Block Requests|35160425|31-DEC-14 08.00.00.000000 AM
37|1|59|266467|CURRENT Block Requests|135237390|31-DEC-14 08.00.00.000000 AM
37|1|59|266472|Private results|62360|31-DEC-14 08.00.00.000000 AM
37|1|59|266468|Data Block Requests|35163778|31-DEC-14 08.00.00.000000 AM
37|1|59|266473|Zero Results|2504127|31-DEC-14 08.00.00.000000 AM
37|1|59|266475|Fail Results|271775|31-DEC-14 08.00.00.000000 AM
37|1|59|266481|Flush Queue Full|0|31-DEC-14 08.00.00.000000 AM
37|1|59|266484|Errors|0|31-DEC-14 08.00.00.000000 AM
37|1|59|266471|Current Results|47654781|31-DEC-14 08.00.00.000000 AM
37|1|59|266474|Disk Read Results|119702688|31-DEC-14 08.00.00.000000 AM
37|1|59|266469|Undo Block Requests|2028275|31-DEC-14 08.00.00.000000 AM
37|1|59|266480|Flushes Queued|0|31-DEC-14 08.00.00.000000 AM
37|1|59|266482|Flush Max Time (us)|81263543|31-DEC-14 08.00.00.000000 AM
37|1|59|266470|TX Block Requests|7404117|31-DEC-14 08.00.00.000000 AM
37|1|59|266476|Fairness Down Converts|8708619|31-DEC-14 08.00.00.000000 AM
37|1|59|266477|Fairness Clears|831445|31-DEC-14 08.00.00.000000 AM
37|1|59|266478|Free GC Elements|0|31-DEC-14 08.00.00.000000 AM
37|1|60|266483|Light Works|804005|01-JAN-15 08.00.00.000000 AM
37|1|60|266470|TX Block Requests|3402476|01-JAN-15 08.00.00.000000 AM
37|1|60|266476|Fairness Down Converts|3539310|01-JAN-15 08.00.00.000000 AM
37|1|60|266478|Free GC Elements|0|01-JAN-15 08.00.00.000000 AM
37|1|60|266480|Flushes Queued|0|01-JAN-15 08.00.00.000000 AM
37|1|60|266482|Flush Max Time (us)|0|01-JAN-15 08.00.00.000000 AM
