site_id|config_id|run_id|stat_id|stat_name|stat_per_sec|stat_per_trans|start_time
37|1|104|266336|DBWR Fusion writes|81.13|.35|16-FEB-15 10.00.00.000000 PM
37|1|106|266333|Global Cache blocks served|6434.59|24.91|17-FEB-15 01.00.00.000000 AM
37|1|106|266336|DBWR Fusion writes|91.62|.35|17-FEB-15 01.00.00.000000 AM
37|1|106|266337|Estd Interconnect traffic (KB)|119742.43||17-FEB-15 01.00.00.000000 AM
37|1|106|266334|GCS/GES messages received|42978.73|166.34|17-FEB-15 01.00.00.000000 AM
37|1|106|266335|GCS/GES messages sent|42971.84|165.99|17-FEB-15 01.00.00.000000 AM
37|1|106|266332|Global Cache blocks received|6434.81|24.89|17-FEB-15 01.00.00.000000 AM
37|1|108|266334|GCS/GES messages received|58135.96|178.91|17-FEB-15 08.00.00.000000 AM
37|1|108|266335|GCS/GES messages sent|58130.67|177.31|17-FEB-15 08.00.00.000000 AM
37|1|108|266332|Global Cache blocks received|9393.79|28.6|17-FEB-15 08.00.00.000000 AM
37|1|108|266336|DBWR Fusion writes|132.09|.4|17-FEB-15 08.00.00.000000 AM
37|1|108|266333|Global Cache blocks served|9393.42|28.8|17-FEB-15 08.00.00.000000 AM
37|1|108|266337|Estd Interconnect traffic (KB)|173006.01||17-FEB-15 08.00.00.000000 AM
37|1|107|266336|DBWR Fusion writes|78.79|.35|17-FEB-15 10.00.00.000000 PM
37|1|107|266337|Estd Interconnect traffic (KB)|97560.49||17-FEB-15 10.00.00.000000 PM
37|1|107|266334|GCS/GES messages received|37713.83|167.09|17-FEB-15 10.00.00.000000 PM
37|1|107|266333|Global Cache blocks served|5176.92|22.96|17-FEB-15 10.00.00.000000 PM
37|1|107|266335|GCS/GES messages sent|37707.65|166.97|17-FEB-15 10.00.00.000000 PM
37|1|107|266332|Global Cache blocks received|5176.8|22.93|17-FEB-15 10.00.00.000000 PM
37|1|110|266332|Global Cache blocks received|9089.78|27.37|18-FEB-15 08.00.00.000000 AM
37|1|110|266333|Global Cache blocks served|9090.37|27.36|18-FEB-15 08.00.00.000000 AM
37|1|110|266335|GCS/GES messages sent|56941.98|171.34|18-FEB-15 08.00.00.000000 AM
37|1|110|266337|Estd Interconnect traffic (KB)|167685.14||18-FEB-15 08.00.00.000000 AM
37|1|110|266334|GCS/GES messages received|56946.85|171.31|18-FEB-15 08.00.00.000000 AM
37|1|110|266336|DBWR Fusion writes|128.38|.39|18-FEB-15 08.00.00.000000 AM
37|1|112|266332|Global Cache blocks received|9391.54|28.68|19-FEB-15 08.00.00.000000 AM
37|1|112|266334|GCS/GES messages received|57615.48|176.92|19-FEB-15 08.00.00.000000 AM
37|1|112|266335|GCS/GES messages sent|57609.09|175.98|19-FEB-15 08.00.00.000000 AM
37|1|112|266337|Estd Interconnect traffic (KB)|172772.07||19-FEB-15 08.00.00.000000 AM
37|1|112|266333|Global Cache blocks served|9391.86|28.8|19-FEB-15 08.00.00.000000 AM
37|1|112|266336|DBWR Fusion writes|129.78|.4|19-FEB-15 08.00.00.000000 AM
37|1|111|266336|DBWR Fusion writes|77.98|.35|19-FEB-15 10.00.00.000000 PM
37|1|111|266332|Global Cache blocks received|5780.92|26.11|19-FEB-15 10.00.00.000000 PM
37|1|111|266334|GCS/GES messages received|39085.8|176.91|19-FEB-15 10.00.00.000000 PM
37|1|111|266333|Global Cache blocks served|5780.96|26.11|19-FEB-15 10.00.00.000000 PM
37|1|111|266335|GCS/GES messages sent|39078.42|176.83|19-FEB-15 10.00.00.000000 PM
37|1|111|266337|Estd Interconnect traffic (KB)|107761.46||19-FEB-15 10.00.00.000000 PM
37|1|114|266335|GCS/GES messages sent|54833.29|175.37|20-FEB-15 08.00.00.000000 AM
37|1|114|266333|Global Cache blocks served|8881.44|28.63|20-FEB-15 08.00.00.000000 AM
37|1|114|266334|GCS/GES messages received|54839.12|177.59|20-FEB-15 08.00.00.000000 AM
37|1|114|266332|Global Cache blocks received|8881.58|28.4|20-FEB-15 08.00.00.000000 AM
37|1|114|266337|Estd Interconnect traffic (KB)|163524.51||20-FEB-15 08.00.00.000000 AM
37|1|114|266336|DBWR Fusion writes|127.49|.4|20-FEB-15 08.00.00.000000 AM
37|1|115|266337|Estd Interconnect traffic (KB)|113168.74||22-FEB-15 10.00.00.000000 PM
37|1|115|266332|Global Cache blocks received|6075.55|26.12|22-FEB-15 10.00.00.000000 PM
37|1|115|266333|Global Cache blocks served|6076.01|26.12|22-FEB-15 10.00.00.000000 PM
37|1|115|266334|GCS/GES messages received|40851.81|175.56|22-FEB-15 10.00.00.000000 PM
37|1|115|266335|GCS/GES messages sent|40844.36|175.57|22-FEB-15 10.00.00.000000 PM
37|1|115|266336|DBWR Fusion writes|81.06|.35|22-FEB-15 10.00.00.000000 PM
37|1|117|266333|Global Cache blocks served|9271.37|27.08|23-FEB-15 08.00.00.000000 AM
37|1|117|266334|GCS/GES messages received|58720.07|171.53|23-FEB-15 08.00.00.000000 AM
37|1|117|266336|DBWR Fusion writes|139.16|.41|23-FEB-15 08.00.00.000000 AM
37|1|117|266335|GCS/GES messages sent|58714.51|171.52|23-FEB-15 08.00.00.000000 AM
37|1|117|266332|Global Cache blocks received|9271.09|27.09|23-FEB-15 08.00.00.000000 AM
37|1|117|266337|Estd Interconnect traffic (KB)|171276.11||23-FEB-15 08.00.00.000000 AM
37|1|116|266335|GCS/GES messages sent|40794.51|173.74|23-FEB-15 10.00.00.000000 PM
37|1|116|266332|Global Cache blocks received|6007.77|25.58|23-FEB-15 10.00.00.000000 PM
37|1|116|266334|GCS/GES messages received|40799.93|173.8|23-FEB-15 10.00.00.000000 PM
37|1|116|266333|Global Cache blocks served|6008.02|25.58|23-FEB-15 10.00.00.000000 PM
37|1|116|266336|DBWR Fusion writes|77.85|.33|23-FEB-15 10.00.00.000000 PM
37|1|116|266337|Estd Interconnect traffic (KB)|112062.71||23-FEB-15 10.00.00.000000 PM
37|1|109|266335|GCS/GES messages sent|38762.63|164.63|18-FEB-15 10.00.00.000000 PM
37|1|109|266334|GCS/GES messages received|38766.78|164.77|18-FEB-15 10.00.00.000000 PM
37|1|109|266332|Global Cache blocks received|5688.73|24.15|18-FEB-15 10.00.00.000000 PM
37|1|109|266336|DBWR Fusion writes|72.81|.31|18-FEB-15 10.00.00.000000 PM
37|1|109|266337|Estd Interconnect traffic (KB)|106160.92||18-FEB-15 10.00.00.000000 PM
37|1|109|266333|Global Cache blocks served|5688.58|24.16|18-FEB-15 10.00.00.000000 PM
37|1|113|266332|Global Cache blocks received|2233.24|14.93|20-FEB-15 10.00.00.000000 PM
37|1|113|266335|GCS/GES messages sent|20294.88|135.91|20-FEB-15 10.00.00.000000 PM
37|1|113|266336|DBWR Fusion writes|48.57|.33|20-FEB-15 10.00.00.000000 PM
37|1|113|266334|GCS/GES messages received|20300.24|137.12|20-FEB-15 10.00.00.000000 PM
37|1|113|266337|Estd Interconnect traffic (KB)|43661.98||20-FEB-15 10.00.00.000000 PM
37|1|113|266333|Global Cache blocks served|2233.41|15.03|20-FEB-15 10.00.00.000000 PM
37|1|119|266337|Estd Interconnect traffic (KB)|175700.96||24-FEB-15 08.00.00.000000 AM
37|1|119|266332|Global Cache blocks received|9534.06|27.72|24-FEB-15 08.00.00.000000 AM
37|1|119|266335|GCS/GES messages sent|59277.53|172.23|24-FEB-15 08.00.00.000000 AM
37|1|119|266333|Global Cache blocks served|9534.07|27.71|24-FEB-15 08.00.00.000000 AM
37|1|119|266336|DBWR Fusion writes|137.42|.4|24-FEB-15 08.00.00.000000 AM
37|1|119|266334|GCS/GES messages received|59281.1|172.17|24-FEB-15 08.00.00.000000 AM
37|1|118|266333|Global Cache blocks served|6600.45|24.83|24-FEB-15 10.00.00.000000 PM
37|1|118|266336|DBWR Fusion writes|106.13|.4|24-FEB-15 10.00.00.000000 PM
37|1|118|266332|Global Cache blocks received|6600.85|24.83|24-FEB-15 10.00.00.000000 PM
37|1|118|266337|Estd Interconnect traffic (KB)|122732.47||24-FEB-15 10.00.00.000000 PM
37|1|118|266335|GCS/GES messages sent|43830.61|164.91|24-FEB-15 10.00.00.000000 PM
37|1|118|266334|GCS/GES messages received|43834.34|164.98|24-FEB-15 10.00.00.000000 PM
37|1|121|266332|Global Cache blocks received|9642.37|28.22|25-FEB-15 08.00.00.000000 AM
37|1|121|266335|GCS/GES messages sent|58068.38|169.85|25-FEB-15 08.00.00.000000 AM
37|1|121|266336|DBWR Fusion writes|135.57|.4|25-FEB-15 08.00.00.000000 AM
37|1|121|266334|GCS/GES messages received|58073.3|169.77|25-FEB-15 08.00.00.000000 AM
37|1|121|266333|Global Cache blocks served|9642.26|28.2|25-FEB-15 08.00.00.000000 AM
37|1|121|266337|Estd Interconnect traffic (KB)|176960.98||25-FEB-15 08.00.00.000000 AM
37|1|120|266332|Global Cache blocks received|6535.32|27.95|25-FEB-15 10.00.00.000000 PM
37|1|120|266337|Estd Interconnect traffic (KB)|120777.98||25-FEB-15 10.00.00.000000 PM
37|1|120|266335|GCS/GES messages sent|41499.76|177.44|25-FEB-15 10.00.00.000000 PM
37|1|120|266336|DBWR Fusion writes|78.3|.33|25-FEB-15 10.00.00.000000 PM
37|1|120|266333|Global Cache blocks served|6535.42|27.91|25-FEB-15 10.00.00.000000 PM
37|1|120|266334|GCS/GES messages received|41505.98|177.34|25-FEB-15 10.00.00.000000 PM
37|1|123|266335|GCS/GES messages sent|56298.95|168.79|26-FEB-15 08.00.00.000000 AM
37|1|123|266334|GCS/GES messages received|56303.86|168.68|26-FEB-15 08.00.00.000000 AM
37|1|123|266332|Global Cache blocks received|9416.94|28.26|26-FEB-15 08.00.00.000000 AM
37|1|123|266333|Global Cache blocks served|9417|28.22|26-FEB-15 08.00.00.000000 AM
37|1|123|266336|DBWR Fusion writes|129.38|.39|26-FEB-15 08.00.00.000000 AM
37|1|123|266337|Estd Interconnect traffic (KB)|172664.27||26-FEB-15 08.00.00.000000 AM
37|1|125|266333|Global Cache blocks served|8925.3|27.89|27-FEB-15 08.00.00.000000 AM
37|1|125|266334|GCS/GES messages received|53872.48|168.27|27-FEB-15 08.00.00.000000 AM
37|1|125|266336|DBWR Fusion writes|125.02|.39|27-FEB-15 08.00.00.000000 AM
37|1|125|266335|GCS/GES messages sent|53865.79|168.36|27-FEB-15 08.00.00.000000 AM
37|1|125|266332|Global Cache blocks received|8924.93|27.91|27-FEB-15 08.00.00.000000 AM
37|1|125|266337|Estd Interconnect traffic (KB)|163844.47||27-FEB-15 08.00.00.000000 AM
37|1|124|266333|Global Cache blocks served|2593.61|16.34|27-FEB-15 10.00.00.000000 PM
37|1|124|266335|GCS/GES messages sent|21374.41|135.01|27-FEB-15 10.00.00.000000 PM
37|1|124|266332|Global Cache blocks received|2593.52|16.38|27-FEB-15 10.00.00.000000 PM
37|1|124|266334|GCS/GES messages received|21379.4|134.78|27-FEB-15 10.00.00.000000 PM
37|1|124|266337|Estd Interconnect traffic (KB)|49847.42||27-FEB-15 10.00.00.000000 PM
37|1|124|266336|DBWR Fusion writes|67.21|.42|27-FEB-15 10.00.00.000000 PM
37|1|126|266336|DBWR Fusion writes|87.07|.37|01-MAR-15 10.00.00.000000 PM
37|1|126|266332|Global Cache blocks received|5917.97|25.34|01-MAR-15 10.00.00.000000 PM
37|1|126|266334|GCS/GES messages received|40574.13|173.76|01-MAR-15 10.00.00.000000 PM
37|1|126|266335|GCS/GES messages sent|40566.13|173.77|01-MAR-15 10.00.00.000000 PM
37|1|126|266337|Estd Interconnect traffic (KB)|110536.38||01-MAR-15 10.00.00.000000 PM
37|1|126|266333|Global Cache blocks served|5918.11|25.33|01-MAR-15 10.00.00.000000 PM
37|1|127|266335|GCS/GES messages sent|45721.23|174.59|02-MAR-15 01.00.00.000000 AM
37|1|127|266336|DBWR Fusion writes|101.57|.39|02-MAR-15 01.00.00.000000 AM
37|1|127|266332|Global Cache blocks received|7129.19|27.24|02-MAR-15 01.00.00.000000 AM
37|1|127|266337|Estd Interconnect traffic (KB)|131926.59||02-MAR-15 01.00.00.000000 AM
37|1|127|266333|Global Cache blocks served|7129.05|27.23|02-MAR-15 01.00.00.000000 AM
37|1|127|266334|GCS/GES messages received|45725.74|174.57|02-MAR-15 01.00.00.000000 AM
37|1|128|266334|GCS/GES messages received|40442.18|165.56|02-MAR-15 10.00.00.000000 PM
37|1|128|266336|DBWR Fusion writes|83.58|.34|02-MAR-15 10.00.00.000000 PM
37|1|128|266335|GCS/GES messages sent|40434.91|165.48|02-MAR-15 10.00.00.000000 PM
37|1|128|266337|Estd Interconnect traffic (KB)|112245.37||02-MAR-15 10.00.00.000000 PM
37|1|128|266332|Global Cache blocks received|6028.09|24.68|02-MAR-15 10.00.00.000000 PM
37|1|128|266333|Global Cache blocks served|6028.05|24.68|02-MAR-15 10.00.00.000000 PM
37|1|122|266332|Global Cache blocks received|6002.14|25.06|26-FEB-15 10.00.00.000000 PM
37|1|122|266337|Estd Interconnect traffic (KB)|111575.38||26-FEB-15 10.00.00.000000 PM
37|1|122|266333|Global Cache blocks served|6001.59|25.04|26-FEB-15 10.00.00.000000 PM
37|1|122|266334|GCS/GES messages received|39798.87|166.14|26-FEB-15 10.00.00.000000 PM
37|1|122|266335|GCS/GES messages sent|39794.32|166.12|26-FEB-15 10.00.00.000000 PM
37|1|122|266336|DBWR Fusion writes|78.62|.33|26-FEB-15 10.00.00.000000 PM
37|1|134|266332|Global Cache blocks received|9343.07|27.27|05-MAR-15 08.00.00.000000 AM
37|1|134|266337|Estd Interconnect traffic (KB)|171727.72||05-MAR-15 08.00.00.000000 AM
37|1|134|266336|DBWR Fusion writes|135.93|.4|05-MAR-15 08.00.00.000000 AM
37|1|134|266334|GCS/GES messages received|56930.03|167.23|05-MAR-15 08.00.00.000000 AM
37|1|134|266333|Global Cache blocks served|9343.17|27.33|05-MAR-15 08.00.00.000000 AM
37|1|134|266335|GCS/GES messages sent|56927.21|166.61|05-MAR-15 08.00.00.000000 AM
37|1|137|266332|Global Cache blocks received|5641.26|24.12|08-MAR-15 10.00.00.000000 PM
37|1|137|266333|Global Cache blocks served|5641.17|24.09|08-MAR-15 10.00.00.000000 PM
37|1|137|266336|DBWR Fusion writes|82.93|.35|08-MAR-15 10.00.00.000000 PM
37|1|137|266335|GCS/GES messages sent|37837.71|161.71|08-MAR-15 10.00.00.000000 PM
37|1|137|266334|GCS/GES messages received|37842.79|161.63|08-MAR-15 10.00.00.000000 PM
37|1|137|266337|Estd Interconnect traffic (KB)|105040.79||08-MAR-15 10.00.00.000000 PM
37|1|129|266334|GCS/GES messages received|40358.08|168.52|03-MAR-15 10.00.00.000000 PM
37|1|129|266336|DBWR Fusion writes|84.39|.35|03-MAR-15 10.00.00.000000 PM
37|1|129|266332|Global Cache blocks received|5635.36|23.41|03-MAR-15 10.00.00.000000 PM
37|1|129|266333|Global Cache blocks served|5635.85|23.44|03-MAR-15 10.00.00.000000 PM
37|1|129|266335|GCS/GES messages sent|40350.35|168.03|03-MAR-15 10.00.00.000000 PM
37|1|129|266337|Estd Interconnect traffic (KB)|105933.03||03-MAR-15 10.00.00.000000 PM
37|1|132|266336|DBWR Fusion writes|138.66|.42|04-MAR-15 08.00.00.000000 AM
37|1|132|266333|Global Cache blocks served|10806.82|32.38|04-MAR-15 08.00.00.000000 AM
37|1|132|266334|GCS/GES messages received|62414.39|187.97|04-MAR-15 08.00.00.000000 AM
37|1|132|266332|Global Cache blocks received|10806.81|32.26|04-MAR-15 08.00.00.000000 AM
37|1|132|266337|Estd Interconnect traffic (KB)|197289.18||04-MAR-15 08.00.00.000000 AM
37|1|132|266335|GCS/GES messages sent|62411.89|187.01|04-MAR-15 08.00.00.000000 AM
37|1|131|266336|DBWR Fusion writes|81.76|.34|04-MAR-15 10.00.00.000000 PM
37|1|131|266337|Estd Interconnect traffic (KB)|123456.92||04-MAR-15 10.00.00.000000 PM
37|1|131|266333|Global Cache blocks served|6683.83|27.73|04-MAR-15 10.00.00.000000 PM
37|1|131|266335|GCS/GES messages sent|42278.46|175.18|04-MAR-15 10.00.00.000000 PM
37|1|131|266332|Global Cache blocks received|6683.76|27.62|04-MAR-15 10.00.00.000000 PM
37|1|131|266334|GCS/GES messages received|42284.34|176.19|04-MAR-15 10.00.00.000000 PM
37|1|133|266337|Estd Interconnect traffic (KB)|104618.21||05-MAR-15 10.00.00.000000 PM
37|1|133|266332|Global Cache blocks received|5623.4|24.26|05-MAR-15 10.00.00.000000 PM
37|1|133|266333|Global Cache blocks served|5623.45|24.43|05-MAR-15 10.00.00.000000 PM
37|1|133|266336|DBWR Fusion writes|73.45|.32|05-MAR-15 10.00.00.000000 PM
37|1|133|266334|GCS/GES messages received|37489.16|164.84|05-MAR-15 10.00.00.000000 PM
37|1|133|266335|GCS/GES messages sent|37484.98|162.76|05-MAR-15 10.00.00.000000 PM
37|1|136|266336|DBWR Fusion writes|118.18|.38|06-MAR-15 08.00.00.000000 AM
37|1|136|266337|Estd Interconnect traffic (KB)|152590.72||06-MAR-15 08.00.00.000000 AM
37|1|136|266334|GCS/GES messages received|51262.91|166.1|06-MAR-15 08.00.00.000000 AM
37|1|136|266335|GCS/GES messages sent|51256.52|164.96|06-MAR-15 08.00.00.000000 AM
37|1|136|266332|Global Cache blocks received|8285.07|26.56|06-MAR-15 08.00.00.000000 AM
37|1|136|266333|Global Cache blocks served|8285.85|26.73|06-MAR-15 08.00.00.000000 AM
37|1|135|266334|GCS/GES messages received|20239.92|141.02|06-MAR-15 10.00.00.000000 PM
37|1|135|266337|Estd Interconnect traffic (KB)|49552.99||06-MAR-15 10.00.00.000000 PM
37|1|135|266336|DBWR Fusion writes|40.84|.28|06-MAR-15 10.00.00.000000 PM
37|1|135|266333|Global Cache blocks served|2602.94|17.99|06-MAR-15 10.00.00.000000 PM
37|1|135|266335|GCS/GES messages sent|20234.96|139.97|06-MAR-15 10.00.00.000000 PM
37|1|135|266332|Global Cache blocks received|2603.02|17.94|06-MAR-15 10.00.00.000000 PM
37|1|138|266335|GCS/GES messages sent|42539.8|180.91|09-MAR-15 10.00.00.000000 PM
37|1|138|266333|Global Cache blocks served|6404.57|27.26|09-MAR-15 10.00.00.000000 PM
37|1|138|266337|Estd Interconnect traffic (KB)|119088.98||09-MAR-15 10.00.00.000000 PM
37|1|138|266332|Global Cache blocks received|6404.35|27.25|09-MAR-15 10.00.00.000000 PM
37|1|138|266334|GCS/GES messages received|42542.21|180.96|09-MAR-15 10.00.00.000000 PM
37|1|138|266336|DBWR Fusion writes|84.23|.36|09-MAR-15 10.00.00.000000 PM
37|1|130|266335|GCS/GES messages sent|60379.34|178.23|03-MAR-15 08.00.00.000000 AM
37|1|130|266337|Estd Interconnect traffic (KB)|180761.42||03-MAR-15 08.00.00.000000 AM
37|1|130|266332|Global Cache blocks received|9823.31|28.95|03-MAR-15 08.00.00.000000 AM
37|1|130|266336|DBWR Fusion writes|138.89|.41|03-MAR-15 08.00.00.000000 AM
37|1|130|266334|GCS/GES messages received|60386.62|178.35|03-MAR-15 08.00.00.000000 AM
37|1|130|266333|Global Cache blocks served|9823.48|28.98|03-MAR-15 08.00.00.000000 AM
37|1|139|266335|GCS/GES messages sent|41333.05|174.04|10-MAR-15 10.00.00.000000 PM
37|1|139|266332|Global Cache blocks received|5961.7|25.12|10-MAR-15 10.00.00.000000 PM
37|1|139|266336|DBWR Fusion writes|80.28|.34|10-MAR-15 10.00.00.000000 PM
37|1|139|266337|Estd Interconnect traffic (KB)|111533.73||10-MAR-15 10.00.00.000000 PM
37|1|139|266333|Global Cache blocks served|5961.59|25.11|10-MAR-15 10.00.00.000000 PM
37|1|139|266334|GCS/GES messages received|41341.86|174.09|10-MAR-15 10.00.00.000000 PM
37|1|141|266334|GCS/GES messages received|38619.95|166.75|11-MAR-15 10.00.00.000000 PM
37|1|141|266336|DBWR Fusion writes|80.25|.35|11-MAR-15 10.00.00.000000 PM
37|1|141|266333|Global Cache blocks served|6032.45|26.04|11-MAR-15 10.00.00.000000 PM
37|1|141|266337|Estd Interconnect traffic (KB)|111600.42||11-MAR-15 10.00.00.000000 PM
37|1|141|266335|GCS/GES messages sent|38612.64|166.78|11-MAR-15 10.00.00.000000 PM
37|1|141|266332|Global Cache blocks received|6032.04|26.06|11-MAR-15 10.00.00.000000 PM
37|1|142|266333|Global Cache blocks served|9714.52|27.48|12-MAR-15 08.00.00.000000 AM
37|1|142|266334|GCS/GES messages received|58609.32|165.89|12-MAR-15 08.00.00.000000 AM
37|1|142|266332|Global Cache blocks received|9713.93|27.42|12-MAR-15 08.00.00.000000 AM
37|1|142|266335|GCS/GES messages sent|58603.28|165.61|12-MAR-15 08.00.00.000000 AM
37|1|142|266336|DBWR Fusion writes|140.09|.4|12-MAR-15 08.00.00.000000 AM
37|1|142|266337|Estd Interconnect traffic (KB)|178320.67||12-MAR-15 08.00.00.000000 AM
37|1|143|266333|Global Cache blocks served|5358.24|23.4|12-MAR-15 10.00.00.000000 PM
37|1|143|266334|GCS/GES messages received|36241.5|158.39|12-MAR-15 10.00.00.000000 PM
37|1|143|266335|GCS/GES messages sent|36235.3|158.16|12-MAR-15 10.00.00.000000 PM
37|1|143|266336|DBWR Fusion writes|82.61|.36|12-MAR-15 10.00.00.000000 PM
37|1|143|266337|Estd Interconnect traffic (KB)|99881.74||12-MAR-15 10.00.00.000000 PM
37|1|143|266332|Global Cache blocks received|5357.53|23.38|12-MAR-15 10.00.00.000000 PM
37|1|145|266333|Global Cache blocks served|8220.71|25.54|13-MAR-15 08.00.00.000000 AM
37|1|145|266336|DBWR Fusion writes|122.49|.38|13-MAR-15 08.00.00.000000 AM
37|1|145|266335|GCS/GES messages sent|52614.6|163.48|13-MAR-15 08.00.00.000000 AM
37|1|145|266337|Estd Interconnect traffic (KB)|152083.13||13-MAR-15 08.00.00.000000 AM
37|1|145|266332|Global Cache blocks received|8220.4|25.56|13-MAR-15 08.00.00.000000 AM
37|1|145|266334|GCS/GES messages received|52623.25|163.54|13-MAR-15 08.00.00.000000 AM
37|1|144|266337|Estd Interconnect traffic (KB)|49047.98||13-MAR-15 10.00.00.000000 PM
37|1|144|266333|Global Cache blocks served|2553.73|17.02|13-MAR-15 10.00.00.000000 PM
37|1|144|266332|Global Cache blocks received|2553.72|16.98|13-MAR-15 10.00.00.000000 PM
37|1|144|266334|GCS/GES messages received|20964.94|139.68|13-MAR-15 10.00.00.000000 PM
37|1|144|266335|GCS/GES messages sent|20959.56|139.46|13-MAR-15 10.00.00.000000 PM
37|1|144|266336|DBWR Fusion writes|38.59|.26|13-MAR-15 10.00.00.000000 PM
37|1|146|266333|Global Cache blocks served|2841.23|12.62|15-MAR-15 10.00.00.000000 PM
37|1|146|266334|GCS/GES messages received|25413.04|112.9|15-MAR-15 10.00.00.000000 PM
37|1|146|266332|Global Cache blocks received|2841.23|12.63|15-MAR-15 10.00.00.000000 PM
37|1|146|266335|GCS/GES messages sent|25407.34|112.93|15-MAR-15 10.00.00.000000 PM
37|1|146|266337|Estd Interconnect traffic (KB)|55385.53||15-MAR-15 10.00.00.000000 PM
37|1|146|266336|DBWR Fusion writes|74.54|.33|15-MAR-15 10.00.00.000000 PM
37|1|148|266337|Estd Interconnect traffic (KB)|101098.72||16-MAR-15 08.00.00.000000 AM
37|1|148|266332|Global Cache blocks received|5346.43|15.04|16-MAR-15 08.00.00.000000 AM
37|1|148|266335|GCS/GES messages sent|39828.97|112.03|16-MAR-15 08.00.00.000000 AM
37|1|148|266333|Global Cache blocks served|5346.03|15.04|16-MAR-15 08.00.00.000000 AM
37|1|148|266336|DBWR Fusion writes|138.5|.39|16-MAR-15 08.00.00.000000 AM
37|1|148|266334|GCS/GES messages received|39833.62|112.02|16-MAR-15 08.00.00.000000 AM
37|1|147|266332|Global Cache blocks received|3077.38|13.31|16-MAR-15 10.00.00.000000 PM
37|1|147|266334|GCS/GES messages received|26905.42|116.28|16-MAR-15 10.00.00.000000 PM
37|1|147|266337|Estd Interconnect traffic (KB)|59746.13||16-MAR-15 10.00.00.000000 PM
37|1|147|266336|DBWR Fusion writes|84.98|.37|16-MAR-15 10.00.00.000000 PM
37|1|147|266333|Global Cache blocks served|3077.27|13.31|16-MAR-15 10.00.00.000000 PM
37|1|147|266335|GCS/GES messages sent|26900.05|116.24|16-MAR-15 10.00.00.000000 PM
37|1|140|266333|Global Cache blocks served|10083.23|28.17|10-MAR-15 08.00.00.000000 AM
37|1|140|266332|Global Cache blocks received|10082.99|28.15|10-MAR-15 08.00.00.000000 AM
37|1|140|266336|DBWR Fusion writes|144.14|.4|10-MAR-15 08.00.00.000000 AM
37|1|140|266334|GCS/GES messages received|60697.65|169.53|10-MAR-15 08.00.00.000000 AM
37|1|140|266335|GCS/GES messages sent|60690.23|169.43|10-MAR-15 08.00.00.000000 AM
37|1|140|266337|Estd Interconnect traffic (KB)|185038.29||10-MAR-15 08.00.00.000000 AM
37|1|153|266337|Estd Interconnect traffic (KB)|64348.83||18-MAR-15 10.00.00.000000 PM
37|1|153|266332|Global Cache blocks received|3340.63|12.93|18-MAR-15 10.00.00.000000 PM
37|1|153|266334|GCS/GES messages received|27904.99|107.99|18-MAR-15 10.00.00.000000 PM
37|1|153|266335|GCS/GES messages sent|27898.1|108|18-MAR-15 10.00.00.000000 PM
37|1|153|266333|Global Cache blocks served|3340.59|12.93|18-MAR-15 10.00.00.000000 PM
37|1|153|266336|DBWR Fusion writes|87.69|.34|18-MAR-15 10.00.00.000000 PM
37|1|149|266333|Global Cache blocks served|3626.63|13.68|17-MAR-15 01.00.00.000000 AM
37|1|149|266332|Global Cache blocks received|3626.53|13.68|17-MAR-15 01.00.00.000000 AM
37|1|149|266334|GCS/GES messages received|30296.94|114.32|17-MAR-15 01.00.00.000000 AM
37|1|149|266336|DBWR Fusion writes|101.21|.38|17-MAR-15 01.00.00.000000 AM
37|1|149|266335|GCS/GES messages sent|30289.45|114.27|17-MAR-15 01.00.00.000000 AM
37|1|149|266337|Estd Interconnect traffic (KB)|69858.57||17-MAR-15 01.00.00.000000 AM
37|1|150|266332|Global Cache blocks received|3150.56|13.67|17-MAR-15 10.00.00.000000 PM
37|1|150|266333|Global Cache blocks served|3150.83|13.67|17-MAR-15 10.00.00.000000 PM
37|1|150|266335|GCS/GES messages sent|27894.62|121|17-MAR-15 10.00.00.000000 PM
37|1|150|266336|DBWR Fusion writes|89.71|.39|17-MAR-15 10.00.00.000000 PM
37|1|150|266337|Estd Interconnect traffic (KB)|61308.92||17-MAR-15 10.00.00.000000 PM
37|1|150|266334|GCS/GES messages received|27902.22|121.04|17-MAR-15 10.00.00.000000 PM
37|1|152|266332|Global Cache blocks received|4643.85|12.78|18-MAR-15 08.00.00.000000 AM
37|1|152|266335|GCS/GES messages sent|37051.88|101.97|18-MAR-15 08.00.00.000000 AM
37|1|152|266336|DBWR Fusion writes|150.61|.41|18-MAR-15 08.00.00.000000 AM
37|1|152|266334|GCS/GES messages received|37056.9|101.96|18-MAR-15 08.00.00.000000 AM
37|1|152|266337|Estd Interconnect traffic (KB)|88776.32||18-MAR-15 08.00.00.000000 AM
37|1|152|266333|Global Cache blocks served|4643.89|12.78|18-MAR-15 08.00.00.000000 AM
37|1|154|266332|Global Cache blocks received|4367.93|12.43|19-MAR-15 08.00.00.000000 AM
37|1|154|266337|Estd Interconnect traffic (KB)|83835.29||19-MAR-15 08.00.00.000000 AM
37|1|154|266334|GCS/GES messages received|35707.12|101.57|19-MAR-15 08.00.00.000000 AM
37|1|154|266336|DBWR Fusion writes|140.81|.4|19-MAR-15 08.00.00.000000 AM
37|1|154|266333|Global Cache blocks served|4368.11|12.43|19-MAR-15 08.00.00.000000 AM
