site_id|config_id|run_id|stat_id|stat_name|stat_per_sec|stat_per_txn|stat_per_exec|stat_per_call|start_time
37|1|1|265418|Global Cache blocks received|4467.21|16.36|||03-OCT-14 08.00.00.000000 AM
37|1|1|265427|Transactions|274.49||||03-OCT-14 08.00.00.000000 AM
37|1|1|265410|Logical read (blocks)|291880.19|1064.87|||03-OCT-14 08.00.00.000000 AM
37|1|1|265419|Global Cache blocks served|4467.02|16.34|||03-OCT-14 08.00.00.000000 AM
37|1|1|265421|Parses (SQL)|1131.04|4.14|||03-OCT-14 08.00.00.000000 AM
37|1|1|265422|Hard parses (SQL)|1.94|0|||03-OCT-14 08.00.00.000000 AM
37|1|1|265414|Read IO requests|9409.74|34.43|||03-OCT-14 08.00.00.000000 AM
37|1|1|265416|Read IO (MB)|288.91|1.03|||03-OCT-14 08.00.00.000000 AM
37|1|1|265420|User calls|2473.05|9.06|||03-OCT-14 08.00.00.000000 AM
37|1|1|265425|Executes (SQL)|5916.11|21.66|||03-OCT-14 08.00.00.000000 AM
37|1|1|265409|Redo size (bytes)|1979284.81|7228.9|||03-OCT-14 08.00.00.000000 AM
37|1|1|265412|Physical read (blocks)|36979.83|131.27|||03-OCT-14 08.00.00.000000 AM
37|1|1|265408|DB CPU(s)|5.7|0|0|0|03-OCT-14 08.00.00.000000 AM
37|1|1|265415|Write IO requests|579.54|2.13|||03-OCT-14 08.00.00.000000 AM
37|1|1|265417|Write IO (MB)|6.12|0|||03-OCT-14 08.00.00.000000 AM
37|1|1|265423|SQL Work Area (MB)|294.56|1.08|||03-OCT-14 08.00.00.000000 AM
37|1|1|265407|DB Time(s)|17.48|.1|0|.01|03-OCT-14 08.00.00.000000 AM
37|1|1|265413|Physical write (blocks)|782.54|2.88|||03-OCT-14 08.00.00.000000 AM
37|1|1|265424|Logons|2.48|.01|||03-OCT-14 08.00.00.000000 AM
37|1|1|265411|Block changes|5084.1|18.58|||03-OCT-14 08.00.00.000000 AM
37|1|1|265426|Rollbacks|160.69|.6|||03-OCT-14 08.00.00.000000 AM
37|1|2|265418|Global Cache blocks received|5522.92|16.08|||06-OCT-14 08.00.00.000000 AM
37|1|2|265410|Logical read (blocks)|371529.58|1079.76|||06-OCT-14 08.00.00.000000 AM
37|1|2|265415|Write IO requests|760.81|2.21|||06-OCT-14 08.00.00.000000 AM
37|1|2|265417|Write IO (MB)|7.96|0|||06-OCT-14 08.00.00.000000 AM
37|1|2|265409|Redo size (bytes)|2551471.28|7417.36|||06-OCT-14 08.00.00.000000 AM
37|1|2|265422|Hard parses (SQL)|2.11|0|||06-OCT-14 08.00.00.000000 AM
37|1|2|265408|DB CPU(s)|7.66|0|0|0|06-OCT-14 08.00.00.000000 AM
37|1|2|265411|Block changes|6739.41|19.6|||06-OCT-14 08.00.00.000000 AM
37|1|2|265416|Read IO (MB)|304.53|.91|||06-OCT-14 08.00.00.000000 AM
37|1|2|265426|Rollbacks|203.29|.6|||06-OCT-14 08.00.00.000000 AM
37|1|2|265427|Transactions|344.37||||06-OCT-14 08.00.00.000000 AM
37|1|2|265414|Read IO requests|11967.63|34.79|||06-OCT-14 08.00.00.000000 AM
37|1|2|265419|Global Cache blocks served|5523.13|16.08|||06-OCT-14 08.00.00.000000 AM
37|1|2|265424|Logons|2.48|0|||06-OCT-14 08.00.00.000000 AM
37|1|2|265425|Executes (SQL)|7588.24|22.08|||06-OCT-14 08.00.00.000000 AM
37|1|2|265407|DB Time(s)|25.32|.1|0|.01|06-OCT-14 08.00.00.000000 AM
37|1|2|265421|Parses (SQL)|1559.21|4.53|||06-OCT-14 08.00.00.000000 AM
37|1|2|265412|Physical read (blocks)|38978.14|112.32|||06-OCT-14 08.00.00.000000 AM
37|1|2|265413|Physical write (blocks)|1018.46|2.96|||06-OCT-14 08.00.00.000000 AM
37|1|2|265420|User calls|3161.39|9.18|||06-OCT-14 08.00.00.000000 AM
37|1|2|265423|SQL Work Area (MB)|408.58|1.19|||06-OCT-14 08.00.00.000000 AM
37|1|4|265408|DB CPU(s)|7.29|0|0|0|08-OCT-14 08.00.00.000000 AM
37|1|4|265411|Block changes|7222.18|21.64|||08-OCT-14 08.00.00.000000 AM
37|1|4|265412|Physical read (blocks)|31793.74|94.72|||08-OCT-14 08.00.00.000000 AM
37|1|4|265415|Write IO requests|730.88|2.19|||08-OCT-14 08.00.00.000000 AM
37|1|4|265422|Hard parses (SQL)|2.13|0|||08-OCT-14 08.00.00.000000 AM
37|1|4|265410|Logical read (blocks)|376436.18|1126.27|||08-OCT-14 08.00.00.000000 AM
37|1|4|265420|User calls|3113.33|9.31|||08-OCT-14 08.00.00.000000 AM
37|1|4|265424|Logons|2.01|0|||08-OCT-14 08.00.00.000000 AM
37|1|4|265414|Read IO requests|10085|30.2|||08-OCT-14 08.00.00.000000 AM
37|1|4|265417|Write IO (MB)|7.88|0|||08-OCT-14 08.00.00.000000 AM
37|1|4|265418|Global Cache blocks received|5210.73|15.61|||08-OCT-14 08.00.00.000000 AM
37|1|4|265425|Executes (SQL)|7387.34|22.11|||08-OCT-14 08.00.00.000000 AM
37|1|4|265427|Transactions|334.56||||08-OCT-14 08.00.00.000000 AM
37|1|4|265409|Redo size (bytes)|2543013.19|7610.5|||08-OCT-14 08.00.00.000000 AM
37|1|4|265413|Physical write (blocks)|1006.93|3.02|||08-OCT-14 08.00.00.000000 AM
37|1|4|265407|DB Time(s)|23.88|.1|0|.01|08-OCT-14 08.00.00.000000 AM
37|1|4|265421|Parses (SQL)|1363.93|4.09|||08-OCT-14 08.00.00.000000 AM
37|1|4|265423|SQL Work Area (MB)|425.06|1.27|||08-OCT-14 08.00.00.000000 AM
37|1|4|265426|Rollbacks|202.8|.6|||08-OCT-14 08.00.00.000000 AM
37|1|4|265416|Read IO (MB)|248.39|.74|||08-OCT-14 08.00.00.000000 AM
37|1|4|265419|Global Cache blocks served|5210.37|15.61|||08-OCT-14 08.00.00.000000 AM
37|1|7|265412|Physical read (blocks)|36349.46|107.81|||13-OCT-14 08.00.00.000000 AM
37|1|7|265418|Global Cache blocks received|5470.27|16.43|||13-OCT-14 08.00.00.000000 AM
37|1|7|265425|Executes (SQL)|7361.43|22.09|||13-OCT-14 08.00.00.000000 AM
37|1|7|265426|Rollbacks|196.3|.6|||13-OCT-14 08.00.00.000000 AM
37|1|7|265407|DB Time(s)|24|.1|0|.01|13-OCT-14 08.00.00.000000 AM
37|1|7|265410|Logical read (blocks)|354655.36|1063.46|||13-OCT-14 08.00.00.000000 AM
37|1|7|265408|DB CPU(s)|7.19|0|0|0|13-OCT-14 08.00.00.000000 AM
37|1|7|265415|Write IO requests|760.51|2.29|||13-OCT-14 08.00.00.000000 AM
37|1|7|265414|Read IO requests|10758.23|32.29|||13-OCT-14 08.00.00.000000 AM
37|1|7|265416|Read IO (MB)|283.98|.84|||13-OCT-14 08.00.00.000000 AM
37|1|7|265417|Write IO (MB)|8.04|0|||13-OCT-14 08.00.00.000000 AM
37|1|7|265424|Logons|2.36|0|||13-OCT-14 08.00.00.000000 AM
37|1|7|265421|Parses (SQL)|1436.98|4.33|||13-OCT-14 08.00.00.000000 AM
37|1|7|265423|SQL Work Area (MB)|385.84|1.17|||13-OCT-14 08.00.00.000000 AM
37|1|7|265409|Redo size (bytes)|2533154.75|7598.52|||13-OCT-14 08.00.00.000000 AM
37|1|7|265411|Block changes|7013.15|21.03|||13-OCT-14 08.00.00.000000 AM
37|1|7|265413|Physical write (blocks)|1027.99|3.09|||13-OCT-14 08.00.00.000000 AM
37|1|7|265419|Global Cache blocks served|5469.9|16.41|||13-OCT-14 08.00.00.000000 AM
37|1|7|265420|User calls|3058.94|9.18|||13-OCT-14 08.00.00.000000 AM
37|1|7|265422|Hard parses (SQL)|1.79|0|||13-OCT-14 08.00.00.000000 AM
37|1|7|265427|Transactions|333.75||||13-OCT-14 08.00.00.000000 AM
37|1|6|265416|Read IO (MB)|277.89|.9|||10-OCT-14 08.00.00.000000 AM
37|1|6|265413|Physical write (blocks)|883.69|2.92|||10-OCT-14 08.00.00.000000 AM
37|1|6|265414|Read IO requests|10055.94|33.18|||10-OCT-14 08.00.00.000000 AM
37|1|6|265427|Transactions|303.4||||10-OCT-14 08.00.00.000000 AM
37|1|6|265407|DB Time(s)|20.95|.1|0|.01|10-OCT-14 08.00.00.000000 AM
37|1|6|265415|Write IO requests|656.01|2.17|||10-OCT-14 08.00.00.000000 AM
37|1|6|265418|Global Cache blocks received|4804.89|15.87|||10-OCT-14 08.00.00.000000 AM
37|1|6|265422|Hard parses (SQL)|1.96|0|||10-OCT-14 08.00.00.000000 AM
37|1|6|265411|Block changes|5794.03|19.11|||10-OCT-14 08.00.00.000000 AM
37|1|6|265425|Executes (SQL)|6703.03|22.14|||10-OCT-14 08.00.00.000000 AM
37|1|6|265426|Rollbacks|179.42|.6|||10-OCT-14 08.00.00.000000 AM
37|1|6|265409|Redo size (bytes)|2205559.89|7275.96|||10-OCT-14 08.00.00.000000 AM
37|1|6|265417|Write IO (MB)|6.9|0|||10-OCT-14 08.00.00.000000 AM
37|1|6|265419|Global Cache blocks served|4804.66|15.86|||10-OCT-14 08.00.00.000000 AM
37|1|6|265421|Parses (SQL)|1228.19|4.08|||10-OCT-14 08.00.00.000000 AM
37|1|6|265410|Logical read (blocks)|327286.3|1078.03|||10-OCT-14 08.00.00.000000 AM
37|1|6|265412|Physical read (blocks)|35568.31|115.08|||10-OCT-14 08.00.00.000000 AM
37|1|6|265420|User calls|2779.56|9.17|||10-OCT-14 08.00.00.000000 AM
37|1|6|265423|SQL Work Area (MB)|355.62|1.18|||10-OCT-14 08.00.00.000000 AM
37|1|6|265408|DB CPU(s)|6.51|0|0|0|10-OCT-14 08.00.00.000000 AM
37|1|6|265424|Logons|2.26|.01|||10-OCT-14 08.00.00.000000 AM
37|1|5|265416|Read IO (MB)|298.59|.89|||09-OCT-14 08.00.00.000000 AM
37|1|5|265418|Global Cache blocks received|5064.29|15.35|||09-OCT-14 08.00.00.000000 AM
37|1|5|265423|SQL Work Area (MB)|408.54|1.25|||09-OCT-14 08.00.00.000000 AM
37|1|5|265424|Logons|2.16|0|||09-OCT-14 08.00.00.000000 AM
37|1|5|265426|Rollbacks|199.51|.6|||09-OCT-14 08.00.00.000000 AM
37|1|5|265407|DB Time(s)|23.79|.1|0|.01|09-OCT-14 08.00.00.000000 AM
37|1|5|265410|Logical read (blocks)|378345.46|1143.39|||09-OCT-14 08.00.00.000000 AM
37|1|5|265419|Global Cache blocks served|5063.91|15.33|||09-OCT-14 08.00.00.000000 AM
37|1|5|265408|DB CPU(s)|7.36|0|0|0|09-OCT-14 08.00.00.000000 AM
37|1|5|265412|Physical read (blocks)|38218.14|113.31|||09-OCT-14 08.00.00.000000 AM
37|1|5|265411|Block changes|6348.3|19.19|||09-OCT-14 08.00.00.000000 AM
37|1|5|265413|Physical write (blocks)|983.39|2.99|||09-OCT-14 08.00.00.000000 AM
37|1|5|265414|Read IO requests|11207.91|33.93|||09-OCT-14 08.00.00.000000 AM
37|1|5|265415|Write IO requests|724.68|2.2|||09-OCT-14 08.00.00.000000 AM
37|1|5|265409|Redo size (bytes)|2546889.79|7703.74|||09-OCT-14 08.00.00.000000 AM
37|1|5|265417|Write IO (MB)|7.68|0|||09-OCT-14 08.00.00.000000 AM
37|1|5|265422|Hard parses (SQL)|2.21|0|||09-OCT-14 08.00.00.000000 AM
37|1|5|265425|Executes (SQL)|7253.31|21.96|||09-OCT-14 08.00.00.000000 AM
37|1|5|265427|Transactions|331.59||||09-OCT-14 08.00.00.000000 AM
37|1|5|265420|User calls|3028.47|9.18|||09-OCT-14 08.00.00.000000 AM
37|1|5|265421|Parses (SQL)|1338.94|4.04|||09-OCT-14 08.00.00.000000 AM
37|1|3|265421|Parses (SQL)|1353.71|4.06|||07-OCT-14 08.00.00.000000 AM
37|1|3|265415|Write IO requests|742.49|2.21|||07-OCT-14 08.00.00.000000 AM
37|1|3|265427|Transactions|335.01||||07-OCT-14 08.00.00.000000 AM
37|1|3|265416|Read IO (MB)|283.46|.83|||07-OCT-14 08.00.00.000000 AM
37|1|3|265423|SQL Work Area (MB)|435.14|1.3|||07-OCT-14 08.00.00.000000 AM
37|1|3|265411|Block changes|6503.96|19.44|||07-OCT-14 08.00.00.000000 AM
37|1|3|265412|Physical read (blocks)|36282.32|106.95|||07-OCT-14 08.00.00.000000 AM
37|1|3|265414|Read IO requests|10707.57|32|||07-OCT-14 08.00.00.000000 AM
37|1|3|265407|DB Time(s)|24.58|.1|0|.01|07-OCT-14 08.00.00.000000 AM
37|1|3|265424|Logons|2.36|0|||07-OCT-14 08.00.00.000000 AM
37|1|3|265408|DB CPU(s)|7.48|0|0|0|07-OCT-14 08.00.00.000000 AM
37|1|3|265409|Redo size (bytes)|2465703.83|7369.55|||07-OCT-14 08.00.00.000000 AM
37|1|3|265417|Write IO (MB)|7.82|0|||07-OCT-14 08.00.00.000000 AM
37|1|3|265413|Physical write (blocks)|999.81|3|||07-OCT-14 08.00.00.000000 AM
37|1|3|265419|Global Cache blocks served|5068.64|15.16|||07-OCT-14 08.00.00.000000 AM
37|1|3|265420|User calls|3147.93|9.41|||07-OCT-14 08.00.00.000000 AM
37|1|3|265410|Logical read (blocks)|381020.1|1137.83|||07-OCT-14 08.00.00.000000 AM
37|1|3|265418|Global Cache blocks received|5069.03|15.18|||07-OCT-14 08.00.00.000000 AM
37|1|3|265422|Hard parses (SQL)|2.06|0|||07-OCT-14 08.00.00.000000 AM
37|1|3|265425|Executes (SQL)|7329.71|21.91|||07-OCT-14 08.00.00.000000 AM
37|1|3|265426|Rollbacks|204.11|.6|||07-OCT-14 08.00.00.000000 AM
37|1|11|265407|DB Time(s)|20.86|.1|0|.01|17-OCT-14 08.00.00.000000 AM
37|1|11|265409|Redo size (bytes)|2358925.89|7882.75|||17-OCT-14 08.00.00.000000 AM
37|1|11|265414|Read IO requests|9985.93|33.38|||17-OCT-14 08.00.00.000000 AM
37|1|11|265425|Executes (SQL)|6693.69|22.38|||17-OCT-14 08.00.00.000000 AM
37|1|11|265410|Logical read (blocks)|328038.44|1095.12|||17-OCT-14 08.00.00.000000 AM
37|1|11|265415|Write IO requests|702.75|2.36|||17-OCT-14 08.00.00.000000 AM
37|1|11|265416|Read IO (MB)|281.66|.94|||17-OCT-14 08.00.00.000000 AM
37|1|11|265417|Write IO (MB)|7.38|0|||17-OCT-14 08.00.00.000000 AM
37|1|11|265408|DB CPU(s)|6.68|0|0|0|17-OCT-14 08.00.00.000000 AM
37|1|11|265426|Rollbacks|175.91|.6|||17-OCT-14 08.00.00.000000 AM
37|1|11|265413|Physical write (blocks)|944.41|3.16|||17-OCT-14 08.00.00.000000 AM
37|1|11|265419|Global Cache blocks served|5998.78|20.06|||17-OCT-14 08.00.00.000000 AM
37|1|11|265422|Hard parses (SQL)|1.59|0|||17-OCT-14 08.00.00.000000 AM
37|1|11|265423|SQL Work Area (MB)|339.09|1.14|||17-OCT-14 08.00.00.000000 AM
37|1|11|265424|Logons|2.23|.01|||17-OCT-14 08.00.00.000000 AM
37|1|11|265427|Transactions|300.03||||17-OCT-14 08.00.00.000000 AM
37|1|11|265418|Global Cache blocks received|5998.06|20.08|||17-OCT-14 08.00.00.000000 AM
37|1|11|265420|User calls|2763.33|9.24|||17-OCT-14 08.00.00.000000 AM
37|1|11|265421|Parses (SQL)|1227.64|4.11|||17-OCT-14 08.00.00.000000 AM
37|1|11|265412|Physical read (blocks)|36051.84|118.51|||17-OCT-14 08.00.00.000000 AM
37|1|11|265411|Block changes|6102.96|20.39|||17-OCT-14 08.00.00.000000 AM
37|1|12|265414|Read IO requests|11251.81|32.13|||20-OCT-14 08.00.00.000000 AM
37|1|12|265418|Global Cache blocks received|5843.74|16.69|||20-OCT-14 08.00.00.000000 AM
37|1|12|265425|Executes (SQL)|7667|21.9|||20-OCT-14 08.00.00.000000 AM
37|1|12|265427|Transactions|350.81||||20-OCT-14 08.00.00.000000 AM
37|1|12|265411|Block changes|6989.98|19.94|||20-OCT-14 08.00.00.000000 AM
37|1|12|265413|Physical write (blocks)|1041.79|2.98|||20-OCT-14 08.00.00.000000 AM
37|1|12|265419|Global Cache blocks served|5843.92|16.69|||20-OCT-14 08.00.00.000000 AM
37|1|12|265422|Hard parses (SQL)|.96|0|||20-OCT-14 08.00.00.000000 AM
37|1|12|265426|Rollbacks|213.42|.6|||20-OCT-14 08.00.00.000000 AM
37|1|12|265407|DB Time(s)|19.18|.1|0|.01|20-OCT-14 08.00.00.000000 AM
37|1|12|265410|Logical read (blocks)|371827.63|1061.87|||20-OCT-14 08.00.00.000000 AM
37|1|12|265415|Write IO requests|757.51|2.16|||20-OCT-14 08.00.00.000000 AM
37|1|12|265416|Read IO (MB)|271.64|.76|||20-OCT-14 08.00.00.000000 AM
37|1|12|265421|Parses (SQL)|1417.54|4.05|||20-OCT-14 08.00.00.000000 AM
37|1|12|265423|SQL Work Area (MB)|415.54|1.19|||20-OCT-14 08.00.00.000000 AM
37|1|12|265408|DB CPU(s)|7.61|0|0|0|20-OCT-14 08.00.00.000000 AM
37|1|12|265409|Redo size (bytes)|2659344.44|7588.59|||20-OCT-14 08.00.00.000000 AM
37|1|12|265412|Physical read (blocks)|34770.72|99.84|||20-OCT-14 08.00.00.000000 AM
37|1|12|265420|User calls|3232.51|9.22|||20-OCT-14 08.00.00.000000 AM
37|1|12|265417|Write IO (MB)|8.14|0|||20-OCT-14 08.00.00.000000 AM
37|1|12|265424|Logons|.79|0|||20-OCT-14 08.00.00.000000 AM
37|1|9|265410|Logical read (blocks)|382450.61|1132.09|||15-OCT-14 08.00.00.000000 AM
37|1|9|265415|Write IO requests|750.91|2.21|||15-OCT-14 08.00.00.000000 AM
37|1|9|265408|DB CPU(s)|7.49|0|0|0|15-OCT-14 08.00.00.000000 AM
37|1|9|265414|Read IO requests|9353.05|27.71|||15-OCT-14 08.00.00.000000 AM
37|1|9|265409|Redo size (bytes)|2478641.63|7336.43|||15-OCT-14 08.00.00.000000 AM
37|1|9|265412|Physical read (blocks)|35244.4|103.18|||15-OCT-14 08.00.00.000000 AM
37|1|9|265413|Physical write (blocks)|1024.23|3.03|||15-OCT-14 08.00.00.000000 AM
37|1|9|265418|Global Cache blocks received|6632.86|19.66|||15-OCT-14 08.00.00.000000 AM
37|1|9|265426|Rollbacks|202.63|.6|||15-OCT-14 08.00.00.000000 AM
37|1|9|265407|DB Time(s)|23.84|.1|0|.01|15-OCT-14 08.00.00.000000 AM
37|1|9|265411|Block changes|6858.28|20.28|||15-OCT-14 08.00.00.000000 AM
37|1|9|265423|SQL Work Area (MB)|415.98|1.24|||15-OCT-14 08.00.00.000000 AM
37|1|9|265419|Global Cache blocks served|6632.57|19.64|||15-OCT-14 08.00.00.000000 AM
37|1|9|265424|Logons|2.12|0|||15-OCT-14 08.00.00.000000 AM
37|1|9|265427|Transactions|338.01||||15-OCT-14 08.00.00.000000 AM
37|1|9|265420|User calls|3102.9|9.19|||15-OCT-14 08.00.00.000000 AM
37|1|9|265421|Parses (SQL)|1424.63|4.23|||15-OCT-14 08.00.00.000000 AM
37|1|9|265422|Hard parses (SQL)|1.52|0|||15-OCT-14 08.00.00.000000 AM
37|1|9|265425|Executes (SQL)|7568.48|22.43|||15-OCT-14 08.00.00.000000 AM
37|1|9|265416|Read IO (MB)|275.34|.81|||15-OCT-14 08.00.00.000000 AM
37|1|9|265417|Write IO (MB)|8|0|||15-OCT-14 08.00.00.000000 AM
37|1|8|265408|DB CPU(s)|7.28|0|0|0|14-OCT-14 08.00.00.000000 AM
37|1|8|265412|Physical read (blocks)|35077.18|102.63|||14-OCT-14 08.00.00.000000 AM
37|1|8|265414|Read IO requests|9681.26|28.77|||14-OCT-14 08.00.00.000000 AM
37|1|8|265411|Block changes|6650.89|19.75|||14-OCT-14 08.00.00.000000 AM
37|1|8|265419|Global Cache blocks served|6718.44|19.96|||14-OCT-14 08.00.00.000000 AM
37|1|8|265407|DB Time(s)|23.23|.1|0|.01|14-OCT-14 08.00.00.000000 AM
37|1|8|265409|Redo size (bytes)|2401683.06|7133.88|||14-OCT-14 08.00.00.000000 AM
37|1|8|265420|User calls|3071.34|9.13|||14-OCT-14 08.00.00.000000 AM
37|1|8|265424|Logons|2.33|0|||14-OCT-14 08.00.00.000000 AM
37|1|8|265417|Write IO (MB)|7.93|0|||14-OCT-14 08.00.00.000000 AM
37|1|8|265427|Transactions|337.16||||14-OCT-14 08.00.00.000000 AM
37|1|8|265413|Physical write (blocks)|1015.61|3.03|||14-OCT-14 08.00.00.000000 AM
37|1|8|265416|Read IO (MB)|274.04|.81|||14-OCT-14 08.00.00.000000 AM
37|1|8|265425|Executes (SQL)|7246.85|21.56|||14-OCT-14 08.00.00.000000 AM
37|1|8|265426|Rollbacks|202.5|.6|||14-OCT-14 08.00.00.000000 AM
37|1|8|265421|Parses (SQL)|1289.53|3.84|||14-OCT-14 08.00.00.000000 AM
37|1|8|265422|Hard parses (SQL)|1.4|0|||14-OCT-14 08.00.00.000000 AM
37|1|8|265410|Logical read (blocks)|367545.43|1090.9|||14-OCT-14 08.00.00.000000 AM
37|1|8|265415|Write IO requests|754.06|2.23|||14-OCT-14 08.00.00.000000 AM
37|1|8|265418|Global Cache blocks received|6718.51|19.96|||14-OCT-14 08.00.00.000000 AM
37|1|8|265423|SQL Work Area (MB)|403.89|1.2|||14-OCT-14 08.00.00.000000 AM
37|1|10|265410|Logical read (blocks)|374651.89|1135.79|||16-OCT-14 08.00.00.000000 AM
37|1|10|265417|Write IO (MB)|7.84|0|||16-OCT-14 08.00.00.000000 AM
37|1|10|265418|Global Cache blocks received|6549.08|19.91|||16-OCT-14 08.00.00.000000 AM
37|1|10|265423|SQL Work Area (MB)|408.3|1.24|||16-OCT-14 08.00.00.000000 AM
37|1|10|265412|Physical read (blocks)|36508.83|108.79|||16-OCT-14 08.00.00.000000 AM
37|1|10|265413|Physical write (blocks)|1003.54|3.04|||16-OCT-14 08.00.00.000000 AM
37|1|10|265409|Redo size (bytes)|2389312.54|7251.03|||16-OCT-14 08.00.00.000000 AM
37|1|10|265419|Global Cache blocks served|6550.06|19.89|||16-OCT-14 08.00.00.000000 AM
37|1|10|265420|User calls|3038.25|9.23|||16-OCT-14 08.00.00.000000 AM
37|1|10|265411|Block changes|6494.27|19.71|||16-OCT-14 08.00.00.000000 AM
37|1|10|265424|Logons|2.36|0|||16-OCT-14 08.00.00.000000 AM
37|1|10|265407|DB Time(s)|23.24|.1|0|.01|16-OCT-14 08.00.00.000000 AM
37|1|10|265408|DB CPU(s)|7.44|0|0|0|16-OCT-14 08.00.00.000000 AM
37|1|10|265415|Write IO requests|751.08|2.27|||16-OCT-14 08.00.00.000000 AM
37|1|10|265421|Parses (SQL)|1348.49|4.09|||16-OCT-14 08.00.00.000000 AM
37|1|10|265426|Rollbacks|200.24|.6|||16-OCT-14 08.00.00.000000 AM
37|1|10|265427|Transactions|330.18||||16-OCT-14 08.00.00.000000 AM
37|1|10|265414|Read IO requests|10311.65|31.31|||16-OCT-14 08.00.00.000000 AM
37|1|10|265416|Read IO (MB)|285.23|.84|||16-OCT-14 08.00.00.000000 AM
37|1|10|265422|Hard parses (SQL)|1.28|0|||16-OCT-14 08.00.00.000000 AM
37|1|10|265425|Executes (SQL)|7260.18|22.03|||16-OCT-14 08.00.00.000000 AM
37|1|16|265409|Redo size (bytes)|2200045.09|7188.26|||24-OCT-14 08.00.00.000000 AM
37|1|16|265411|Block changes|5780.61|18.89|||24-OCT-14 08.00.00.000000 AM
37|1|16|265413|Physical write (blocks)|863.45|2.83|||24-OCT-14 08.00.00.000000 AM
37|1|16|265417|Write IO (MB)|6.75|0|||24-OCT-14 08.00.00.000000 AM
37|1|16|265419|Global Cache blocks served|5348.02|17.46|||24-OCT-14 08.00.00.000000 AM
37|1|16|265424|Logons|.7|0|||24-OCT-14 08.00.00.000000 AM
37|1|16|265426|Rollbacks|181.89|.6|||24-OCT-14 08.00.00.000000 AM
37|1|16|265416|Read IO (MB)|258.08|.86|||24-OCT-14 08.00.00.000000 AM
37|1|16|265420|User calls|2728.13|8.9|||24-OCT-14 08.00.00.000000 AM
37|1|16|265422|Hard parses (SQL)|1.32|0|||24-OCT-14 08.00.00.000000 AM
37|1|16|265415|Write IO requests|645.38|2.13|||24-OCT-14 08.00.00.000000 AM
37|1|16|265421|Parses (SQL)|1271.51|4.15|||24-OCT-14 08.00.00.000000 AM
37|1|16|265423|SQL Work Area (MB)|354.94|1.16|||24-OCT-14 08.00.00.000000 AM
37|1|16|265425|Executes (SQL)|6725.61|21.98|||24-OCT-14 08.00.00.000000 AM
37|1|16|265407|DB Time(s)|15.72|.1|0|.01|24-OCT-14 08.00.00.000000 AM
37|1|16|265418|Global Cache blocks received|5347.81|17.46|||24-OCT-14 08.00.00.000000 AM
37|1|16|265414|Read IO requests|10596.32|34.62|||24-OCT-14 08.00.00.000000 AM
37|1|16|265408|DB CPU(s)|6.6|0|0|0|24-OCT-14 08.00.00.000000 AM
37|1|16|265410|Logical read (blocks)|325316.44|1063.35|||24-OCT-14 08.00.00.000000 AM
37|1|16|265412|Physical read (blocks)|33032.43|108.9|||24-OCT-14 08.00.00.000000 AM
37|1|16|265427|Transactions|306.46||||24-OCT-14 08.00.00.000000 AM
37|1|13|265407|DB Time(s)|19.25|.1|0|.01|21-OCT-14 08.00.00.000000 AM
37|1|13|265411|Block changes|6876.46|19.45|||21-OCT-14 08.00.00.000000 AM
37|1|13|265423|SQL Work Area (MB)|427.34|1.21|||21-OCT-14 08.00.00.000000 AM
37|1|13|265410|Logical read (blocks)|384542.15|1089.53|||21-OCT-14 08.00.00.000000 AM
37|1|13|265415|Write IO requests|726.5|2.06|||21-OCT-14 08.00.00.000000 AM
37|1|13|265420|User calls|3272.37|9.28|||21-OCT-14 08.00.00.000000 AM
37|1|13|265422|Hard parses (SQL)|1.38|0|||21-OCT-14 08.00.00.000000 AM
37|1|13|265427|Transactions|353.32||||21-OCT-14 08.00.00.000000 AM
37|1|13|265417|Write IO (MB)|7.9|0|||21-OCT-14 08.00.00.000000 AM
37|1|13|265426|Rollbacks|216.17|.6|||21-OCT-14 08.00.00.000000 AM
37|1|13|265408|DB CPU(s)|7.74|0|0|0|21-OCT-14 08.00.00.000000 AM
37|1|13|265425|Executes (SQL)|7756.93|21.99|||21-OCT-14 08.00.00.000000 AM
37|1|13|265412|Physical read (blocks)|33690.29|95.58|||21-OCT-14 08.00.00.000000 AM
37|1|13|265413|Physical write (blocks)|1009.69|2.87|||21-OCT-14 08.00.00.000000 AM
37|1|13|265419|Global Cache blocks served|5929.98|16.8|||21-OCT-14 08.00.00.000000 AM
37|1|13|265414|Read IO requests|10515.02|29.8|||21-OCT-14 08.00.00.000000 AM
37|1|13|265418|Global Cache blocks received|5930.55|16.79|||21-OCT-14 08.00.00.000000 AM
37|1|13|265421|Parses (SQL)|1414.06|4.02|||21-OCT-14 08.00.00.000000 AM
37|1|13|265409|Redo size (bytes)|2578827.04|7300.02|||21-OCT-14 08.00.00.000000 AM
37|1|13|265416|Read IO (MB)|263.22|.75|||21-OCT-14 08.00.00.000000 AM
37|1|13|265424|Logons|.69|0|||21-OCT-14 08.00.00.000000 AM
37|1|14|265409|Redo size (bytes)|2372525.53|7062.65|||22-OCT-14 08.00.00.000000 AM
37|1|14|265411|Block changes|6009.76|17.9|||22-OCT-14 08.00.00.000000 AM
37|1|14|265412|Physical read (blocks)|45880.57|138.27|||22-OCT-14 08.00.00.000000 AM
37|1|14|265413|Physical write (blocks)|910.35|2.72|||22-OCT-14 08.00.00.000000 AM
37|1|14|265415|Write IO requests|654.52|1.95|||22-OCT-14 08.00.00.000000 AM
